0	132.65640956
1	138.49013370
2	144.32401955
3	150.15788295
4	155.99181105
5	161.82574847
7	173.49342013
8	179.32736616
9	185.16116805
10	190.99501991
11	196.82888151
12	202.66278084
13	208.49656459
14	214.33047277
15	220.16442611
16	225.99831231
17	231.83217180
18	237.66609827
19	243.49992765
20	249.33392403
21	255.16772876
22	261.00150178
23	266.83556037
24	272.66947612
25	278.50320119
26	284.33715815
27	290.17103466
28	296.00483638
29	301.83882681
30	307.67274225
31	313.50652286
32	319.34039152
33	325.17444045
34	331.00834278
35	336.84218631
36	342.67595726
37	348.50989537
38	354.34382030
39	360.17777092
40	366.01160015
41	371.84549395
42	377.67934690
44	389.34712803
45	395.18100619
46	401.01490362
47	406.84880811
48	412.68272458
49	418.51657302
50	424.35045470
51	430.18430418
52	436.01821674
53	441.85210413
54	447.68601065
55	453.51987996
56	459.35374584
57	465.18757024
58	471.02144394
59	476.85537271
60	482.68934106
61	488.52317856
62	494.35705786
63	500.19086576
64	506.02492453
65	511.85879505
66	517.69269792
67	523.52653295
68	529.36043666
69	535.19430188
70	541.02816047
71	546.86212246
72	552.69591257
73	558.52991490
74	564.36367607
75	570.19764873
76	576.03152745
77	581.86538396
78	587.69931015
79	593.53320163
80	599.36705149
81	605.20099349
82	611.03485672
83	616.86874580
84	622.70265114
85	628.53648672
104	739.38029753
105	745.21420565
106	751.04810567
107	756.88197320
109	768.54974126
110	774.38359997
111	780.21744728
112	786.05135411
113	791.88524429
114	797.71912318
116	809.38689725
117	815.22076473
118	821.05466446
119	826.88853701
120	832.72240027
121	838.55624515
122	844.39026388
123	850.22408621
124	856.05797699
125	861.89187592
126	867.72577027
127	873.55965948
128	879.39354439
129	885.22744835
130	891.06135070
131	896.89527288
132	902.72915930
133	908.56308986
134	914.39688738
135	920.23080053
136	926.06468689
137	931.89859118
139	943.56629626
140	949.40025593
141	955.23410877
142	961.06801919
143	966.90194633
144	972.73576077
145	978.56961117
146	984.40360083
147	990.23751336
148	996.07132345
166	1101.08125722
167	1106.91513515
168	1112.74905819
170	1124.41684208
171	1130.25072004
172	1136.08458250
173	1141.91847137
174	1147.75237065
175	1153.58630470
176	1159.42023218
177	1165.25403207
178	1171.08786127
179	1176.92170610
181	1188.58948589
182	1194.42340340
183	1200.25725292
184	1206.09117102
185	1211.92506965
186	1217.75899480
187	1223.59286772
188	1229.42677859
189	1235.26061889
190	1241.09451009
191	1246.92850197
192	1252.76228780
193	1258.59612866
194	1264.43005461
195	1270.26389684
196	1276.09776106
197	1281.93166284
198	1287.76555527
200	1299.43334430
202	1311.10111490
203	1316.93500744
204	1322.76886304
205	1328.60270024
206	1334.43667069
207	1340.27054720
208	1346.10442083
209	1351.93831464
210	1357.77219634
211	1363.60606272
212	1369.43993859
230	1474.44990552
233	1491.95162973
234	1497.78552431
235	1503.61939943
236	1509.45328490
237	1515.28712047
238	1521.12099982
239	1526.95488976
240	1532.78878117
241	1538.62268107
242	1544.45658212
243	1550.29045759
244	1556.12438223
245	1561.95815050
246	1567.79207940
247	1573.62596207
248	1579.45986045
