koi_id,npl,rstar,mstar,limbdark_1,limbdark_2,epoch,period,prade,prade_err3m,prade_err2m,prade_err1m,prade_err1p,prade_err2p,prade_err3p,impact,impact_err3m,impact_err2m,impact_err1m,impact_err1p,impact_err2p,impact_err3p,logsw4_0,logw0_0,logq_0,logsw4_1,logw0_1,logq_1,logsw4_2,logw0_2,logq_2,logsw4_3,logw0_3,logq_3
K01708,1.0,1.18058,1.08316,0.41191,0.1154,138.92637,32.77373,5.04485,4.70275,4.82592,4.92499,5.16798,5.30848,5.4791,0.17254,0.00085,0.007,0.06217,0.28621,0.35295,0.41268,-15.41152,-15.41152,-15.41152,-14.66188,-14.66188,-14.66188,-13.81491,-13.81491,-13.81491,-13.78304,-13.78304,-13.78304
K04636,1.0,0.76198,0.8018,0.39188,0.46627,369.68858,122.73716,6.16902,5.23057,5.41112,5.79742,6.55637,6.87281,7.21816,0.533,0.2185,0.31615,0.44494,0.60042,0.6471,0.69271,-14.72513,-14.72513,-14.72513,-14.39889,-14.39889,-14.39889,-14.41318,-14.41318,-14.41318,0.0,0.0,0.0
K00824,1.0,0.91822,0.79589,0.3959,0.12343,198.46811,15.37603,10.64169,9.53206,9.95377,10.30432,10.97711,11.28138,11.59042,0.84821,0.79374,0.81207,0.82944,0.86382,0.87458,0.88265,-4.97296,-4.97296,-4.97296,0.0,0.0,0.0,-4.51845,-4.51845,-4.51845,-3.23589,-3.23589,-3.23589
K01255,1.0,1.34312,1.01886,0.52855,0.13576,478.15257,78.92602,8.26429,6.22115,6.79897,7.51247,8.99007,9.67101,10.37517,0.76969,0.59193,0.65348,0.7213,0.80665,0.83302,0.8569,-11.96907,-11.96907,-11.96907,-9.78188,-9.78188,-9.78188,-9.12384,-9.12384,-9.12384,-10.77858,-10.77858,-10.77858
K00950,1.0,0.54391,0.50077,0.6315,0.00307,140.28788,31.20171,8.14495,7.80123,7.87653,7.97527,8.29775,8.35644,8.40041,0.17815,0.00161,0.01047,0.04795,0.27588,0.29059,0.2971,-14.68568,-14.68568,-14.68568,-11.70921,-11.70921,-11.70921,-13.13561,-13.13561,-13.13561,-16.55543,-16.55543,-16.55543
K01420,1.0,0.78936,0.7776,0.75897,0.14361,357.98544,13.35153,4.37787,3.83694,3.96185,4.19172,4.55587,4.75101,4.87276,0.69755,0.59321,0.63176,0.66851,0.72303,0.7448,0.75949,-13.39491,-13.39491,-13.39491,-11.49321,-11.49321,-11.49321,-12.85337,-12.85337,-12.85337,-13.15351,-13.15351,-13.15351
K05308,1.0,1.14196,0.94058,0.55852,0.24073,139.99238,9.94223,10.89448,10.10858,10.4254,10.65697,11.11062,11.26234,11.36577,0.52484,0.44333,0.47761,0.50229,0.5457,0.56498,0.57869,-13.65072,-13.65072,-13.65072,-12.3617,-12.3617,-12.3617,-13.25674,-13.25674,-13.25674,-13.77609,-13.77609,-13.77609
K02689,1.0,1.4359,1.00063,0.41793,0.16011,276.49001,165.3442,6.91494,6.32588,6.48709,6.6893,7.19425,7.57807,7.99096,0.18289,0.00106,0.01121,0.06103,0.31988,0.43305,0.51144,-14.1575,-14.1575,-14.1575,-11.54533,-11.54533,-11.54533,-14.41131,-14.41131,-14.41131,-13.67672,-13.67672,-13.67672
K01914,1.0,0.76658,0.74212,0.61455,0.11908,133.3156,2.70436,4.43486,4.25835,4.31011,4.3734,4.50819,4.56888,4.62727,0.11284,0.00067,0.0059,0.0338,0.19451,0.24696,0.25553,-10.60148,-10.60148,-10.60148,-12.99092,-12.99092,-12.99092,-8.43429,-8.43429,-8.43429,-10.58042,-10.58042,-10.58042
K02288,1.0,0.82039,0.8582,0.40395,0.33562,146.52862,38.10406,4.04995,3.76455,3.85905,3.94419,4.18824,4.33426,4.41453,0.18558,0.00107,0.00895,0.06023,0.3082,0.3904,0.42149,-12.88257,-12.88257,-12.88257,-12.13191,-12.13191,-12.13191,-14.23803,-14.23803,-14.23803,-13.6708,-13.6708,-13.6708
K02513,1.0,0.73052,0.99267,0.59967,0.03566,136.89706,19.00539,4.03837,3.02947,3.435,3.75246,4.32294,4.60317,4.90212,0.86548,0.76853,0.82013,0.84883,0.87942,0.8905,0.90471,-14.68596,-14.68596,-14.68596,-16.91371,-16.91371,-16.91371,-16.65662,-16.65662,-16.65662,-18.01822,-18.01822,-18.01822
K03484,1.0,1.31985,1.09166,0.25081,0.12288,373.94665,84.70375,4.35367,3.91705,4.03587,4.19295,4.5471,4.78755,4.97244,0.18051,0.00198,0.00865,0.05628,0.33179,0.42192,0.48766,-13.47707,-13.47707,-13.47707,-14.53051,-14.53051,-14.53051,-13.07101,-13.07101,-13.07101,0.0,0.0,0.0
