,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,exo_quadld_u1,exo_quadld_u2
21,K00070,6850504,K00070.01,Kepler-20 c,CONFIRMED,10.854097835,4.4E-06,-4.4E-06,2454971.608,0.000332,-0.000332,0.4384,0.0097,-0.4058,3.7747,0.0206,-0.0206,,,,1051,4.1,-4.1,0.029956,0.001821,-0.000609,1.38033,0.37992,-0.77306,3.03,0.53,-0.24,0.0919,,,765,,,80.88,40.3,-16.96,20.49,5.6,-5.6,195.4274,279.8,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.41310241301,3.87858417705,-4.09236311248,9.87,0.182758815446,-0.348765217984,3.37,0.24,-0.29,3.10098924285,0.277415783781,-0.277415783781,0.0938137046701,0.00156414005621,-0.00156414005621,84.4419050191,14.3651285864,-14.3651285864,772.508081932,32.8589216181,-32.8589216181,0.4586845200,0.2301847100
22,K00070,6850504,K00070.02,Kepler-20 b,CONFIRMED,3.696119675,2.31E-06,-2.31E-06,2454967.502,0.000523,-0.000523,0.8424,0.0077,-0.5999,2.5474,0.0403,-0.0403,,,,396.7,3,-3,0.020874,0.001408,-0.002266,0.37253,1.35869,-0.06485,2.11,0.37,-0.17,0.0448,,,1095,,,340.33,169.57,-71.36,6.46,2.9,-2.9,104.65924,145.1,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.41310241301,3.87858417705,-4.09236311248,9.87,0.182758815446,-0.348765217984,3.37,0.24,-0.29,2.15716558913,0.256781335754,-0.256781335754,0.0457584980386,0.000772052179647,-0.000772052179647,355.352832389,60.2505467879,-60.2505467879,1106.44153745,46.6927975824,-46.6927975824,0.4586845200,0.2301847100
23,K00070,6850504,K00070.03,Kepler-20 d,CONFIRMED,77.6115987,0.0001357,-0.0001357,2454997.727,0.0015,-0.0015,0.1206,0.2677,-0.1206,7.2566,0.0459,-0.0459,,,,827.5,8,-8,0.025923,0.000539,-0.000257,1.81167,0.07611,-0.37265,2.62,0.46,-0.21,0.3411,,,397,,,5.87,2.93,-1.23,83.25,3.5,-3.5,73.56477,106.3,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.41310241301,3.87858417705,-4.09236311248,9.87,0.182758815446,-0.348765217984,3.37,0.24,-0.29,2.68703216927,0.219741719921,-0.219741719921,0.348344025927,0.0057797945948,-0.0057797945948,6.13488331345,1.05288968406,-1.05288968406,401.06531309,17.1399610494,-17.1399610494,0.4586845200,0.2301847100
24,K00070,6850504,K00070.05,Kepler-20 f,CONFIRMED,19.5776286,0.000124,-0.000124,2454968.206,0.00524,-0.00524,0.3268,0.1317,-0.3267,3.744,0.151,-0.151,,,,115.6,5.7,-5.7,0.009811,0.000402,-0.000317,2.74647,1.24978,-0.58136,0.99,0.18,-0.08,0.1362,,,628,,,36.82,18.35,-7.72,38.2,17.4,-17.4,13.279935,23,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.41310241301,3.87858417705,-4.09236311248,9.87,0.182758815446,-0.348765217984,3.37,0.24,-0.29,1.0161155232,0.0870208190509,-0.0870208190509,0.139043286898,0.00232804735797,-0.00232804735797,38.4863301151,6.44068012502,-6.44068012502,634.7316453,26.4338024955,-26.4338024955,0.4586845200,0.2301847100
25,K00070,6850504,K00070.04,Kepler-20 e,CONFIRMED,6.09853672,2.838E-05,-2.838E-05,2454968.93,0.00391,-0.00391,0.5636,0.3768,-0.3588,2.881,0.111,-0.111,,,,74.8,3.6,-3.6,0.008166,0.001752,-0.0004,1.26256,0.77232,-1.14952,0.82,0.15,-0.06,0.0626,,,927,,,174.3,86.85,-36.54,13.54,4.1,-4.1,16.601109,23.3,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.41310241301,3.87858417705,-4.09236311248,9.87,0.182758815446,-0.348765217984,3.37,0.24,-0.29,0.843828292821,0.130189961563,-0.130189961563,0.0638696820703,0.00106034392069,-0.00106034392069,182.103796573,31.0102032132,-31.0102032132,936.145332172,39.6950187726,-39.6950187726,0.4586845200,0.2301847100
40,K00094,6462863,K00094.04,Kepler-89 b,CONFIRMED,3.743175556,9.096E-06,-9.096E-06,2454964.619,0.00199,-0.00199,0.6516,0.2133,-0.4338,3.7301,0.0572,-0.0572,,,,128.6,3,-3,0.010942,0.001009,-0.000531,0.28838,0.31639,-0.00163,1.55,0.32,-0.24,0.0485,,,1391,,,885.02,494.57,-301.95,5.98,2.2,-2.2,32.888603,49.8,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.211779980168,-0.152481998938,1.191,0.0692271074074,-0.0482844944056,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,1.62954611243,0.249205423961,-0.249205423961,0.050048533133,0.000844289553667,-0.000844289553667,981.239196783,269.552367647,-269.552367647,1426.28806532,97.6577223101,-97.6577223101,0.3358345700,0.2987030300
41,K00094,6462863,K00094.02,Kepler-89 c,CONFIRMED,10.423677765,7.163E-06,-7.163E-06,2454971.009,0.000582,-0.000582,0.127,0.2594,-0.127,5.2291,0.0237,-0.0237,,,,795.1,4.3,-4.3,0.025851,0.000369,-0.000148,0.65005,0.03054,-0.13397,3.66,0.76,-0.56,0.096,,,989,,,225.89,126.23,-77.07,15.514,0.729,-0.729,143.96613,217.7,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.211779980168,-0.152481998938,1.191,0.0692271074074,-0.0482844944056,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,3.85105210707,0.518441747826,-0.518441747826,0.0990501425989,0.00165633858252,-0.00165633858252,247.987259612,68.8213829054,-68.8213829054,1011.27871968,69.607693079,-69.607693079,0.3358345700,0.2987030300
42,K00094,6462863,K00094.03,Kepler-89 e,CONFIRMED,54.31998605,3.603E-05,-3.603E-05,2454994.24,0.000572,-0.000572,0.0352,0.1117,-0.0351,8.4652,0.0169,-0.0169,,,,1996.2,7.1,-7.1,0.040903,0.000134,-7.3E-05,0.85049,0.00124,-0.04367,5.79,1.21,-0.89,0.2885,,,570,,,25.01,13.98,-8.53,51.0008,0.0744,-0.0744,171.5813,308.6,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.211779980168,-0.152481998938,1.191,0.0692271074074,-0.0482844944056,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,6.11575990228,0.801286704609,-0.801286704609,0.297535733257,0.00496448150144,-0.00496448150144,27.6821342913,7.48024887086,-7.48024887086,584.538901187,39.2504012264,-39.2504012264,0.3358345700,0.2987030300
43,K00094,6462863,K00094.01,Kepler-89 d,CONFIRMED,22.342969585,3.313E-06,-3.313E-06,2454965.742,0.000129,-0.000129,0.0056,0.0468,-0.0056,6.68603,0.00386,-0.00386,,,,5675.2,5.3,-5.3,0.068974,4.5E-05,-3.3E-05,0.77072,0.00167,-0.00434,9.77,2.03,-1.5,0.1596,,,767,,,81.73,45.67,-27.89,27.2965,0.0592,-0.0592,752.18005,1211.1,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.211779980168,-0.152481998938,1.191,0.0692271074074,-0.0482844944056,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,10.2998756201,1.37993536944,-1.37993536944,0.164565505696,0.00274049939404,-0.00274049939404,90.23563195,24.8970858021,-24.8970858021,785.431006793,53.9333091681,-53.9333091681,0.3358345700,0.2987030300
67,K00116,8395660,K00116.02,Kepler-106 e,CONFIRMED,43.84444353,9.688E-05,-9.688E-05,2454984.934,0.00189,-0.00189,0.4969,0.3219,-0.3095,6.4175,0.059,-0.059,,,,600.3,8.1,-8.1,0.022959,0.002246,-0.000529,1.00059,0.49595,-0.02779,2.58,0.47,-0.25,0.2388,,,538,,,19.88,10.01,-4.96,46.7,23.1,-23.1,68.27071,79.1,4,,5881,112,-120,4.388,0.087,-0.142,-0.16,0.16,-0.14,1.029,0.186,-0.1,0.944,0.072,-0.064,,,,stellar_q1_q16,12.882,11.752,11.494,11.431,False,5859.8,60,-60,4.361,0.1,-0.1,-0.088,0.04,-0.04,0.6,1,-1,5862,64,-64,4.372,0.072,-0.084,-0.08,0.043,-0.043,1.074,0.119939111219,-0.0857344178262,0.994,0.0385255032414,-0.0351598407277,6.06736329589,1.41451013072,-2.11960416762,9.783,0.0910103568175,-0.186649353585,2.22,0.19,-0.22,2.69028057864,0.307517687023,-0.307517687023,0.242957093586,0.00404069193132,-0.00404069193132,20.7686024203,4.15881917133,-4.15881917133,544.020598948,27.2094205506,-27.2094205506,0.3746523000,0.2772098800
68,K00116,8395660,K00116.03,Kepler-106 b,CONFIRMED,6.16491696,4.865E-05,-4.865E-05,2454968.637,0.00697,-0.00697,0.5416,0.0491,-0.44,3.227,0.208,-0.208,,,,63.7,4.8,-4.8,0.007534,0.000147,-0.000545,0.95415,0.82987,-0.2142,0.85,0.15,-0.09,0.0646,,,1035,,,271.63,136.76,-67.75,12.42,5.4,-5.4,12.404571,14.6,4,,5881,112,-120,4.388,0.087,-0.142,-0.16,0.16,-0.14,1.029,0.186,-0.1,0.944,0.072,-0.064,,,,stellar_q1_q16,12.882,11.752,11.494,11.431,False,5859.8,60,-60,4.361,0.1,-0.1,-0.088,0.04,-0.04,0.6,1,-1,5862,64,-64,4.372,0.072,-0.084,-0.08,0.043,-0.043,1.074,0.119939111219,-0.0857344178262,0.994,0.0385255032414,-0.0351598407277,6.06736329589,1.41451013072,-2.11960416762,9.783,0.0910103568175,-0.186649353585,2.22,0.19,-0.22,0.882398110111,0.0936420818877,-0.0936420818877,0.065689275471,0.00109400629849,-0.00109400629849,282.845195457,55.9072564535,-55.9072564535,1045.08286589,51.561390554,-51.561390554,0.3746523000,0.2772098800
69,K00116,8395660,K00116.04,Kepler-106 d,CONFIRMED,23.9802348,0.0001833,-0.0001833,2454980.533,0.00631,-0.00631,0.2506,0.2071,-0.2506,4.611,0.183,-0.183,,,,92.7,7.1,-7.1,0.008834,0.000363,-0.000492,1.92585,0.35891,-0.67821,0.99,0.18,-0.09,0.1597,,,658,,,44.45,22.37,-11.09,38.83,7.2,-7.2,12.552088,13.7,4,,5881,112,-120,4.388,0.087,-0.142,-0.16,0.16,-0.14,1.029,0.186,-0.1,0.944,0.072,-0.064,,,,stellar_q1_q16,12.882,11.752,11.494,11.431,False,5859.8,60,-60,4.361,0.1,-0.1,-0.088,0.04,-0.04,0.6,1,-1,5862,64,-64,4.372,0.072,-0.084,-0.08,0.043,-0.043,1.074,0.119939111219,-0.0857344178262,0.994,0.0385255032414,-0.0351598407277,6.06736329589,1.41451013072,-2.11960416762,9.783,0.0910103568175,-0.186649353585,2.22,0.19,-0.22,1.03353982122,0.111813371579,-0.111813371579,0.162485484845,0.00271861692262,-0.00271861692262,46.1892625485,9.23677621586,-9.23677621586,664.352820488,33.1068649815,-33.1068649815,0.3746523000,0.2772098800
70,K00116,8395660,K00116.01,Kepler-106 c,CONFIRMED,13.57076622,1.624E-05,-1.624E-05,2454969.28,0.00101,-0.00101,0.1145,0.2769,-0.1144,3.1989,0.0295,-0.0295,,,,523.1,6.8,-6.8,0.020888,0.000355,-0.000261,3.65229,0.05643,-1.09225,2.35,0.42,-0.23,0.1093,,,796,,,94.89,47.77,-23.67,32.883,0.508,-0.508,79.29848,87.1,4,,5881,112,-120,4.388,0.087,-0.142,-0.16,0.16,-0.14,1.029,0.186,-0.1,0.944,0.072,-0.064,,,,stellar_q1_q16,12.882,11.752,11.494,11.431,False,5859.8,60,-60,4.361,0.1,-0.1,-0.088,0.04,-0.04,0.6,1,-1,5862,64,-64,4.372,0.072,-0.084,-0.08,0.043,-0.043,1.074,0.119939111219,-0.0857344178262,0.994,0.0385255032414,-0.0351598407277,6.06736329589,1.41451013072,-2.11960416762,9.783,0.0910103568175,-0.186649353585,2.22,0.19,-0.22,2.4505962132,0.239881941799,-0.239881941799,0.111213500137,0.0018417845563,-0.0018417845563,98.8504725676,19.898427871,-19.898427871,803.541318992,40.5837076925,-40.5837076925,0.3746523000,0.2772098800
71,K00117,10875245,K00117.01,Kepler-107 e,CONFIRMED,14.74913518,2.219E-05,-2.219E-05,2454971.779,0.00124,-0.00124,0.6808,0.0127,-0.5523,6.1887,0.0713,-0.0713,,,,420.5,4,-4,0.019894,0.000415,-0.001217,0.23102,0.30005,-0.02043,3.07,0.1,-0.11,0.1227,,,875,,,138.71,17.13,-15.61,13.85,6,-6,66.10335,107.2,4,,5851,75,-75,4.192,0.019,-0.019,0.27,0.101,-0.101,1.411,0.047,-0.047,1.142,0.068,-0.068,,,,stellar_q1_q16,12.487,11.392,11.114,11.06,False,5866.5,60,-60,4.114,0.1,-0.1,0.322,0.04,-0.04,3.1,1,-1,5861,65,-62,4.12,0.11,-0.11,0.302,0.042,-0.043,1.61,0.281845418625,-0.242150449101,1.256,0.101168247983,-0.0915151047642,4.27562886152,0.811982952641,-0.739043247914,9.631,0.0755139671453,-0.0824158240607,1.75,0.31,-0.26,3.48873936984,0.583078590778,-0.583078590778,0.127079142807,0.00326655101635,-0.00326655101635,170.319684059,57.3476248285,-57.3476248285,920.618582571,77.2240037746,-77.2240037746,0.4023542500,0.2679249500
72,K00117,10875245,K00117.02,Kepler-107 c,CONFIRMED,4.90143807,1.044E-05,-1.044E-05,2454971.608,0.00163,-0.00163,0.7916,0.083,-0.5314,4.2462,0.0532,-0.0532,,,,139.6,2.7,-2.7,0.011954,0.00044,-0.001193,0.14033,0.34169,-0.00504,1.84,0.06,-0.06,0.0589,,,1263,,,601.94,74.36,-67.73,5.63,2.7,-2.7,35.49696,58.8,4,,5851,75,-75,4.192,0.019,-0.019,0.27,0.101,-0.101,1.411,0.047,-0.047,1.142,0.068,-0.068,,,,stellar_q1_q16,12.487,11.392,11.114,11.06,False,5866.5,60,-60,4.114,0.1,-0.1,0.322,0.04,-0.04,3.1,1,-1,5861,65,-62,4.12,0.11,-0.11,0.302,0.042,-0.043,1.61,0.281845418625,-0.242150449101,1.256,0.101168247983,-0.0915151047642,4.27562886152,0.811982952641,-0.739043247914,9.631,0.0755139671453,-0.0824158240607,1.75,0.31,-0.26,2.09010525763,0.372919235708,-0.372919235708,0.0609734510502,0.00156156351081,-0.00156156351081,739.744003387,250.99490444,-250.99490444,1329.02726152,112.639647859,-112.639647859,0.4023542500,0.2679249500
73,K00117,10875245,K00117.03,Kepler-107 b,CONFIRMED,3.180024635,6.564E-06,-6.564E-06,2454966.499,0.00166,-0.00166,0.2651,0.1958,-0.265,3.5669,0.0482,-0.0482,,,,121.9,2.5,-2.5,0.010088,0.000251,-0.00021,0.55451,0.09867,-0.12865,1.55,0.06,-0.05,0.0441,,,1460,,,1073.75,132.65,-120.8,6.67,1.2,-1.2,36.951576,55.5,4,,5851,75,-75,4.192,0.019,-0.019,0.27,0.101,-0.101,1.411,0.047,-0.047,1.142,0.068,-0.068,,,,stellar_q1_q16,12.487,11.392,11.114,11.06,False,5866.5,60,-60,4.114,0.1,-0.1,0.322,0.04,-0.04,3.1,1,-1,5861,65,-62,4.12,0.11,-0.11,0.302,0.042,-0.043,1.61,0.281845418625,-0.242150449101,1.256,0.101168247983,-0.0915151047642,4.27562886152,0.811982952641,-0.739043247914,9.631,0.0755139671453,-0.0824158240607,1.75,0.31,-0.26,1.7749036233,0.290240976469,-0.290240976469,0.045681253023,0.00118380730379,-0.00118380730379,1323.4519339,443.050425218,-443.050425218,1537.05910956,128.078962036,-128.078962036,0.4023542500,0.2679249500
74,K00117,10875245,K00117.04,Kepler-107 d,CONFIRMED,7.95830216,5.983E-05,-5.983E-05,2454970.798,0.00538,-0.00538,0.1553,0.302,-0.1553,4.384,0.165,-0.165,,,,58.3,3.4,-3.4,0.00694,0.000288,-0.000304,0.78668,0.09715,-0.28603,1.07,0.03,-0.04,0.0813,,,1075,,,315.94,39.03,-35.55,13.81,1.7,-1.7,11.536058,19.3,4,,5851,75,-75,4.192,0.019,-0.019,0.27,0.101,-0.101,1.411,0.047,-0.047,1.142,0.068,-0.068,,,,stellar_q1_q16,12.487,11.392,11.114,11.06,False,5866.5,60,-60,4.114,0.1,-0.1,0.322,0.04,-0.04,3.1,1,-1,5861,65,-62,4.12,0.11,-0.11,0.302,0.042,-0.043,1.61,0.281845418625,-0.242150449101,1.256,0.101168247983,-0.0915151047642,4.27562886152,0.811982952641,-0.739043247914,9.631,0.0755139671453,-0.0824158240607,1.75,0.31,-0.26,1.21883940216,0.207733174677,-0.207733174677,0.0842398802353,0.00214977957667,-0.00214977957667,388.201315579,131.766913834,-131.766913834,1131.16973497,96.0532756906,-96.0532756906,0.4023542500,0.2679249500
103,K00152,8394721,K00152.03,Kepler-79 b,CONFIRMED,13.48458665,2.154E-05,-2.154E-05,2454969.618,0.00125,-0.00125,0.0862,0.2046,-0.0862,5.0575,0.0357,-0.0357,,,,683.8,8.9,-8.9,0.024132,0.000321,-0.000143,0.9355,0.05559,-0.11119,2.73,1.23,-0.26,0.114,,,850,,,123.31,163.06,-35.08,20.79,1.2,-1.2,58.01101,82.4,4,,6388,160,-214,4.442,0.05,-0.299,-0.28,0.22,-0.3,1.037,0.467,-0.098,1.084,0.209,-0.131,,,,stellar_q1_q16,13.914,12.913,12.653,12.606,False,6388.9,60,-60,4.326,0.1,-0.1,0.061,0.04,-0.04,14,1,-1,6388,63,-66,4.305,0.062,-0.084,0.057,0.043,-0.042,1.3,0.152236657872,-0.0965660395791,1.248,0.0438064104898,-0.0390256531015,1.90546071796,0.808838843096,-1.05189928859,9.28,0.153657776461,-0.348765217987,1.009,0.082,-0.103,3.42402888339,0.331723778707,-0.331723778707,0.119449969485,0.00198548095625,-0.00198548095625,176.894517629,35.4859972767,-35.4859972767,929.377425484,46.4246789105,-46.4246789105,0.3097278500,0.3092632300
104,K00152,8394721,K00152.04,Kepler-79 e,CONFIRMED,81.0634942,0.0004305,-0.0004305,2454972.54,0.00453,-0.00453,0.232,0.2221,-0.232,3.181,0.13,-0.13,,,,450.1,25.7,-25.7,0.019658,0.00078,-0.000709,20.79867,2.45487,-8.77817,2.23,1,-0.21,0.3769,,,467,,,11.28,14.92,-3.21,193.3,22.8,-22.8,13.017073,18.6,4,,6388,160,-214,4.442,0.05,-0.299,-0.28,0.22,-0.3,1.037,0.467,-0.098,1.084,0.209,-0.131,,,,stellar_q1_q16,13.914,12.913,12.653,12.606,False,6388.9,60,-60,4.326,0.1,-0.1,0.061,0.04,-0.04,14,1,-1,6388,63,-66,4.305,0.062,-0.084,0.057,0.043,-0.042,1.3,0.152236657872,-0.0965660395791,1.248,0.0438064104898,-0.0390256531015,1.90546071796,0.808838843096,-1.05189928859,9.28,0.153657776461,-0.348765217987,1.009,0.082,-0.103,2.79050231886,0.286724557232,-0.286724557232,0.394779401465,0.00669346558935,-0.00669346558935,16.2222294543,3.21669931145,-3.21669931145,511.435842542,25.2933030952,-25.2933030952,0.3097278500,0.3092632300
105,K00152,8394721,K00152.01,Kepler-79 d,CONFIRMED,52.09081602,4.044E-05,-4.044E-05,2454991.745,0.000644,-0.000644,0.021,0.1447,-0.021,8.6329,0.0213,-0.0213,,,,2974.2,13,-13,0.050299,0.000209,-0.0001,0.79088,0.00103,-0.05315,5.7,2.56,-0.54,0.2807,,,542,,,20.34,26.89,-5.79,48.4089,0.063,-0.063,147.90227,242.6,4,,6388,160,-214,4.442,0.05,-0.299,-0.28,0.22,-0.3,1.037,0.467,-0.098,1.084,0.209,-0.131,,,,stellar_q1_q16,13.914,12.913,12.653,12.606,False,6388.9,60,-60,4.326,0.1,-0.1,0.061,0.04,-0.04,14,1,-1,6388,63,-66,4.305,0.062,-0.084,0.057,0.043,-0.042,1.3,0.152236657872,-0.0965660395791,1.248,0.0438064104898,-0.0390256531015,1.90546071796,0.808838843096,-1.05189928859,9.28,0.153657776461,-0.348765217987,1.009,0.082,-0.103,7.1558829117,0.686885192086,-0.686885192086,0.294107922012,0.00490766890954,-0.00490766890954,29.2714148816,5.82775604224,-5.82775604224,592.753947554,29.4599449553,-29.4599449553,0.3097278500,0.3092632300
106,K00152,8394721,K00152.02,Kepler-79 c,CONFIRMED,27.40232089,5.16E-05,-5.16E-05,2454966.628,0.00144,-0.00144,0.1043,0.2447,-0.104,6.8291,0.0492,-0.0492,,,,801.4,10.3,-10.3,0.02613,0.000369,-0.000216,0.77235,0.03647,-0.13232,2.96,1.33,-0.28,0.1829,,,671,,,47.91,63.34,-13.63,31.3,1.5,-1.5,51.750103,84.1,4,,6388,160,-214,4.442,0.05,-0.299,-0.28,0.22,-0.3,1.037,0.467,-0.098,1.084,0.209,-0.131,,,,stellar_q1_q16,13.914,12.913,12.653,12.606,False,6388.9,60,-60,4.326,0.1,-0.1,0.061,0.04,-0.04,14,1,-1,6388,63,-66,4.305,0.062,-0.084,0.057,0.043,-0.042,1.3,0.152236657872,-0.0965660395791,1.248,0.0438064104898,-0.0390256531015,1.90546071796,0.808838843096,-1.05189928859,9.28,0.153657776461,-0.348765217987,1.009,0.082,-0.103,3.71614240964,0.358218654875,-0.358218654875,0.191598418252,0.00318691445178,-0.00318691445178,68.8875337439,13.6749059881,-13.6749059881,734.173467423,36.3925801591,-36.3925801591,0.3097278500,0.3092632300
113,K00157,6541920,K00157.02,Kepler-11 d,CONFIRMED,22.68714105,2.508E-05,-2.508E-05,2454981.455,0.000923,-0.000923,0.0153,0.3697,-0.0153,5.4835,0.0363,-0.0363,,,,995.5,8,-8,0.02854,0.000522,-0.000366,1.26293,0.01698,-0.36711,3.26,0.24,-0.2,0.1528,,,653,,,42.95,10.32,-7.8,32.511,0.437,-0.437,98.01843,130.4,6,,5657,107,-101,4.364,0.051,-0.056,0,0.14,-0.14,1.046,0.076,-0.065,0.921,0.068,-0.052,,,,stellar_q1_q16,13.709,12.548,12.237,12.18,False,5763.2,60,-60,4.28,0.1,-0.1,0.052,0.04,-0.04,0.9,1,-1,5763,66,-65,4.291,0.092,-0.089,0.051,0.041,-0.041,1.19,0.142008591289,-0.122337402294,1.005,0.0377890195692,-0.0352846992335,8.01678063388,1.6530036292,-1.99090926669,9.904,0.0814167848999,-0.123980143342,1.44,0.17,-0.15,3.70403981855,0.421804185276,-0.421804185276,0.157175284434,0.00266832355143,-0.00266832355143,56.6082801154,13.1840042315,-13.1840042315,699.010205056,40.6703057491,-40.6703057491,0.4016755200,0.2643539300
