kepid,kepmag,nkoi,ntce,st_quarters,dutycycle,dataspan,st_delivname
6264750,13.980,1,0,,,,q1_q17_dr25_supp_stellar
6545051,15.734,1,0,,,,q1_q17_dr25_supp_stellar
6779260,11.799,2,0,,,,q1_q17_dr25_supp_stellar
6265665,13.509,1,0,,,,q1_q17_dr25_supp_stellar
6281127,14.514,1,0,,,,q1_q17_dr25_supp_stellar
6525398,15.884,1,0,,,,q1_q17_dr25_supp_stellar
6621116,15.324,1,0,,,,q1_q17_dr25_supp_stellar
6665512,14.832,1,0,,,,q1_q17_dr25_supp_stellar
6593363,12.893,1,0,,,,q1_q17_dr25_supp_stellar
6665695,14.005,1,0,,,,q1_q17_dr25_supp_stellar
6309264,15.130,1,0,,,,q1_q17_dr25_supp_stellar
6627507,12.904,1,0,,,,q1_q17_dr25_supp_stellar
6706287,13.620,1,0,,,,q1_q17_dr25_supp_stellar
6707833,14.519,1,0,,,,q1_q17_dr25_supp_stellar
6721123,12.660,1,0,,,,q1_q17_dr25_supp_stellar
6721380,13.861,1,0,,,,q1_q17_dr25_supp_stellar
6266741,14.387,2,0,,,,q1_q17_dr25_supp_stellar
6346894,12.358,1,0,,,,q1_q17_dr25_supp_stellar
6387557,14.775,1,0,,,,q1_q17_dr25_supp_stellar
6519865,15.644,1,0,,,,q1_q17_dr25_supp_stellar
6802536,14.201,1,0,,,,q1_q17_dr25_supp_stellar
6266866,10.926,1,0,,,,q1_q17_dr25_supp_stellar
6278762,8.717,5,0,,,,q1_q17_dr25_supp_stellar
6606438,15.549,1,0,,,,q1_q17_dr25_supp_stellar
6675056,15.546,1,0,,,,q1_q17_dr25_supp_stellar
6781535,13.666,1,0,,,,q1_q17_dr25_supp_stellar
6677841,13.659,4,0,,,,q1_q17_dr25_supp_stellar
6681473,12.992,1,0,,,,q1_q17_dr25_supp_stellar
6310636,14.542,1,0,,,,q1_q17_dr25_supp_stellar
6762829,13.941,1,0,,,,q1_q17_dr25_supp_stellar
6692742,15.201,1,0,,,,q1_q17_dr25_supp_stellar
6343576,13.507,1,0,,,,q1_q17_dr25_supp_stellar
6364195,15.924,1,0,,,,q1_q17_dr25_supp_stellar
6364200,15.862,1,0,,,,q1_q17_dr25_supp_stellar
6443274,15.059,1,0,,,,q1_q17_dr25_supp_stellar
6507427,14.413,1,0,,,,q1_q17_dr25_supp_stellar
6695801,14.582,1,0,,,,q1_q17_dr25_supp_stellar
6717252,13.818,1,0,,,,q1_q17_dr25_supp_stellar
6470149,12.263,1,0,,,,q1_q17_dr25_supp_stellar
6527050,15.867,1,0,,,,q1_q17_dr25_supp_stellar
6607286,15.005,2,0,,,,q1_q17_dr25_supp_stellar
6766583,15.705,1,0,,,,q1_q17_dr25_supp_stellar
6292162,15.452,1,0,,,,q1_q17_dr25_supp_stellar
6301035,14.977,1,0,,,,q1_q17_dr25_supp_stellar
6368905,15.827,1,0,,,,q1_q17_dr25_supp_stellar
8223445,15.861,1,0,,,,q1_q17_dr25_supp_stellar
8008206,14.458,2,0,,,,q1_q17_dr25_supp_stellar
8162789,14.633,2,0,,,,q1_q17_dr25_supp_stellar
8019043,11.427,2,0,,,,q1_q17_dr25_supp_stellar
8046659,15.042,1,0,,,,q1_q17_dr25_supp_stellar
8222395,13.500,1,0,,,,q1_q17_dr25_supp_stellar
7977197,14.248,2,0,,,,q1_q17_dr25_supp_stellar
8167504,14.320,1,0,,,,q1_q17_dr25_supp_stellar
8176564,10.338,1,0,,,,q1_q17_dr25_supp_stellar
8179286,13.746,1,0,,,,q1_q17_dr25_supp_stellar
8302473,15.617,1,0,,,,q1_q17_dr25_supp_stellar
8308260,15.238,1,0,,,,q1_q17_dr25_supp_stellar
8155654,15.186,1,0,,,,q1_q17_dr25_supp_stellar
8176653,15.028,1,0,,,,q1_q17_dr25_supp_stellar
8328916,14.458,1,0,,,,q1_q17_dr25_supp_stellar
7951018,15.182,1,0,,,,q1_q17_dr25_supp_stellar
8008913,15.326,1,0,,,,q1_q17_dr25_supp_stellar
8030148,13.494,1,0,,,,q1_q17_dr25_supp_stellar
8240109,13.489,1,0,,,,q1_q17_dr25_supp_stellar
8330207,16.494,1,0,,,,q1_q17_dr25_supp_stellar
7947631,15.179,1,0,,,,q1_q17_dr25_supp_stellar
8022244,14.939,2,0,,,,q1_q17_dr25_supp_stellar
7940533,12.862,1,0,,,,q1_q17_dr25_supp_stellar
8145789,15.314,1,0,,,,q1_q17_dr25_supp_stellar
8180063,15.289,1,0,,,,q1_q17_dr25_supp_stellar
8009496,13.404,1,0,,,,q1_q17_dr25_supp_stellar
8016691,15.464,1,0,,,,q1_q17_dr25_supp_stellar
8177798,13.910,1,0,,,,q1_q17_dr25_supp_stellar
8302302,15.524,1,0,,,,q1_q17_dr25_supp_stellar
8043721,15.703,1,0,,,,q1_q17_dr25_supp_stellar
8126531,13.175,1,0,,,,q1_q17_dr25_supp_stellar
8234889,15.503,1,0,,,,q1_q17_dr25_supp_stellar
8261920,15.673,4,0,,,,q1_q17_dr25_supp_stellar
8263187,17.195,1,0,,,,q1_q17_dr25_supp_stellar
8241258,14.382,1,0,,,,q1_q17_dr25_supp_stellar
8295087,13.670,1,0,,,,q1_q17_dr25_supp_stellar
8258103,11.548,1,0,,,,q1_q17_dr25_supp_stellar
8254882,12.600,1,0,,,,q1_q17_dr25_supp_stellar
8265218,14.406,1,0,,,,q1_q17_dr25_supp_stellar
7983117,12.014,2,0,,,,q1_q17_dr25_supp_stellar
8074805,14.412,1,0,,,,q1_q17_dr25_supp_stellar
8109107,15.066,1,0,,,,q1_q17_dr25_supp_stellar
8210370,11.167,1,0,,,,q1_q17_dr25_supp_stellar
8255058,13.285,1,0,,,,q1_q17_dr25_supp_stellar
8260902,14.940,1,0,,,,q1_q17_dr25_supp_stellar
8106139,15.536,1,0,,,,q1_q17_dr25_supp_stellar
7959310,13.954,1,0,,,,q1_q17_dr25_supp_stellar
8037038,15.524,1,0,,,,q1_q17_dr25_supp_stellar
8081389,13.990,1,0,,,,q1_q17_dr25_supp_stellar
8299955,13.475,1,0,,,,q1_q17_dr25_supp_stellar
7984047,15.915,1,0,,,,q1_q17_dr25_supp_stellar
9579641,12.791,3,0,,,,q1_q17_dr25_supp_stellar
9579753,15.597,1,0,,,,q1_q17_dr25_supp_stellar
9588822,12.045,2,0,,,,q1_q17_dr25_supp_stellar
9595827,15.127,1,0,,,,q1_q17_dr25_supp_stellar
9664215,15.101,1,0,,,,q1_q17_dr25_supp_stellar
9571186,14.767,1,0,,,,q1_q17_dr25_supp_stellar
9590976,13.294,3,0,,,,q1_q17_dr25_supp_stellar
9394605,15.397,1,0,,,,q1_q17_dr25_supp_stellar
9480189,15.471,3,0,,,,q1_q17_dr25_supp_stellar
9517242,14.334,1,0,,,,q1_q17_dr25_supp_stellar
9655419,12.659,1,0,,,,q1_q17_dr25_supp_stellar
9551430,15.553,2,0,,,,q1_q17_dr25_supp_stellar
9573539,13.024,1,0,,,,q1_q17_dr25_supp_stellar
9598315,12.637,1,0,,,,q1_q17_dr25_supp_stellar
9636559,17.035,1,0,,,,q1_q17_dr25_supp_stellar
9636569,14.433,1,0,,,,q1_q17_dr25_supp_stellar
9656543,16.319,1,0,,,,q1_q17_dr25_supp_stellar
9724993,12.524,1,0,,,,q1_q17_dr25_supp_stellar
9757613,15.473,4,0,,,,q1_q17_dr25_supp_stellar
9758032,15.682,1,0,,,,q1_q17_dr25_supp_stellar
9394920,14.367,1,0,,,,q1_q17_dr25_supp_stellar
9490653,14.966,1,0,,,,q1_q17_dr25_supp_stellar
9520700,14.902,1,0,,,,q1_q17_dr25_supp_stellar
9641103,14.122,1,0,,,,q1_q17_dr25_supp_stellar
9649222,15.678,1,0,,,,q1_q17_dr25_supp_stellar
9468717,12.197,1,0,,,,q1_q17_dr25_supp_stellar
9512981,15.962,1,0,,,,q1_q17_dr25_supp_stellar
9659022,15.462,1,0,,,,q1_q17_dr25_supp_stellar
9655005,11.915,1,0,,,,q1_q17_dr25_supp_stellar
9773980,14.491,1,0,,,,q1_q17_dr25_supp_stellar
9395719,15.618,1,0,,,,q1_q17_dr25_supp_stellar
9458343,14.152,1,0,,,,q1_q17_dr25_supp_stellar
9481235,13.814,1,0,,,,q1_q17_dr25_supp_stellar
9450647,12.663,1,0,,,,q1_q17_dr25_supp_stellar
9521317,12.850,1,0,,,,q1_q17_dr25_supp_stellar
9655792,14.839,1,0,,,,q1_q17_dr25_supp_stellar
9710611,12.458,1,0,,,,q1_q17_dr25_supp_stellar
9451096,12.640,1,0,,,,q1_q17_dr25_supp_stellar
9532117,12.344,1,0,,,,q1_q17_dr25_supp_stellar
9596892,15.919,1,0,,,,q1_q17_dr25_supp_stellar
9602658,15.802,1,0,,,,q1_q17_dr25_supp_stellar
9655129,13.805,1,0,,,,q1_q17_dr25_supp_stellar
9719636,17.279,1,0,,,,q1_q17_dr25_supp_stellar
9692128,13.660,1,0,,,,q1_q17_dr25_supp_stellar
9529733,14.038,1,0,,,,q1_q17_dr25_supp_stellar
9595686,15.361,1,0,,,,q1_q17_dr25_supp_stellar
9711751,13.788,1,0,,,,q1_q17_dr25_supp_stellar
9673173,13.731,1,0,,,,q1_q17_dr25_supp_stellar
9674592,15.933,2,0,,,,q1_q17_dr25_supp_stellar
9471539,11.575,1,0,,,,q1_q17_dr25_supp_stellar
9712350,15.960,1,0,,,,q1_q17_dr25_supp_stellar
9597411,14.731,1,0,,,,q1_q17_dr25_supp_stellar
9479273,15.017,1,0,,,,q1_q17_dr25_supp_stellar
9479306,15.933,1,0,,,,q1_q17_dr25_supp_stellar
9536692,15.551,1,0,,,,q1_q17_dr25_supp_stellar
9726452,14.824,1,0,,,,q1_q17_dr25_supp_stellar
9758615,11.613,1,0,,,,q1_q17_dr25_supp_stellar
9471974,12.654,2,0,,,,q1_q17_dr25_supp_stellar
9489348,13.596,1,0,,,,q1_q17_dr25_supp_stellar
9532603,16.897,1,0,,,,q1_q17_dr25_supp_stellar
9397900,12.931,1,0,,,,q1_q17_dr25_supp_stellar
9084778,15.653,1,0,,,,q1_q17_dr25_supp_stellar
9099773,14.909,1,0,,,,q1_q17_dr25_supp_stellar
9100484,15.920,1,0,,,,q1_q17_dr25_supp_stellar
9112931,15.813,1,0,,,,q1_q17_dr25_supp_stellar
9171886,15.696,1,0,,,,q1_q17_dr25_supp_stellar
9202151,15.804,1,0,,,,q1_q17_dr25_supp_stellar
8832676,15.466,1,0,,,,q1_q17_dr25_supp_stellar
9024568,14.152,1,0,,,,q1_q17_dr25_supp_stellar
9173014,11.141,1,0,,,,q1_q17_dr25_supp_stellar
9001468,15.200,1,0,,,,q1_q17_dr25_supp_stellar
9024857,15.496,2,0,,,,q1_q17_dr25_supp_stellar
8836888,15.164,1,0,,,,q1_q17_dr25_supp_stellar
8868481,11.084,1,0,,,,q1_q17_dr25_supp_stellar
8914779,11.511,1,0,,,,q1_q17_dr25_supp_stellar
9070666,12.003,1,0,,,,q1_q17_dr25_supp_stellar
9091755,15.144,1,0,,,,q1_q17_dr25_supp_stellar
9178894,11.176,1,0,,,,q1_q17_dr25_supp_stellar
9180566,13.888,1,0,,,,q1_q17_dr25_supp_stellar
9210738,13.845,1,0,,,,q1_q17_dr25_supp_stellar
8940961,14.932,1,0,,,,q1_q17_dr25_supp_stellar
9079767,13.825,1,0,,,,q1_q17_dr25_supp_stellar
9086154,13.841,1,0,,,,q1_q17_dr25_supp_stellar
9119568,12.837,2,0,,,,q1_q17_dr25_supp_stellar
9224514,15.316,1,0,,,,q1_q17_dr25_supp_stellar
9111849,13.089,1,0,,,,q1_q17_dr25_supp_stellar
9347009,15.719,1,0,,,,q1_q17_dr25_supp_stellar
8848271,14.039,1,0,,,,q1_q17_dr25_supp_stellar
9002538,11.525,2,0,,,,q1_q17_dr25_supp_stellar
9025662,15.510,1,0,,,,q1_q17_dr25_supp_stellar
9025739,14.758,1,0,,,,q1_q17_dr25_supp_stellar
9048145,13.089,1,0,,,,q1_q17_dr25_supp_stellar
9071386,12.291,1,0,,,,q1_q17_dr25_supp_stellar
9161118,15.984,1,0,,,,q1_q17_dr25_supp_stellar
8873873,11.922,1,0,,,,q1_q17_dr25_supp_stellar
9007151,15.770,1,0,,,,q1_q17_dr25_supp_stellar
9071593,15.480,2,0,,,,q1_q17_dr25_supp_stellar
9075882,15.168,1,0,,,,q1_q17_dr25_supp_stellar
9092496,14.848,1,0,,,,q1_q17_dr25_supp_stellar
9153823,15.356,1,0,,,,q1_q17_dr25_supp_stellar
9301564,13.863,1,0,,,,q1_q17_dr25_supp_stellar
9282762,15.708,1,0,,,,q1_q17_dr25_supp_stellar
9282769,13.406,1,0,,,,q1_q17_dr25_supp_stellar
9214176,12.038,1,0,,,,q1_q17_dr25_supp_stellar
9284741,14.807,1,0,,,,q1_q17_dr25_supp_stellar
8892910,13.794,1,0,,,,q1_q17_dr25_supp_stellar
9026248,12.472,1,0,,,,q1_q17_dr25_supp_stellar
9097470,15.612,1,0,,,,q1_q17_dr25_supp_stellar
9217583,12.401,1,0,,,,q1_q17_dr25_supp_stellar
8950853,13.601,1,0,,,,q1_q17_dr25_supp_stellar
9007953,14.718,1,0,,,,q1_q17_dr25_supp_stellar
9093086,14.752,2,0,,,,q1_q17_dr25_supp_stellar
9334289,15.843,3,0,,,,q1_q17_dr25_supp_stellar
9334893,13.831,3,0,,,,q1_q17_dr25_supp_stellar
8951215,15.229,1,0,,,,q1_q17_dr25_supp_stellar
9026749,14.074,2,0,,,,q1_q17_dr25_supp_stellar
8934495,14.868,1,0,,,,q1_q17_dr25_supp_stellar
9159275,15.621,1,0,,,,q1_q17_dr25_supp_stellar
9278575,13.339,1,0,,,,q1_q17_dr25_supp_stellar
9098810,13.448,1,0,,,,q1_q17_dr25_supp_stellar
9239670,11.858,1,0,,,,q1_q17_dr25_supp_stellar
9278725,15.277,1,0,,,,q1_q17_dr25_supp_stellar
9291378,15.534,1,0,,,,q1_q17_dr25_supp_stellar
9009036,13.499,1,0,,,,q1_q17_dr25_supp_stellar
9073549,15.212,1,0,,,,q1_q17_dr25_supp_stellar
9166870,15.054,1,0,,,,q1_q17_dr25_supp_stellar
9271739,15.843,1,0,,,,q1_q17_dr25_supp_stellar
9282687,14.110,1,0,,,,q1_q17_dr25_supp_stellar
9022166,12.848,2,0,,,,q1_q17_dr25_supp_stellar
9088780,13.226,1,0,,,,q1_q17_dr25_supp_stellar
9099607,14.272,1,0,,,,q1_q17_dr25_supp_stellar
8912730,13.930,1,0,,,,q1_q17_dr25_supp_stellar
8571421,14.848,1,0,,,,q1_q17_dr25_supp_stellar
8609450,15.204,5,0,,,,q1_q17_dr25_supp_stellar
8590780,13.253,1,0,,,,q1_q17_dr25_supp_stellar
8651389,13.964,1,0,,,,q1_q17_dr25_supp_stellar
8376848,15.472,1,0,,,,q1_q17_dr25_supp_stellar
8432249,13.938,1,0,,,,q1_q17_dr25_supp_stellar
8442463,13.851,1,0,,,,q1_q17_dr25_supp_stellar
8548403,14.984,1,0,,,,q1_q17_dr25_supp_stellar
8574794,14.851,1,0,,,,q1_q17_dr25_supp_stellar
8591173,14.414,1,0,,,,q1_q17_dr25_supp_stellar
8639908,15.381,1,0,,,,q1_q17_dr25_supp_stellar
8678664,15.596,1,0,,,,q1_q17_dr25_supp_stellar
8367113,14.686,1,0,,,,q1_q17_dr25_supp_stellar
8612291,14.042,1,0,,,,q1_q17_dr25_supp_stellar
8480642,13.687,1,0,,,,q1_q17_dr25_supp_stellar
8574270,15.166,1,0,,,,q1_q17_dr25_supp_stellar
8581658,13.396,1,0,,,,q1_q17_dr25_supp_stellar
8588982,12.184,1,0,,,,q1_q17_dr25_supp_stellar
8644365,13.204,2,0,,,,q1_q17_dr25_supp_stellar
8676038,15.141,2,0,,,,q1_q17_dr25_supp_stellar
8766650,13.395,1,0,,,,q1_q17_dr25_supp_stellar
8545603,15.873,1,0,,,,q1_q17_dr25_supp_stellar
8552202,15.371,1,0,,,,q1_q17_dr25_supp_stellar
8559863,12.723,1,0,,,,q1_q17_dr25_supp_stellar
8624860,13.808,1,0,,,,q1_q17_dr25_supp_stellar
8524110,13.391,1,0,,,,q1_q17_dr25_supp_stellar
8565266,14.684,1,0,,,,q1_q17_dr25_supp_stellar
8656535,13.415,1,0,,,,q1_q17_dr25_supp_stellar
8807988,13.596,1,0,,,,q1_q17_dr25_supp_stellar
8811490,13.816,1,0,,,,q1_q17_dr25_supp_stellar
8396288,16.565,1,0,,,,q1_q17_dr25_supp_stellar
8429817,13.952,1,0,,,,q1_q17_dr25_supp_stellar
8560280,12.881,1,0,,,,q1_q17_dr25_supp_stellar
8560285,15.252,1,0,,,,q1_q17_dr25_supp_stellar
8750503,15.577,1,0,,,,q1_q17_dr25_supp_stellar
8608544,13.971,2,0,,,,q1_q17_dr25_supp_stellar
8736245,13.798,1,0,,,,q1_q17_dr25_supp_stellar
8517303,11.430,1,0,,,,q1_q17_dr25_supp_stellar
8542879,14.254,1,0,,,,q1_q17_dr25_supp_stellar
8565900,14.970,1,0,,,,q1_q17_dr25_supp_stellar
8815031,15.975,1,0,,,,q1_q17_dr25_supp_stellar
8379021,15.595,1,0,,,,q1_q17_dr25_supp_stellar
8396660,11.179,1,0,,,,q1_q17_dr25_supp_stellar
8557374,13.648,2,0,,,,q1_q17_dr25_supp_stellar
8560927,13.040,1,0,,,,q1_q17_dr25_supp_stellar
8561063,15.920,3,0,,,,q1_q17_dr25_supp_stellar
8702921,11.980,1,0,,,,q1_q17_dr25_supp_stellar
8356054,15.863,1,0,,,,q1_q17_dr25_supp_stellar
8374499,14.912,1,0,,,,q1_q17_dr25_supp_stellar
8439618,15.326,1,0,,,,q1_q17_dr25_supp_stellar
8479107,14.952,1,0,,,,q1_q17_dr25_supp_stellar
8508493,15.902,1,0,,,,q1_q17_dr25_supp_stellar
8543279,15.992,1,0,,,,q1_q17_dr25_supp_stellar
8625813,15.984,1,0,,,,q1_q17_dr25_supp_stellar
8625821,15.024,1,0,,,,q1_q17_dr25_supp_stellar
8749844,12.973,1,0,,,,q1_q17_dr25_supp_stellar
8684730,12.711,1,0,,,,q1_q17_dr25_supp_stellar
8345172,15.812,1,0,,,,q1_q17_dr25_supp_stellar
8379547,13.373,1,0,,,,q1_q17_dr25_supp_stellar
8440062,13.302,1,0,,,,q1_q17_dr25_supp_stellar
8463346,15.856,2,0,,,,q1_q17_dr25_supp_stellar
8780959,13.306,4,0,,,,q1_q17_dr25_supp_stellar
8737343,12.011,1,0,,,,q1_q17_dr25_supp_stellar
8738115,15.632,1,0,,,,q1_q17_dr25_supp_stellar
8494542,13.957,1,0,,,,q1_q17_dr25_supp_stellar
8519253,14.423,1,0,,,,q1_q17_dr25_supp_stellar
8570210,13.607,1,0,,,,q1_q17_dr25_supp_stellar
8806123,15.000,2,0,,,,q1_q17_dr25_supp_stellar
8547537,15.583,1,0,,,,q1_q17_dr25_supp_stellar
8718273,10.565,1,0,,,,q1_q17_dr25_supp_stellar
8757910,13.371,1,0,,,,q1_q17_dr25_supp_stellar
8800954,13.354,1,0,,,,q1_q17_dr25_supp_stellar
8395660,12.882,4,0,,,,q1_q17_dr25_supp_stellar
9892471,15.768,1,0,,,,q1_q17_dr25_supp_stellar
9899621,15.270,1,0,,,,q1_q17_dr25_supp_stellar
10002866,15.063,3,0,,,,q1_q17_dr25_supp_stellar
10024701,13.286,1,0,,,,q1_q17_dr25_supp_stellar
9823519,16.283,2,0,,,,q1_q17_dr25_supp_stellar
9837661,16.835,3,0,,,,q1_q17_dr25_supp_stellar
9782691,14.615,2,0,,,,q1_q17_dr25_supp_stellar
9813678,15.992,1,0,,,,q1_q17_dr25_supp_stellar
10158729,14.649,1,0,,,,q1_q17_dr25_supp_stellar
10000941,13.632,2,0,,,,q1_q17_dr25_supp_stellar
10065053,15.731,1,0,,,,q1_q17_dr25_supp_stellar
9967398,15.518,1,0,,,,q1_q17_dr25_supp_stellar
10200627,15.268,1,0,,,,q1_q17_dr25_supp_stellar
10201891,14.866,1,0,,,,q1_q17_dr25_supp_stellar
9909735,13.297,2,0,,,,q1_q17_dr25_supp_stellar
10010440,14.953,1,0,,,,q1_q17_dr25_supp_stellar
10068919,13.676,1,0,,,,q1_q17_dr25_supp_stellar
9851271,14.613,1,0,,,,q1_q17_dr25_supp_stellar
9909965,14.455,1,0,,,,q1_q17_dr25_supp_stellar
9967884,14.694,1,0,,,,q1_q17_dr25_supp_stellar
10089123,14.262,1,0,,,,q1_q17_dr25_supp_stellar
9834731,14.829,2,0,,,,q1_q17_dr25_supp_stellar
9851662,14.503,1,0,,,,q1_q17_dr25_supp_stellar
9896558,15.224,2,0,,,,q1_q17_dr25_supp_stellar
9953575,14.730,1,0,,,,q1_q17_dr25_supp_stellar
9974142,13.654,2,0,,,,q1_q17_dr25_supp_stellar
10006581,14.904,1,0,,,,q1_q17_dr25_supp_stellar
10006641,14.251,1,0,,,,q1_q17_dr25_supp_stellar
10026458,15.777,1,0,,,,q1_q17_dr25_supp_stellar
10026502,13.658,1,0,,,,q1_q17_dr25_supp_stellar
9851970,15.471,1,0,,,,q1_q17_dr25_supp_stellar
9941859,14.598,3,0,,,,q1_q17_dr25_supp_stellar
9962455,14.056,2,0,,,,q1_q17_dr25_supp_stellar
9837083,16.180,1,0,,,,q1_q17_dr25_supp_stellar
9847239,14.876,1,0,,,,q1_q17_dr25_supp_stellar
9875711,15.223,1,0,,,,q1_q17_dr25_supp_stellar
9962595,14.585,1,0,,,,q1_q17_dr25_supp_stellar
10191070,15.825,1,0,,,,q1_q17_dr25_supp_stellar
10123064,15.000,1,0,,,,q1_q17_dr25_supp_stellar
9910942,12.797,1,0,,,,q1_q17_dr25_supp_stellar
10156055,14.049,1,0,,,,q1_q17_dr25_supp_stellar
10156064,10.367,1,0,,,,q1_q17_dr25_supp_stellar
10156110,14.826,1,0,,,,q1_q17_dr25_supp_stellar
10157458,15.302,2,0,,,,q1_q17_dr25_supp_stellar
10092312,13.954,2,0,,,,q1_q17_dr25_supp_stellar
10090151,14.082,1,0,,,,q1_q17_dr25_supp_stellar
10090219,15.116,1,0,,,,q1_q17_dr25_supp_stellar
10128825,14.757,1,0,,,,q1_q17_dr25_supp_stellar
10190777,13.590,1,0,,,,q1_q17_dr25_supp_stellar
10191449,15.502,1,0,,,,q1_q17_dr25_supp_stellar
9899065,15.860,1,0,,,,q1_q17_dr25_supp_stellar
10153827,15.822,1,0,,,,q1_q17_dr25_supp_stellar
9899181,12.912,2,0,,,,q1_q17_dr25_supp_stellar
9899280,15.036,1,0,,,,q1_q17_dr25_supp_stellar
9963461,13.936,1,0,,,,q1_q17_dr25_supp_stellar
10132908,14.790,1,0,,,,q1_q17_dr25_supp_stellar
9899414,14.923,1,0,,,,q1_q17_dr25_supp_stellar
9899421,12.295,1,0,,,,q1_q17_dr25_supp_stellar
9958387,13.460,1,0,,,,q1_q17_dr25_supp_stellar
9848420,15.223,1,0,,,,q1_q17_dr25_supp_stellar
9873254,13.387,2,0,,,,q1_q17_dr25_supp_stellar
11520465,13.890,1,0,,,,q1_q17_dr25_supp_stellar
11599264,15.977,1,0,,,,q1_q17_dr25_supp_stellar
11651712,13.785,1,0,,,,q1_q17_dr25_supp_stellar
11754553,15.095,3,0,,,,q1_q17_dr25_supp_stellar
11403530,13.219,1,0,,,,q1_q17_dr25_supp_stellar
11495766,13.391,1,0,,,,q1_q17_dr25_supp_stellar
11560382,15.356,1,0,,,,q1_q17_dr25_supp_stellar
11603298,13.731,1,0,,,,q1_q17_dr25_supp_stellar
11662440,15.852,1,0,,,,q1_q17_dr25_supp_stellar
11810124,15.254,3,0,,,,q1_q17_dr25_supp_stellar
11566064,13.374,3,0,,,,q1_q17_dr25_supp_stellar
11600889,12.521,1,0,,,,q1_q17_dr25_supp_stellar
11446424,15.968,1,0,,,,q1_q17_dr25_supp_stellar
11455795,15.414,1,0,,,,q1_q17_dr25_supp_stellar
11460462,12.189,1,0,,,,q1_q17_dr25_supp_stellar
11599937,15.013,1,0,,,,q1_q17_dr25_supp_stellar
11409698,13.691,1,0,,,,q1_q17_dr25_supp_stellar
11701407,15.279,1,0,,,,q1_q17_dr25_supp_stellar
11453592,14.717,1,0,,,,q1_q17_dr25_supp_stellar
11456256,12.332,1,0,,,,q1_q17_dr25_supp_stellar
11607193,12.616,2,0,,,,q1_q17_dr25_supp_stellar
11414465,15.290,1,0,,,,q1_q17_dr25_supp_stellar
11502218,6.974,1,0,,,,q1_q17_dr25_supp_stellar
11918482,13.497,1,0,,,,q1_q17_dr25_supp_stellar
11336883,12.320,3,0,,,,q1_q17_dr25_supp_stellar
11446961,13.899,1,0,,,,q1_q17_dr25_supp_stellar
11618601,15.400,2,0,,,,q1_q17_dr25_supp_stellar
11616434,15.789,1,0,,,,q1_q17_dr25_supp_stellar
11709124,14.534,6,0,,,,q1_q17_dr25_supp_stellar
11818800,15.487,1,0,,,,q1_q17_dr25_supp_stellar
11818872,13.463,1,0,,,,q1_q17_dr25_supp_stellar
11824218,13.724,1,0,,,,q1_q17_dr25_supp_stellar
11853130,15.949,1,0,,,,q1_q17_dr25_supp_stellar
11913012,14.763,1,0,,,,q1_q17_dr25_supp_stellar
11359305,13.363,1,0,,,,q1_q17_dr25_supp_stellar
11410904,14.972,1,0,,,,q1_q17_dr25_supp_stellar
11415243,14.061,1,0,,,,q1_q17_dr25_supp_stellar
11465658,15.327,1,0,,,,q1_q17_dr25_supp_stellar
11502867,14.835,1,0,,,,q1_q17_dr25_supp_stellar
11616663,14.973,1,0,,,,q1_q17_dr25_supp_stellar
11650543,13.553,1,0,,,,q1_q17_dr25_supp_stellar
11918793,15.457,1,0,,,,q1_q17_dr25_supp_stellar
11757422,15.435,1,0,,,,q1_q17_dr25_supp_stellar
11757451,15.891,1,0,,,,q1_q17_dr25_supp_stellar
11804465,13.438,1,0,,,,q1_q17_dr25_supp_stellar
11756821,15.187,1,0,,,,q1_q17_dr25_supp_stellar
11360571,13.754,1,0,,,,q1_q17_dr25_supp_stellar
11768970,12.658,1,0,,,,q1_q17_dr25_supp_stellar
11774991,12.879,2,0,,,,q1_q17_dr25_supp_stellar
11338918,13.714,1,0,,,,q1_q17_dr25_supp_stellar
11391512,15.988,1,0,,,,q1_q17_dr25_supp_stellar
11553598,15.045,1,0,,,,q1_q17_dr25_supp_stellar
11553706,13.123,1,0,,,,q1_q17_dr25_supp_stellar
11569782,14.435,1,0,,,,q1_q17_dr25_supp_stellar
11873171,15.588,1,0,,,,q1_q17_dr25_supp_stellar
11402995,13.844,1,0,,,,q1_q17_dr25_supp_stellar
11506654,14.390,1,0,,,,q1_q17_dr25_supp_stellar
11824578,13.382,1,0,,,,q1_q17_dr25_supp_stellar
11875511,13.342,1,0,,,,q1_q17_dr25_supp_stellar
11904734,15.303,1,0,,,,q1_q17_dr25_supp_stellar
11392017,13.390,1,0,,,,q1_q17_dr25_supp_stellar
11403339,14.102,1,0,,,,q1_q17_dr25_supp_stellar
10923260,14.546,1,0,,,,q1_q17_dr25_supp_stellar
10964440,14.569,2,0,,,,q1_q17_dr25_supp_stellar
10748390,9.174,1,0,,,,q1_q17_dr25_supp_stellar
10932270,12.148,1,0,,,,q1_q17_dr25_supp_stellar
11038580,13.846,1,0,,,,q1_q17_dr25_supp_stellar
10748621,15.138,1,0,,,,q1_q17_dr25_supp_stellar
11027624,12.849,1,0,,,,q1_q17_dr25_supp_stellar
11135694,15.451,2,0,,,,q1_q17_dr25_supp_stellar
10905641,13.462,1,0,,,,q1_q17_dr25_supp_stellar
11295426,9.997,2,0,,,,q1_q17_dr25_supp_stellar
10798331,14.685,1,0,,,,q1_q17_dr25_supp_stellar
10905746,13.496,1,0,,,,q1_q17_dr25_supp_stellar
