kepid,kepmag,nkoi,ntce,st_quarters,dutycycle,dataspan,st_delivname
9099773,14.909,1,0,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9083470,15.899,1,1,00101010101010101,0.4997,1210.2880,q1_q16_stellar
9119652,14.305,1,2,00000000000000010,0.9501,68.8740,q1_q16_stellar
9100953,15.850,3,0,00011111111111111,0.8787,1205.8330,q1_q16_stellar
9093086,14.752,2,2,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9101279,13.947,1,1,11111111111111111,0.8396,1426.7420,q1_q16_stellar
9114614,14.497,1,1,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9180566,13.888,1,0,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9214176,12.038,1,1,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9214712,15.518,2,2,01111111111111111,0.8799,1388.4420,q1_q16_stellar
9214713,14.740,1,0,11111111111111111,0.8785,1426.7420,q1_q16_stellar
9183378,13.767,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9271739,15.843,1,1,01011111111111111,0.8208,1388.4420,q1_q16_stellar
9277896,13.298,1,1,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9286088,12.583,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9216231,15.894,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9221627,15.020,1,0,00000000000000011,0.9558,68.8740,q1_q16_stellar
9268456,15.359,1,1,00011111111111111,0.8787,1205.8330,q1_q16_stellar
9210820,15.180,1,0,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9180282,13.116,1,1,11111111111111111,0.8788,1426.7420,q1_q16_stellar
9328641,15.213,1,3,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9302543,11.464,1,2,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9353314,14.744,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9291629,13.957,1,3,11111111111111111,0.8742,1426.7420,q1_q16_stellar
9334893,13.831,3,2,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9305012,11.960,1,0,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9405541,9.687,1,2,01111111111111111,0.8793,1388.4420,q1_q16_stellar
9357375,15.455,1,0,11111101110111011,0.6987,1426.7420,q1_q16_stellar
9306677,13.103,1,1,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9363944,13.660,1,1,11111111111111100,0.8873,1339.4740,q1_q16_stellar
9425139,13.377,1,1,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9451127,15.764,1,2,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9411412,15.068,1,1,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9458266,13.742,1,0,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9466042,12.997,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9468384,16.411,1,2,00000001111111111,0.8726,822.3230,q1_q16_stellar
9451521,14.821,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9472000,14.143,1,1,11111111111111111,0.8790,1426.7420,q1_q16_stellar
9458613,13.988,5,5,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9456281,15.397,1,1,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9466668,15.065,4,4,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9474222,13.275,1,0,11111111111111111,,,q1_q16_stellar
9415108,14.979,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9472328,15.677,1,1,00000000010001000,0.3728,463.7060,q1_q16_stellar
9456887,14.900,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9471268,13.693,3,3,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9474969,12.462,1,0,11111111111111111,,,q1_q16_stellar
9481235,13.814,1,1,11100100010001000,0.3651,1239.6370,q1_q16_stellar
9475552,14.975,2,2,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9463329,13.027,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9457728,10.438,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9455325,13.766,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9471755,12.771,1,2,11111111111111111,0.8763,1426.7420,q1_q16_stellar
9532710,15.830,1,1,00001100000111111,0.5070,1114.2520,q1_q16_stellar
9588822,12.045,2,2,11111111111111111,0.8787,1426.7420,q1_q16_stellar
9588880,14.703,1,7,11111111111111111,0.8739,1426.7420,q1_q16_stellar
9581589,14.423,1,0,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9536836,13.996,1,0,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9549648,12.239,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9540675,13.874,1,0,11111101110111011,0.6986,1426.7420,q1_q16_stellar
9576197,14.641,1,4,11111111111111111,0.8711,1426.7420,q1_q16_stellar
9535080,12.385,1,1,11111111111111111,0.8790,1426.7420,q1_q16_stellar
9664215,15.101,1,2,11111101110111011,0.6984,1426.7210,q1_q16_stellar
9655005,11.915,1,4,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9659022,15.462,1,1,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9639106,15.560,1,0,11111111111111111,0.8790,1426.7420,q1_q16_stellar
9644683,15.912,1,0,00011111111111111,0.8787,1205.8330,q1_q16_stellar
9635529,12.230,1,0,11111111111111111,,,q1_q16_stellar
9640123,13.816,1,0,11111111111111111,0.8791,1426.7420,q1_q16_stellar
9656397,13.841,1,2,11111111111111111,0.8785,1426.7420,q1_q16_stellar
9596892,15.919,1,0,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9652655,14.768,1,1,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9656547,15.457,1,0,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9641041,12.217,1,1,11111111111111111,0.8790,1426.7420,q1_q16_stellar
9710626,15.713,1,1,11111111111111111,0.8793,1426.7420,q1_q16_stellar
9717943,12.716,1,1,11111111111111111,0.8792,1426.7420,q1_q16_stellar
9692336,17.490,1,0,00000000011111111,0.8712,650.8120,q1_q16_stellar
9697131,10.268,1,1,11111111111111111,0.8790,1426.7420,q1_q16_stellar
9673173,13.731,1,0,11111111111111111,,,q1_q16_stellar
9711751,13.788,1,0,11111111111111111,,,q1_q16_stellar
9715939,15.517,1,1,00000000111111111,0.8792,749.3820,q1_q16_stellar
10031643,14.478,1,0,11111101110111011,0.6988,1459.7890,q1_q17_dr24_stellar
10130057,15.613,1,1,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
10139620,15.423,1,0,11111111111111111,0.8755,1459.7890,q1_q17_dr24_stellar
10068024,13.126,1,3,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10141938,14.659,1,0,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
10153011,15.678,1,1,01111101110111011,0.6946,1421.3260,q1_q17_dr24_stellar
10130646,13.974,1,0,11111111111111111,0.8747,1459.7890,q1_q17_dr24_stellar
10028140,15.372,1,1,11111101110111011,0.6987,1459.7890,q1_q17_dr24_stellar
10018364,13.568,1,0,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10034146,14.477,1,0,11111101110111011,0.6988,1459.7890,q1_q17_dr24_stellar
10075409,15.892,1,0,11111111111111111,0.8756,1459.7890,q1_q17_dr24_stellar
10028535,15.304,1,1,11111101110111011,0.6988,1459.7890,q1_q17_dr24_stellar
10028792,14.600,4,4,11111101110111011,0.6988,1459.7890,q1_q17_dr24_stellar
10079317,12.885,1,0,11111111111111111,0.8742,1459.7890,q1_q17_dr24_stellar
10090257,15.546,1,1,11111101110111011,0.6988,1459.7890,q1_q17_dr24_stellar
10019854,15.105,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10152836,14.707,1,2,11111101110111011,0.6987,1459.7890,q1_q17_dr24_stellar
10153827,15.822,1,0,11111101110111011,0.6989,1459.7890,q1_q17_dr24_stellar
10020423,15.178,1,2,11111111111111111,0.8722,1459.7890,q1_q17_dr24_stellar
10006581,14.904,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10011213,15.632,1,0,01111111111111111,0.8762,1421.3260,q1_q17_dr24_stellar
10005788,15.389,2,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10319834,14.942,1,0,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10339000,14.333,1,0,11111111111111111,0.8755,1459.7890,q1_q17_dr24_stellar
10397315,14.358,1,0,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10328393,14.017,3,3,11111111111111111,0.8749,1459.7890,q1_q17_dr24_stellar
10397751,13.851,5,4,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
10295951,12.628,1,1,11111101110111011,0.6983,1459.7890,q1_q17_dr24_stellar
10340228,15.788,1,1,11111111111111111,0.8757,1459.7890,q1_q17_dr24_stellar
10407020,13.369,1,1,11111111111111111,0.8755,1459.7890,q1_q17_dr24_stellar
10407086,12.877,2,1,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
10399137,13.927,1,0,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
10452252,15.708,1,0,01111111111111111,0.8722,1421.3260,q1_q17_dr24_stellar
10341781,15.393,1,1,00011111111111111,0.8745,1238.4310,q1_q17_dr24_stellar
10341831,14.960,1,1,11111111111111111,0.8756,1459.7890,q1_q17_dr24_stellar
10363115,12.070,1,1,11111101110111011,0.6990,1459.7890,q1_q17_dr24_stellar
10337258,13.390,1,1,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
10414727,12.962,2,1,11111101110111011,0.6989,1459.7890,q1_q17_dr24_stellar
10352603,14.520,1,2,11111101110111011,0.6475,1457.6840,q1_q17_dr24_stellar
10425070,14.977,2,0,11111101110111011,0.6989,1459.7890,q1_q17_dr24_stellar
10460629,13.997,1,0,11111111111111111,0.8745,1459.7890,q1_q17_dr24_stellar
10396708,14.755,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10264660,12.128,1,1,11111111111111111,0.8748,1459.7890,q1_q17_dr24_stellar
10292238,14.996,1,2,11111101110111011,0.6989,1459.7890,q1_q17_dr24_stellar
10189546,14.621,3,3,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10285631,13.497,2,1,11111101110111011,0.6988,1459.7890,q1_q17_dr24_stellar
10202759,12.335,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10156110,14.826,1,0,11111101110111011,0.6988,1459.7890,q1_q17_dr24_stellar
10230571,9.473,1,0,11111101110111011,0.6989,1459.7890,q1_q17_dr24_stellar
10205598,14.911,1,0,11111111111111111,0.8756,1459.7890,q1_q17_dr24_stellar
10287723,13.447,1,0,11111101110111011,0.6984,1459.7890,q1_q17_dr24_stellar
10163067,12.556,1,2,11111101110111011,0.6989,1459.7890,q1_q17_dr24_stellar
10206675,15.245,1,1,11111111111111111,0.8755,1459.7890,q1_q17_dr24_stellar
10274244,11.544,1,2,11111111111111111,0.8557,1457.6840,q1_q17_dr24_stellar
10268714,12.568,1,0,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
10275074,14.182,1,1,00000000010000000,0.9477,92.5820,q1_q17_dr24_stellar
10227863,13.753,1,1,11111101110111011,0.6990,1459.7890,q1_q17_dr24_stellar
10616829,13.960,1,1,11111101110111011,0.6976,1459.7890,q1_q17_dr24_stellar
10659313,13.593,1,2,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
10711551,15.507,1,3,01111111111111111,0.8675,1421.3260,q1_q17_dr24_stellar
10711913,15.521,1,2,01101111111111111,0.8156,1421.3260,q1_q17_dr24_stellar
10727668,16.321,1,2,00000000000001111,0.8239,316.4950,q1_q17_dr24_stellar
10620329,11.002,1,0,11111101110111011,0.6990,1459.7890,q1_q17_dr24_stellar
10665043,15.647,1,0,11111111111111111,0.8755,1459.7890,q1_q17_dr24_stellar
10730034,15.173,2,2,11111111111111111,0.8755,1459.7890,q1_q17_dr24_stellar
10730703,15.378,2,2,11111111111111111,0.8756,1459.7890,q1_q17_dr24_stellar
10735564,14.567,1,1,00001111111111111,0.8666,1147.3000,q1_q17_dr24_stellar
10748621,15.138,1,2,11111101110111011,0.6977,1459.7890,q1_q17_dr24_stellar
10670112,13.543,1,1,11111111111111111,0.8750,1459.7890,q1_q17_dr24_stellar
10670119,15.673,2,2,00011111111111111,0.8744,1238.4310,q1_q17_dr24_stellar
10613718,12.735,1,2,11111101110111011,0.6819,1459.7890,q1_q17_dr24_stellar
10491554,15.018,1,2,00000001110111011,0.6630,855.3710,q1_q17_dr24_stellar
10473272,15.768,1,1,01111111111111111,0.8758,1421.3260,q1_q17_dr24_stellar
10518424,15.319,2,2,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
10468885,15.645,1,1,11111111111111111,0.8756,1459.7890,q1_q17_dr24_stellar
10526887,15.369,1,1,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
10514429,11.413,1,1,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
10549576,13.015,1,2,11111101110111011,0.6989,1459.7890,q1_q17_dr24_stellar
10593626,11.664,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
10601465,15.072,1,0,11111111111111111,0.8757,1459.7890,q1_q17_dr24_stellar
10485179,14.507,1,2,11111101110111011,0.6989,1459.7890,q1_q17_dr24_stellar
10579570,13.771,1,0,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
10535926,14.920,1,0,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
10587105,13.763,3,3,11111110111011101,0.6984,1459.7890,q1_q17_dr24_stellar
10471204,15.824,1,1,11111111111111111,0.8756,1459.7890,q1_q17_dr24_stellar
10984090,12.772,2,2,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11015323,14.106,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11038580,13.846,1,0,00110011001100110,0.4760,1297.1270,q1_q17_dr24_stellar
11090556,13.710,2,2,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11098004,11.878,1,0,11111101110111011,0.6987,1459.7890,q1_q17_dr24_stellar
10987985,15.390,1,1,11101101110111011,0.6435,1459.7890,q1_q17_dr24_stellar
10963065,8.769,1,1,11111110111011101,0.6979,1459.7890,q1_q17_dr24_stellar
10963242,14.706,2,1,11111110111011101,0.6984,1459.7890,q1_q17_dr24_stellar
11080702,14.219,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
10975146,14.285,1,1,11111111111111111,0.8748,1459.7890,q1_q17_dr24_stellar
11026304,15.825,1,1,00011111111111111,0.8744,1238.4310,q1_q17_dr24_stellar
11029877,13.681,1,1,11111111111111111,0.8746,1459.7890,q1_q17_dr24_stellar
11030475,15.498,4,2,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11090765,14.560,1,1,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
11019739,15.517,1,1,11111110111011101,0.6985,1459.7890,q1_q17_dr24_stellar
10982872,13.203,3,3,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11027722,14.291,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11075737,12.872,1,1,11111110111011101,0.6985,1459.7890,q1_q17_dr24_stellar
11098573,15.281,1,0,00011101110111011,0.6666,1238.4310,q1_q17_dr24_stellar
11098704,13.787,1,0,11111101110111011,0.6988,1459.7890,q1_q17_dr24_stellar
11032748,14.685,1,0,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
10960995,14.498,1,1,00011111111111111,0.8717,1238.4310,q1_q17_dr24_stellar
10958972,13.789,1,0,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10920813,13.756,1,2,11111111111111111,0.8748,1459.7890,q1_q17_dr24_stellar
10843431,16.324,2,1,00000000000001111,0.8254,316.4950,q1_q17_dr24_stellar
10917433,12.419,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
10934313,14.809,1,1,11111101110111011,0.6988,1459.7890,q1_q17_dr24_stellar
10880007,15.092,1,0,11111101110111011,0.6990,1459.7890,q1_q17_dr24_stellar
10875245,12.487,4,4,11111101110111011,0.6989,1459.7890,q1_q17_dr24_stellar
10802364,14.857,1,0,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
10905641,13.462,1,0,11111111111111111,0.8748,1459.7890,q1_q17_dr24_stellar
10845188,13.867,1,1,11111111111111111,0.8748,1459.7890,q1_q17_dr24_stellar
10813841,15.406,1,1,00011101110111011,0.6668,1238.4310,q1_q17_dr24_stellar
10867017,14.978,1,2,11111111111111111,0.8750,1459.7890,q1_q17_dr24_stellar
10920086,12.520,1,3,11111111111111111,0.8749,1459.7890,q1_q17_dr24_stellar
10873178,14.639,1,1,11111101110111011,0.6988,1459.7890,q1_q17_dr24_stellar
10920420,12.521,1,0,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
11348086,12.879,1,0,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11403044,15.506,1,1,01111111111111111,0.8759,1421.3260,q1_q17_dr24_stellar
11408935,15.284,1,2,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11403216,15.537,1,2,00011111111111111,0.8739,1238.4310,q1_q17_dr24_stellar
11413812,14.377,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11294883,13.776,1,0,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
11391181,15.257,1,2,11111110111011101,0.6962,1459.7890,q1_q17_dr24_stellar
11444772,15.921,1,0,11111110111011101,0.6986,1459.7890,q1_q17_dr24_stellar
11360571,13.754,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11444952,14.261,1,1,11111110111011101,0.6987,1459.7890,q1_q17_dr24_stellar
11295426,9.997,2,2,11111111111111111,0.8749,1459.7890,q1_q17_dr24_stellar
11338056,14.712,1,1,11111110111011101,0.6986,1459.7890,q1_q17_dr24_stellar
11357192,13.529,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11453592,14.717,1,1,00000111100111111,0.7008,1051.3250,q1_q17_dr24_stellar
11394027,13.586,1,1,11111110111011101,0.6984,1459.7890,q1_q17_dr24_stellar
11290515,12.322,2,2,11111110111011101,0.6985,1459.7890,q1_q17_dr24_stellar
11442793,13.804,7,1,11111110111011101,0.6985,1459.7890,q1_q17_dr24_stellar
11455484,16.152,1,1,00000000011111111,0.8646,683.8180,q1_q17_dr24_stellar
11455795,15.414,1,3,11111111111111111,0.8734,1459.7890,q1_q17_dr24_stellar
11153121,14.167,3,3,11111101110111011,0.6989,1459.7890,q1_q17_dr24_stellar
11253711,13.800,2,2,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11192235,15.655,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11250587,12.702,1,1,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
11182213,15.242,1,0,11111110111011101,0.6984,1459.7890,q1_q17_dr24_stellar
11250867,13.387,1,2,11111111111111111,0.8676,1459.7890,q1_q17_dr24_stellar
11177707,15.740,1,1,11111110111011101,0.6987,1459.7890,q1_q17_dr24_stellar
11235323,13.486,1,2,11111110111011101,0.6935,1459.7890,q1_q17_dr24_stellar
11775530,13.505,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11804437,12.291,1,0,11111110111011101,0.6983,1459.7890,q1_q17_dr24_stellar
11804465,13.438,1,1,11111110111011101,0.6942,1459.7890,q1_q17_dr24_stellar
11650543,13.553,1,1,11111110111011101,0.6985,1459.7890,q1_q17_dr24_stellar
11672354,15.591,1,1,01111111111111111,0.8758,1421.3260,q1_q17_dr24_stellar
11709124,14.534,6,6,11111111111111111,0.8755,1459.7890,q1_q17_dr24_stellar
11769689,14.654,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11769801,11.549,1,0,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11656840,15.270,1,3,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11673674,13.652,1,2,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11651712,13.785,1,1,11111110111011101,0.6985,1459.7890,q1_q17_dr24_stellar
11656918,14.520,2,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11718389,15.583,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11807906,13.856,1,0,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
11754430,13.102,2,2,11111110111011101,0.6986,1459.7890,q1_q17_dr24_stellar
11768142,15.931,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11649292,13.822,1,0,11111110111011101,0.6988,1459.7890,q1_q17_dr24_stellar
11666881,13.273,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11760860,12.737,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11547869,16.415,1,1,00000000100000000,0.9484,96.5670,q1_q17_dr24_stellar
11548140,15.373,1,1,11111110111011101,0.6956,1459.7890,q1_q17_dr24_stellar
11614528,15.546,1,1,00011111111111111,0.8744,1238.4310,q1_q17_dr24_stellar
11463950,13.397,1,2,11111111111111111,0.8755,1459.7890,q1_q17_dr24_stellar
11521048,14.917,1,2,11111111111111111,0.8750,1459.7890,q1_q17_dr24_stellar
11598638,13.728,1,0,11111110111011101,0.6985,1459.7890,q1_q17_dr24_stellar
11493732,15.250,1,1,11100010111011101,0.5657,1459.7890,q1_q17_dr24_stellar
11512246,13.438,3,3,11111111111111111,0.8750,1459.7890,q1_q17_dr24_stellar
11569782,14.435,1,1,11111111111111111,0.8749,1459.7890,q1_q17_dr24_stellar
11616596,12.616,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11462341,14.275,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11553598,15.045,1,0,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
11612241,14.095,1,0,11111111111111111,0.8749,1459.7890,q1_q17_dr24_stellar
12206313,13.312,3,3,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
12208631,15.114,2,2,00011111111111111,0.8746,1238.4310,q1_q17_dr24_stellar
12164751,14.187,1,1,01111111111110000,0.8842,1102.8070,q1_q17_dr24_stellar
12020329,15.080,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
12020376,13.718,1,0,11111111111111111,0.8752,1459.7690,q1_q17_dr24_stellar
12105785,13.032,1,2,11111111111111111,0.8742,1459.7890,q1_q17_dr24_stellar
12120943,15.703,1,1,00011111111111111,0.8747,1238.4310,q1_q17_dr24_stellar
12021625,15.688,1,1,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
12110786,13.823,1,1,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
12110942,15.242,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
12159249,12.710,1,1,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
11912916,15.817,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
11913073,13.496,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11970288,11.308,1,4,11111111111111111,0.8755,1459.7890,q1_q17_dr24_stellar
11904151,10.961,2,2,11111110111011101,0.6985,1459.7890,q1_q17_dr24_stellar
11818872,13.463,1,1,11111111111111111,0.8749,1459.7890,q1_q17_dr24_stellar
11922290,14.077,1,0,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
11922778,14.821,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11860294,12.812,1,0,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
11905409,15.739,1,1,11111110111011101,0.6986,1459.7890,q1_q17_dr24_stellar
11968463,15.212,7,6,00011111111111111,0.8746,1238.4310,q1_q17_dr24_stellar
11820830,12.087,1,3,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
1717722,15.689,2,2,01111111111111111,0.8754,1421.3260,q1_q17_dr24_stellar
2301068,12.765,1,1,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
2310993,15.551,1,0,00011111111111111,0.8747,1238.4310,q1_q17_dr24_stellar
2019076,15.671,1,1,01101111111111111,0.8176,1421.3260,q1_q17_dr24_stellar
12735830,14.410,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
2157247,14.378,1,2,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
2165352,14.469,1,1,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
1430305,13.274,1,0,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
1571511,13.424,1,2,11111111111111111,0.8750,1459.7890,q1_q17_dr24_stellar
2012722,11.661,1,2,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
1572948,14.526,1,1,00000000000001100,0.8712,196.1800,q1_q17_dr24_stellar
2166206,13.295,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
1431122,14.613,1,1,11111111111111111,0.8750,1459.7890,q1_q17_dr24_stellar
1722276,14.645,1,0,11111111111111111,0.8746,1459.7890,q1_q17_dr24_stellar
2437783,17.300,1,2,00000111100000000,0.8798,365.6880,q1_q17_dr24_stellar
1293046,15.544,1,0,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
2014991,12.396,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
2438490,17.772,1,2,00000111100000000,0.8797,365.6880,q1_q17_dr24_stellar
2440757,15.122,1,2,11001100110011001,0.4523,1459.7890,q1_q17_dr24_stellar
2441161,16.654,1,1,00000000011111111,0.8642,683.8590,q1_q17_dr24_stellar
1724719,13.960,2,2,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
2161623,14.312,1,2,00000000000001100,0.8704,196.1800,q1_q17_dr24_stellar
2162635,13.862,1,2,11111111111111111,0.8748,1459.7890,q1_q17_dr24_stellar
2142501,12.267,1,0,11111111111111111,0.8749,1459.7890,q1_q17_dr24_stellar
2305819,11.766,1,0,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
12690465,13.841,1,0,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
12459725,15.727,1,0,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
12416597,14.732,2,0,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
12506351,13.184,1,1,11111111111111111,0.8751,1459.7890,q1_q17_dr24_stellar
12602999,12.430,1,0,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
12266636,14.264,2,2,11111111111111111,0.8750,1459.7890,q1_q17_dr24_stellar
12366681,9.563,1,0,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
12417486,14.932,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
12554485,14.322,1,0,00011111111111111,0.8746,1238.4310,q1_q17_dr24_stellar
12418662,15.311,1,1,11111111111111111,0.8736,1459.7890,q1_q17_dr24_stellar
12470954,14.313,2,1,11111111111111111,0.8753,1459.7890,q1_q17_dr24_stellar
12504353,15.166,1,1,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
12405950,12.305,1,3,00111011101110111,0.6820,1330.6040,q1_q17_dr24_stellar
12453581,15.912,1,1,11111111111111111,0.8754,1459.7890,q1_q17_dr24_stellar
12401859,12.260,1,0,11111111111111111,0.8756,1459.7890,q1_q17_dr24_stellar
12519942,14.813,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
12265786,15.509,1,1,11111111111111111,0.8752,1459.7890,q1_q17_dr24_stellar
