koi_id,npl,lcq_count,scq_count,total_count,runtime_score,bad_download
K01410,1,17,0,17,95,0
K01411,1,18,0,18,5,0
K01412,1,17,1,18,109,0
K01413,3,17,0,17,233,0
K01416,1,14,3,17,3701,0
K01420,1,14,0,14,93,0
K01422,5,13,1,14,1363,0
K01423,1,14,0,14,10,0
K01424,1,17,0,17,1239,0
K01425,1,17,0,17,735,0
K01426,3,10,7,17,879,0
K01427,2,14,0,14,730,0
K01428,1,14,3,17,9959,0
K01429,1,17,0,17,7,0
K01430,3,16,1,17,616,0
K01431,1,15,0,15,3,0
K01432,4,17,0,17,874,0
K01433,1,14,0,14,62,0
K01434,1,14,0,14,531,0
K01435,2,17,0,17,181,0
K01436,3,14,0,14,815,0
K01437,1,14,0,14,177,0
K01438,1,17,0,17,218,0
K01439,1,17,1,18,10,0
K01440,1,17,0,17,210,0
K01441,1,17,0,17,177,0
K01442,1,9,6,15,25099,0
K01444,1,13,1,14,82,0
K01445,3,11,4,15,2401,0
K01450,1,18,0,18,746,0
K01455,1,11,0,11,64,0
K01456,1,9,5,14,1783,0
K01457,1,14,0,14,155,0
K01458,1,14,0,14,138,0
K01465,1,14,0,14,127,0
K01466,1,16,1,17,13,0
K01470,1,11,0,11,63,0
K01472,1,16,1,17,46,0
K01473,1,14,0,14,54,0
K01474,1,9,9,18,341,0
K01475,3,15,0,15,1249,0
K01476,1,16,0,16,25,0
K01477,1,14,3,17,48,0
K01478,1,14,3,17,116,0
K01480,2,17,0,17,289,0
K01481,1,14,0,14,243,0
K01486,2,14,3,17,373,0
K01488,1,17,0,17,382,0
K01489,1,17,0,17,94,0
K01491,1,11,0,11,310,0
K01494,1,9,0,9,97,0
K01495,1,17,0,17,96,0
K01498,2,17,0,17,883,0
K01499,3,17,0,17,2146,0
K01501,1,17,0,17,577,0
K01503,1,17,0,17,10,0
K01505,1,17,0,17,300,0
K01506,1,17,0,17,37,0
K01507,1,17,0,17,70,0
K01508,1,17,0,17,68,0
K01510,1,13,3,16,10898,0
K01511,1,17,0,17,585,0
K01515,2,17,0,17,994,0
K01516,1,17,0,17,73,0
K01517,1,17,0,17,37,0
K01518,1,17,0,17,54,0
K01519,2,17,0,17,319,0
K01520,1,17,0,17,81,0
K01521,1,17,0,17,58,0
K01522,2,17,0,17,164,0
K01525,2,9,9,18,5301,0
K01526,1,17,0,17,339,0
K01527,1,17,0,17,7,0
K01528,1,17,0,17,378,0
K01529,2,12,5,17,2010,0
K01530,1,14,1,15,299,0
K01531,1,17,1,18,731,0
K01532,1,16,1,17,224,0
K01533,1,16,1,17,654,0
K01534,2,17,1,18,749,0
K01535,1,17,1,18,57,0
K01536,1,17,1,18,1114,0
K01537,1,13,5,18,1412,0
K01546,1,17,0,17,1646,0
K01547,1,10,1,11,112,0
K01549,1,17,0,17,51,0
K01552,1,14,0,14,16,0
K01553,1,17,0,17,28,0
K01557,4,9,5,14,17819,0
K01560,1,17,0,17,47,0
K01562,1,14,0,14,62,0
K01563,4,8,6,14,11253,0
K01564,1,17,0,17,28,0
K01567,4,11,3,14,3866,0
K01569,1,17,0,17,109,0
K01570,1,14,0,14,196,0
K01572,1,14,0,14,126,0
K01573,2,9,8,17,3969,0
K01574,4,14,0,14,367,0
K01576,3,11,6,17,3640,0
K01577,1,17,0,17,538,0
K01581,2,17,0,17,61,0
K01582,1,15,2,17,35,0
K01583,1,17,0,17,187,0
K01584,1,17,0,17,257,0
K01585,1,17,0,17,78,0
K01586,1,14,0,14,177,0
K01587,1,17,0,17,28,0
K01588,1,17,0,17,429,0
K01589,5,11,6,17,8257,0
K01590,3,11,2,13,4489,0
K01591,1,14,0,14,63,0
K01593,2,13,0,13,194,0
K01595,1,17,0,17,37,0
K01596,2,13,1,14,678,0
K01597,1,15,2,17,851,0
K01598,3,11,6,17,1685,0
K01599,2,13,4,17,1439,0
K01601,2,16,1,17,457,0
K01602,2,17,0,17,649,0
K01603,1,17,0,17,500,0
K01606,1,16,1,17,803,0
K01608,3,16,1,17,665,0
K01609,1,16,1,17,97,0
K01612,1,5,10,15,10980,0
K01613,3,9,5,14,1714,0
K01615,1,13,2,15,4837,0
K01616,2,7,1,8,328,0
K01618,1,13,5,18,6121,0
K01619,1,14,1,15,187,0
K01621,1,14,4,18,580,0
K01622,1,18,0,18,22,0
K01626,1,14,0,14,490,0
K01627,3,14,0,14,655,0
K01628,3,18,0,18,1025,0
K01629,1,18,0,18,362,0
K01630,1,17,0,17,133,0
K01631,1,16,1,17,6902,0
K01632,1,18,0,18,348,0
K01633,1,17,0,17,46,0
K01637,1,14,0,14,418,0
K01639,1,15,0,15,133,0
K01641,1,14,0,14,256,0
K01643,1,14,0,14,112,0
K01646,1,14,0,14,334,0
K01647,3,14,0,14,317,0
K01648,1,14,0,14,32,0
K01649,1,14,0,14,307,0
K01650,2,11,0,11,158,0
K01651,1,14,0,14,24,0
K01655,1,14,0,14,1326,0
K01656,1,14,0,14,24,0
K01658,1,14,0,14,805,0
K01659,1,17,0,17,51,0
K01660,1,17,0,17,42,0
K01665,2,12,2,14,2000,0
K01666,1,17,0,17,1561,0
K01669,1,17,0,17,24,0
K01670,1,17,0,17,142,0
K01671,1,14,0,14,840,0
K01672,1,17,0,17,44,0
K01675,1,17,0,17,103,0
K01677,2,16,1,17,557,0
K01681,4,17,0,17,1470,0
K01683,1,17,0,17,165,0
K01685,1,17,0,17,21,0
K01687,1,17,0,17,384,0
K01688,1,17,0,17,1640,0
K01692,2,7,2,9,3416,0
K01695,1,17,0,17,21,0
K01700,1,17,0,17,188,0
K01702,1,16,0,16,924,0
K01704,1,17,0,17,145,0
K01705,1,17,0,17,73,0
K01706,1,17,0,17,786,0
K01707,2,17,0,17,20,0
K01708,1,17,0,17,46,0
K01710,1,9,0,9,56,0
K01711,1,17,0,17,27,0
K01713,2,17,0,17,895,0
K01715,1,18,0,18,15,0
K01716,1,17,0,17,309,0
K01717,1,17,0,17,143,0
K01718,2,12,0,12,21,0
K01720,1,16,0,16,23,0
K01721,1,17,0,17,28,0
K01722,1,17,0,17,101,0
K01723,1,17,0,17,25,0
K01724,1,14,0,14,71,0
K01725,1,6,3,9,853,0
K01726,1,18,0,18,35,0
K01727,1,13,0,13,23,0
K01731,1,8,0,8,274,0
K01732,1,17,0,17,34,0
K01733,1,17,0,17,78,0
K01736,1,17,0,17,48,0
K01738,1,18,0,18,383,0
K01745,1,17,0,17,1538,0
K01746,1,17,0,17,128,0
K01749,1,17,0,17,56,0
K01750,2,17,0,17,789,0
K01751,2,14,0,14,202,0
K01754,1,16,0,16,93,0
K01758,1,17,0,17,269,0
K01760,2,10,4,14,3398,0
K01764,1,14,0,14,98,0
K01772,1,17,0,17,12,0
K01773,1,13,0,13,13,0
K01779,2,14,1,15,1164,0
K01781,3,10,5,15,6773,0
K01783,2,16,1,17,43,0
K01784,1,13,2,15,1294,0
K01787,1,11,0,11,9,0
K01788,2,8,0,8,10,0
K01790,1,11,2,13,43,0
K01792,2,18,0,18,193,0
K01793,1,14,0,14,381,0
K01797,1,14,0,14,74,0
K01800,1,15,0,15,171,0
K01801,1,17,0,17,103,0
K01802,1,14,3,17,1755,0
K01803,1,4,14,18,8291,0
K01804,1,17,0,17,255,0
K01805,3,11,6,17,6853,0
K01806,2,17,0,17,264,0
K01808,1,18,0,18,17,0
K01809,2,18,0,18,447,0
K01813,1,17,0,17,154,0
K01814,1,17,1,18,281,0
K01815,2,17,0,17,1348,0
K01816,1,17,0,17,147,0
K01818,1,17,0,17,89,0
K01819,1,18,0,18,132,0
K01820,2,17,1,18,3485,0
K01821,1,17,0,17,151,0
K01822,1,12,6,18,106,0
K01824,2,18,0,18,1403,0
K01825,1,14,0,14,92,0
K01826,1,18,0,18,11,0
K01828,1,17,0,17,15,0
K01830,2,17,0,17,121,0
K01831,4,12,2,14,2221,0
K01832,3,14,3,17,2991,0
K01833,3,14,0,14,714,0
K01835,3,11,6,17,13752,0
K01837,2,17,0,17,941,0
K01838,1,17,0,17,90,0
K01839,2,14,0,14,144,0
K01840,2,12,5,17,3564,0
K01841,1,18,0,18,32,0
K01842,1,17,0,17,89,0
K01843,2,9,4,13,4524,0
K01845,2,15,2,17,4694,0
K01846,1,17,0,17,14,0
K01847,1,17,0,17,56,0
K01848,1,18,0,18,32,0
K01849,1,17,0,17,186,0
K01850,1,17,0,17,130,0
K01851,1,17,0,17,338,0
K01852,1,18,0,18,101,0
K01853,1,17,0,17,25,0
K01854,1,15,0,15,30,0
K01856,1,15,2,17,141,0
K01857,1,17,0,17,17,0
K01858,2,13,4,17,226,0
K01860,4,8,6,14,10084,0
K01861,1,17,0,17,86,0
K01862,1,17,0,17,26,0
K01863,1,14,0,14,36,0
K01864,1,17,0,17,470,0
K01866,1,17,0,17,14,0
K01867,3,11,6,17,11111,0
K01868,1,17,0,17,85,0
K01870,1,17,0,17,189,0
K01871,2,15,2,17,273,0
K01872,1,17,0,17,49,0
K01873,2,13,0,13,49,0
K01874,2,15,2,17,1248,0
K01875,2,14,0,14,2436,0
K01876,1,16,1,17,48,0
K01877,1,18,0,18,79,0
K01878,1,18,0,18,39,0
K01879,1,13,1,14,172,0
K01880,1,17,0,17,1312,0
K01881,1,17,0,17,53,0
K01882,1,17,0,17,400,0
K01883,1,11,7,18,7243,0
K01884,2,7,4,11,2840,0
K01885,1,17,0,17,267,0
K01886,1,17,1,18,697,0
K01888,1,18,0,18,13,0
K01889,2,14,0,14,221,0
K01890,1,10,8,18,5111,0
K01891,2,17,0,17,276,0
K01892,1,17,0,17,24,0
K01893,1,17,0,17,425,0
K01894,1,15,3,18,1761,0
K01895,3,12,5,17,2973,0
K01897,1,17,0,17,25,0
K01898,1,18,0,18,246,0
K01899,2,17,0,17,219,0
K01900,1,17,0,17,291,0
K01901,1,17,0,17,17,0
K01904,1,18,0,18,128,0
K01905,3,17,0,17,336,0
K01906,1,17,0,17,173,0
K01907,1,16,1,17,359,0
K01908,2,16,1,17,492,0
K01909,3,12,6,18,5120,0
K01910,2,17,0,17,126,0
K01911,1,14,0,14,216,0
K01913,1,18,0,18,290,0
K01914,1,17,0,17,79,0
K01915,2,17,0,17,252,0
K01916,3,17,1,18,2697,0
K01917,1,17,0,17,43,0
K01920,2,17,0,17,240,0
K01921,1,18,0,18,99,0
K01922,3,17,0,17,887,0
K01923,1,13,0,13,159,0
K01925,1,4,14,18,541,0
K01928,1,14,0,14,19,0
K01929,2,13,5,18,5886,0
K01930,4,9,5,14,3429,0
K01931,3,11,6,17,7437,0
K01932,2,15,0,15,147,0
K01933,1,17,0,17,30,0
K01934,1,17,0,17,52,0
K01937,1,18,0,18,1133,0
K01938,1,17,0,17,15,0
K01939,1,17,0,17,112,0
K01940,2,17,0,17,361,0
K01942,2,17,0,17,759,0
K01943,1,18,0,18,53,0
K01944,1,12,5,17,1181,0
K01945,2,17,0,17,112,0
K01946,1,14,0,14,150,0
K01947,1,18,0,18,249,0
K01950,1,14,0,14,18,0
K01951,1,18,0,18,42,0
K01952,4,13,4,17,4435,0
K01955,4,15,2,17,4910,0
K01957,1,13,2,15,4676,0
K01958,1,17,0,17,84,0
K01959,1,13,0,13,31,0
K01960,2,17,0,17,233,0
K01961,1,18,0,18,838,0
K01962,1,9,5,14,420,0
K01963,1,17,0,17,117,0
K01964,1,10,8,18,9958,0
K01965,1,17,0,17,600,0
K01967,1,17,0,17,342,0
K01968,1,17,0,17,149,0
K01969,1,17,0,17,92,0
K01970,2,17,0,17,80,0
K01971,1,17,0,17,78,0
K01972,2,17,0,17,1316,0
K01973,1,15,2,17,2025,0
K01974,1,15,0,15,12,0
K01975,1,16,0,16,188,0
K01976,1,17,0,17,124,0
K01977,2,12,5,17,3459,0
K01978,2,17,0,17,295,0
K01979,1,18,0,18,589,0
K01980,1,17,0,17,12,0
K01981,1,14,0,14,1169,0
K01982,1,17,0,17,309,0
K01984,1,14,0,14,56,0
K01985,1,17,0,17,262,0
K01986,2,17,0,17,222,0
K01988,1,17,0,17,1616,0
K01989,1,18,0,18,7,0
K01990,1,17,0,17,61,0
K01992,3,17,0,17,190,0
K01996,2,14,0,14,297,0
K01997,1,17,0,17,39,0
K01998,1,17,0,17,223,0
K02000,1,17,0,17,57,0
K02001,1,18,0,18,193,0
K02002,1,15,0,15,92,0
K02004,3,18,0,18,1458,0
K02005,1,17,0,17,218,0
K02006,1,17,0,17,461,0
K02007,2,14,4,18,1332,0
K02009,1,17,0,17,17,0
K02010,1,14,0,14,47,0
K02011,2,18,0,18,318,0
K02012,2,17,0,17,51,0
K02013,1,18,0,18,662,0
K02016,1,9,0,9,185,0
K02017,1,18,0,18,697,0
K02018,2,14,0,14,122,0
K02019,1,16,0,16,100,0
K02020,1,17,0,17,13,0
K02021,1,14,0,14,330,0
K02022,2,17,0,17,377,0
K02023,1,17,0,17,111,0
K02024,1,17,0,17,32,0
K02025,3,11,6,17,3100,0
K02026,1,18,0,18,580,0
K02028,3,11,5,16,714,0
K02029,4,18,0,18,822,0
K02031,1,13,0,13,124,0
K02032,1,18,0,18,113,0
K02033,1,17,0,17,91,0
K02034,2,11,0,11,682,0
K02035,1,15,0,15,690,0
K02036,2,16,1,17,1187,0
K02037,3,10,4,14,3602,0
K02038,4,11,6,17,4988,0
K02039,2,17,0,17,2260,0
K02040,1,14,0,14,63,0
K02042,1,18,0,18,25,0
K02043,1,17,0,17,19,0
K02044,1,15,0,15,78,0
K02045,3,13,0,13,325,0
K02046,1,9,0,9,33,0
K02047,1,17,0,17,242,0
K02048,1,17,0,17,244,0
K02049,1,17,0,17,963,0
K02050,1,18,0,18,503,0
K02051,2,11,3,14,1154,0
K02052,1,14,0,14,294,0
K02053,2,18,0,18,467,0
K02055,4,14,0,14,1150,0
K02056,1,17,0,17,38,0
K02057,1,17,0,17,254,0
K02058,1,17,0,17,991,0
K02059,2,18,0,18,992,0
K02060,1,17,0,17,539,0
K02061,2,14,3,17,9133,0
K02062,1,17,0,17,43,0
K02063,1,17,0,17,502,0
K02064,1,17,0,17,239,0
K02065,1,13,0,13,14,0
K02066,1,17,0,17,10,0
K02067,1,18,0,18,120,0
K02068,1,14,0,14,29,0
K02069,1,17,0,17,19,0
K02071,1,17,0,17,391,0
K02072,1,18,0,18,1036,0
K02073,3,16,1,17,952,0
K02074,1,17,0,17,45,0
K02075,1,12,6,18,8309,0
K02076,2,17,0,17,32,0
K02078,2,17,0,17,89,0
K02079,1,18,0,18,2305,0
K02080,2,17,0,17,62,0
K02081,1,17,0,17,243,0
K02082,1,17,0,17,47,0
K02083,1,14,0,14,161,0
K02084,1,11,0,11,233,0
K02086,4,11,6,17,5741,0
K02087,1,17,1,18,180,0
K02090,1,14,0,14,242,0
K02091,1,17,0,17,172,0
K02092,3,13,1,14,261,0
K02093,3,14,0,14,3187,0
K02094,2,17,0,17,42,0
K02095,1,17,0,17,1053,0
K02096,1,17,0,17,154,0
K02097,1,14,0,14,21,0
K02098,2,13,0,13,58,0
K02099,1,17,0,17,19,0
K02100,1,17,0,17,353,0
K02101,1,17,0,17,522,0
K02102,1,17,0,17,8,0
K02103,2,17,0,17,1006,0
K02104,1,17,0,17,696,0
K02105,1,17,0,17,235,0
K02106,1,17,0,17,154,0
K02107,1,17,0,17,18,0
K02108,1,17,0,17,29,0
K02109,1,14,0,14,62,0
K02110,1,12,6,18,3381,0
K02111,2,17,0,17,669,0
K02113,2,9,5,14,2021,0
K02114,1,17,0,17,341,0
K02115,1,13,0,13,73,0
K02116,1,17,0,17,1206,0
K02117,1,17,0,17,113,0
K02119,1,17,0,17,2646,0
K02120,1,17,0,17,172,0
K02121,1,17,0,17,335,0
K02122,1,17,0,17,40,0
K02123,1,17,0,17,51,0
K02124,1,12,5,17,333,0
K02125,1,17,0,17,64,0
K02126,1,14,0,14,128,0
K02129,1,17,0,17,171,0
K02130,1,17,0,17,89,0
K02131,1,14,0,14,86,0
K02132,1,14,0,14,17,0
K02133,1,18,0,18,256,0
K02134,1,17,0,17,35,0
K02135,3,15,0,15,247,0
K02137,1,17,0,17,100,0
K02138,1,15,0,15,56,0
K02140,1,17,0,17,36,0
K02141,1,14,0,14,952,0
K02143,1,17,0,17,315,0
K02144,1,17,0,17,39,0
K02145,1,17,0,17,181,0
K02146,1,17,0,17,512,0
K02147,2,17,0,17,185,0
K02148,3,12,2,14,3147,0
K02149,1,12,3,15,686,0
K02150,2,17,0,17,114,0
K02152,1,17,0,17,35,0
K02153,2,17,0,17,83,0
K02154,1,16,0,16,119,0
K02155,1,17,0,17,348,0
K02156,1,17,0,17,529,0
K02158,2,18,0,18,589,0
K02159,1,17,0,17,198,0
K02160,2,10,4,14,1392,0
K02162,2,17,0,17,20,0
K02163,3,16,1,17,752,0
K02164,1,17,0,17,294,0
K02166,1,14,0,14,20,0
K02167,3,14,0,14,245,0
K02168,2,17,0,17,580,0
K02169,4,12,6,18,20106,0
K02171,1,17,0,17,427,0
K02172,2,14,0,14,129,0
K02173,2,12,6,18,757,0
K02174,4,10,6,16,10794,0
K02175,2,10,0,10,45,0
K02177,1,14,0,14,19,0
K02179,2,14,0,14,538,0
K02180,1,17,0,17,130,0
K02181,1,17,0,17,122,0
K02182,1,14,0,14,72,0
K02183,3,17,0,17,418,0
K02184,1,17,0,17,15,0
K02185,1,17,0,17,19,0
K02186,1,14,0,14,83,0
K02188,1,17,0,17,224,0
K02189,1,14,0,14,37,0
K02191,1,13,0,13,130,0
K02193,2,17,0,17,1001,0
K02194,3,16,1,17,184,0
K02195,3,16,1,17,933,0
K02198,1,15,0,15,55,0
K02199,2,14,0,14,544,0
K02200,1,14,0,14,392,0
K02202,1,17,0,17,1858,0
K02204,1,17,0,17,139,0
K02205,1,9,0,9,33,0
K02206,1,14,0,14,678,0
K02208,1,18,0,18,682,0
K02209,2,17,0,17,124,0
K02210,2,17,0,17,530,0
K02212,1,14,0,14,72,0
K02213,1,17,0,17,380,0
K02214,1,17,0,17,642,0
K02216,1,17,0,17,64,0
K02217,1,17,0,17,39,0
K02218,2,11,6,17,4067,0
K02219,1,17,0,17,402,0
K02220,5,15,2,17,8289,0
K02221,1,17,0,17,142,0
K02222,1,18,0,18,46,0
K02223,1,17,0,17,1368,0
K02224,2,15,2,17,1861,0
K02225,1,17,0,17,542,0
K02226,1,14,0,14,147,0
K02227,1,17,0,17,23,0
K02229,1,8,0,8,47,0
K02232,2,17,0,17,131,0
K02236,2,17,0,17,199,0
K02237,1,17,0,17,19,0
K02238,1,17,0,17,917,0
K02241,1,17,0,17,210,0
K02242,1,17,0,17,860,0
K02243,3,17,0,17,517,0
K02245,1,17,0,17,45,0
K02246,1,17,0,17,127,0
K02247,1,17,0,17,339,0
K02248,4,11,6,17,36503,0
K02250,2,10,0,10,1721,0
K02252,1,17,0,17,111,0
K02253,1,17,0,17,66,0
K02255,1,17,0,17,189,0
K02256,1,14,0,14,116,0
K02257,2,17,0,17,71,0
K02259,1,17,0,17,123,0
K02260,1,18,0,18,261,0
K02261,2,16,1,17,1645,0
K02263,3,17,0,17,305,0
K02264,2,17,0,17,253,0
K02266,1,11,0,11,973,0
K02271,1,17,0,17,27,0
K02272,1,17,0,17,1126,0
K02273,1,18,0,18,261,0
K02274,1,8,0,8,71,0
K02276,1,8,7,15,13428,0
K02278,2,17,0,17,413,0
K02279,2,14,0,14,145,0
K02280,1,14,0,14,47,0
K02281,2,17,0,17,1965,0
K02282,1,17,0,17,219,0
K02285,1,16,0,16,37,0
K02286,1,17,0,17,62,0
K02287,2,12,6,18,1642,0
K02288,1,17,0,17,39,0
K02289,2,15,0,15,87,0
K02290,1,14,3,17,97,0
K02291,1,17,0,17,34,0
K02293,1,17,0,17,100,0
K02294,1,17,0,17,11,0
K02295,1,17,1,18,255,0
K02296,1,14,0,14,11,0
K02297,1,13,0,13,248,0
K02298,3,17,0,17,748,0
K02299,1,14,0,14,75,0
K02300,1,17,0,17,562,0
K02302,1,17,0,17,89,0
K02303,2,16,0,16,449,0
K02304,1,17,0,17,135,0
K02305,1,14,0,14,40,0
K02308,1,16,0,16,49,0
K02309,1,17,0,17,28,0
K02310,1,17,0,17,91,0
K02311,3,11,2,13,551,0
K02312,1,13,2,15,34,0
K02313,1,17,0,17,93,0
K02314,1,17,0,17,80,0
K02315,1,17,0,17,68,0
K02316,1,17,0,17,88,0
K02317,1,14,0,14,328,0
K02318,1,14,0,14,118,0
K02319,1,18,0,18,75,0
K02321,2,17,0,17,56,0
K02324,1,17,0,17,1254,0
K02325,1,17,0,17,1473,0
K02327,2,17,0,17,301,0
K02328,1,17,0,17,59,0
K02329,1,17,0,17,935,0
K02331,1,18,0,18,564,0
K02332,1,18,0,18,432,0
K02333,2,17,0,17,582,0
K02335,1,17,0,17,93,0
K02337,1,13,0,13,136,0
K02338,1,17,0,17,22,0
K02339,2,14,3,17,4686,0
K02340,1,17,0,17,196,0
K02342,1,18,0,18,106,0
K02343,1,17,0,17,51,0
K02344,1,17,0,17,1350,0
K02345,1,14,0,14,81,0
K02346,1,17,0,17,52,0
K02347,1,17,0,17,2569,0
K02348,1,17,0,17,17,0
K02350,1,17,0,17,1401,0
K02351,1,17,0,17,147,0
K02352,3,12,6,18,6357,0
K02353,1,17,0,17,291,0
K02354,1,17,0,17,1312,0
K02355,1,16,0,16,1168,0
K02356,1,17,0,17,110,0
K02357,2,16,0,16,676,0
K02358,1,15,0,15,23,0
K02361,1,17,0,17,261,0
K02362,1,14,0,14,112,0
K02363,1,17,0,17,481,0
K02364,1,8,0,8,135,0
K02365,2,17,0,17,55,0
K02366,1,15,0,15,52,0
K02367,1,18,0,18,232,0
K02368,1,16,0,16,176,0
K02369,3,12,0,12,411,0
K02370,1,18,0,18,20,0
K02371,1,17,0,17,116,0
K02372,1,18,0,18,299,0
K02373,1,17,0,17,10,0
K02374,2,17,0,17,411,0
K02376,1,11,0,11,51,0
K02377,1,17,0,17,108,0
K02378,1,14,0,14,261,0
K02380,1,14,0,14,195,0
K02383,1,17,0,17,345,0
K02384,1,18,0,18,25,0
K02386,1,14,0,14,76,0
K02387,1,17,0,17,743,0
K02389,1,17,0,17,65,0
K02390,1,10,4,14,714,0
K02392,1,17,0,17,203,0
K02393,2,14,0,14,1893,0
K02397,1,17,0,17,125,0
K02399,1,17,0,17,788,0
K02400,1,17,0,17,130,0
K02401,1,17,0,17,39,0
K02402,1,17,0,17,92,0
K02403,1,18,0,18,120,0
K02404,1,16,0,16,676,0
K02406,1,17,0,17,215,0
K02407,1,17,0,17,87,0
K02408,1,17,0,17,16,0
K02409,1,14,0,14,2155,0
K02411,1,9,0,9,66,0
K02413,2,17,0,17,165,0
K02414,2,12,5,17,943,0
K02415,1,14,0,14,236,0
K02416,1,17,0,17,255,0
K02417,1,10,0,10,18,0
K02418,1,12,2,14,72,0
K02419,1,7,0,7,62,0
K02420,2,17,0,17,421,0
K02421,2,17,0,17,1040,0
K02422,2,17,0,17,82,0
K02423,1,14,0,14,27,0
K02424,1,17,0,17,126,0
K02426,1,17,0,17,363,0
K02432,1,17,0,17,48,0
K02433,6,9,5,14,5565,0
K02436,1,17,0,17,17,0
K02437,1,17,0,17,364,0
K02439,2,14,0,14,404,0
K02440,1,13,0,13,237,0
K02442,2,15,1,16,480,0
K02443,2,15,2,17,1539,0
K02444,1,13,0,13,62,0
K02445,1,10,4,14,241,0
K02448,1,10,0,10,65,0
K02449,2,14,0,14,1386,0
K02450,2,17,0,17,299,0
K02453,1,17,0,17,987,0
K02457,1,12,6,18,4597,0
K02458,2,17,0,17,861,0
K02460,1,14,0,14,109,0
K02461,1,14,0,14,90,0
K02462,1,12,6,18,1397,0
K02463,1,18,0,18,214,0
K02466,2,17,0,17,589,0
K02467,1,17,0,17,298,0
K02468,1,17,0,17,62,0
K02469,1,17,0,17,11,0
K02471,1,17,0,17,58,0
K02472,1,17,0,17,579,0
K02473,2,14,0,14,468,0
K02474,1,14,3,17,48,0
K02477,1,17,0,17,107,0
K02479,1,18,0,18,62,0
K02480,1,17,0,17,2266,0
K02482,1,17,0,17,33,0
K02483,1,14,0,14,82,0
K02484,1,18,0,18,23,0
K02485,3,14,0,14,686,0
K02486,1,18,0,18,374,0
K02487,1,17,0,17,41,0
K02488,1,17,0,17,121,0
K02489,1,14,0,14,317,0
K02490,1,17,0,17,130,0
K02491,1,17,0,17,566,0
K02492,1,14,0,14,1263,0
K02493,1,14,0,14,1876,0
K02494,1,17,0,17,79,0
K02497,1,14,0,14,25,0
K02498,2,17,0,17,339,0
K02503,1,17,0,17,101,0
K02504,1,14,0,14,60,0
K02506,1,17,0,17,174,0
K02507,1,17,0,17,135,0
K02508,1,17,0,17,212,0
K02509,1,17,0,17,332,0
K02512,1,17,0,17,94,0
K02513,1,17,0,17,79,0
K02516,1,18,0,18,569,0
K02517,1,17,0,17,1560,0
K02519,1,17,0,17,315,0
K02520,1,17,0,17,232,0
K02521,2,14,0,14,298,0
K02522,1,17,0,17,269,0
K02523,2,14,0,14,571,0
K02524,1,17,0,17,36,0
K02525,1,13,0,13,20,0
K02527,1,17,0,17,1090,0
K02528,1,17,0,17,125,0
K02529,2,17,0,17,112,0
K02530,1,15,0,15,35,0
K02531,1,11,0,11,55,0
K02532,1,17,0,17,189,0
K02533,2,10,4,14,2349,0
K02534,2,17,0,17,777,0
K02535,1,17,0,17,30,0
K02536,1,17,0,17,29,0
K02538,1,17,0,17,37,0
K02541,2,18,0,18,293,0
K02542,1,13,0,13,1588,0
K02543,1,17,0,17,1160,0
K02544,1,16,0,16,49,0
K02545,1,12,6,18,2442,0
K02547,1,14,0,14,139,0
K02548,1,18,0,18,1934,0
K02550,1,17,0,17,83,0
K02551,1,17,0,17,91,0
K02552,1,17,0,17,413,0
K02553,1,17,0,17,17,0
K02554,2,16,1,17,500,0
K02555,1,18,0,18,127,0
K02556,1,14,0,14,30,0
K02559,1,17,0,17,162,0
K02560,1,11,0,11,53,0
K02561,1,17,0,17,466,0
K02563,2,17,0,17,305,0
K02564,2,17,0,17,107,0
K02569,1,17,0,17,182,0
K02571,1,17,0,17,1828,0
K02572,1,14,0,14,195,0
K02577,1,13,5,18,778,0
K02578,1,17,0,17,113,0
K02579,3,17,0,17,1119,0
K02580,1,16,0,16,456,0
K02581,1,18,0,18,125,0
K02582,1,17,0,17,37,0
K02583,1,18,0,18,527,0
K02585,3,18,0,18,655,0
K02586,1,14,0,14,583,0
K02587,1,14,0,14,96,0
K02588,1,17,0,17,261,0
K02589,1,17,0,17,2275,0
K02590,1,18,0,18,70,0
K02592,1,17,0,17,8,0
K02593,2,17,0,17,260,0
K02594,1,9,0,9,71,0
K02595,2,12,5,17,2544,0
K02597,3,11,6,17,6527,0
K02598,1,17,0,17,51,0
K02602,1,17,0,17,131,0
K02603,1,17,0,17,20,0
K02604,1,17,0,17,104,0
K02607,1,17,0,17,2002,0
K02608,1,14,0,14,450,0
K02610,2,18,0,18,79,0
K02612,2,12,3,15,3162,0
K02613,1,17,0,17,29,0
K02614,1,17,0,17,189,0
K02615,1,17,0,17,321,0
K02617,1,16,0,16,164,0
K02619,1,14,0,14,379,0
K02620,1,17,0,17,94,0
K02623,2,18,0,18,683,0
K02624,1,14,0,14,10,0
K02625,1,17,0,17,396,0
K02626,1,16,1,17,105,0
K02627,1,17,0,17,180,0
K02628,1,17,0,17,898,0
K02631,1,18,0,18,35,0
K02632,1,11,4,15,1633,0
K02634,1,17,0,17,75,0
K02635,1,18,0,18,71,0
K02636,2,18,0,18,721,0
K02637,1,17,0,17,378,0
K02638,1,16,0,16,563,0
K02639,2,3,3,6,4216,0
K02641,1,17,0,17,424,0
K02643,1,17,0,17,166,0
K02647,1,17,0,17,170,0
K02649,1,13,0,13,152,0
K02650,2,12,5,17,2449,0
K02652,1,17,0,17,93,0
K02654,1,14,0,14,91,0
