koi_id,npl,lcq_count,scq_count,total_count,runtime_score,bad_download
K02655,1,17,0,17,92,0
K02656,1,17,0,17,223,0
K02657,1,18,0,18,306,0
K02658,1,17,0,17,129,0
K02660,1,9,0,9,44,0
K02662,1,17,0,17,718,0
K02663,1,18,0,18,161,0
K02664,1,13,3,16,315,0
K02666,1,13,0,13,18,0
K02668,1,13,0,13,1701,0
K02671,1,10,0,10,41,0
K02672,2,12,6,18,586,0
K02674,3,17,1,18,2039,0
K02675,2,18,0,18,1726,0
K02677,1,18,0,18,6,0
K02678,2,15,3,18,6638,0
K02679,1,18,0,18,14,0
K02680,1,17,0,17,104,0
K02681,2,16,0,16,73,0
K02683,1,17,0,17,11,0
K02686,1,16,1,17,18,0
K02687,2,14,4,18,8382,0
K02688,1,10,0,10,163,0
K02689,1,16,0,16,8,0
K02690,1,15,0,15,369,0
K02691,1,17,0,17,15,0
K02693,3,17,1,18,2000,0
K02694,2,17,0,17,2021,0
K02695,1,13,0,13,461,0
K02696,2,14,1,15,123,0
K02698,1,17,0,17,17,0
K02699,1,17,0,17,2656,0
K02700,1,15,2,17,7323,0
K02703,1,17,0,17,7,0
K02704,3,7,1,8,2173,0
K02705,1,10,0,10,307,0
K02706,1,13,5,18,4672,0
K02707,3,17,0,17,186,0
K02708,1,16,0,16,1637,0
K02711,2,17,0,17,254,0
K02712,1,12,2,14,848,0
K02714,3,17,0,17,144,0
K02715,3,7,1,8,2340,0
K02716,2,16,0,16,1697,0
K02717,1,18,0,18,1720,0
K02719,2,17,0,17,381,0
K02720,1,13,5,18,2200,0
K02721,1,13,0,13,34,0
K02722,5,15,2,17,4477,0
K02723,1,17,0,17,773,0
K02728,1,15,0,15,31,0
K02729,1,17,0,17,101,0
K02730,1,17,0,17,334,0
K02732,4,17,0,17,413,0
K02733,1,17,0,17,268,0
K02734,1,14,0,14,325,0
K02735,1,17,0,17,2704,0
K02736,1,17,0,17,161,0
K02739,2,17,0,17,361,0
K02742,1,17,0,17,1914,0
K02743,1,17,0,17,127,0
K02744,2,17,0,17,143,0
K02745,1,17,0,17,96,0
K02747,1,13,0,13,184,0
K02748,2,14,0,14,268,0
K02750,1,11,0,11,5,0
K02751,1,17,0,17,61,0
K02753,1,13,0,13,1235,0
K02754,1,9,0,9,596,0
K02755,1,18,0,18,188,0
K02756,2,17,0,17,2570,0
K02757,1,17,0,17,6,0
K02758,1,16,2,18,25,0
K02759,1,14,0,14,1154,0
K02760,1,13,4,17,203,0
K02762,1,17,0,17,11,0
K02764,1,17,0,17,670,0
K02768,2,15,2,17,1010,0
K02770,1,17,0,17,7,0
K02775,1,13,0,13,65,0
K02778,1,14,0,14,561,0
K02779,1,17,0,17,43,0
K02780,1,16,0,16,424,0
K02785,1,8,0,8,149,0
K02786,1,17,0,17,33,0
K02789,1,17,0,17,444,0
K02790,1,17,0,17,107,0
K02791,1,17,0,17,54,0
K02792,1,11,4,15,5467,0
K02793,2,7,0,7,490,0
K02796,1,17,0,17,2811,0
K02797,1,17,0,17,1740,0
K02798,1,17,0,17,1649,0
K02801,1,13,5,18,2064,0
K02802,1,13,0,13,300,0
K02803,1,18,0,18,672,0
K02805,1,18,0,18,852,0
K02806,1,16,0,16,57,0
K02807,1,17,0,17,447,0
K02812,1,17,0,17,19,0
K02813,1,18,0,18,2290,0
K02816,1,14,0,14,964,0
K02817,1,8,0,8,1121,0
K02820,1,17,0,17,502,0
K02821,1,18,0,18,20,0
K02822,1,14,0,14,279,0
K02827,1,17,0,17,213,0
K02828,2,14,0,14,22,0
K02829,1,18,0,18,150,0
K02830,1,17,0,17,37,0
K02832,1,17,0,17,422,0
K02833,1,18,0,18,892,0
K02834,1,16,0,16,10,0
K02835,1,16,0,16,225,0
K02836,1,15,0,15,453,0
K02837,1,18,0,18,120,0
K02838,2,18,0,18,542,0
K02839,1,10,0,10,410,0
K02840,2,17,0,17,612,0
K02841,1,17,0,17,9,0
K02842,3,6,1,7,3707,0
K02845,1,17,0,17,959,0
K02848,1,18,0,18,116,0
K02849,1,17,0,17,253,0
K02851,2,18,0,18,1757,0
K02852,1,14,0,14,1841,0
K02853,1,17,0,17,1073,0
K02855,1,17,0,17,1078,0
K02856,1,7,0,7,24,0
K02857,2,13,0,13,212,0
K02859,5,16,1,17,6334,0
K02860,1,14,0,14,12,0
K02862,1,14,0,14,50,0
K02865,1,17,0,17,1152,0
K02866,1,17,0,17,1170,0
K02868,1,14,0,14,116,0
K02869,2,14,0,14,381,0
K02871,4,17,0,17,677,0
K02874,1,17,0,17,4286,0
K02876,1,11,0,11,188,0
K02877,1,17,0,17,284,0
K02878,1,14,0,14,319,0
K02879,1,18,0,18,4718,0
K02880,1,16,0,16,1919,0
K02882,1,11,0,11,12,0
K02883,1,14,0,14,104,0
K02886,1,17,0,17,1713,0
K02890,1,17,0,17,168,0
K02894,1,16,0,16,137,0
K02898,1,14,0,14,49,0
K02899,1,14,0,14,215,0
K02900,1,12,0,12,23,0
K02904,1,15,0,15,81,0
K02906,3,17,0,17,186,0
K02910,1,11,0,11,63,0
K02913,1,18,0,18,553,0
K02914,1,18,0,18,75,0
K02915,1,17,0,17,298,0
K02919,1,17,0,17,599,0
K02920,1,17,0,17,224,0
K02921,1,13,0,13,69,0
K02923,1,17,0,17,258,0
K02924,2,17,0,17,832,0
K02925,1,17,0,17,2108,0
K02926,5,7,0,7,215,0
K02927,1,14,0,14,50,0
K02931,1,17,0,17,15,0
K02933,1,17,0,17,12,0
K02935,1,17,0,17,54,0
K02936,1,14,0,14,192,0
K02942,2,11,0,11,110,0
K02943,1,17,0,17,27,0
K02945,1,17,0,17,75,0
K02946,1,14,0,14,82,0
K02948,1,18,0,18,140,0
K02949,2,14,0,14,453,0
K02951,1,14,0,14,509,0
K02956,1,15,3,18,2368,0
K02957,1,17,0,17,325,0
K02958,1,17,0,17,47,0
K02959,1,14,0,14,77,0
K02961,1,18,0,18,422,0
K02962,1,14,0,14,572,0
K02963,2,17,0,17,287,0
K02964,1,14,0,14,26,0
K02967,1,14,0,14,33,0
K02968,1,18,0,18,157,0
K02970,1,18,0,18,331,0
K02971,2,17,0,17,294,0
K02972,2,18,0,18,158,0
K02976,1,17,0,17,69,0
K02977,2,17,0,17,906,0
K02980,1,14,0,14,759,0
K02981,1,14,0,14,137,0
K02982,1,17,0,17,375,0
K02984,1,18,0,18,139,0
K02989,1,17,0,17,238,0
K02990,1,17,0,17,134,0
K02992,1,16,0,16,17,0
K02994,1,17,0,17,742,0
K02995,1,16,0,16,273,0
K02996,1,17,0,17,94,0
K02998,1,13,0,13,40,0
K03002,1,18,0,18,137,0
K03004,2,5,0,5,85,0
K03007,1,17,0,17,135,0
K03008,1,4,0,4,118,0
K03009,1,17,0,17,1975,0
K03010,1,15,1,16,64,0
K03013,1,17,0,17,401,0
K03014,1,14,0,14,14,0
K03015,1,18,0,18,442,0
K03017,1,18,0,18,649,0
K03019,2,17,0,17,1112,0
K03020,1,18,0,18,146,0
K03022,2,17,0,17,845,0
K03025,1,14,0,14,94,0
K03026,1,13,0,13,328,0
K03027,1,17,0,17,248,0
K03028,1,14,0,14,2,0
K03029,2,17,0,17,317,0
K03031,1,17,0,17,197,0
K03032,1,14,0,14,1955,0
K03034,1,17,0,17,48,0
K03037,1,17,0,17,276,0
K03038,1,17,0,17,1010,0
K03039,1,17,0,17,74,0
K03040,1,14,0,14,258,0
K03041,1,14,0,14,244,0
K03042,1,17,0,17,48,0
K03043,2,17,0,17,696,0
K03045,1,14,0,14,27,0
K03048,1,17,0,17,319,0
K03049,1,13,0,13,51,0
K03050,1,17,0,17,1216,0
K03051,1,17,0,17,129,0
K03052,2,17,0,17,245,0
K03053,2,16,0,16,183,0
K03056,1,17,0,17,225,0
K03057,2,14,0,14,158,0
K03060,1,15,0,15,192,0
K03061,2,17,0,17,225,0
K03063,1,14,0,14,66,0
K03065,1,9,0,9,892,0
K03066,1,13,0,13,47,0
K03068,2,17,0,17,612,0
K03069,1,17,0,17,35,0
K03071,1,17,0,17,63,0
K03072,1,17,0,17,62,0
K03073,1,17,0,17,203,0
K03075,1,18,0,18,335,0
K03077,2,15,0,15,501,0
K03078,1,17,0,17,506,0
K03083,3,16,1,17,1547,0
K03086,1,11,0,11,5,0
K03088,2,17,0,17,455,0
K03089,1,14,0,14,1449,0
K03090,1,12,0,12,279,0
K03091,2,17,0,17,279,0
K03093,1,17,0,17,51,0
K03094,1,17,0,17,330,0
K03095,1,17,0,17,441,0
K03096,1,17,0,17,104,0
K03097,3,14,4,18,4109,0
K03101,1,17,0,17,105,0
K03104,1,17,0,17,1221,0
K03105,1,17,0,17,358,0
K03106,1,14,0,14,1284,0
K03108,1,14,0,14,169,0
K03109,1,17,0,17,141,0
K03110,1,14,0,14,277,0
K03111,2,17,0,17,489,0
K03112,1,14,0,14,587,0
K03113,1,9,0,9,325,0
K03114,1,18,0,18,213,0
K03115,1,17,0,17,257,0
K03116,1,17,0,17,63,0
K03117,1,18,0,18,263,0
K03119,1,10,0,10,406,0
K03120,1,14,0,14,300,0
K03122,1,18,0,18,198,0
K03123,1,17,0,17,99,0
K03125,1,18,0,18,359,0
K03127,1,14,0,14,128,0
K03128,1,18,0,18,75,0
K03130,2,17,0,17,368,0
K03131,1,16,0,16,130,0
K03132,1,15,0,15,2484,0
K03136,1,17,0,17,631,0
K03137,1,17,0,17,1134,0
K03138,2,10,0,10,147,0
K03140,1,17,0,17,265,0
K03141,1,17,0,17,651,0
K03142,1,17,0,17,54,0
K03144,1,5,0,5,55,0
K03145,2,17,0,17,1879,0
K03146,1,14,0,14,31,0
K03147,1,17,0,17,38,0
K03158,5,13,5,18,12886,0
K03165,1,14,4,18,2888,0
K03168,1,14,4,18,208,0
K03179,1,18,0,18,267,0
K03184,2,18,0,18,609,0
K03190,1,18,0,18,178,0
K03196,2,15,3,18,3231,0
K03202,1,15,3,18,99,0
K03203,1,18,0,18,16,0
K03206,1,18,0,18,105,0
K03207,1,18,0,18,1676,0
K03208,1,15,0,15,625,0
K03209,2,15,2,17,1539,0
K03214,2,18,0,18,202,0
K03220,1,18,0,18,19,0
K03224,1,18,0,18,465,0
K03225,1,16,2,18,1384,0
K03226,1,15,0,15,192,0
K03232,1,18,0,18,264,0
K03234,1,18,0,18,661,0
K03236,1,18,0,18,224,0
K03237,1,14,0,14,37,0
K03245,1,18,0,18,150,0
K03246,1,18,0,18,2318,0
K03248,1,18,0,18,231,0
K03255,1,17,0,17,22,0
K03258,1,17,0,17,37,0
K03259,1,17,0,17,20,0
K03260,1,9,0,9,14,0
K03261,1,17,0,17,123,0
K03262,1,17,0,17,114,0
K03263,1,14,0,14,16,0
K03264,1,17,0,17,116,0
K03266,1,17,0,17,27,0
K03267,1,17,0,17,106,0
K03271,2,17,0,17,280,0
K03274,1,14,0,14,34,0
K03277,1,18,0,18,37,0
K03279,1,14,0,14,40,0
K03280,1,14,0,14,26,0
K03281,1,14,0,14,26,0
K03282,1,17,0,17,30,0
K03283,2,17,0,17,90,0
K03284,1,17,0,17,42,0
K03286,1,14,0,14,68,0
K03287,1,13,0,13,22,0
K03288,1,13,0,13,24,0
K03296,1,17,0,17,24,0
K03298,1,14,0,14,41,0
K03301,1,17,0,17,72,0
K03303,1,17,0,17,51,0
K03305,1,14,0,14,18,0
K03306,1,14,0,14,49,0
K03307,1,16,0,16,135,0
K03308,2,17,0,17,330,0
K03309,1,17,0,17,21,0
K03310,1,17,0,17,73,0
K03311,1,17,0,17,47,0
K03312,1,14,0,14,68,0
K03313,1,17,0,17,43,0
K03315,1,17,0,17,48,0
K03316,1,17,0,17,32,0
K03318,2,11,0,11,108,0
K03319,3,17,0,17,686,0
K03320,1,14,0,14,14,0
K03323,1,14,0,14,86,0
K03324,1,14,0,14,56,0
K03329,1,14,0,14,98,0
K03330,1,17,0,17,92,0
K03335,1,14,0,14,39,0
K03337,1,17,0,17,135,0
K03339,1,17,0,17,65,0
K03340,2,17,0,17,278,0
K03341,2,17,0,17,185,0
K03343,1,17,0,17,18,0
K03344,3,17,0,17,552,0
K03345,1,17,0,17,39,0
K03346,1,17,0,17,104,0
K03347,1,17,0,17,117,0
K03348,2,17,0,17,126,0
K03349,1,17,0,17,18,0
K03352,1,17,0,17,145,0
K03353,1,17,0,17,130,0
K03354,1,14,0,14,107,0
K03355,1,17,0,17,92,0
K03356,1,17,0,17,57,0
K03358,1,17,0,17,149,0
K03361,1,17,0,17,22,0
K03363,1,14,0,14,85,0
K03365,1,17,0,17,68,0
K03367,1,14,0,14,49,0
K03368,1,13,0,13,114,0
K03370,2,17,0,17,316,0
K03371,2,14,0,14,122,0
K03372,1,11,0,11,36,0
K03374,2,17,0,17,202,0
K03375,1,14,0,14,26,0
K03377,1,17,0,17,150,0
K03379,1,17,0,17,49,0
K03383,1,16,0,16,37,0
K03384,2,18,0,18,231,0
K03389,1,17,0,17,50,0
K03391,1,16,0,16,38,0
K03393,1,14,0,14,22,0
K03394,1,17,0,17,97,0
K03395,2,17,0,17,450,0
K03396,1,17,0,17,41,0
K03397,1,17,0,17,42,0
K03398,3,15,0,15,527,0
K03401,2,14,0,14,72,0
K03403,2,15,0,15,249,0
K03404,1,17,0,17,18,0
K03407,1,17,0,17,16,0
K03408,1,17,0,17,23,0
K03410,2,17,0,17,115,0
K03411,1,13,0,13,43,0
K03412,1,17,0,17,90,0
K03415,1,18,0,18,106,0
K03416,1,17,0,17,127,0
K03417,1,14,0,14,13,0
K03418,1,15,0,15,15,0
K03420,2,17,0,17,381,0
K03421,1,17,0,17,37,0
K03423,1,17,0,17,49,0
K03425,3,18,0,18,794,0
K03426,1,17,0,17,25,0
K03428,1,17,0,17,23,0
K03429,3,14,0,14,248,0
K03430,1,17,0,17,108,0
K03431,1,18,0,18,81,0
K03432,1,17,0,17,31,0
K03433,1,15,0,15,39,0
K03434,1,17,0,17,146,0
K03436,1,14,0,14,28,0
K03437,2,17,0,17,143,0
K03438,1,17,0,17,103,0
K03439,1,14,0,14,29,0
K03440,2,13,0,13,53,0
K03443,1,17,0,17,15,0
K03444,4,17,0,17,823,0
K03445,1,17,0,17,18,0
K03448,1,17,0,17,46,0
K03451,1,4,0,4,32,0
K03455,1,14,0,14,88,0
K03456,2,12,0,12,36,0
K03458,1,14,0,14,88,0
K03459,1,17,0,17,114,0
K03460,1,14,0,14,19,0
K03462,2,13,0,13,129,0
K03463,1,17,0,17,46,0
K03465,1,18,0,18,99,0
K03468,1,17,0,17,72,0
K03469,1,14,0,14,20,0
K03470,2,14,0,14,130,0
K03472,1,17,0,17,144,0
K03473,1,17,0,17,54,0
K03474,1,17,0,17,28,0
K03478,1,18,0,18,47,0
K03480,1,14,0,14,104,0
K03481,1,17,0,17,46,0
K03482,1,17,0,17,98,0
K03483,1,17,0,17,18,0
K03484,1,11,0,11,11,0
K03486,1,17,0,17,79,0
K03493,1,17,0,17,32,0
K03494,1,17,0,17,35,0
K03495,2,17,0,17,311,0
K03496,2,16,0,16,227,0
K03497,1,18,0,18,78,0
K03500,2,18,0,18,357,0
K03503,2,17,0,17,118,0
K03504,1,16,0,16,10,0
K03508,1,17,0,17,7,0
K03663,1,18,0,18,5,0
K03678,1,18,0,18,9,0
K03680,1,17,0,17,10,0
K03681,2,18,0,18,159,0
K03683,1,17,1,18,18,0
K03685,1,17,0,17,208,0
K03689,1,1,0,1,16,0
K03728,1,18,0,18,288,0
K03741,3,18,0,18,565,0
K03749,1,1,0,1,8,0
K03761,1,17,0,17,9,0
K03762,1,17,0,17,6,0
K03767,1,13,5,18,2155,0
K03770,1,1,0,1,34,0
K03777,1,15,0,15,75,0
K03787,1,17,0,17,10,0
K03791,2,17,0,17,9,0
K03794,1,12,5,17,22032,0
K03801,1,17,0,17,5,0
K03810,1,1,0,1,87,0
K03811,1,17,0,17,5,0
K03815,1,17,0,17,318,0
K03823,1,17,0,17,7,0
K03835,1,18,0,18,33,0
K03848,1,17,0,17,817,0
K03864,2,15,0,15,1174,0
K03867,1,17,0,17,1609,0
K03876,1,18,0,18,81,0
K03878,2,14,1,15,305,0
K03880,1,18,0,18,887,0
K03891,1,17,0,17,32,0
K03892,1,18,0,18,662,0
K03893,1,17,0,17,386,0
K03901,1,14,0,14,7,0
K03908,1,15,0,15,22,0
K03909,1,17,0,17,6,0
K03911,1,17,0,17,843,0
K03913,1,17,0,17,2592,0
K03916,1,17,0,17,283,0
K03925,3,1,0,1,59,0
K03928,1,18,0,18,1405,0
K03933,1,17,0,17,432,0
K03935,1,17,0,17,1381,0
K03936,2,18,0,18,133,0
K03943,1,17,0,17,39,0
K03946,1,18,0,18,5,0
K03954,1,8,0,8,124,0
K03966,1,17,0,17,10,0
K03975,1,9,0,9,2,0
K03984,1,17,0,17,1046,0
K03991,1,14,0,14,792,0
K04002,1,13,0,13,2204,0
K04004,1,14,0,14,251,0
K04005,1,17,0,17,8,0
K04007,1,17,0,17,131,0
K04009,2,17,0,17,27,0
K04014,1,17,0,17,6,0
K04015,1,17,0,17,11,0
K04016,1,13,0,13,9,0
K04021,2,18,0,18,545,0
K04022,1,18,0,18,329,0
K04024,1,17,0,17,179,0
K04030,1,14,0,14,7,0
K04032,5,18,0,18,1757,0
K04034,2,15,0,15,305,0
K04036,1,17,0,17,8,0
K04037,1,17,0,17,6,0
K04051,1,14,0,14,7,0
K04053,1,18,0,18,1126,0
K04054,1,17,0,17,8,0
K04056,1,14,0,14,314,0
K04060,1,17,0,17,6,0
K04066,1,17,0,17,11,0
K04067,1,1,0,1,9,0
K04068,1,7,0,7,31,0
K04069,1,17,0,17,115,0
K04072,1,14,0,14,1795,0
K04076,1,17,0,17,12,0
K04084,3,17,0,17,331,0
K04087,1,13,0,13,11,0
K04091,1,17,0,17,6,0
K04092,1,14,0,14,50,0
K04097,2,14,0,14,724,0
K04098,1,17,0,17,1347,0
K04099,1,17,0,17,305,0
K04103,2,17,0,17,114,0
K04105,1,17,0,17,4,0
K04109,1,17,0,17,2303,0
K04117,1,17,0,17,356,0
K04120,1,17,0,17,13,0
K04121,1,17,0,17,7,0
K04123,1,17,0,17,33,0
K04126,1,17,0,17,186,0
K04127,1,14,0,14,140,0
K04129,1,17,0,17,652,0
K04136,2,17,0,17,999,0
K04139,1,17,0,17,404,0
K04144,1,17,0,17,3098,0
K04145,1,17,0,17,464,0
K04146,2,16,1,17,2754,0
K04149,2,14,0,14,214,0
K04150,1,17,0,17,48,0
K04152,1,18,0,18,24,0
K04153,1,17,0,17,326,0
K04156,1,17,0,17,311,0
K04157,2,18,0,18,724,0
K04159,1,17,0,17,1554,0
K04160,1,18,0,18,527,0
K04166,1,14,0,14,126,0
K04169,1,17,0,17,1503,0
K04184,1,18,0,18,263,0
K04185,1,17,0,17,497,0
K04188,1,18,0,18,229,0
K04189,1,4,0,4,5,0
K04190,1,18,0,18,466,0
K04192,2,17,0,17,130,0
K04194,1,14,0,14,809,0
K04198,1,17,1,18,3530,0
K04199,1,13,0,13,2140,0
K04202,1,16,0,16,9,0
K04204,1,17,0,17,72,0
K04205,1,17,0,17,1294,0
K04207,1,17,0,17,2152,0
K04208,1,16,0,16,465,0
K04212,2,17,0,17,409,0
K04215,1,17,0,17,56,0
K04222,1,17,0,17,446,0
K04226,1,17,0,17,30,0
K04230,1,16,0,16,258,0
K04232,1,17,0,17,577,0
K04234,1,17,0,17,217,0
K04235,1,18,0,18,24,0
K04241,1,14,0,14,487,0
K04242,1,17,0,17,10,0
K04245,1,17,0,17,61,0
K04246,2,18,0,18,411,0
K04247,1,17,0,17,4,0
K04251,1,17,0,17,242,0
K04252,1,17,0,17,97,0
K04253,1,17,0,17,8,0
K04255,1,15,0,15,211,0
K04257,1,17,0,17,36,0
K04259,1,17,0,17,1662,0
K04260,1,17,1,18,46,0
K04261,1,17,0,17,1041,0
K04264,1,17,0,17,1700,0
K04267,1,17,0,17,684,0
K04268,1,17,0,17,1777,0
K04269,2,18,0,18,420,0
K04273,1,18,0,18,92,0
K04274,1,14,0,14,630,0
K04276,1,14,0,14,21,0
K04287,2,17,1,18,749,0
K04288,3,18,0,18,544,0
K04290,1,4,0,4,73,0
K04292,1,17,0,17,161,0
K04295,1,17,0,17,112,0
K04296,1,17,0,17,605,0
K04298,1,17,0,17,521,0
K04300,1,14,0,14,347,0
K04301,2,18,0,18,355,0
K04302,1,18,0,18,289,0
K04303,1,16,0,16,7,0
K04304,1,17,0,17,160,0
K04307,1,14,0,14,7,0
K04310,1,17,0,17,140,0
K04312,1,17,0,17,192,0
K04318,1,18,0,18,107,0
K04320,1,17,0,17,73,0
K04323,1,17,0,17,131,0
K04325,1,16,0,16,2331,0
K04327,1,14,0,14,1254,0
K04329,1,18,0,18,89,0
K04331,1,17,0,17,879,0
K04333,1,17,0,17,4,0
K04334,1,17,0,17,618,0
K04335,1,17,0,17,198,0
K04337,1,17,0,17,184,0
K04341,1,18,0,18,148,0
K04343,1,17,0,17,55,0
K04345,1,18,0,18,369,0
K04346,1,17,0,17,236,0
K04347,1,14,0,14,407,0
K04351,1,17,0,17,2345,0
K04353,1,2,0,2,9,0
K04356,1,16,0,16,8,0
K04357,1,17,0,17,2218,0
K04358,1,16,0,16,13,0
K04360,1,17,0,17,556,0
K04361,1,17,0,17,19,0
K04363,1,5,0,5,24,0
K04364,1,17,0,17,331,0
K04366,1,17,0,17,1980,0
K04367,1,17,0,17,8,0
K04371,1,14,0,14,18,0
K04372,1,17,0,17,241,0
K04374,1,14,0,14,335,0
K04377,1,18,0,18,80,0
K04382,2,17,0,17,891,0
K04383,2,17,0,17,932,0
K04384,1,13,0,13,9,0
K04385,3,14,0,14,244,0
K04386,1,17,0,17,81,0
K04388,1,18,0,18,25,0
K04389,1,17,0,17,92,0
K04390,1,3,0,3,162,0
K04391,1,17,0,17,30,0
K04393,1,17,0,17,927,0
K04395,1,17,0,17,787,0
K04396,1,18,0,18,3,0
K04398,1,11,0,11,133,0
K04399,1,18,0,18,38,0
K04400,1,17,0,17,683,0
K04403,1,17,0,17,256,0
K04405,1,14,0,14,139,0
K04407,1,17,1,18,3120,0
K04409,1,18,0,18,112,0
K04410,1,16,0,16,281,0
K04411,1,14,0,14,111,0
K04419,1,14,0,14,4789,0
K04421,2,17,0,17,549,0
K04424,1,17,0,17,665,0
K04426,1,17,0,17,4,0
K04427,1,14,0,14,8,0
K04428,1,17,0,17,116,0
K04430,1,17,0,17,2991,0
K04431,1,18,0,18,81,0
K04435,2,18,0,18,236,0
K04441,1,17,0,17,4420,0
K04442,1,14,0,14,89,0
K04443,1,17,0,17,266,0
K04444,1,17,0,17,254,0
K04446,1,18,0,18,18,0
K04447,1,17,0,17,691,0
K04450,1,17,0,17,7,0
K04451,1,17,0,17,171,0
K04452,1,14,0,14,96,0
K04456,1,14,0,14,167,0
K04457,1,17,0,17,19,0
K04460,1,17,0,17,5,0
K04462,1,17,1,18,91,0
K04463,1,14,0,14,33,0
K04464,1,17,0,17,345,0
K04466,1,14,0,14,8,0
K04467,1,14,0,14,422,0
K04473,1,17,0,17,110,0
K04474,1,13,0,13,70,0
K04477,2,17,0,17,446,0
K04478,1,17,0,17,236,0
K04480,1,17,0,17,25,0
K04482,1,18,0,18,297,0
K04484,1,17,0,17,657,0
K04487,1,17,0,17,433,0
K04491,1,17,0,17,13,0
K04495,1,14,0,14,209,0
K04496,1,13,0,13,11,0
K04497,1,17,0,17,221,0
K04498,1,14,0,14,72,0
K04499,1,14,0,14,239,0
K04500,3,14,0,14,254,0
K04503,1,13,0,13,196,0
K04504,2,18,0,18,584,0
K04505,1,17,0,17,83,0
K04506,1,17,0,17,269,0
K04508,1,14,0,14,497,0
K04509,1,17,0,17,125,0
K04510,1,17,0,17,291,0
K04513,1,17,0,17,385,0
K04519,1,17,0,17,10,0
K04520,1,17,0,17,161,0
K04523,1,17,0,17,265,0
K04524,3,17,0,17,974,0
K04526,2,14,0,14,145,0
K04528,1,18,0,18,192,0
K04530,1,17,0,17,119,0
K04535,1,17,0,17,261,0
K04541,2,13,0,13,202,0
K04545,1,14,0,14,1465,0
K04546,1,18,0,18,2157,0
K04548,1,17,0,17,24,0
K04549,1,14,0,14,607,0
K04550,1,17,0,17,10,0
K04551,1,17,0,17,102,0
K04554,1,17,0,17,187,0
K04555,1,17,0,17,4,0
K04557,1,17,0,17,262,0
K04558,1,13,0,13,130,0
K04561,1,1,0,1,58,0
K04563,1,14,0,14,22,0
K04566,1,14,0,14,315,0
K04567,2,17,0,17,425,0
K04568,1,18,0,18,33,0
K04570,1,17,0,17,43,0
K04571,1,17,0,17,31,0
K04575,1,18,0,18,7,0
K04577,2,14,0,14,415,0
K04580,1,18,0,18,253,0
K04581,1,18,0,18,266,0
K04582,1,18,0,18,378,0
K04583,1,17,0,17,4,0
K04585,1,17,0,17,223,0
K04586,1,17,0,17,20,0
K04587,1,13,0,13,181,0
K04588,1,18,0,18,212,0
K04590,1,16,0,16,149,0
K04591,1,17,0,17,835,0
K04595,1,17,0,17,2531,0
K04597,1,14,0,14,258,0
K04601,1,14,0,14,156,0
K04602,1,17,0,17,528,0
K04603,1,17,0,17,94,0
K04605,1,18,0,18,205,0
K04613,1,14,0,14,634,0
K04614,1,17,0,17,234,0
K04617,1,17,0,17,54,0
K04622,2,14,0,14,282,0
K04625,1,14,0,14,509,0
K04626,1,17,0,17,16,0
K04627,1,17,0,17,201,0
K04630,1,17,0,17,33,0
K04632,1,14,0,14,31,0
K04633,1,17,0,17,129,0
K04634,1,17,0,17,375,0
K04636,1,14,0,14,10,0
K04637,1,17,1,18,953,0
K04640,1,17,0,17,247,0
K04643,1,17,0,17,270,0
K04644,1,17,0,17,438,0
K04647,2,17,0,17,164,0
K04649,1,14,0,14,367,0
K04651,1,17,0,17,1267,0
K04653,1,15,0,15,66,0
K04655,1,17,0,17,86,0
K04656,1,17,0,17,395,0
K04657,2,18,0,18,364,0
K04659,1,17,0,17,36,0
K04661,1,17,0,17,175,0
K04663,1,18,0,18,282,0
K04666,1,14,0,14,100,0
K04667,1,14,0,14,8,0
K04670,1,3,0,3,39,0
K04674,1,18,0,18,330,0
K04676,1,17,0,17,48,0
K04680,1,17,0,17,27,0
K04685,1,14,0,14,2517,0
K04686,1,18,0,18,135,0
K04691,1,17,0,17,446,0
K04692,1,17,0,17,196,0
K04693,1,18,0,18,67,0
K04694,1,17,0,17,78,0
K04698,1,17,0,17,177,0
K04699,1,8,0,8,231,0
K04700,2,14,0,14,342,0
K04705,1,14,0,14,844,0
K04706,1,14,0,14,12,0
K04709,1,17,0,17,407,0
K04710,1,17,0,17,159,0
K04711,1,17,0,17,346,0
K04713,1,13,0,13,131,0
K04714,1,17,0,17,737,0
K04715,1,12,0,12,20,0
K04716,2,15,0,15,334,0
K04717,1,13,0,13,5,0
K04725,1,17,0,17,207,0
K04733,1,14,0,14,170,0
K04735,1,14,0,14,432,0
K04737,1,17,0,17,193,0
K04742,1,17,0,17,13,0
K04745,1,17,0,17,8,0
K04747,1,17,0,17,16,0
K04748,1,16,0,16,213,0
K04749,1,17,0,17,764,0
K04750,1,14,0,14,33,0
K04754,1,14,0,14,175,0
K04755,1,17,0,17,403,0
K04756,1,17,0,17,278,0
K04759,1,17,0,17,85,0
K04762,1,13,0,13,99,0
K04763,1,17,0,17,26,0
K04764,1,16,0,16,45,0
K04765,1,14,0,14,115,0
K04766,1,17,0,17,271,0
K04768,1,14,0,14,362,0
K04771,1,17,0,17,10,0
K04772,2,14,0,14,505,0
K04773,2,18,0,18,323,0
K04774,1,13,0,13,22,0
K04775,1,10,0,10,54,0
K04776,1,17,0,17,199,0
K04777,1,17,0,17,1833,0
K04780,1,17,0,17,228,0
K04782,2,14,0,14,456,0
K04790,1,17,0,17,248,0
K04792,1,17,0,17,262,0
K04793,1,17,0,17,286,0
