koi_id,Teff,Teff_err1,Teff_err2,logg,logg_err1,logg_err2,FeH,FeH_err1,FeH_err2
K06130,4530.00,139.00,-139.00,4.704,0.052,-0.032,-1.0000,0.3000,-0.3000
K06132,6264.00,177.00,-265.00,4.133,0.200,-0.180,0.2600,0.1500,-0.3500
K06137,6174.00,185.00,-203.00,4.445,0.070,-0.224,-0.1200,0.2500,-0.3000
K06142,nan,nan,nan,nan,nan,nan,nan,nan,nan
K06145,6486.00,181.00,-227.00,4.136,0.246,-0.164,-0.3400,0.2500,-0.3000
K06164,5746.00,78.00,-78.00,4.189,0.176,-0.095,0.1400,0.1500,-0.1500
K06166,5254.00,203.00,-166.00,4.050,0.490,-0.245,0.2100,0.2000,-0.2500
K06168,6443.00,153.00,-215.00,4.325,0.086,-0.373,-0.0200,0.2200,-0.3400
K06176,6725.00,110.00,-159.00,4.335,0.037,-0.188,0.0700,0.1400,-0.2700
K06178,6122.00,146.00,-209.00,4.471,0.047,-0.255,-0.1000,0.2000,-0.3000
K06179,6063.00,190.00,-232.00,4.476,0.054,-0.216,0.0700,0.2500,-0.3500
K06180,nan,nan,nan,nan,nan,nan,nan,nan,nan
K06182,5031.00,83.00,-75.00,4.485,0.080,-0.025,0.1600,0.1500,-0.1500
K06186,5101.00,184.00,-184.00,4.630,0.045,-0.060,-0.5000,0.3000,-0.3000
K06188,5416.00,162.00,-146.00,4.603,0.035,-0.112,-0.2600,0.3000,-0.3000
K06191,6273.00,169.00,-225.00,4.442,0.056,-0.224,-0.1400,0.2500,-0.3000
K06194,4926.00,47.00,-182.00,3.020,0.033,-0.027,0.3600,0.1000,-0.2000
K06195,4569.00,137.00,-137.00,4.686,0.054,-0.031,-0.8800,0.3000,-0.3000
K06209,5947.00,184.00,-226.00,4.481,0.054,-0.216,-0.0600,0.2500,-0.3000
K06214,6049.00,201.00,-193.00,3.728,0.503,-0.207,-0.3800,0.3400,-0.2800
K06216,nan,nan,nan,nan,nan,nan,nan,nan,nan
K06217,5174.00,134.00,-93.00,3.228,0.036,-0.024,-0.8600,0.3000,-0.3000
K06224,nan,nan,nan,nan,nan,nan,nan,nan,nan
K06228,5723.00,154.00,-154.00,4.546,0.055,-0.165,-0.3600,0.3000,-0.3000
K06233,5929.00,160.00,-196.00,4.413,0.070,-0.210,0.1400,0.2000,-0.3000
K06237,nan,nan,nan,nan,nan,nan,nan,nan,nan
K06239,5847.00,151.00,-159.00,4.525,0.035,-0.303,-0.1800,0.2600,-0.2800
K06242,nan,nan,nan,nan,nan,nan,nan,nan,nan
K06245,6528.00,185.00,-252.00,4.257,0.151,-0.249,-0.4400,0.2400,-0.3000
K06246,6122.00,151.00,-182.00,4.487,0.054,-0.216,-0.1800,0.3000,-0.3000
K06256,4861.00,155.00,-128.00,4.574,0.056,-0.056,-0.2400,0.3400,-0.2800
K06259,5683.00,154.00,-154.00,4.326,0.170,-0.187,0.0800,0.2500,-0.3000
K06262,5461.00,156.00,-143.00,4.552,0.025,-0.025,0.1400,0.2000,-0.2400
K06263,5418.00,191.00,-171.00,3.447,0.884,-0.156,0.0600,0.2500,-0.3000
K06267,5472.00,179.00,-163.00,4.499,0.115,-0.115,-0.5400,0.3000,-0.3000
K06274,6158.00,171.00,-236.00,4.455,0.052,-0.208,-0.0600,0.2500,-0.3500
K06276,3628.00,58.00,-65.00,4.842,0.044,-0.036,-0.2000,0.1000,-0.1000
K06291,6060.00,161.00,-169.00,4.290,0.172,-0.172,-0.4000,0.3000,-0.2800
K06293,6243.00,169.00,-206.00,4.390,0.087,-0.203,-0.1400,0.2500,-0.3000
K06299,5508.00,74.00,-82.00,4.569,0.011,-0.105,0.0700,0.1500,-0.1500
K06301,6520.00,158.00,-270.00,4.375,0.062,-0.188,0.0700,0.2500,-0.3000
K06318,4960.00,147.00,-137.00,4.627,0.027,-0.027,-0.1600,0.3600,-0.2800
K06320,5011.00,125.00,-107.00,3.321,0.214,-0.214,-0.4600,0.2800,-0.2200
K06329,5623.00,93.00,-67.00,3.877,0.233,-0.078,0.1600,0.1500,-0.1500
K06331,5704.00,169.00,-186.00,4.575,0.040,-0.160,-0.3000,0.3000,-0.3000
K06342,6501.00,147.00,-180.00,4.281,0.149,-0.182,-0.5000,0.3000,-0.3000
K06343,6117.00,182.00,-200.00,4.496,0.050,-0.213,-0.2200,0.2500,-0.3500
K06352,5955.00,188.00,-208.00,4.520,0.050,-0.212,-0.1600,0.3000,-0.3000
K06353,5768.00,192.00,-157.00,3.633,0.816,-0.192,-0.5400,0.3500,-0.2500
K06355,5823.00,158.00,-175.00,4.489,0.062,-0.188,-0.1400,0.3000,-0.3000
K06358,5327.00,190.00,-169.00,4.646,0.032,-0.097,-0.5000,0.3000,-0.3000
K06368,6247.00,174.00,-239.00,4.433,0.060,-0.180,-0.0600,0.2500,-0.3000
K06375,5889.00,142.00,-177.00,4.543,0.037,-0.213,-0.2200,0.3000,-0.3000
K06384,5829.00,193.00,-175.00,4.575,0.031,-0.031,-0.4200,0.3000,-0.2600
K06399,5737.00,154.00,-171.00,4.327,0.153,-0.187,0.0800,0.2500,-0.3000
K06401,6221.00,74.00,-80.00,3.935,0.180,-0.120,0.2600,0.1500,-0.1500
K06409,5500.00,173.00,-154.00,3.775,0.517,-0.517,0.1600,0.2000,-0.2600
K06425,5942.00,165.00,-161.00,4.432,0.093,-0.093,-0.4000,0.3000,-0.2600
K06447,6705.00,164.00,-233.00,4.145,0.164,-0.164,-0.1600,0.2400,-0.3200
K06450,6510.00,162.00,-196.00,4.256,0.162,-0.162,-0.5800,0.2600,-0.3000
K06464,6373.00,151.00,-189.00,4.438,0.062,-0.188,-0.2400,0.2500,-0.3000
K06475,4337.00,77.00,-86.00,4.581,0.045,-0.009,0.3600,0.1000,-0.1500
K06484,5319.00,223.00,-168.00,4.514,0.082,-0.082,-0.3800,0.3800,-0.2600
K06511,5878.00,157.00,-189.00,4.512,0.034,-0.034,0.0700,0.1700,-0.3100
K06513,3894.00,70.00,-95.00,4.710,0.060,-0.060,-0.1000,0.1000,-0.1000
K06516,5025.00,187.00,-168.00,4.609,0.061,-0.061,-0.6400,0.3400,-0.2800
K06526,5039.00,103.00,-131.00,3.295,0.032,-0.032,-0.1600,0.2200,-0.2800
K06532,5705.00,156.00,-173.00,4.424,0.101,-0.188,0.0000,0.2500,-0.3000
K06538,6133.00,193.00,-257.00,4.427,0.072,-0.217,-0.1200,0.2500,-0.3000
K06546,6181.00,168.00,-224.00,4.431,0.070,-0.210,-0.1600,0.2500,-0.3000
K06557,6463.00,155.00,-214.00,4.313,0.105,-0.195,-0.2000,0.2500,-0.3000
K06568,3914.00,97.00,-107.00,4.748,0.050,-0.050,-0.2000,0.2500,-0.3000
K06570,6801.00,200.00,-295.00,3.833,0.277,-0.277,0.0600,0.2000,-0.3400
K06579,5778.00,173.00,-208.00,4.480,0.065,-0.195,-0.0600,0.2500,-0.3000
K06582,6231.00,169.00,-225.00,4.488,0.052,-0.208,-0.3200,0.3000,-0.3000
K06600,5992.00,148.00,-152.00,4.420,0.098,-0.098,-0.4400,0.3000,-0.2600
K06601,5931.00,160.00,-178.00,4.351,0.148,-0.181,-0.1400,0.3000,-0.3000
K06605,6865.00,244.00,-293.00,3.742,0.474,-0.474,-2.0200,0.2800,-0.2600
K06617,5830.00,157.00,-175.00,4.540,0.046,-0.195,-0.1400,0.3000,-0.3000
K06631,5190.00,85.00,-77.00,4.446,0.088,-0.064,0.1200,0.2000,-0.1000
K06635,3582.00,52.00,-52.00,4.847,0.060,-0.060,-0.1000,0.1000,-0.1000
K06641,6375.00,177.00,-244.00,4.474,0.065,-0.195,-0.4200,0.3000,-0.3000
K06646,4926.00,148.00,-148.00,4.522,0.084,-0.045,0.0700,0.2500,-0.3000
K06657,6400.00,76.00,-76.00,3.877,0.165,-0.135,0.5600,0.0500,-0.1500
K06664,5541.00,166.00,-149.00,4.613,0.040,-0.112,-0.4600,0.3000,-0.3000
K06666,5918.00,160.00,-178.00,4.544,0.036,-0.204,-0.2600,0.3000,-0.3000
K06672,5396.00,159.00,-159.00,4.571,0.040,-0.112,-0.1600,0.3000,-0.3000
K06676,6553.00,161.00,-206.00,4.479,0.048,-0.048,-0.6400,0.2400,-0.3200
K06680,5600.00,75.00,-75.00,4.378,0.110,-0.110,0.1000,0.1500,-0.1500
K06687,4893.00,161.00,-161.00,4.574,0.050,-0.045,-0.0600,0.3000,-0.3000
K06689,5653.00,154.00,-154.00,4.288,0.204,-0.185,0.1000,0.2500,-0.3000
K06705,3325.00,117.00,-25.00,5.364,0.012,-0.228,-0.9400,0.3500,-0.2000
K06707,5481.00,166.00,-149.00,4.592,0.032,-0.120,-0.2200,0.3000,-0.3000
K06731,6106.00,190.00,-211.00,4.487,0.050,-0.200,-0.1600,0.3000,-0.3000
K06733,5826.00,78.00,-87.00,3.465,0.252,-0.108,0.1800,0.1500,-0.1500
K06739,5103.00,153.00,-138.00,4.650,0.033,-0.077,-0.4000,0.3500,-0.3000
K06745,6675.00,150.00,-279.00,4.341,0.076,-0.076,0.0700,0.1700,-0.5100
K06750,5529.00,82.00,-71.00,4.123,0.217,-0.108,0.1400,0.1500,-0.1000
K06751,5761.00,78.00,-78.00,4.492,0.022,-0.120,0.1400,0.1500,-0.1500
K06752,4183.00,125.00,-138.00,4.655,0.056,-0.024,-0.2600,0.3000,-0.3000
K06762,5794.00,163.00,-156.00,4.377,0.126,-0.126,-0.2200,0.2900,-0.2600
K06763,5821.00,69.00,-87.00,4.419,0.063,-0.117,0.1000,0.1500,-0.1500
K06765,6078.00,181.00,-200.00,4.434,0.084,-0.210,-0.2600,0.3000,-0.3000
K06774,6116.00,183.00,-201.00,4.407,0.090,-0.195,-0.3000,0.3000,-0.3000
K06776,6268.00,174.00,-239.00,4.429,0.052,-0.208,0.0700,0.2500,-0.3000
K06777,5003.00,151.00,-151.00,4.553,0.061,-0.050,-0.1000,0.3000,-0.3000
K06783,6032.00,180.00,-198.00,4.508,0.050,-0.200,-0.1800,0.3000,-0.3000
K06786,5883.00,165.00,-206.00,4.530,0.048,-0.204,-0.1400,0.3000,-0.3000
K06793,5416.00,161.00,-161.00,4.579,0.034,-0.136,-0.0800,0.3000,-0.3000
K06798,5195.00,144.00,-104.00,3.409,0.310,-0.310,-0.8000,0.3000,-0.2500
K06819,6534.00,147.00,-195.00,4.203,0.163,-0.163,-0.2200,0.2200,-0.3000
K06849,5767.00,78.00,-78.00,4.316,0.126,-0.115,0.1400,0.1500,-0.1500
K06860,4524.00,81.00,-72.00,4.576,0.042,-0.012,0.1200,0.1500,-0.1500
K06863,3236.00,41.00,-25.00,5.097,0.055,-0.050,0.0000,0.1000,-0.1000
K06872,5442.00,175.00,-145.00,4.600,0.030,-0.030,-0.3400,0.3800,-0.2800
K06882,6296.00,177.00,-243.00,4.217,0.185,-0.185,-0.1400,0.2500,-0.3000
K06889,6140.00,151.00,-170.00,4.248,0.189,-0.189,-0.4000,0.3000,-0.3000
K06890,5269.00,142.00,-142.00,4.627,0.036,-0.084,-0.3400,0.3500,-0.3000
K06892,5839.00,79.00,-79.00,4.199,0.169,-0.104,0.1400,0.1500,-0.1500
K06907,5110.00,194.00,-176.00,4.582,0.061,-0.055,-0.4000,0.3000,-0.3000
K06913,10894.00,261.00,-461.00,3.667,0.303,-0.303,0.0700,0.1400,-0.5700
K06918,5776.00,161.00,-148.00,4.599,0.029,-0.029,-0.5800,0.3200,-0.2800
K06919,4298.00,129.00,-142.00,4.603,0.053,-0.018,0.1200,0.2500,-0.3000
K06921,6274.00,174.00,-218.00,4.434,0.056,-0.224,-0.1000,0.2500,-0.3000
K06925,3867.00,80.00,-135.00,4.734,0.070,-0.070,-0.1000,0.1000,-0.2000
K06931,5778.00,162.00,-182.00,4.531,0.036,-0.204,0.0700,0.2500,-0.3000
K06934,5349.00,185.00,-148.00,3.760,0.727,-0.242,-0.1200,0.3500,-0.2500
K06949,6749.00,169.00,-203.00,3.941,0.247,-0.114,-0.3400,0.3000,-0.2500
K06954,6056.00,183.00,-164.00,4.071,0.234,-0.126,-0.0800,0.3000,-0.3000
K06960,6152.00,193.00,-257.00,4.464,0.058,-0.232,-0.1000,0.2500,-0.3000
K06966,5564.00,150.00,-150.00,4.587,0.032,-0.128,-0.2600,0.3000,-0.3000
K06970,5884.00,70.00,-79.00,4.306,0.115,-0.115,0.1600,0.1500,-0.1500
K06971,4934.00,81.00,-81.00,4.515,0.067,-0.022,0.1400,0.1500,-0.1500
K06978,5763.00,78.00,-78.00,4.256,0.143,-0.117,0.1200,0.1500,-0.1500
K06980,6214.00,167.00,-223.00,4.442,0.056,-0.224,0.0700,0.2500,-0.3000
K06983,5618.00,76.00,-76.00,4.449,0.068,-0.110,0.1200,0.1500,-0.1500
K06985,6045.00,143.00,-178.00,4.494,0.043,-0.043,-0.1200,0.2000,-0.3000
K06993,5515.00,165.00,-165.00,4.568,0.056,-0.112,-0.4400,0.3000,-0.3000
K06994,5560.00,89.00,-66.00,4.173,0.201,-0.108,0.1000,0.1500,-0.1000
K07002,5693.00,152.00,-169.00,4.467,0.078,-0.182,-0.0200,0.2500,-0.3000
K07003,5598.00,83.00,-75.00,4.045,0.203,-0.087,0.1200,0.1500,-0.1500
K07007,4336.00,118.00,-144.00,4.656,0.059,-0.027,-0.4600,0.3000,-0.3000
K07016,5579.00,150.00,-150.00,4.580,0.034,-0.127,-0.2200,0.3000,-0.3000
K07023,5135.00,84.00,-77.00,4.464,0.090,-0.036,0.1200,0.1500,-0.1500
K07032,5745.00,78.00,-86.00,4.503,0.030,-0.120,0.1000,0.1500,-0.1500
K07040,6018.00,182.00,-164.00,4.615,0.024,-0.024,-0.9800,0.3200,-0.2800
K07041,5470.00,180.00,-163.00,4.509,0.105,-0.105,-0.5800,0.3500,-0.3000
K07061,7045.00,194.00,-278.00,4.154,0.148,-0.148,-0.3000,0.2600,-0.3600
K07069,6158.00,171.00,-236.00,4.453,0.056,-0.224,-0.0800,0.2500,-0.3000
K07072,5649.00,67.00,-109.00,3.282,0.255,-0.085,-0.5800,0.1500,-0.2000
K07073,6072.00,81.00,-90.00,4.285,0.103,-0.126,0.1000,0.1500,-0.1500
K07076,6478.00,160.00,-208.00,4.371,0.065,-0.195,-0.0400,0.2500,-0.3000
K07088,5636.00,152.00,-169.00,4.613,0.032,-0.120,-0.5400,0.3000,-0.3000
K07093,6499.00,144.00,-208.00,4.378,0.067,-0.216,-0.1000,0.2500,-0.3000
K07099,4367.00,136.00,-146.00,4.739,0.060,-0.060,-1.1400,0.3000,-0.3000
K07106,6220.00,166.00,-222.00,4.398,0.072,-0.217,-0.1000,0.2500,-0.3000
K07116,5821.00,78.00,-78.00,4.421,0.054,-0.117,0.1200,0.1500,-0.1500
K07117,6146.00,151.00,-193.00,4.497,0.045,-0.045,-0.2600,0.2400,-0.3000
K07125,5966.00,179.00,-214.00,4.418,0.087,-0.203,-0.1400,0.3000,-0.3000
K07133,5749.00,78.00,-78.00,4.123,0.182,-0.098,0.1600,0.1500,-0.1500
K07136,5610.00,171.00,-162.00,4.551,0.027,-0.027,0.0000,0.2400,-0.2600
K07144,5120.00,170.00,-154.00,4.478,0.099,-0.110,0.0700,0.2500,-0.3000
K07148,6544.00,181.00,-250.00,4.349,0.072,-0.217,-0.1400,0.2500,-0.3000
K07157,5696.00,169.00,-152.00,4.178,0.312,-0.168,-0.1000,0.3000,-0.3000
K07162,5155.00,116.00,-142.00,3.511,0.192,-0.157,-0.2000,0.2000,-0.2500
K07169,6575.00,181.00,-250.00,4.278,0.124,-0.201,-0.2200,0.2500,-0.3000
K07174,4201.00,127.00,-140.00,4.675,0.065,-0.025,-0.4600,0.3000,-0.3000
K07179,5845.00,181.00,-197.00,4.282,0.162,-0.162,0.0200,0.2200,-0.2800
K07180,5421.00,189.00,-179.00,3.882,0.539,-0.539,-0.2200,0.3400,-0.3000
K07182,4199.00,146.00,-161.00,4.609,0.046,-0.018,0.4400,0.0500,-0.3000
K07195,6300.00,160.00,-211.00,4.371,0.079,-0.079,-0.1000,0.2200,-0.3000
K07197,5238.00,184.00,-184.00,4.598,0.032,-0.097,-0.1000,0.3000,-0.3000
K07205,5445.00,109.00,-87.00,4.140,0.322,-0.138,0.4800,0.0500,-0.2500
K07208,5341.00,182.00,-143.00,4.546,0.041,-0.041,-0.1400,0.3400,-0.2600
K07209,5403.00,86.00,-75.00,3.559,0.296,-0.111,0.2600,0.1500,-0.1500
K07215,5497.00,147.00,-164.00,4.577,0.032,-0.136,-0.1000,0.3000,-0.3000
K07220,6000.00,167.00,-209.00,4.487,0.054,-0.216,-0.1600,0.3000,-0.3000
K07223,5366.00,160.00,-144.00,4.625,0.032,-0.104,-0.4000,0.3500,-0.3000
K07224,5962.00,174.00,-220.00,4.464,0.047,-0.047,0.1400,0.1600,-0.3000
K07231,6531.00,173.00,-230.00,3.962,0.301,-0.301,-0.2800,0.2600,-0.3000
K07232,5595.00,175.00,-195.00,4.581,0.042,-0.136,-0.2400,0.3000,-0.3000
K07235,5606.00,166.00,-141.00,4.597,0.029,-0.029,-0.4000,0.3400,-0.2800
K07236,5457.00,81.00,-65.00,4.239,0.186,-0.124,0.1400,0.1500,-0.1000
K07252,6211.00,169.00,-225.00,4.384,0.108,-0.201,-0.3400,0.3000,-0.3000
K07258,5927.00,79.00,-79.00,4.117,0.182,-0.098,0.1200,0.1500,-0.1500
K07259,4893.00,146.00,-146.00,4.634,0.060,-0.035,-0.7000,0.3000,-0.3000
K07264,5877.00,78.00,-78.00,3.860,0.300,-0.100,0.2000,0.1500,-0.1500
K07270,6060.00,162.00,-198.00,4.495,0.050,-0.200,-0.1400,0.2500,-0.3500
K07272,6534.00,158.00,-225.00,4.365,0.067,-0.202,-0.0600,0.2500,-0.3000
K07279,5410.00,81.00,-72.00,4.333,0.154,-0.126,0.1200,0.1500,-0.1000
K07281,6881.00,199.00,-296.00,4.101,0.186,-0.186,-0.2400,0.2600,-0.3400
K07282,4744.00,150.00,-125.00,4.606,0.027,-0.027,0.1000,0.2400,-0.3000
K07283,6013.00,162.00,-252.00,4.370,0.083,-0.083,0.4400,0.0400,-0.3700
K07291,6167.00,189.00,-170.00,3.804,0.293,-0.098,-0.2000,0.3000,-0.2500
K07301,4885.00,146.00,-131.00,4.610,0.028,-0.056,-0.0400,0.3000,-0.3000
K07305,6215.00,56.00,-56.00,3.955,0.014,-0.014,-0.2000,0.3000,-0.3000
K07319,3761.00,50.00,-50.00,4.724,0.060,-0.060,0.0000,0.1000,-0.1000
K07320,4889.00,146.00,-131.00,4.570,0.066,-0.044,-0.2400,0.3000,-0.3000
K07327,4918.00,148.00,-133.00,4.546,0.072,-0.039,-0.1000,0.3000,-0.3000
K07330,6163.00,182.00,-228.00,4.144,0.226,-0.226,-0.0400,0.2400,-0.3000
K07339,6277.00,174.00,-239.00,4.417,0.060,-0.180,-0.0200,0.2500,-0.3000
K07345,5751.00,78.00,-78.00,4.508,0.021,-0.119,0.1400,0.1500,-0.1500
K07354,5747.00,77.00,-77.00,4.018,0.262,-0.087,0.2000,0.1500,-0.1500
K07359,5993.00,180.00,-198.00,4.425,0.101,-0.203,-0.2400,0.3000,-0.3000
K07360,6839.00,172.00,-253.00,4.094,0.202,-0.202,-0.3200,0.2200,-0.3200
K07361,4494.00,161.00,-161.00,4.692,0.032,-0.052,-0.4400,0.3000,-0.3000
K07370,5654.00,165.00,-156.00,4.607,0.031,-0.031,-0.5600,0.3200,-0.2800
K07375,4137.00,136.00,-148.00,4.625,0.053,-0.018,0.1600,0.2500,-0.3000
K07376,5849.00,157.00,-192.00,4.517,0.046,-0.184,-0.0200,0.2500,-0.3000
K07378,4406.00,154.00,-170.00,4.643,0.044,-0.032,-0.2400,0.3000,-0.3000
K07383,5357.00,181.00,-147.00,4.503,0.074,-0.074,-0.2600,0.3600,-0.2600
K07389,5092.00,83.00,-161.00,2.945,0.028,-0.028,-0.2200,0.2600,-0.3200
K07400,5183.00,154.00,-154.00,4.558,0.045,-0.078,-0.0800,0.3000,-0.3000
K07404,5808.00,162.00,-223.00,4.503,0.039,-0.221,0.2100,0.2000,-0.3000
K07408,3900.00,46.00,-50.00,4.727,0.017,-0.022,-0.1000,0.1000,-0.1000
K07415,4995.00,134.00,-149.00,4.624,0.070,-0.040,-0.7200,0.3000,-0.3000
K07416,6266.00,197.00,-241.00,4.209,0.214,-0.175,-0.2200,0.2500,-0.3000
K07426,5008.00,151.00,-151.00,4.506,0.093,-0.085,0.0600,0.2500,-0.3000
K07427,6306.00,170.00,-207.00,4.346,0.108,-0.186,-0.3600,0.3000,-0.3000
K07430,5172.00,113.00,-296.00,2.693,0.252,-0.147,0.0700,0.1000,-0.5500
K07432,5443.00,164.00,-164.00,4.360,0.175,-0.214,0.0000,0.3000,-0.2500
K07434,5523.00,149.00,-166.00,4.566,0.034,-0.145,-0.0200,0.2500,-0.3000
K07435,5836.00,78.00,-78.00,4.417,0.063,-0.117,0.1400,0.1500,-0.1500
K07437,5838.00,146.00,-175.00,4.529,0.042,-0.178,-0.0800,0.2500,-0.3000
K07445,5510.00,149.00,-166.00,4.584,0.034,-0.127,-0.1800,0.3000,-0.3000
K07449,4668.00,133.00,-132.00,4.700,0.053,-0.053,-1.0800,0.2800,-0.3000
K07460,5455.00,180.00,-164.00,4.448,0.104,-0.169,0.0400,0.2500,-0.3000
K07467,6002.00,188.00,-210.00,4.025,0.308,-0.308,-0.0600,0.2600,-0.3000
K07470,5128.00,193.00,-167.00,4.388,0.143,-0.143,0.4600,0.1000,-0.2600
K07471,6268.00,173.00,-260.00,4.429,0.054,-0.216,0.0700,0.2500,-0.3000
K07479,5530.00,82.00,-66.00,4.045,0.217,-0.093,0.1200,0.1500,-0.1000
K07489,5220.00,157.00,-157.00,4.480,0.086,-0.105,0.1600,0.2500,-0.3000
K07506,6077.00,181.00,-217.00,4.471,0.056,-0.224,-0.0400,0.2500,-0.3000
K07510,5699.00,152.00,-169.00,4.553,0.040,-0.160,-0.1000,0.3000,-0.3000
K07520,5189.00,72.00,-124.00,3.352,0.262,-0.087,0.2100,0.1500,-0.2500
K07534,6210.00,156.00,-194.00,4.424,0.056,-0.056,-0.1000,0.2000,-0.3200
K07539,5061.00,167.00,-134.00,4.504,0.074,-0.074,0.0000,0.3000,-0.2600
K07540,5573.00,149.00,-149.00,4.418,0.139,-0.186,-0.1800,0.3000,-0.3000
K07554,6315.00,167.00,-217.00,4.389,0.071,-0.071,-0.1600,0.2300,-0.3000
K07559,6528.00,155.00,-217.00,4.384,0.063,-0.063,-0.1600,0.2200,-0.3200
K07567,4486.00,132.00,-127.00,4.642,0.040,-0.040,-0.1600,0.3000,-0.3400
K07572,9051.00,298.00,-379.00,3.623,0.305,-0.305,0.2100,0.1500,-0.1400
K07587,5941.00,187.00,-208.00,4.464,0.070,-0.196,-0.2400,0.3000,-0.3000
K07589,7037.00,215.00,-299.00,4.136,0.135,-0.135,-0.1600,0.2600,-0.3600
K07591,4906.00,182.00,-164.00,4.648,0.032,-0.032,-0.3200,0.3400,-0.3000
K07592,3761.00,50.00,-50.00,4.724,0.060,-0.060,0.0000,0.1000,-0.1000
K07617,3578.00,63.00,-76.00,4.893,0.090,-0.090,-0.2000,0.1000,-0.1000
K07621,5604.00,84.00,-67.00,4.226,0.208,-0.112,-0.1200,0.1500,-0.1500
K07624,6126.00,185.00,-167.00,3.578,0.345,-0.115,0.0600,0.2500,-0.2500
K07628,5094.00,151.00,-136.00,4.618,0.040,-0.065,-0.3200,0.3000,-0.3000
K07630,3905.00,78.00,-88.00,4.736,0.030,-0.030,-0.2000,0.1000,-0.1000
K07634,5511.00,183.00,-166.00,4.069,0.368,-0.123,0.4600,0.0500,-0.2500
K07635,5865.00,158.00,-176.00,4.297,0.175,-0.175,0.0200,0.2500,-0.3000
K07636,5269.00,158.00,-158.00,4.508,0.072,-0.099,-0.0400,0.3000,-0.3000
K07638,6148.00,167.00,-186.00,4.055,0.234,-0.126,0.0000,0.2500,-0.3000
K07641,5455.00,180.00,-147.00,4.025,0.540,-0.216,-0.1800,0.3500,-0.2500
K07644,5766.00,155.00,-155.00,4.444,0.112,-0.182,-0.2600,0.3000,-0.3000
K07648,4832.00,168.00,-168.00,4.592,0.032,-0.050,0.1200,0.2500,-0.3000
K07662,6655.00,160.00,-200.00,3.490,0.376,-0.094,-0.4800,0.4000,-0.3000
K07668,6278.00,174.00,-261.00,4.425,0.065,-0.195,-0.0600,0.2500,-0.3000
K07670,5841.00,163.00,-225.00,4.520,0.046,-0.196,0.0700,0.2500,-0.3500
K07676,5753.00,138.00,-156.00,4.538,0.048,-0.204,-0.1200,0.3000,-0.3000
K07678,5919.00,71.00,-79.00,4.238,0.156,-0.104,0.0400,0.1500,-0.1500
K07679,5487.00,147.00,-147.00,4.568,0.038,-0.152,-0.0800,0.3000,-0.3000
K07680,6990.00,194.00,-305.00,4.115,0.148,-0.181,0.0600,0.2000,-0.3500
K07681,5352.00,159.00,-159.00,4.585,0.024,-0.128,0.0700,0.3000,-0.3000
K07685,5999.00,163.00,-181.00,4.263,0.220,-0.180,-0.3200,0.3000,-0.3000
K07687,5758.00,68.00,-94.00,3.456,0.224,-0.096,-0.5600,0.1500,-0.1500
K07693,5383.00,180.00,-180.00,4.486,0.055,-0.165,0.4000,0.0500,-0.3000
K07700,6382.00,170.00,-189.00,4.432,0.065,-0.208,-0.2200,0.2500,-0.3000
K07703,6031.00,180.00,-198.00,4.450,0.070,-0.210,-0.1400,0.3000,-0.3000
K07704,6108.00,190.00,-253.00,4.430,0.054,-0.216,0.1200,0.2000,-0.3000
K07708,5466.00,163.00,-163.00,3.735,0.175,-0.175,-0.5600,0.3000,-0.2500
K07711,5734.00,154.00,-154.00,4.572,0.042,-0.168,-0.3800,0.3000,-0.3000
K07712,5086.00,129.00,-103.00,3.678,0.128,-0.208,-0.3800,0.3000,-0.1500
K07715,6067.00,164.00,-201.00,4.524,0.052,-0.208,-0.3800,0.3000,-0.3000
K07716,5700.00,171.00,-153.00,4.626,0.032,-0.128,-0.6800,0.3000,-0.3000
K07735,5993.00,178.00,-178.00,3.733,0.323,-0.108,-0.1800,0.3500,-0.3000
K07744,6193.00,194.00,-259.00,4.434,0.056,-0.224,0.0000,0.2500,-0.3000
K07746,6217.00,197.00,-241.00,4.472,0.062,-0.200,-0.2200,0.3000,-0.3000
K07749,5202.00,83.00,-73.00,4.434,0.104,-0.048,0.1600,0.1500,-0.1500
K07750,6303.00,172.00,-191.00,3.774,0.293,-0.098,-0.0800,0.3000,-0.2500
K07759,6263.00,82.00,-75.00,4.024,0.196,-0.084,-0.1800,0.1500,-0.1500
K07762,5914.00,184.00,-205.00,4.483,0.054,-0.216,-0.0600,0.2500,-0.3000
K07764,6004.00,80.00,-80.00,3.814,0.224,-0.096,-0.3600,0.2000,-0.1500
K07773,5355.00,175.00,-159.00,4.511,0.057,-0.133,0.0700,0.2500,-0.3000
K07774,5749.00,155.00,-155.00,4.568,0.033,-0.187,-0.2800,0.3000,-0.3000
K07776,4378.00,131.00,-131.00,4.640,0.052,-0.024,-0.3400,0.3000,-0.3000
K07785,5232.00,156.00,-156.00,4.519,0.096,-0.168,-0.3200,0.3500,-0.3000
K07791,3287.00,117.00,-78.00,0.114,0.208,-0.052,-0.1000,0.2500,-0.1500
K07793,3799.00,68.00,-68.00,4.738,0.036,-0.021,-0.1000,0.1000,-0.1000
K07795,5519.00,165.00,-149.00,4.590,0.043,-0.128,-0.3400,0.3000,-0.3000
K07796,6269.00,174.00,-218.00,4.412,0.070,-0.210,-0.0800,0.2500,-0.3000
K07798,6450.00,153.00,-211.00,4.386,0.065,-0.208,-0.0800,0.2500,-0.3000
