kepid,kepmag,nkoi,rrmscdpp03p0,rrmscdpp06p0,rrmscdpp09p0,rrmscdpp12p0,rrmscdpp15p0,st_delivname
12504353,15.166,1,232.703,171.397,140.855,122.527,107.718,q1_q16_stellar
12834874,14.528,1,145.719,109.846,94.603,85.338,78.377,q1_q16_stellar
12835139,13.329,1,89.045,67.984,58.528,52.638,47.847,q1_q16_stellar
12404954,13.100,1,78.188,64.855,60.083,58.651,57.649,q1_q16_stellar
12366084,15.367,3,243.370,186.809,162.997,149.673,141.398,q1_q16_stellar
12459808,12.540,1,42.698,34.054,30.931,29.673,28.912,q1_q16_stellar
12885212,15.504,2,318.440,236.661,200.628,178.967,162.429,q1_q16_stellar
12366681,9.563,1,27.164,24.497,23.969,23.882,23.717,q1_q16_stellar
12406749,15.792,1,346.962,259.339,221.890,204.269,192.863,q1_q16_stellar
12406807,15.372,2,232.943,169.521,141.208,122.876,110.177,q1_q16_stellar
12506417,12.768,1,50.567,39.157,34.708,32.091,30.311,q1_q16_stellar
12645057,15.170,1,208.336,148.119,121.657,105.770,93.754,q1_q16_stellar
12833566,10.923,1,57.258,47.222,41.334,37.273,33.609,q1_q16_stellar
10130039,12.776,3,54.371,47.227,45.356,45.750,47.317,q1_q17_dr25_stellar
10024701,13.286,1,79.487,72.964,74.278,78.859,85.088,q1_q17_dr25_stellar
10034146,14.477,1,138.065,102.333,86.914,77.865,71.576,q1_q17_dr25_stellar
10098540,15.450,1,328.195,261.873,238.561,227.514,224.340,q1_q17_dr25_stellar
10123064,15.000,1,191.853,157.300,143.992,138.734,136.301,q1_q17_dr25_stellar
10019399,12.829,1,60.497,58.303,60.258,64.040,68.617,q1_q17_dr25_stellar
10079420,11.642,1,99.531,98.128,93.570,88.081,81.716,q1_q17_dr25_stellar
10079481,11.976,1,37.599,32.126,30.603,30.962,32.078,q1_q17_dr25_stellar
10019708,14.879,2,139.168,108.480,96.570,89.940,86.721,q1_q17_dr25_stellar
10026502,13.658,1,68.694,51.040,43.334,38.727,35.332,q1_q17_dr25_stellar
10090219,15.116,1,165.669,125.716,107.423,97.190,90.101,q1_q17_dr25_stellar
10026544,12.982,1,55.251,45.517,41.811,40.119,38.856,q1_q17_dr25_stellar
10125352,13.396,1,73.995,63.452,62.620,64.346,67.549,q1_q17_dr25_stellar
10016874,14.733,1,145.544,112.902,99.774,93.580,89.857,q1_q17_dr25_stellar
10031656,15.408,1,257.095,193.598,166.938,152.211,141.690,q1_q17_dr25_stellar
10031808,9.557,1,129.244,155.799,171.766,182.753,199.864,q1_q17_dr25_stellar
10090854,15.633,1,239.756,175.727,149.271,134.705,122.896,q1_q17_dr25_stellar
10095484,14.382,1,138.916,110.946,97.599,88.560,81.598,q1_q17_dr25_stellar
10068024,13.126,1,64.841,51.145,46.516,44.055,42.743,q1_q17_dr25_stellar
10064256,14.520,1,119.821,95.823,86.989,82.978,81.718,q1_q17_dr25_stellar
10004738,14.279,3,102.645,79.820,71.072,67.077,65.044,q1_q17_dr25_stellar
10004772,13.710,1,65.889,69.013,77.625,88.256,97.450,q1_q17_dr25_stellar
10018233,15.243,1,166.610,125.505,107.443,96.613,88.661,q1_q17_dr25_stellar
10130646,13.974,1,98.417,77.711,70.211,66.210,63.574,q1_q17_dr25_stellar
10227020,15.344,4,229.817,170.121,143.195,128.177,116.405,q1_q17_dr25_stellar
10215869,14.115,1,153.286,154.230,172.055,196.085,216.225,q1_q17_dr25_stellar
10227863,13.753,1,85.518,64.668,56.291,51.172,47.698,q1_q17_dr25_stellar
10219288,12.798,1,95.118,88.447,88.627,92.939,98.988,q1_q17_dr25_stellar
10219361,12.742,1,135.557,118.131,104.155,94.545,86.832,q1_q17_dr25_stellar
10190777,13.590,1,81.797,69.468,65.692,65.548,67.281,q1_q17_dr25_stellar
10223616,15.187,1,238.115,195.642,182.469,179.350,183.133,q1_q17_dr25_stellar
10191449,15.502,1,180.380,142.680,126.299,117.831,113.249,q1_q17_dr25_stellar
10153827,15.822,1,262.898,194.142,163.703,145.948,131.563,q1_q17_dr25_stellar
10157458,15.302,2,187.987,139.035,116.757,103.393,92.886,q1_q17_dr25_stellar
10213902,15.517,1,205.011,150.838,127.327,113.137,103.108,q1_q17_dr25_stellar
10187563,15.256,1,201.726,149.680,125.684,111.499,100.659,q1_q17_dr25_stellar
10206675,15.245,1,217.810,177.791,160.001,152.193,146.749,q1_q17_dr25_stellar
10232693,13.405,1,79.223,58.919,49.750,45.204,42.227,q1_q17_dr25_stellar
10214328,10.629,1,43.973,46.262,48.701,50.687,52.947,q1_q17_dr25_stellar
10287242,15.637,1,310.490,274.836,266.223,264.271,270.290,q1_q17_dr25_stellar
10341777,13.087,1,50.926,41.053,37.074,34.954,33.306,q1_q17_dr25_stellar
10341831,14.960,1,170.196,137.668,125.670,117.244,113.222,q1_q17_dr25_stellar
10292540,15.959,1,324.960,240.651,203.568,180.585,163.879,q1_q17_dr25_stellar
10330495,14.724,1,156.211,136.026,131.842,134.914,140.730,q1_q17_dr25_stellar
10341913,13.079,1,51.374,39.573,34.925,32.189,30.037,q1_q17_dr25_stellar
10363281,12.310,1,62.735,61.306,63.410,67.072,71.347,q1_q17_dr25_stellar
10268809,13.737,1,121.826,110.175,101.974,98.638,97.552,q1_q17_dr25_stellar
10387742,12.623,2,44.283,34.635,30.351,27.982,26.387,q1_q17_dr25_stellar
10383729,13.594,1,76.318,57.818,49.138,43.872,40.397,q1_q17_dr25_stellar
10289119,12.249,1,59.673,49.611,45.203,43.261,42.481,q1_q17_dr25_stellar
10339000,14.333,1,113.926,89.202,77.968,71.545,67.535,q1_q17_dr25_stellar
10294613,14.898,1,215.956,187.168,177.733,177.641,184.897,q1_q17_dr25_stellar
10353968,14.959,1,189.485,153.917,139.390,135.036,134.982,q1_q17_dr25_stellar
10384798,14.777,1,162.986,123.643,107.092,97.478,91.501,q1_q17_dr25_stellar
10332789,15.861,1,310.638,246.211,217.590,202.294,193.241,q1_q17_dr25_stellar
10329196,12.429,1,55.629,43.282,37.857,34.757,32.340,q1_q17_dr25_stellar
10407086,12.877,2,42.758,32.931,28.182,25.296,23.353,q1_q17_dr25_stellar
10407482,15.056,1,185.444,158.135,153.910,158.176,166.175,q1_q17_dr25_stellar
10399321,11.981,1,51.639,40.515,35.905,33.119,31.293,q1_q17_dr25_stellar
10417704,13.907,1,114.617,98.618,93.569,93.278,91.132,q1_q17_dr25_stellar
10526549,15.302,1,181.489,133.534,113.571,102.174,93.250,q1_q17_dr25_stellar
10418224,14.588,1,127.852,100.636,89.075,83.620,80.507,q1_q17_dr25_stellar
10454313,14.708,1,132.062,98.717,83.403,74.366,67.526,q1_q17_dr25_stellar
10470206,13.893,1,62.819,49.858,44.582,42.312,40.901,q1_q17_dr25_stellar
10514430,10.821,1,65.440,55.530,49.658,45.633,42.538,q1_q17_dr25_stellar
10481054,13.929,1,83.611,66.113,58.964,55.988,54.120,q1_q17_dr25_stellar
10489206,14.752,2,192.809,155.073,143.530,141.715,143.754,q1_q17_dr25_stellar
10489345,15.942,1,381.665,303.606,271.009,254.629,240.352,q1_q17_dr25_stellar
10489539,12.250,1,43.160,38.057,37.556,39.000,41.371,q1_q17_dr25_stellar
10419211,15.472,1,215.698,159.931,134.252,119.398,107.812,q1_q17_dr25_stellar
10464050,14.769,1,164.546,140.058,137.124,140.678,148.386,q1_q17_dr25_stellar
10471167,13.007,1,406.569,325.552,300.106,281.510,262.422,q1_q17_dr25_stellar
10515564,14.811,1,153.689,113.718,96.406,86.496,77.843,q1_q17_dr25_stellar
10535708,15.609,2,208.250,167.353,150.648,137.675,131.182,q1_q17_dr25_stellar
10535897,13.793,1,72.779,54.474,46.818,42.409,39.625,q1_q17_dr25_stellar
10490960,14.300,1,250.253,235.988,236.668,246.616,262.758,q1_q17_dr25_stellar
10491044,15.957,1,362.700,264.379,222.051,196.138,178.263,q1_q17_dr25_stellar
10486425,12.465,1,246.939,305.099,332.030,347.625,371.080,q1_q17_dr25_stellar
10460629,13.997,1,84.318,63.979,54.999,49.387,45.182,q1_q17_dr25_stellar
10487228,15.714,1,296.028,229.292,195.530,177.344,164.231,q1_q17_dr25_stellar
10616571,13.057,1,99.802,98.575,104.495,113.063,122.713,q1_q17_dr25_stellar
10616656,12.138,1,48.316,41.155,38.060,36.759,35.907,q1_q17_dr25_stellar
10651816,14.640,1,147.941,125.541,117.944,114.866,115.179,q1_q17_dr25_stellar
10682541,15.861,1,418.557,349.004,311.490,298.909,297.285,q1_q17_dr25_stellar
10556891,15.341,1,272.778,206.215,177.666,158.275,141.688,q1_q17_dr25_stellar
10552151,14.519,1,146.335,114.877,100.072,91.946,85.020,q1_q17_dr25_stellar
10583066,15.784,1,289.100,217.585,185.485,167.172,153.462,q1_q17_dr25_stellar
10617638,14.550,1,130.625,98.811,85.026,76.838,71.172,q1_q17_dr25_stellar
10552700,11.601,1,35.817,31.627,29.405,28.025,26.766,q1_q17_dr25_stellar
10661718,15.277,1,160.675,119.722,101.106,89.881,82.097,q1_q17_dr25_stellar
10661778,17.661,1,1026.080,756.406,642.809,582.366,544.984,q1_q17_dr25_stellar
10662202,15.377,4,213.120,175.649,164.579,163.345,167.998,q1_q17_dr25_stellar
10663411,14.856,1,150.749,122.711,112.801,105.306,105.180,q1_q17_dr25_stellar
10656508,14.989,1,154.685,115.591,100.213,90.896,84.461,q1_q17_dr25_stellar
10579570,13.771,1,102.731,83.504,77.585,76.014,77.137,q1_q17_dr25_stellar
10663976,14.182,1,98.571,77.322,68.501,63.983,61.430,q1_q17_dr25_stellar
10743597,15.488,4,275.825,225.243,206.290,196.907,189.201,q1_q17_dr25_stellar
10753922,15.418,1,270.869,203.365,175.889,159.240,152.383,q1_q17_dr25_stellar
10793576,14.056,1,88.837,70.935,64.995,62.038,61.479,q1_q17_dr25_stellar
10813841,15.406,1,253.168,209.604,194.965,190.006,188.530,q1_q17_dr25_stellar
10842192,15.911,1,393.186,306.071,268.052,248.191,240.202,q1_q17_dr25_stellar
10744335,15.803,1,270.285,198.869,168.910,151.638,138.286,q1_q17_dr25_stellar
10858504,15.087,1,155.857,120.077,106.809,99.851,96.233,q1_q17_dr25_stellar
10858691,15.587,4,203.502,154.363,133.299,121.888,114.082,q1_q17_dr25_stellar
10727668,16.321,1,401.794,311.452,267.989,238.990,214.937,q1_q17_dr25_stellar
10858832,14.279,1,117.935,98.778,92.644,91.852,92.554,q1_q17_dr25_stellar
10811496,15.436,1,285.461,257.649,259.470,272.688,293.075,q1_q17_dr25_stellar
10802364,14.857,1,147.191,117.027,103.762,97.353,93.060,q1_q17_dr25_stellar
10734441,15.780,1,237.897,174.723,144.807,126.255,112.813,q1_q17_dr25_stellar
10845188,13.867,1,87.733,65.482,55.240,48.423,44.206,q1_q17_dr25_stellar
10876237,13.147,1,62.326,48.932,44.560,42.535,40.748,q1_q17_dr25_stellar
10979716,15.774,1,322.677,267.692,249.647,241.792,243.447,q1_q17_dr25_stellar
10923260,14.546,1,174.781,182.352,203.215,228.505,249.719,q1_q17_dr25_stellar
10965963,13.881,1,237.331,249.559,261.203,272.467,293.335,q1_q17_dr25_stellar
10873178,14.639,1,132.883,101.099,86.976,78.990,75.094,q1_q17_dr25_stellar
10977671,14.323,1,105.527,80.671,69.552,63.298,59.409,q1_q17_dr25_stellar
10960995,14.498,1,1056.136,1103.531,1195.629,1293.082,1376.989,q1_q17_dr25_stellar
10920420,12.521,1,80.665,90.218,96.046,99.955,105.142,q1_q17_dr25_stellar
10990886,14.273,1,148.933,120.807,107.713,100.814,98.824,q1_q17_dr25_stellar
10909127,15.353,1,217.491,168.973,148.779,139.504,135.527,q1_q17_dr25_stellar
10863608,15.553,1,197.973,146.447,121.643,106.640,95.872,q1_q17_dr25_stellar
10963065,8.769,1,17.150,15.248,14.852,14.956,15.224,q1_q17_dr25_stellar
10991114,14.108,1,110.822,86.445,76.389,71.193,68.439,q1_q17_dr25_stellar
10984090,12.772,2,46.493,35.185,30.549,28.155,26.599,q1_q17_dr25_stellar
10991389,14.897,1,174.942,136.497,119.787,111.193,106.256,q1_q17_dr25_stellar
10864531,15.375,2,226.596,181.493,162.483,155.905,154.426,q1_q17_dr25_stellar
10917681,14.107,1,97.350,81.027,76.757,76.847,79.524,q1_q17_dr25_stellar
11029877,13.681,1,100.903,106.185,115.720,126.330,135.023,q1_q17_dr25_stellar
11129258,15.535,1,253.417,208.322,198.223,195.523,198.211,q1_q17_dr25_stellar
11019739,15.517,1,240.849,187.876,162.541,153.599,148.172,q1_q17_dr25_stellar
11071200,12.998,2,76.606,70.897,68.251,66.615,63.981,q1_q17_dr25_stellar
11071207,13.831,1,228.416,232.201,238.741,246.642,259.596,q1_q17_dr25_stellar
11100670,13.776,1,97.756,76.107,66.840,61.596,57.734,q1_q17_dr25_stellar
11015323,14.106,1,102.130,76.304,65.030,58.437,54.033,q1_q17_dr25_stellar
11038580,13.846,1,89.771,68.307,58.539,51.981,46.222,q1_q17_dr25_stellar
11076276,15.117,1,159.385,116.150,96.597,85.097,75.979,q1_q17_dr25_stellar
11093335,11.159,1,63.294,54.290,49.630,47.274,45.854,q1_q17_dr25_stellar
11152511,13.618,1,80.535,62.204,53.871,48.546,44.862,q1_q17_dr25_stellar
11296437,11.741,2,39.649,36.352,35.623,35.607,35.705,q1_q17_dr25_stellar
11197126,12.786,1,77.369,60.113,52.077,47.374,44.432,q1_q17_dr25_stellar
11283615,15.471,1,279.692,224.707,203.301,195.263,189.110,q1_q17_dr25_stellar
11197853,13.586,1,192.679,186.651,182.541,177.790,171.352,q1_q17_dr25_stellar
11147276,13.984,1,232.700,270.787,301.434,326.167,351.256,q1_q17_dr25_stellar
11233911,14.742,1,301.988,345.270,385.598,423.425,462.158,q1_q17_dr25_stellar
11198419,15.841,1,392.589,347.092,340.440,348.264,366.378,q1_q17_dr25_stellar
11284772,15.142,2,234.311,186.707,164.274,155.074,148.222,q1_q17_dr25_stellar
11176127,15.415,3,257.760,193.446,165.118,149.484,138.790,q1_q17_dr25_stellar
11193447,13.397,1,667.665,540.464,444.319,387.085,339.151,q1_q17_dr25_stellar
11234677,13.296,1,296.018,357.571,385.429,392.142,397.403,q1_q17_dr25_stellar
11240948,12.471,1,64.786,56.347,49.920,46.533,43.377,q1_q17_dr25_stellar
11285136,15.533,1,341.545,330.074,338.184,349.227,354.661,q1_q17_dr25_stellar
11189311,12.146,1,52.679,56.563,62.493,69.283,75.749,q1_q17_dr25_stellar
11199233,14.166,1,209.986,174.615,159.791,152.929,153.576,q1_q17_dr25_stellar
11250587,12.702,1,51.248,41.458,37.738,36.056,35.307,q1_q17_dr25_stellar
11360805,14.803,2,151.437,114.903,99.269,90.969,85.501,q1_q17_dr25_stellar
11414368,14.886,1,159.420,118.980,101.486,91.210,84.112,q1_q17_dr25_stellar
11457726,13.977,1,87.633,70.584,64.724,62.738,62.755,q1_q17_dr25_stellar
11342550,15.305,1,188.766,140.593,120.220,107.619,97.459,q1_q17_dr25_stellar
11392618,12.037,1,44.219,34.613,30.427,27.901,25.861,q1_q17_dr25_stellar
11404644,15.179,1,245.378,244.872,262.841,286.710,312.121,q1_q17_dr25_stellar
11351454,15.429,1,188.986,139.216,115.251,101.211,91.288,q1_q17_dr25_stellar
11393248,15.337,1,192.949,140.091,116.029,102.171,91.206,q1_q17_dr25_stellar
11407847,15.337,1,193.224,141.131,119.901,106.641,96.758,q1_q17_dr25_stellar
11358305,13.410,1,103.640,114.914,127.448,138.867,148.376,q1_q17_dr25_stellar
11348997,15.535,1,245.228,185.890,162.829,150.648,144.699,q1_q17_dr25_stellar
11462556,11.270,1,41.891,35.797,32.093,29.715,27.612,q1_q17_dr25_stellar
11408935,15.284,1,238.394,200.117,187.656,184.394,186.563,q1_q17_dr25_stellar
11341164,12.366,1,60.448,56.320,54.682,53.683,53.222,q1_q17_dr25_stellar
11453930,13.127,2,54.685,43.614,39.240,36.793,35.302,q1_q17_dr25_stellar
11360571,13.754,1,94.205,89.838,94.388,100.272,104.446,q1_q17_dr25_stellar
11560382,15.356,1,175.920,129.021,108.393,96.899,88.322,q1_q17_dr25_stellar
11493431,14.782,1,176.608,137.818,123.282,114.519,109.006,q1_q17_dr25_stellar
11465651,14.681,1,147.818,114.626,101.544,94.618,90.538,q1_q17_dr25_stellar
11465950,15.869,1,304.254,225.989,190.625,170.759,155.186,q1_q17_dr25_stellar
11506654,14.390,1,110.017,82.155,69.213,61.965,55.903,q1_q17_dr25_stellar
11614528,15.546,1,242.017,181.571,153.951,137.767,125.417,q1_q17_dr25_stellar
11499228,14.090,1,106.260,90.013,86.688,87.564,91.183,q1_q17_dr25_stellar
11521793,13.770,2,88.539,67.100,57.675,52.338,48.861,q1_q17_dr25_stellar
11569475,13.449,1,202.040,182.691,154.948,133.494,118.143,q1_q17_dr25_stellar
11501492,15.155,1,196.986,147.918,126.153,113.256,106.934,q1_q17_dr25_stellar
11764462,13.069,1,65.898,55.297,50.958,49.200,49.465,q1_q17_dr25_stellar
11804465,13.438,1,77.522,59.021,50.897,46.768,43.530,q1_q17_dr25_stellar
11674709,11.957,1,125.542,149.978,163.834,171.751,185.366,q1_q17_dr25_stellar
11769689,14.654,1,137.989,102.864,87.199,77.928,71.110,q1_q17_dr25_stellar
11769890,13.800,1,92.275,77.288,73.934,74.656,76.523,q1_q17_dr25_stellar
11774303,15.177,1,278.352,258.511,248.213,241.058,231.897,q1_q17_dr25_stellar
11705004,15.901,2,327.664,258.776,230.837,218.410,213.320,q1_q17_dr25_stellar
11670599,14.263,1,99.120,72.894,61.386,55.016,50.086,q1_q17_dr25_stellar
11701407,15.279,1,240.930,190.338,167.679,155.168,146.124,q1_q17_dr25_stellar
11724210,14.737,1,222.365,212.933,224.914,244.407,265.996,q1_q17_dr25_stellar
11621897,14.491,1,128.279,97.447,84.232,76.546,71.131,q1_q17_dr25_stellar
11650543,13.553,1,72.342,55.397,47.468,42.755,39.252,q1_q17_dr25_stellar
11667548,15.610,1,242.449,180.997,153.170,137.277,126.387,q1_q17_dr25_stellar
11671646,13.870,1,91.829,70.877,61.269,55.596,51.258,q1_q17_dr25_stellar
11773022,14.669,3,190.832,173.310,176.465,186.066,199.109,q1_q17_dr25_stellar
11856178,11.767,1,80.349,96.255,107.116,115.774,126.995,q1_q17_dr25_stellar
11825996,13.132,1,75.055,59.607,53.083,49.849,47.797,q1_q17_dr25_stellar
11818607,14.630,1,146.765,114.294,100.720,93.873,89.746,q1_q17_dr25_stellar
11858541,14.215,1,148.907,134.872,137.414,143.901,152.793,q1_q17_dr25_stellar
11852982,14.216,1,156.759,128.904,118.494,114.879,116.600,q1_q17_dr25_stellar
11867608,13.607,1,74.603,56.446,48.077,43.399,40.587,q1_q17_dr25_stellar
11966557,15.680,1,426.158,386.492,375.074,368.683,363.797,q1_q17_dr25_stellar
11853905,12.211,1,44.119,33.665,28.940,25.988,23.867,q1_q17_dr25_stellar
11959893,12.717,1,91.681,77.643,69.499,64.103,59.741,q1_q17_dr25_stellar
11966668,15.693,1,270.934,202.588,171.742,154.281,139.913,q1_q17_dr25_stellar
11860395,15.654,1,268.388,197.592,165.775,149.021,134.735,q1_q17_dr25_stellar
11854636,15.424,1,273.442,197.234,163.296,144.233,130.058,q1_q17_dr25_stellar
11905409,15.739,1,329.451,243.356,203.502,179.925,161.817,q1_q17_dr25_stellar
11954842,13.029,1,60.468,44.756,38.426,34.560,31.710,q1_q17_dr25_stellar
11911580,13.906,1,92.054,74.720,68.419,66.392,66.534,q1_q17_dr25_stellar
11855538,12.227,1,72.774,80.584,88.072,94.272,100.743,q1_q17_dr25_stellar
11955499,14.880,1,178.236,133.763,114.305,102.316,92.612,q1_q17_dr25_stellar
12157983,13.766,1,108.794,94.413,91.510,92.828,96.200,q1_q17_dr25_stellar
12062660,17.382,1,1794.466,1660.249,1611.095,1573.532,1552.956,q1_q17_dr25_stellar
11975363,15.409,1,450.001,462.356,513.116,571.638,621.262,q1_q17_dr25_stellar
12020218,15.259,1,215.024,159.200,134.785,120.214,109.019,q1_q17_dr25_stellar
12109267,13.815,1,90.598,71.410,63.254,59.553,57.556,q1_q17_dr25_stellar
12013615,13.878,1,209.826,205.826,206.801,209.406,213.186,q1_q17_dr25_stellar
12416597,14.732,2,184.303,149.798,135.805,129.428,124.862,q1_q17_dr25_stellar
12208887,15.929,1,410.105,317.678,280.188,258.570,242.568,q1_q17_dr25_stellar
12253490,15.053,1,235.069,183.297,160.912,148.876,140.682,q1_q17_dr25_stellar
12367017,14.730,1,242.433,204.377,186.038,180.585,174.947,q1_q17_dr25_stellar
12417486,14.932,1,197.275,147.399,123.636,110.000,100.701,q1_q17_dr25_stellar
12403968,15.832,1,331.522,243.726,203.417,177.820,158.329,q1_q17_dr25_stellar
12170767,13.325,1,96.789,76.354,67.471,64.387,62.709,q1_q17_dr25_stellar
12418891,15.855,1,362.031,268.938,227.848,202.749,185.045,q1_q17_dr25_stellar
12356617,13.293,1,67.727,51.098,43.395,39.000,35.555,q1_q17_dr25_stellar
12251779,14.415,1,175.664,142.655,130.104,122.763,117.329,q1_q17_dr25_stellar
12351927,15.520,1,356.745,296.031,273.790,264.813,266.036,q1_q17_dr25_stellar
12405950,12.305,1,45.753,37.896,34.421,32.570,31.495,q1_q17_dr25_stellar
12306058,13.007,2,79.102,59.958,51.563,46.381,42.760,q1_q17_dr25_stellar
12401863,13.467,1,77.220,57.286,48.520,43.383,39.743,q1_q17_dr25_stellar
12216706,15.009,2,520.412,478.930,484.683,476.055,456.847,q1_q17_dr25_stellar
12365015,14.343,1,858.170,680.873,577.135,514.182,467.474,q1_q17_dr25_stellar
12266636,14.264,2,116.549,87.391,74.825,67.736,62.149,q1_q17_dr25_stellar
12252732,11.446,1,29.547,23.599,21.087,19.875,18.857,q1_q17_dr25_stellar
2164169,14.757,1,184.546,138.795,119.857,108.195,99.251,q1_q17_dr25_stellar
1717722,15.689,2,398.089,301.910,264.463,242.277,224.444,q1_q17_dr25_stellar
2019477,13.330,2,88.112,68.714,60.428,57.066,54.173,q1_q17_dr25_stellar
12459913,14.647,1,152.423,113.434,95.601,85.742,79.124,q1_q17_dr25_stellar
12506351,13.184,1,212.011,257.413,284.738,302.560,323.543,q1_q17_dr25_stellar
12643582,16.442,1,810.189,645.952,582.728,555.648,550.830,q1_q17_dr25_stellar
1872821,14.909,1,207.968,157.015,135.562,123.839,118.449,q1_q17_dr25_stellar
2013883,11.215,1,36.946,30.459,27.518,26.318,25.721,q1_q17_dr25_stellar
12555616,13.852,1,92.655,69.041,58.578,52.178,47.013,q1_q17_dr25_stellar
2161536,15.661,1,364.787,288.690,258.570,245.034,238.212,q1_q17_dr25_stellar
2142501,12.267,1,51.179,41.360,37.711,36.279,35.431,q1_q17_dr25_stellar
12505654,14.988,1,206.631,152.649,127.589,115.308,104.867,q1_q17_dr25_stellar
1871056,13.038,2,70.968,57.801,52.734,50.871,50.598,q1_q17_dr25_stellar
2440757,15.122,1,220.759,166.806,145.022,129.472,119.142,q1_q17_dr25_stellar
2578811,11.989,1,53.241,58.579,66.008,74.153,81.552,q1_q17_dr25_stellar
2710623,14.103,1,108.271,85.768,76.867,72.072,69.340,q1_q17_dr25_stellar
2558163,15.388,1,243.063,183.446,157.290,142.257,131.837,q1_q17_dr25_stellar
2573056,14.676,1,146.215,108.205,91.797,82.144,75.940,q1_q17_dr25_stellar
2711114,12.335,1,84.248,81.571,82.033,83.266,85.732,q1_q17_dr25_stellar
2437149,17.628,1,1429.111,1085.847,931.273,829.235,759.394,q1_q17_dr25_stellar
2441728,13.098,1,61.323,46.306,39.767,35.832,32.470,q1_q17_dr25_stellar
2422820,15.365,1,246.869,185.060,156.555,142.309,131.078,q1_q17_dr25_stellar
2437505,17.290,2,10519.628,7693.280,6457.406,5413.583,4617.334,q1_q17_dr25_stellar
2708172,13.814,1,87.851,68.987,62.118,57.952,55.212,q1_q17_dr25_stellar
2708203,13.517,1,85.046,75.030,73.278,74.051,75.332,q1_q17_dr25_stellar
2167444,14.141,1,720.282,655.666,596.992,557.843,536.258,q1_q17_dr25_stellar
2449245,15.324,1,269.228,208.891,181.599,166.609,155.620,q1_q17_dr25_stellar
2167890,12.858,1,226.108,249.746,260.837,268.368,280.444,q1_q17_dr25_stellar
2299738,13.961,1,172.017,182.809,199.907,218.471,238.482,q1_q17_dr25_stellar
2582800,13.503,1,88.569,71.134,63.467,59.628,56.599,q1_q17_dr25_stellar
2309910,14.615,1,169.517,134.444,120.612,112.709,106.959,q1_q17_dr25_stellar
2438406,16.546,1,607.957,441.166,366.729,329.707,298.202,q1_q17_dr25_stellar
2438490,17.772,1,2017.315,1798.813,1784.395,1749.812,1742.587,q1_q17_dr25_stellar
2556650,15.959,1,427.014,334.908,293.888,273.152,259.440,q1_q17_dr25_stellar
2578017,15.784,1,358.577,263.187,218.060,192.592,174.213,q1_q17_dr25_stellar
2557430,11.471,1,226.120,275.942,305.985,321.059,341.824,q1_q17_dr25_stellar
2720828,14.971,1,205.603,155.365,134.299,123.843,114.717,q1_q17_dr25_stellar
2853446,13.835,1,96.921,72.863,61.427,54.394,49.517,q1_q17_dr25_stellar
3114167,15.591,1,277.487,206.966,173.409,152.580,137.135,q1_q17_dr25_stellar
3119256,11.056,1,36.044,33.038,32.906,33.256,33.607,q1_q17_dr25_stellar
3109930,14.633,1,159.098,122.876,105.546,93.868,84.756,q1_q17_dr25_stellar
2849140,15.353,1,251.651,189.069,161.524,145.308,133.624,q1_q17_dr25_stellar
2976017,14.261,1,116.163,86.715,73.376,66.063,61.427,q1_q17_dr25_stellar
2854914,13.703,2,91.169,71.087,63.493,59.926,57.875,q1_q17_dr25_stellar
3120308,14.658,1,164.594,127.614,111.580,103.364,98.127,q1_q17_dr25_stellar
3127817,12.155,1,113.213,129.495,141.135,151.098,163.665,q1_q17_dr25_stellar
2860594,13.370,1,141.687,144.437,152.893,162.264,173.784,q1_q17_dr25_stellar
2860656,15.392,1,269.060,199.886,167.751,146.722,132.802,q1_q17_dr25_stellar
2985587,13.910,1,104.775,84.643,76.613,73.051,70.701,q1_q17_dr25_stellar
3356193,15.902,1,387.053,281.694,234.721,207.028,184.674,q1_q17_dr25_stellar
3438507,15.291,1,220.718,167.834,143.683,130.429,120.664,q1_q17_dr25_stellar
3241619,12.524,1,570.627,676.001,736.387,771.379,822.097,q1_q17_dr25_stellar
3248696,15.270,1,256.128,189.965,160.960,143.721,132.938,q1_q17_dr25_stellar
3344427,15.832,1,2479.154,2243.956,2029.029,1815.085,1620.996,q1_q17_dr25_stellar
3438975,12.302,1,45.347,35.436,30.948,28.610,26.988,q1_q17_dr25_stellar
3228825,12.028,1,70.887,82.701,90.633,96.141,102.272,q1_q17_dr25_stellar
3327980,12.119,1,154.258,163.305,166.420,171.369,175.913,q1_q17_dr25_stellar
3439126,15.104,1,360.987,346.095,352.494,368.458,393.460,q1_q17_dr25_stellar
3228945,15.021,1,216.226,197.436,196.638,201.868,210.298,q1_q17_dr25_stellar
3244792,14.803,1,190.436,147.478,128.871,119.721,115.076,q1_q17_dr25_stellar
3328026,15.147,1,191.266,141.123,119.049,106.023,96.060,q1_q17_dr25_stellar
3239636,14.662,1,151.389,112.443,94.872,83.719,75.064,q1_q17_dr25_stellar
3329204,15.617,1,260.048,190.984,160.953,145.075,136.362,q1_q17_dr25_stellar
3341982,15.773,1,327.428,242.662,206.375,183.460,168.052,q1_q17_dr25_stellar
3440861,14.463,1,122.990,91.541,77.654,69.154,63.533,q1_q17_dr25_stellar
3240159,12.261,1,66.996,58.671,54.684,52.630,52.027,q1_q17_dr25_stellar
3338660,14.807,1,2049.320,2430.615,2584.666,2651.764,2734.002,q1_q17_dr25_stellar
