planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,Teff,Teff_err1,Teff_err2,FeH,FeH_err1,FeH_err2,logg,logg_err1,logg_err2,limbdark_1,limbdark_2,period,period_err1,period_err2,epoch,epoch_err1,epoch_err2,prad,prad_err1,prad_err2,impact,impact_err1,impact_err2,depth,depth_err1,depth_err2,duration,duration_err1,duration_err2,ror,ror_err1,ror_err2,dor,dor_err1,dor_err2,snr,num_transits
K03876.01,CANDIDATE,K03876,3440118,1,12.624,0.9710,0.0470,-0.0800,0.8840,0.1230,-0.0390,0.2970137258540757,0.11329925071072205,-0.050895916529134055,5620.00,100.00,-111.00,0.0600,0.1500,-0.1500,4.533,0.023,-0.113,0.4603,0.2291,19.577832790,3.6960000e-05,-3.6960000e-05,131.7142100,1.530000e-03,-1.530000e-03,1.96,2.700e-01,-9.000e-02,0.6940,0.0070,-0.5090,4.3260e+02,1.350e+01,-1.350e+01,1.98570,0.04800,-0.04800,0.020303,2.966000e-03,-1.419000e-03,56.400000,26.800000,-26.800000,37.20,72
K03878.01,CONFIRMED,K03878,4472818,2,12.72,1.0320,0.0570,-0.0630,0.9860,0.1480,-0.0530,0.18120024345284902,0.12116849104335448,-0.056657352209107045,5818.00,78.00,-78.00,0.1000,0.1500,-0.1500,4.464,0.040,-0.120,0.4096,0.2602,70.967208700,1.8470000e-04,-1.8470000e-04,182.6699100,2.020000e-03,-2.020000e-03,2.84,4.200e-01,-1.500e-01,0.5450,0.0350,-0.4190,7.8470e+02,1.230e+01,-1.230e+01,6.96230,0.07040,-0.07040,0.026365,2.218000e-03,-8.710000e-04,67.700000,18.200000,-18.200000,69.30,16
K07791.01,CANDIDATE,K07791,6790592,1,10.028,1.1100,0.2070,-0.1280,152.9690,9.1920,-27.5760,-6.359336013013496,0.0733452046456815,-0.21626830270328057,3287.00,117.00,-78.00,-0.1000,0.2500,-0.1500,0.114,0.208,-0.052,0.9428,-0.1204,106.187320000,3.1740000e-02,-3.1740000e-02,180.7960000,1.720000e-01,-1.720000e-01,231.85,1.394e+01,-4.179e+01,0.0270,0.4290,-0.0270,2.6610e+02,3.270e+01,-3.270e+01,10.29000,2.60000,-2.60000,0.013880,1.190000e-03,-1.171000e-03,79.900000,16.300000,-16.300000,8.60,3
K01922.03,CONFIRMED,K01922,9411166,3,15.356,1.0100,0.0730,-0.0610,1.1360,0.1800,-0.1470,-0.01266232935706749,0.12744730848398955,-0.1418706770596216,5741.00,77.00,-77.00,0.1600,0.1500,-0.1500,4.331,0.115,-0.115,nan,nan,105.655265100,6.2450000e-04,-6.2450000e-04,230.0986500,4.890000e-03,-4.890000e-03,4.22,6.600e-01,-5.500e-01,0.3710,0.0590,-0.3710,1.3669e+03,3.350e+01,-3.350e+01,9.39000,0.13700,-0.13700,0.033986,4.950000e-04,-1.041000e-03,83.000000,24.600000,-24.600000,42.30,12
K00416.03,CANDIDATE,K00416,6508221,4,14.29,0.8260,0.0350,-0.0690,0.7380,0.0540,-0.0310,0.46196225283654757,0.06392644439786432,-0.04926684220688771,5176.00,102.00,-102.00,-0.1800,0.1500,-0.1500,4.612,0.016,-0.060,0.4945,0.20439999999999997,9.747658780,9.8820000e-05,-9.8820000e-05,139.1642400,7.960000e-03,-7.960000e-03,0.78,6.000e-02,-3.000e-02,0.6580,0.2950,-0.4340,1.0200e+02,1.150e+01,-1.150e+01,2.62000,0.31200,-0.31200,0.009733,2.290000e-04,-1.039000e-03,21.800000,10.800000,-10.800000,11.60,131
K02004.02,CONFIRMED,K02004,12154526,3,13.351,1.0710,0.0660,-0.0660,1.1760,0.1820,-0.1490,-0.03228120340321336,0.1245760708460199,-0.1385483295042474,5700.00,114.00,-114.00,0.3400,0.1000,-0.1500,4.327,0.103,-0.115,0.4282000000000001,0.2514,3.188990150,1.9700000e-05,-1.9700000e-05,133.5262400,5.220000e-03,-5.220000e-03,0.98,1.500e-01,-1.300e-01,0.5260,0.4290,-0.3110,6.6200e+01,4.100e+00,-4.100e+00,2.72200,0.15100,-0.15100,0.007617,9.500000e-05,-5.600000e-04,7.720000,3.000000,-3.000000,18.40,416
K07798.01,CANDIDATE,K07798,6952971,1,14.706,1.1830,0.1690,-0.1520,1.1550,0.3890,-0.1300,0.03439008292873112,0.23649405238639282,-0.12858378811566656,6450.00,153.00,-211.00,-0.0800,0.2500,-0.3000,4.386,0.065,-0.208,0.2947,0.3103,309.891030000,1.6300000e-02,-1.6300000e-02,259.0588000,4.030000e-02,-4.030000e-02,2.15,7.300e-01,-2.400e-01,0.5690,0.0010,-0.4820,3.2130e+02,3.690e+01,-3.690e+01,16.40000,1.50000,-1.50000,0.017056,1.149000e-03,-9.660000e-04,121.700000,54.600000,-54.600000,10.70,4
K02039.02,CONFIRMED,K02039,8804845,2,14.305,0.9810,0.0480,-0.0660,0.9340,0.1270,-0.0540,0.22977966967495841,0.11106963363952746,-0.061461753539720027,5594.00,75.00,-83.00,0.1600,0.1500,-0.1500,4.489,0.038,-0.113,0.4695,0.224,0.762132307,3.7990000e-06,-3.7990000e-06,131.6154200,3.750000e-03,-3.750000e-03,0.75,1.100e-01,-4.000e-02,0.3990,0.0520,-0.3990,6.3700e+01,8.000e+00,-8.000e+00,1.22000,0.15500,-0.15500,0.007382,7.800000e-04,-3.370000e-04,4.470000,1.600000,-1.600000,11.50,1656
K03880.01,CANDIDATE,K03880,4147444,1,10.762,1.0540,0.1930,-0.1130,1.1660,0.3570,-0.1920,-0.02810374940716787,0.221246863317187,-0.1928467771143835,6438.00,181.00,-227.00,-0.2600,0.2500,-0.3000,4.330,0.108,-0.201,0.2859,0.3124,1.803697292,4.0020000e-06,-4.0020000e-06,131.5136500,1.850000e-03,-1.850000e-03,1.00,3.000e-01,-1.700e-01,0.4050,0.0670,-0.4050,6.9700e+01,3.300e+00,-3.300e+00,1.59220,0.05010,-0.05010,0.007829,3.750000e-04,-1.850000e-04,8.010000,3.400000,-3.400000,25.80,741
K03728.01,CONFIRMED,K03728,7515679,1,12.252,2.0540,0.1100,-0.5850,4.0370,0.4000,-2.2660,-1.3564245179843937,0.08430579205093847,nan,7358.00,203.00,-330.00,-0.0800,0.2500,-0.3000,3.538,0.580,-0.061,0.2457,0.3221,5.546083089,8.2580000e-06,-8.2580000e-06,133.5034800,1.230000e-03,-1.230000e-03,22.27,2.200e+00,-1.250e+01,0.9020,0.0130,-0.6290,2.2110e+03,4.550e+01,-4.550e+01,2.71700,0.11000,-0.11000,0.050506,1.074000e-03,-6.259000e-03,8.460000,4.200000,-4.200000,56.40,238
K03810.01,CANDIDATE,K03810,5769943,1,16.758,0.4120,0.0290,-0.0350,0.3890,0.0280,-0.0310,0.9941997030413013,0.06487103083254608,-0.08617065062386609,3644.00,40.00,-51.00,-0.3000,0.1000,-0.1000,4.871,0.033,-0.033,0.2405,0.4418,1.013774136,4.3500000e-06,-4.3500000e-06,131.9588800,1.950000e-03,-1.950000e-03,18.59,1.340e+00,-1.480e+00,1.1610,10.5400,-0.0210,3.3878e+04,2.620e+02,-2.620e+02,1.27740,0.01470,-0.01470,0.437570,1.046632e+01,-1.572400e-02,5.300000,2.600000,-2.600000,166.80,88
K03811.01,CANDIDATE,K03811,4638237,1,13.906,0.9470,0.0800,-0.0470,1.2630,0.2000,-0.2450,-0.1787087816774286,0.1278368220895328,-0.2323187012062118,5631.00,84.00,-67.00,0.0700,0.1500,-0.1500,4.212,0.188,-0.101,0.4046,0.2638,290.140171700,2.6160000e-04,-2.6160000e-04,307.2506180,6.500000e-04,-6.500000e-04,11.58,1.840e+00,-2.250e+00,0.9350,5.6810,-0.0290,4.8360e+03,8.720e+01,-8.720e+01,2.15830,0.04720,-0.04720,0.083972,5.380720e+00,-8.988000e-03,564.000000,278.000000,-278.000000,69.10,5
K02078.02,CONFIRMED,K02078,9351316,2,15.561,0.6510,0.0340,-0.0300,0.6410,0.0250,-0.0300,0.5421581909970298,0.037780124197512976,-0.048090188157491276,4243.00,84.00,-84.00,0.0200,0.1500,-0.1500,4.637,0.027,-0.020,0.6834,0.0718,161.515617000,1.2580000e-03,-1.2580000e-03,176.4997800,6.360000e-03,-6.360000e-03,2.88,1.200e-01,-1.300e-01,0.0010,0.5110,-0.0010,2.2153e+03,9.710e+01,-9.710e+01,6.54800,0.28800,-0.28800,0.041208,2.898000e-03,-1.358000e-03,196.220000,8.400000,-8.400000,25.20,9
K01932.02,CONFIRMED,K01932,5202905,2,12.345,1.4210,0.1090,-0.1640,1.8460,0.3260,-0.3990,-0.49694972115692,0.1397902350270397,-0.273418836731061,6642.00,105.00,-157.00,-0.0200,0.1500,-0.1500,4.057,0.174,-0.116,0.2736,0.3218,14.844483600,2.1210000e-04,-2.1210000e-04,143.5760000,1.150000e-02,-1.150000e-02,2.49,4.400e-01,-5.400e-01,0.1490,0.3160,-0.1490,1.7790e+02,1.920e+01,-1.920e+01,6.09100,0.35600,-0.35600,0.012341,8.990000e-04,-7.020000e-04,18.650000,7.200000,-7.200000,10.50,74
K02004.03,CANDIDATE,K02004,12154526,3,13.351,1.0710,0.0660,-0.0660,1.1760,0.1820,-0.1490,-0.03228120340321336,0.1245760708460199,-0.1385483295042474,5700.00,114.00,-114.00,0.3400,0.1000,-0.1500,4.327,0.103,-0.115,0.4282000000000001,0.2514,1.721100570,1.6010000e-05,-1.6010000e-05,132.7606800,8.310000e-03,-8.310000e-03,0.70,1.100e-01,-9.000e-02,0.7670,0.0330,-0.5440,2.9700e+01,4.200e+00,-4.200e+00,1.92200,0.25800,-0.25800,0.005467,2.010000e-03,-5.390000e-04,4.530000,2.200000,-2.200000,9.30,692
K03815.01,CANDIDATE,K03815,6507433,1,15.432,1.1500,0.1530,-0.1530,1.0530,0.3570,-0.1190,0.14256401778244226,0.23744370342964632,-0.12979476712855287,6161.00,193.00,-258.00,0.0700,0.2500,-0.3000,4.454,0.054,-0.229,0.3288,0.3024,4.742552100,2.5740000e-05,-2.5740000e-05,133.1375500,4.720000e-03,-4.720000e-03,7.27,2.470e+00,-8.200e-01,0.8510,0.0910,-0.6160,3.5830e+03,4.880e+02,-4.880e+02,1.11000,0.14900,-0.14900,0.063231,3.245800e-02,-8.237000e-03,20.820000,9.900000,-9.900000,10.90,242
K03891.01,CANDIDATE,K03891,8765560,1,13.731,1.1150,0.2000,-0.3000,2.7800,1.0890,-2.0220,-1.1357082293847591,0.2655831291380678,nan,5258.00,159.00,-159.00,-0.4200,0.3000,-0.2500,3.597,0.968,-0.242,0.4473,0.236,47.109630600,1.9400000e-04,-1.9400000e-04,144.1317200,3.430000e-03,-3.430000e-03,78.98,3.094e+01,-5.745e+01,1.2300,6.9230,-0.6050,7.5220e+02,2.220e+01,-2.220e+01,5.74100,0.17200,-0.17200,0.260165,6.915952e+00,-5.987000e-01,17.120000,8.500000,-8.500000,35.10,29
K03892.01,CONFIRMED,K03892,11760860,1,12.737,1.0690,0.0530,-0.0660,1.0260,0.1590,-0.0680,0.14468691386667562,0.12438891956351697,-0.06939702499438585,5705.00,103.00,-125.00,0.3400,0.1000,-0.1500,4.444,0.040,-0.128,0.4282,0.2514,2.416601490,5.2300000e-06,-5.2300000e-06,131.5371300,1.780000e-03,-1.780000e-03,0.92,1.500e-01,-6.000e-02,0.0350,0.4060,-0.0350,8.3600e+01,2.900e+00,-2.900e+00,1.96990,0.05540,-0.05540,0.008255,2.720000e-04,-2.200000e-04,9.461000,0.251000,-0.251000,33.70,558
K03663.01,CONFIRMED,K03663,12735740,1,12.62,0.9740,0.0540,-0.0740,0.9130,0.1330,-0.0480,0.2562979152610087,0.11809163605611595,-0.05758529763236955,5725.00,102.00,-113.00,0.0000,0.1500,-0.1500,4.506,0.038,-0.113,0.4035,0.2622,282.525355800,1.2190000e-04,-1.2190000e-04,363.0719250,2.890000e-04,-2.890000e-04,8.98,1.310e+00,-4.700e-01,0.2480,0.0500,-0.0750,9.7464e+03,1.670e+01,-1.670e+01,10.79650,0.02920,-0.02920,0.090074,1.800000e-04,-4.580000e-04,212.200000,12.300000,-12.300000,696.00,5
K03741.02,CANDIDATE,K03741,8780959,3,13.306,1.0600,0.1770,-0.1330,1.3450,0.3820,-0.3130,-0.21170969676521997,0.20840862546151218,-0.3037722160235151,6432.00,155.00,-214.00,-0.3400,0.2500,-0.3000,4.207,0.190,-0.171,0.2893,0.3105,18.577903000,3.2330000e-03,-3.2330000e-03,142.1710000,1.360000e-01,-1.360000e-01,1.36,3.800e-01,-3.200e-01,0.1050,0.3520,-0.1050,9.9800e+01,1.710e+01,-1.710e+01,20.11000,4.10000,-4.10000,0.009226,5.540000e-04,-1.295000e-03,7.110000,3.500000,-3.500000,6.60,47
K01792.01,CONFIRMED,K01792,8552719,2,12.16,1.0260,0.0570,-0.0570,1.0730,0.1730,-0.1060,0.06849948586323439,0.1288360068721482,-0.10451263746630662,5611.00,100.00,-112.00,0.3600,0.1000,-0.1500,4.388,0.080,-0.120,0.4785,0.2193,88.406787180,8.0350000e-05,-8.0350000e-05,176.2746190,7.090000e-04,-7.090000e-04,4.55,7.300e-01,-4.500e-01,0.5350,0.0560,-0.1980,1.7244e+03,5.500e+00,-5.500e+00,12.30790,0.07820,-0.07820,0.038840,1.384000e-03,-8.580000e-04,48.900000,17.700000,-17.700000,328.00,16
K03966.01,CONFIRMED,K03966,3732035,1,14.208,1.0440,0.0860,-0.0700,1.1150,0.1800,-0.1200,0.026027187498994943,0.12984006334172038,-0.11571897057437869,6014.00,108.00,-133.00,0.0000,0.1500,-0.1500,4.362,0.084,-0.116,0.3588,0.2868,138.944022000,1.3110000e-03,-1.3110000e-03,153.9064500,6.630000e-03,-6.630000e-03,2.57,4.100e-01,-2.800e-01,0.1950,0.2450,-0.1950,5.3020e+02,2.170e+01,-2.170e+01,10.61100,0.19200,-0.19200,0.021092,7.380000e-04,-5.130000e-04,100.300000,13.800000,-13.800000,28.00,11
K01666.01,CANDIDATE,K01666,5008501,1,14.479,1.2600,0.1540,-0.1880,1.1930,0.3420,-0.1220,0.019600505091827387,0.20848593307400926,-0.120323449023993,6469.00,154.00,-193.00,0.0700,0.2500,-0.3500,4.385,0.060,-0.180,0.2998,0.3138,0.968026356,1.0110000e-06,-1.0110000e-06,131.7561620,8.640000e-04,-8.640000e-04,1.78,5.100e-01,-1.800e-01,0.0550,0.4000,-0.0550,2.1270e+02,8.900e+00,-8.900e+00,0.71430,0.03650,-0.03650,0.013644,3.800000e-04,-4.650000e-04,10.500000,4.300000,-4.300000,32.60,1384
K01670.01,CANDIDATE,K01670,5184709,1,14.572,1.1400,0.1570,-0.1570,1.0930,0.3290,-0.1410,0.09019565647265433,0.2169428685674974,-0.14958681576636984,6323.00,174.00,-261.00,-0.0800,0.2500,-0.3000,4.418,0.062,-0.188,0.319,0.302,10.579100090,3.3620000e-05,-3.3620000e-05,141.0725100,2.750000e-03,-2.750000e-03,2.03,6.100e-01,-2.600e-01,0.4040,0.0520,-0.4040,3.2930e+02,2.250e+01,-2.250e+01,1.45530,0.09360,-0.09360,0.016983,6.290000e-04,-8.350000e-04,51.800000,23.700000,-23.700000,17.90,128
K01671.01,CANDIDATE,K01671,5195172,1,13.522,1.0260,0.0930,-0.0690,1.2590,0.2040,-0.2240,-0.1397785385625001,0.13057468788731016,-0.20873301390933185,5897.00,105.00,-117.00,0.0200,0.1500,-0.1500,4.250,0.156,-0.104,0.3534,0.2904,1.480283464,6.1720000e-06,-6.1720000e-06,134.3725400,3.250000e-03,-3.250000e-03,0.97,1.600e-01,-1.700e-01,0.0580,0.3920,-0.0580,6.0500e+01,3.300e+00,-3.300e+00,2.48600,0.10800,-0.10800,0.007091,2.720000e-04,-2.870000e-04,4.612000,0.286000,-0.286000,21.30,721
K01821.01,CONFIRMED,K01821,8832512,1,14.943,0.8210,0.1200,-0.0650,0.9280,0.2390,-0.1470,0.16085051944814457,0.19250337589950098,-0.18159658959172367,5500.00,166.00,-166.00,-0.1600,0.3000,-0.3000,4.416,0.124,-0.171,0.4341,0.2434,9.976820720,3.4320000e-05,-3.4320000e-05,131.7682500,3.010000e-03,-3.010000e-03,2.85,7.300e-01,-4.600e-01,0.0220,0.4290,-0.0220,9.6680e+02,3.510e+01,-3.510e+01,3.48730,0.09310,-0.09310,0.028075,1.128000e-03,-5.480000e-04,22.470000,1.600000,-1.600000,31.30,137
K07849.01,CANDIDATE,K07849,7778664,1,14.877,0.8850,0.1200,-0.0760,0.9620,0.2590,-0.1390,0.14656934556967668,0.1989148519134817,-0.1633283024800645,5783.00,155.00,-172.00,-0.2400,0.3000,-0.3000,4.418,0.120,-0.180,0.3858,0.2711,5.026381500,1.5050000e-04,-1.5050000e-04,135.5595000,2.290000e-02,-2.290000e-02,0.84,2.300e-01,-1.200e-01,0.1850,0.2790,-0.1850,7.7200e+01,1.110e+01,-1.110e+01,4.38400,0.68200,-0.68200,0.008026,4.550000e-04,-9.150000e-04,8.700000,1.600000,-1.600000,8.50,269
K02158.02,CANDIDATE,K02158,5211199,2,13.052,1.3300,0.1460,-0.3410,2.5060,0.4680,-0.8700,-0.9239402680220176,0.14766485249533878,-0.6212828989446463,5343.00,85.00,-74.00,0.0800,0.1500,-0.1500,3.764,0.238,-0.102,0.5102,0.1973,6.682312490,5.9060000e-05,-5.9060000e-05,132.1885300,6.380000e-03,-6.380000e-03,2.09,3.900e-01,-7.200e-01,0.8920,0.0050,-0.6220,4.8700e+01,4.400e+00,-4.400e+00,3.25100,0.17400,-0.17400,0.007642,2.780000e-04,-1.592000e-03,7.420000,3.600000,-3.600000,12.30,194
K07850.01,CANDIDATE,K07850,7834712,1,15.978,1.1160,0.1120,-0.1500,1.0280,0.2890,-0.1160,0.16083614160907933,0.20478706989338413,-0.1298059407607337,5828.00,182.00,-203.00,0.3200,0.1500,-0.3000,4.462,0.050,-0.200,0.4282,0.2514,66.119119000,1.0400000e-03,-1.0400000e-03,145.2356000,1.440000e-02,-1.440000e-02,3.00,8.500e-01,-3.400e-01,0.2560,0.2030,-0.2560,8.6200e+02,1.010e+02,-1.010e+02,3.08600,0.31800,-0.31800,0.026737,1.826000e-03,-1.966000e-03,162.800000,55.200000,-55.200000,9.80,15
K01745.01,CANDIDATE,K01745,9574614,1,15.933,0.7500,0.0960,-0.0520,0.7420,0.1180,-0.0690,0.41300083853990893,0.1304566234766082,-0.09903554770519257,5472.00,163.00,-163.00,-0.5200,0.3000,-0.3000,4.573,0.060,-0.097,0.398,0.2665,0.982090079,1.5700000e-07,-1.5700000e-07,131.7014520,1.300000e-04,-1.300000e-04,29.95,4.760e+00,-2.790e+00,1.2780,1.5730,-0.1200,5.3967e+03,8.800e+00,-8.800e+00,1.44892,0.00574,-0.00574,0.369602,1.545707e+00,-1.122950e-01,2.870000,1.400000,-1.400000,304.10,1359
K02480.01,CANDIDATE,K02480,8189801,1,15.745,0.5560,0.0520,-0.0520,0.5540,0.0460,-0.0560,0.6636967883820583,0.07508539740135689,-0.11075520714443954,3993.00,79.00,-89.00,-0.2000,0.3000,-0.3000,4.696,0.052,-0.028,0.4639,0.2589,0.666826540,6.8200000e-07,-6.8200000e-07,133.0412020,8.410000e-04,-8.410000e-04,1.49,1.200e-01,-1.600e-01,0.8560,0.0060,-0.5970,5.1160e+02,2.190e+01,-2.190e+01,0.78470,0.04020,-0.04020,0.024547,1.617000e-03,-3.855000e-03,3.770000,1.800000,-1.800000,33.40,2005
K03975.01,CONFIRMED,K03975,9280239,1,15.188,0.6160,0.0680,-0.0560,0.6300,0.0450,-0.0620,0.5407103547889703,0.06855054112028147,-0.10741826553928091,4386.00,137.00,-168.00,-0.2600,0.3000,-0.3000,4.629,0.056,-0.024,0.6584,0.0833,364.751562000,5.1170000e-03,-5.1170000e-03,135.4751400,9.150000e-03,-9.150000e-03,2.89,2.000e-01,-2.900e-01,0.8750,0.0140,-0.6140,1.4815e+03,6.830e+01,-6.830e+01,13.05700,0.55700,-0.55700,0.041985,2.000000e-05,-7.366000e-03,120.900000,57.800000,-57.800000,25.50,4
K01846.01,CONFIRMED,K01846,9886255,1,15.795,0.8910,0.0610,-0.1040,0.8000,0.1220,-0.0660,0.389759034046334,0.12324130560305052,-0.09372063137539771,5327.00,159.00,-159.00,0.0200,0.2500,-0.3000,4.581,0.035,-0.105,0.5086,0.1959,105.956681500,3.9110000e-04,-3.9110000e-04,182.0512700,3.080000e-03,-3.080000e-03,3.79,5.800e-01,-3.100e-01,0.3220,0.0830,-0.3220,2.2864e+03,4.960e+01,-4.960e+01,6.99880,0.09900,-0.09900,0.043403,6.750000e-04,-1.114000e-03,114.800000,21.600000,-21.600000,51.80,13
K01957.01,CANDIDATE,K01957,10028352,1,12.655,1.6600,0.1550,-0.1550,2.0370,0.4860,-0.3650,-0.5577137079751471,0.17955504555307095,-0.21254941237851266,6823.00,61.00,-91.00,0.3600,0.1000,-0.2000,4.040,0.121,-0.148,0.2733,0.3325,1.386802290,8.7600000e-07,-8.7600000e-07,132.5320380,5.020000e-04,-5.020000e-04,29.33,7.000e+00,-5.250e+00,1.1150,1.2780,-0.0890,2.4230e+02,3.500e+00,-3.500e+00,1.70650,0.02950,-0.02950,0.131874,1.270451e+00,-8.296200e-02,1.646000,0.768000,-0.768000,84.40,766
K02162.02,CANDIDATE,K02162,9205938,2,14.033,0.7940,0.0710,-0.0300,0.9210,0.1150,-0.1150,0.15619290282183962,0.10488843096970812,-0.134930620168607,5678.00,113.00,-102.00,-0.4000,0.1500,-0.1500,4.409,0.132,-0.088,0.3556,0.2865,199.668760000,3.9610000e-03,-3.9610000e-03,131.6090000,1.710000e-02,-1.710000e-02,1.45,1.800e-01,-1.800e-01,0.0460,0.4200,-0.0460,2.5190e+02,1.970e+01,-1.970e+01,8.99600,0.48300,-0.48300,0.014438,8.670000e-04,-5.970000e-04,171.800000,20.400000,-20.400000,13.90,7
K01695.01,CONFIRMED,K01695,6803855,1,13.781,1.0940,0.1780,-0.1460,1.4880,0.4320,-0.4320,-0.3296401806468776,0.21178555636138463,-0.4259855407025096,6148.00,184.00,-220.00,-0.1000,0.2500,-0.3000,4.132,0.280,-0.172,0.3166,0.303,71.452316700,6.3860000e-04,-6.3860000e-04,148.8081400,6.460000e-03,-6.460000e-03,2.19,6.400e-01,-6.300e-01,0.0170,0.4270,-0.0170,2.1690e+02,1.530e+01,-1.530e+01,6.27600,0.21900,-0.21900,0.013504,7.130000e-04,-4.850000e-04,88.140000,7.600000,-7.600000,16.60,19
K01981.01,CONFIRMED,K01981,10153855,1,14.229,0.9190,0.0640,-0.0640,1.0020,0.2510,-0.1540,0.10986363777772062,0.186205642947535,-0.17442210158337762,5265.00,158.00,-158.00,0.4600,0.0500,-0.2500,4.400,0.135,-0.180,0.5484,0.1742,1.063788610,2.2630000e-06,-2.2630000e-06,131.5246500,1.690000e-03,-1.690000e-03,1.61,4.100e-01,-2.500e-01,0.4660,0.0050,-0.4590,2.5150e+02,1.550e+01,-1.550e+01,1.07200,0.06600,-0.06600,0.014732,4.770000e-04,-8.520000e-04,6.870000,2.700000,-2.700000,21.50,1004
K02663.01,CANDIDATE,K02663,7762723,1,13.461,0.9110,0.0900,-0.1000,0.8160,0.2100,-0.0700,0.37359919169670497,0.1909225685050271,-0.09607499448345874,5693.00,136.00,-153.00,-0.2400,0.3000,-0.3000,4.570,0.032,-0.179,0.3858,0.2711,9.887366420,8.5000000e-05,-8.5000000e-05,139.5278100,6.950000e-03,-6.950000e-03,0.68,1.700e-01,-6.000e-02,0.3830,0.0690,-0.3830,6.8000e+01,5.400e+00,-5.400e+00,4.23000,0.20400,-0.20400,0.007617,3.090000e-04,-4.510000e-04,16.650000,7.400000,-7.400000,14.60,134
K02728.01,CONFIRMED,K02728,4178606,1,12.852,1.5350,0.2190,-0.2670,2.6320,0.4710,-0.8750,-0.9255979840272583,0.14427053784987243,-0.5499399526229853,6864.00,184.00,-225.00,-0.1600,0.3000,-0.2500,3.783,0.285,-0.095,0.2734,0.318,42.352003900,3.3180000e-04,-3.3180000e-04,131.6124600,5.820000e-03,-5.820000e-03,6.30,1.130e+00,-2.090e+00,0.6590,0.2760,-0.4410,5.1260e+02,1.930e+01,-1.930e+01,7.77300,0.16900,-0.16900,0.021934,3.715000e-03,-1.015000e-03,32.500000,11.500000,-11.500000,30.50,25
K02742.01,CONFIRMED,K02742,5980208,1,15.031,0.6100,0.0600,-0.0550,0.6220,0.0390,-0.0640,0.553109971923601,0.060912246132443726,-0.11244277190022489,4258.00,114.00,-139.00,-0.1800,0.3000,-0.3000,4.635,0.053,-0.021,0.6443,0.101,0.789160884,1.3020000e-06,-1.3020000e-06,131.5054500,1.380000e-03,-1.380000e-03,0.91,6.000e-02,-9.000e-02,0.3760,0.0830,-0.3760,2.1510e+02,1.140e+01,-1.140e+01,0.92680,0.05290,-0.05290,0.013424,4.200000e-04,-7.440000e-04,6.160000,2.400000,-2.400000,23.60,1696
K03984.01,CONFIRMED,K03984,8036287,1,14.536,0.9390,0.0690,-0.0890,1.4490,0.4780,-0.5850,-0.3613882731621228,0.23144922656821323,-0.8593466722761369,5305.00,159.00,-159.00,0.2400,0.2000,-0.2500,4.088,0.409,-0.189,0.5191,0.1923,1.444452340,3.1150000e-06,-3.1150000e-06,132.8068500,1.770000e-03,-1.770000e-03,2.03,6.700e-01,-8.200e-01,0.1620,0.2950,-0.1620,2.0070e+02,1.220e+01,-1.220e+01,0.97530,0.06310,-0.06310,0.012845,7.090000e-04,-5.190000e-04,11.330000,2.100000,-2.100000,20.90,925
K01963.01,CANDIDATE,K01963,10917681,1,14.107,1.0050,0.1260,-0.1260,0.9230,0.2900,-0.0970,0.2557122496640615,0.22388211481953152,-0.1195686561353651,6072.00,169.00,-190.00,-0.2400,0.3000,-0.3000,4.510,0.040,-0.216,0.3447,0.2916,12.896235540,3.6340000e-05,-3.6340000e-05,136.8269700,2.330000e-03,-2.330000e-03,2.55,8.000e-01,-2.700e-01,0.9730,0.2780,-0.3660,4.2660e+02,2.380e+01,-2.380e+01,2.62500,0.41600,-0.41600,0.025283,2.178600e-02,-7.870000e-03,12.160000,6.000000,-6.000000,32.90,107
K01804.01,CONFIRMED,K01804,11187436,1,15.625,0.6670,0.0890,-0.0450,0.6900,0.0620,-0.0680,0.45672985269007316,0.08398749958917229,-0.10518903585648265,4963.00,149.00,-149.00,-0.4200,0.3000,-0.3000,4.585,0.066,-0.039,0.5172,0.1908,5.907414760,3.9390000e-05,-3.9390000e-05,133.9351100,5.480000e-03,-5.480000e-03,5.10,4.500e-01,-5.100e-01,0.1770,0.3670,-0.1770,5.5690e+03,1.136e+03,-1.136e+03,1.01600,0.28100,-0.28100,0.067630,1.774400e-02,-2.709100e-02,46.800000,22.300000,-22.300000,7.20,232
K07818.01,CANDIDATE,K07818,7134626,1,13.063,1.2660,0.2330,-0.2100,2.2250,0.4100,-0.7620,-0.7904050492842248,0.15022969204805303,-0.5820545597735963,6461.00,176.00,-176.00,-0.3400,0.3000,-0.2500,3.846,0.300,-0.100,0.2893,0.3105,2.524439980,2.0920000e-05,-2.0920000e-05,133.7701200,7.160000e-03,-7.160000e-03,1.53,2.800e-01,-5.300e-01,0.2320,0.2210,-0.2320,4.5800e+01,5.000e+00,-5.000e+00,2.36900,0.19800,-0.19800,0.006278,3.520000e-04,-4.430000e-04,7.990000,1.700000,-1.700000,10.60,536
