planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,Teff,Teff_err1,Teff_err2,FeH,FeH_err1,FeH_err2,logg,logg_err1,logg_err2,limbdark_1,limbdark_2,period,period_err1,period_err2,epoch,epoch_err1,epoch_err2,prad,prad_err1,prad_err2,impact,impact_err1,impact_err2,depth,depth_err1,depth_err2,duration,duration_err1,duration_err2,ror,ror_err1,ror_err2,dor,dor_err1,dor_err2,snr,num_transits
K00752.01,CONFIRMED,K00752,10797460,2,15.347,0.959,0.054,-0.059,0.944,0.035,-0.033,0.05099999999999997,0.04782473050098913,-0.05441354962899957,5581.5,104.8,-99.0,0.071,0.125,-0.13,4.467,0.035,-0.043,0.4603,0.2291,9.488035570,2.7750000e-05,-2.7750000e-05,170.5387500,2.160000e-03,-2.160000e-03,2.26,2.600e-01,-1.500e-01,0.1460,0.3180,-0.1460,6.1580e+02,1.950e+01,-1.950e+01,2.95750,0.08190,-0.08190,0.022344,8.320000e-04,-5.280000e-04,24.810000,2.600000,-2.600000,35.80,142
K00752.02,CONFIRMED,K00752,10797460,2,15.347,0.959,0.054,-0.059,0.944,0.035,-0.033,0.05099999999999997,0.04782473050098913,-0.05441354962899957,5581.5,104.8,-99.0,0.071,0.125,-0.13,4.467,0.035,-0.043,0.4603,0.2291,54.418382700,2.4790000e-04,-2.4790000e-04,162.5138400,3.520000e-03,-3.520000e-03,2.83,3.200e-01,-1.900e-01,0.5860,0.0590,-0.4430,8.7480e+02,3.550e+01,-3.550e+01,4.50700,0.11600,-0.11600,0.027954,9.078000e-03,-1.347000e-03,77.900000,28.400000,-28.400000,25.80,25
K00753.01,CANDIDATE,K00753,10811496,1,15.436,0.961,0.074,-0.07,1.233,0.066,-0.063,-0.302,0.07606692475650403,-0.07627146069507079,5639.8,112.5,-106.6,0.024,0.163,-0.167,4.232,0.056,-0.057,0.3858,0.2711,19.899139950,1.4940000e-05,-1.4940000e-05,175.8502520,5.810000e-04,-5.810000e-04,14.60,3.920e+00,-1.310e+00,0.9690,5.1260,-0.0770,1.0829e+04,1.710e+02,-1.710e+02,1.78220,0.03410,-0.03410,0.154046,5.034292e+00,-4.217900e-02,53.500000,25.700000,-25.700000,76.30,56
K00755.01,CONFIRMED,K00755,10854555,1,15.509,0.934,0.05,-0.061,0.912,0.036,-0.034,0.08500000000000002,0.04648720081772156,-0.05786210063892272,5660.0,100.7,-95.2,-0.07,0.133,-0.15,4.486,0.033,-0.045,0.3661,0.2844,2.525591777,3.7610000e-06,-3.7610000e-06,171.5955500,1.130000e-03,-1.130000e-03,2.75,8.800e-01,-3.500e-01,0.7010,0.2350,-0.4780,6.0330e+02,1.690e+01,-1.690e+01,1.65450,0.04200,-0.04200,0.024064,3.751000e-03,-1.522000e-03,8.750000,4.000000,-4.000000,40.90,515
K00756.01,CONFIRMED,K00756,10872983,3,15.714,1.017,0.074,-0.078,1.106,0.065,-0.059,-0.13699999999999998,0.07590641056862549,-0.08021886891604058,5850.0,118.7,-115.1,-0.002,0.152,-0.16,4.349,0.056,-0.059,0.3511,0.2889,11.094320540,2.0360000e-05,-2.0360000e-05,171.2011600,1.410000e-03,-1.410000e-03,3.90,1.270e+00,-4.200e-01,0.5380,0.0300,-0.4280,1.5175e+03,2.420e+01,-2.420e+01,4.59450,0.06100,-0.06100,0.036779,5.115000e-03,-1.065000e-03,16.360000,8.100000,-8.100000,66.50,95
K00756.02,CONFIRMED,K00756,10872983,3,15.714,1.017,0.074,-0.078,1.106,0.065,-0.059,-0.13699999999999998,0.07590641056862549,-0.08021886891604058,5850.0,118.7,-115.1,-0.002,0.152,-0.16,4.349,0.056,-0.059,0.3511,0.2889,4.134435120,1.0460000e-05,-1.0460000e-05,172.9793700,1.900000e-03,-1.900000e-03,2.77,9.000e-01,-3.000e-01,0.7620,0.1390,-0.5320,6.8600e+02,1.870e+01,-1.870e+01,3.14020,0.06730,-0.06730,0.026133,1.968000e-03,-2.055000e-03,6.960000,2.800000,-2.800000,40.20,240
K00756.03,CONFIRMED,K00756,10872983,3,15.714,1.017,0.074,-0.078,1.106,0.065,-0.059,-0.13699999999999998,0.07590641056862549,-0.08021886891604058,5850.0,118.7,-115.1,-0.002,0.152,-0.16,4.349,0.056,-0.059,0.3511,0.2889,2.566588970,1.7810000e-05,-1.7810000e-05,179.5543700,4.610000e-03,-4.610000e-03,1.59,5.200e-01,-1.700e-01,0.7550,0.2120,-0.5230,2.2650e+02,1.680e+01,-1.680e+01,2.42900,0.16500,-0.16500,0.014983,3.935000e-03,-1.417000e-03,5.540000,2.700000,-2.700000,15.00,355
K00757.01,CONFIRMED,K00757,10910878,3,15.841,0.765,0.036,-0.039,0.736,0.023,-0.024,0.278,0.03563249687829312,-0.0413320003575349,4851.2,81.3,-76.7,-0.031,0.12,-0.113,4.587,0.024,-0.032,0.582,0.1451,16.068646740,1.0880000e-05,-1.0880000e-05,173.6219370,5.170000e-04,-5.170000e-04,5.76,2.200e-01,-4.900e-01,0.0520,0.2620,-0.0520,4.9143e+03,3.330e+01,-3.330e+01,3.53470,0.02410,-0.02410,0.062161,9.130000e-04,-4.280000e-04,36.850000,1.200000,-1.200000,161.90,69
K00001.01,CONFIRMED,K00001,11446443,1,11.338,0.978,0.07,-0.068,1.051,0.022,-0.021,-0.07799999999999997,0.04618361134822383,-0.04780433151808698,5730.0,102.6,-100.8,0.019,0.144,-0.144,4.383,0.04,-0.041,0.3928,0.2676,2.470613377,2.7000000e-08,-2.7000000e-08,122.7633050,8.700000e-06,-8.700000e-06,13.04,5.100e-01,-5.100e-01,0.8180,0.0010,-0.0010,1.4231e+04,4.200e+00,-4.200e+00,1.74319,0.00107,-0.00107,0.123871,5.100000e-05,-7.100000e-05,8.397700,0.026900,-0.026900,4304.30,432
K00002.01,CONFIRMED,K00002,10666592,1,10.463,1.515,0.063,-0.071,1.995,0.042,-0.04,-0.724,0.03246754189808543,-0.03492444549594753,6436.5,138.2,-126.5,0.221,0.121,-0.165,4.015,0.026,-0.029,0.2958,0.3168,2.204735417,4.3000000e-08,-4.3000000e-08,121.3585417,1.600000e-05,-1.600000e-05,16.10,8.100e-01,-9.100e-01,0.2240,0.1590,-0.2160,6.6747e+03,1.700e+00,-1.700e+00,3.88864,0.00203,-0.00203,0.075522,2.980000e-04,-3.500000e-04,4.602000,0.345000,-0.345000,5945.90,611
K00010.01,CONFIRMED,K00010,6922244,1,13.563,1.1320,0.1080,-0.0780,1.4510,0.1100,-0.1100,-0.282004519475665,0.07001657582991491,-0.08017123536002813,6225.00,112.00,-137.00,-0.0400,0.1500,-0.1500,4.169,0.055,-0.045,0.3201,0.305,3.522498429,1.9800000e-07,-1.9800000e-07,121.1194228,4.710000e-05,-4.710000e-05,14.59,1.110e+00,-1.110e+00,0.6310,0.0070,-0.0070,9.1457e+03,6.600e+00,-6.600e+00,3.19843,0.00653,-0.00653,0.092086,1.410000e-04,-1.770000e-04,7.541000,0.171000,-0.171000,1741.50,384
K00112.02,CONFIRMED,K00112,10984090,2,12.772,0.9740,0.0660,-0.0660,1.0220,0.1430,-0.1070,0.10935756046782379,0.11447984038456828,-0.11233743482106008,5833.00,105.00,-117.00,-0.0400,0.1500,-0.1500,4.407,0.085,-0.114,0.4035,0.2622,3.709214104,6.5360000e-06,-6.5360000e-06,133.9831800,1.430000e-03,-1.430000e-03,1.16,1.700e-01,-1.200e-01,0.0510,0.3950,-0.0510,1.3110e+02,3.000e+00,-3.000e+00,2.63020,0.04270,-0.04270,0.010424,3.180000e-04,-1.470000e-04,10.888000,0.398000,-0.398000,50.60,352
K00746.01,CONFIRMED,K00746,10526549,1,15.302,0.6760,0.0880,-0.0470,0.6960,0.0560,-0.0680,0.4512702680952398,0.07719712144944885,-0.1043987203911419,4856.00,131.00,-146.00,-0.3000,0.3000,-0.3000,4.583,0.065,-0.035,0.6019,0.1263,9.273581730,1.0370000e-05,-1.0370000e-05,173.2581550,8.770000e-04,-8.770000e-04,2.47,2.000e-01,-2.400e-01,0.3870,0.0040,-0.3860,1.2883e+03,1.680e+01,-1.680e+01,3.28750,0.03090,-0.03090,0.032563,3.061000e-03,-6.300000e-04,20.650000,5.600000,-5.600000,87.20,144
K00747.01,CONFIRMED,K00747,10583066,1,15.784,0.7610,0.0330,-0.0670,0.6720,0.0620,-0.0360,0.548428128594387,0.0787204732688852,-0.06047310234913994,4537.00,123.00,-123.00,0.2100,0.2000,-0.3000,4.648,0.020,-0.056,0.6908,0.0628,6.029303290,5.5090000e-06,-5.5090000e-06,171.6029590,7.130000e-04,-7.130000e-04,2.85,2.600e-01,-1.500e-01,0.2580,0.1960,-0.2580,1.9127e+03,3.440e+01,-3.440e+01,1.58210,0.03110,-0.03110,0.038838,1.021000e-03,-1.203000e-03,29.310000,4.100000,-4.100000,65.40,215
K00749.01,CONFIRMED,K00749,10601284,3,15.416,0.8310,0.0580,-0.0320,0.9100,0.0570,-0.0860,0.19162813780612015,0.057738023017068624,-0.09851629886378481,5185.00,85.00,-77.00,0.1600,0.1500,-0.1500,4.440,0.098,-0.045,0.5256,0.18600000000000003,5.349553819,8.8340000e-06,-8.8340000e-06,171.8069400,1.270000e-03,-1.270000e-03,2.55,1.600e-01,-2.400e-01,0.0920,0.3690,-0.0920,8.3100e+02,1.480e+01,-1.480e+01,3.02780,0.04710,-0.04710,0.025706,8.450000e-04,-4.530000e-04,13.801500,0.049600,-0.049600,60.60,247
K00749.02,CONFIRMED,K00749,10601284,3,15.416,0.8310,0.0580,-0.0320,0.9100,0.0570,-0.0860,0.19162813780612015,0.057738023017068624,-0.09851629886378481,5185.00,85.00,-77.00,0.1600,0.1500,-0.1500,4.440,0.098,-0.045,0.5256,0.18600000000000003,3.941052210,1.0940000e-05,-1.0940000e-05,136.0866200,2.330000e-03,-2.330000e-03,1.70,1.100e-01,-1.600e-01,0.2260,0.2430,-0.2260,3.6330e+02,1.390e+01,-1.390e+01,2.59840,0.07370,-0.07370,0.017105,7.030000e-04,-5.570000e-04,11.510000,2.400000,-2.400000,28.90,322
K00749.03,CONFIRMED,K00749,10601284,3,15.416,0.8310,0.0580,-0.0320,0.9100,0.0570,-0.0860,0.19162813780612015,0.057738023017068624,-0.09851629886378481,5185.00,85.00,-77.00,0.1600,0.1500,-0.1500,4.440,0.098,-0.045,0.5256,0.18600000000000003,8.109048070,6.7870000e-05,-6.7870000e-05,132.8031000,7.160000e-03,-7.160000e-03,1.30,9.000e-02,-1.200e-01,0.0250,0.4250,-0.0250,2.1740e+02,1.680e+01,-1.680e+01,3.59600,0.19800,-0.19800,0.013127,8.700000e-04,-5.030000e-04,17.460000,2.700000,-2.700000,14.10,141
K00750.01,CONFIRMED,K00750,10662202,3,15.377,0.7910,0.0500,-0.0290,0.8280,0.0320,-0.0650,0.2932367641283263,0.03888621550484206,-0.08043274007041512,4954.00,79.00,-79.00,0.1800,0.1500,-0.1500,4.500,0.075,-0.020,0.582,0.1451,21.676991930,7.0100000e-05,-7.0100000e-05,171.5359400,2.580000e-03,-2.580000e-03,2.95,1.200e-01,-2.300e-01,0.8960,0.0100,-0.6630,8.5720e+02,2.710e+01,-2.710e+01,3.45550,0.06560,-0.06560,0.032666,2.100000e-05,-5.743000e-03,24.600000,11.600000,-11.600000,34.30,62
K00751.01,CONFIRMED,K00751,10682541,1,15.861,0.9310,0.0630,-0.0940,0.8470,0.1610,-0.0690,0.3344507409745121,0.14839666905085458,-0.09021205187833309,5339.00,175.00,-159.00,0.1800,0.2000,-0.3000,4.552,0.034,-0.136,0.5256,0.186,4.996779680,1.3890000e-05,-1.3890000e-05,171.7420800,2.190000e-03,-2.190000e-03,2.78,5.200e-01,-2.300e-01,0.7100,0.0060,-0.5330,9.3470e+02,3.970e+01,-3.970e+01,2.17170,0.07620,-0.07620,0.030014,4.603000e-03,-2.436000e-03,13.140000,5.100000,-5.100000,28.20,208
K00769.01,CONFIRMED,K00769,11460018,1,15.356,0.9280,0.0940,-0.1150,0.8310,0.2070,-0.0690,0.35789619585181925,0.18608709521143546,-0.09547373504319517,5644.00,152.00,-169.00,-0.1400,0.3000,-0.3000,4.564,0.032,-0.168,0.3928,0.2676,4.280963604,6.1410000e-06,-6.1410000e-06,171.8965900,1.150000e-03,-1.150000e-03,2.30,5.800e-01,-1.900e-01,0.4240,0.1120,-0.3560,7.5080e+02,1.410e+01,-1.410e+01,2.87500,0.04200,-0.04200,0.025377,1.410000e-04,-9.350000e-04,10.640000,3.900000,-3.900000,61.80,311
K00773.01,CONFIRMED,K00773,11507101,1,15.172,0.9150,0.0610,-0.0420,1.0360,0.1380,-0.1240,0.0644931188240957,0.1097053542134277,-0.1288793344887754,5481.00,82.00,-74.00,0.1600,0.1500,-0.1500,4.369,0.121,-0.099,0.4695,0.224,38.377548600,1.6020000e-04,-1.6020000e-04,172.8204800,3.380000e-03,-3.380000e-03,2.82,3.700e-01,-3.400e-01,0.4680,0.4610,-0.2670,7.2420e+02,2.340e+01,-2.340e+01,5.58800,0.11300,-0.11300,0.024901,1.840000e-04,-1.271000e-03,47.800000,22.500000,-22.500000,34.70,37
K00757.02,CONFIRMED,K00757,10910878,3,15.841,0.8010,0.0520,-0.0300,0.8480,0.0330,-0.0720,0.2675962502993864,0.03931621788564593,-0.08757666908259282,5031.00,75.00,-83.00,0.1600,0.1500,-0.1500,4.485,0.083,-0.028,0.582,0.1451,41.197255020,9.3450000e-05,-9.3450000e-05,165.0040400,1.710000e-03,-1.710000e-03,3.86,1.500e-01,-3.300e-01,0.0450,0.3370,-0.0450,2.2139e+03,4.550e+01,-4.550e+01,4.62970,0.06330,-0.06330,0.041693,1.180000e-03,-6.130000e-04,70.750000,2.100000,-2.100000,51.20,26
K00757.03,CONFIRMED,K00757,10910878,3,15.841,0.8010,0.0520,-0.0300,0.8480,0.0330,-0.0720,0.2675962502993864,0.03931621788564593,-0.08757666908259282,5031.00,75.00,-83.00,0.1600,0.1500,-0.1500,4.485,0.083,-0.028,0.582,0.1451,6.252962249,9.5770000e-06,-9.5770000e-06,171.3012600,1.170000e-03,-1.170000e-03,2.65,1.000e-01,-2.300e-01,0.1050,0.3290,-0.1050,1.0369e+03,2.450e+01,-2.450e+01,2.58190,0.04260,-0.04260,0.028604,1.027000e-03,-4.840000e-04,18.940000,0.842000,-0.842000,47.10,167
K00758.01,CONFIRMED,K00758,10987985,1,15.39,0.7850,0.0850,-0.0560,0.8260,0.0910,-0.0820,0.29308080576939605,0.09576221355527159,-0.10636543648009894,5015.00,164.00,-149.00,0.1000,0.2500,-0.2500,4.499,0.092,-0.115,0.5746,0.1496,16.013084190,4.8540000e-05,-4.8540000e-05,176.3608000,2.430000e-03,-2.430000e-03,3.10,3.400e-01,-3.100e-01,0.7990,0.0970,-0.5510,1.1219e+03,3.940e+01,-3.940e+01,3.25540,0.07910,-0.07910,0.034369,3.169000e-03,-4.367000e-03,24.700000,11.800000,-11.800000,33.20,65
K00759.01,CONFIRMED,K00759,11018648,2,15.082,0.8440,0.0970,-0.0780,0.7980,0.1810,-0.0770,0.3694850635587567,0.17304080949480055,-0.10543089653556798,5586.00,152.00,-152.00,-0.3000,0.3000,-0.3000,4.560,0.050,-0.150,0.421,0.2521,32.628766720,5.8010000e-05,-5.8010000e-05,194.1019000,1.380000e-03,-1.380000e-03,3.36,7.600e-01,-3.300e-01,0.0210,0.4020,-0.0210,1.8048e+03,2.540e+01,-2.540e+01,4.79710,0.05800,-0.05800,0.038520,9.710000e-04,-3.650000e-04,53.950000,1.500000,-1.500000,80.00,34
K00759.02,CONFIRMED,K00759,11018648,2,15.082,0.8440,0.0970,-0.0780,0.7980,0.1810,-0.0770,0.3694850635587567,0.17304080949480055,-0.10543089653556798,5586.00,152.00,-152.00,-0.3000,0.3000,-0.3000,4.560,0.050,-0.150,0.421,0.2521,91.773286200,7.5180000e-04,-7.5180000e-04,193.8378000,6.430000e-03,-6.430000e-03,2.12,4.800e-01,-2.100e-01,0.6060,0.3350,-0.4000,6.5200e+02,3.620e+01,-3.620e+01,6.47300,0.20400,-0.20400,0.024320,7.051000e-03,-1.216000e-03,89.400000,37.800000,-37.800000,19.10,11
K00760.01,CANDIDATE,K00760,11138155,1,15.263,0.9760,0.0730,-0.0550,1.0820,0.1730,-0.1300,0.03591932634032989,0.12851373100806285,-0.1300525933183055,5712.00,77.00,-77.00,0.1000,0.1500,-0.1500,4.359,0.110,-0.110,0.4096,0.2602,4.959319244,5.1500000e-07,-5.1500000e-07,172.2585292,8.270000e-05,-8.270000e-05,12.21,1.960e+00,-1.460e+00,0.8310,0.0160,-0.0040,9.8020e+03,2.000e+01,-2.000e+01,2.22739,0.00750,-0.00750,0.103379,1.245000e-03,-7.400000e-05,12.386000,0.466000,-0.466000,696.50,269
K00762.01,CONFIRMED,K00762,11153539,1,15.395,1.0480,0.1390,-0.1390,0.9690,0.3000,-0.1000,0.21054124248070205,0.22154583637294356,-0.11856457522280918,6075.00,189.00,-210.00,-0.1200,0.2500,-0.3500,4.486,0.052,-0.208,0.3511,0.2889,4.498765110,1.7770000e-05,-1.7770000e-05,171.3490500,3.000000e-03,-3.000000e-03,2.10,6.500e-01,-2.200e-01,0.3120,0.1540,-0.3120,4.6000e+02,1.750e+01,-1.750e+01,3.73620,0.09340,-0.09340,0.019817,4.580000e-04,-7.890000e-04,8.950000,1.900000,-1.900000,29.50,238
K00115.01,CONFIRMED,K00115,9579641,3,12.791,0.9410,0.0740,-0.0540,1.0870,0.1570,-0.1420,0.014052282153663402,0.11805818624634747,-0.1432434114067366,5779.00,104.00,-115.00,-0.0600,0.1500,-0.1500,4.339,0.132,-0.108,0.3928,0.2676,5.412203927,3.0520000e-06,-3.0520000e-06,133.1430890,4.680000e-04,-4.680000e-04,2.94,4.300e-01,-3.800e-01,0.7870,0.0050,-0.5650,6.0160e+02,4.000e+00,-4.000e+00,2.94720,0.02400,-0.02400,0.024775,6.000000e-05,-1.886000e-03,9.250000,4.500000,-4.500000,166.70,244
K00764.01,CONFIRMED,K00764,11304958,1,15.4,0.9300,0.0920,-0.0740,1.0460,0.2970,-0.1830,0.05903918594545887,0.20636177400951727,-0.20519899408869496,5468.00,180.00,-164.00,0.2200,0.2000,-0.3000,4.367,0.153,-0.187,0.4695,0.224,41.439586620,7.5570000e-05,-7.5570000e-05,208.9320300,1.420000e-03,-1.420000e-03,5.50,1.570e+00,-9.600e-01,0.3550,0.0400,-0.3550,2.7931e+03,2.260e+01,-2.260e+01,10.59890,0.08800,-0.08800,0.048175,2.840000e-04,-1.083000e-03,29.470000,6.400000,-6.400000,141.10,33
K00765.01,CONFIRMED,K00765,11391957,1,15.317,0.8620,0.0890,-0.0970,0.7870,0.1690,-0.0730,0.3967343597328091,0.16518363283611104,-0.10397839523191527,5592.00,152.00,-152.00,-0.2800,0.3000,-0.3000,4.582,0.036,-0.144,0.421,0.2521,8.353895230,1.5240000e-05,-1.5240000e-05,171.6325700,1.330000e-03,-1.330000e-03,2.52,5.400e-01,-2.400e-01,0.0230,0.4230,-0.0230,1.0416e+03,2.820e+01,-2.820e+01,2.25140,0.05180,-0.05180,0.029305,9.550000e-04,-5.320000e-04,29.180000,1.700000,-1.700000,43.40,127
K00766.01,CONFIRMED,K00766,11403044,1,15.506,1.1620,0.1580,-0.1580,1.1030,0.3580,-0.1280,0.08663088171903024,0.22977977836774435,-0.1337801014577754,6174.00,173.00,-239.00,0.1000,0.2000,-0.3000,4.417,0.056,-0.210,0.3288,0.3024,4.125543472,3.1330000e-06,-3.1330000e-06,169.7525850,6.130000e-04,-6.130000e-04,4.43,1.440e+00,-5.100e-01,0.5970,0.2350,-0.3670,1.4873e+03,1.330e+01,-1.330e+01,3.17440,0.03620,-0.03620,0.036796,2.630000e-03,-1.282000e-03,8.450000,2.700000,-2.700000,128.60,323
K00767.01,CONFIRMED,K00767,11414511,1,15.052,0.9410,0.0530,-0.0470,0.9550,0.1270,-0.0680,0.18273079966130804,0.10917197366709444,-0.07345630242288764,5532.00,74.00,-83.00,0.1400,0.1500,-0.1500,4.452,0.063,-0.108,0.4603,0.2291,2.816504904,1.6500000e-07,-1.6500000e-07,170.9676846,4.660000e-05,-4.660000e-05,12.21,1.620e+00,-8.700e-01,0.1050,0.2640,-0.1190,1.6814e+04,1.100e+01,-1.100e+01,2.50587,0.00666,-0.00666,0.117059,1.834000e-03,-2.970000e-04,9.571000,0.595000,-0.595000,1406.80,474
K00786.01,CONFIRMED,K00786,12110942,1,15.242,1.0100,0.1160,-0.1390,0.9170,0.2620,-0.0980,0.2663646577578693,0.20775052098156538,-0.12348527838553086,5880.00,157.00,-192.00,-0.0600,0.3000,-0.3000,4.518,0.046,-0.196,0.3511,0.2889,3.689920099,8.9820000e-06,-8.9820000e-06,170.3657100,1.910000e-03,-1.910000e-03,1.89,5.400e-01,-2.000e-01,0.1510,0.3040,-0.1510,4.2670e+02,1.380e+01,-1.380e+01,2.65570,0.06770,-0.06770,0.018878,6.710000e-04,-3.700000e-04,10.710000,1.200000,-1.200000,35.60,360
K00787.01,CONFIRMED,K00787,12366084,3,15.367,1.0070,0.0560,-0.0620,1.0150,0.1480,-0.0790,0.132782634791213,0.11819386787733588,-0.0815964047920491,5714.00,77.00,-77.00,0.1600,0.1500,-0.1500,4.428,0.063,-0.117,0.4191,0.2555,4.431238488,6.1060000e-06,-6.1060000e-06,171.0150000,1.110000e-03,-1.110000e-03,3.25,4.700e-01,-2.500e-01,0.4050,0.0410,-0.4050,1.0109e+03,1.520e+01,-1.520e+01,3.15000,0.04230,-0.04230,0.029330,2.280000e-04,-8.890000e-04,10.190000,3.700000,-3.700000,71.10,302
K00787.02,CONFIRMED,K00787,12366084,3,15.367,1.0070,0.0560,-0.0620,1.0150,0.1480,-0.0790,0.132782634791213,0.11819386787733588,-0.0815964047920491,5714.00,77.00,-77.00,0.1600,0.1500,-0.1500,4.428,0.063,-0.117,0.4191,0.2555,11.379369860,2.4150000e-05,-2.4150000e-05,133.8499200,1.830000e-03,-1.830000e-03,3.95,5.700e-01,-3.100e-01,0.9110,0.0090,-0.6560,1.0235e+03,2.970e+01,-2.970e+01,2.62550,0.07300,-0.07300,0.035628,1.010000e-04,-6.092000e-03,16.310000,8.100000,-8.100000,37.90,109
K00788.01,CONFIRMED,K00788,12404086,1,15.234,0.8460,0.0640,-0.0880,0.7630,0.1030,-0.0550,0.4289480401596722,0.11134113017206265,-0.08103533380009847,5129.00,154.00,-154.00,0.0200,0.2500,-0.3000,4.595,0.030,-0.084,0.5086,0.1959,26.394328970,5.7240000e-05,-5.7240000e-05,176.0545900,1.760000e-03,-1.760000e-03,3.07,4.100e-01,-2.200e-01,0.6020,0.2500,-0.3960,1.5109e+03,3.630e+01,-3.630e+01,3.57300,0.06430,-0.06430,0.036810,4.201000e-03,-1.900000e-03,47.700000,20.700000,-20.700000,48.20,51
K00116.01,CONFIRMED,K00116,8395660,4,12.882,0.9510,0.0700,-0.0630,1.0120,0.1540,-0.1030,0.1117902704113631,0.12320035549104665,-0.10881004890191916,5854.00,105.00,-117.00,-0.1200,0.1500,-0.1500,4.406,0.090,-0.110,0.3928,0.2676,13.570782810,1.5850000e-05,-1.5850000e-05,136.2791940,9.570000e-04,-9.570000e-04,2.64,4.000e-01,-2.700e-01,0.8660,0.0150,-0.6210,5.1170e+02,6.300e+00,-6.300e+00,3.35390,0.04890,-0.04890,0.023908,4.130000e-04,-2.627000e-03,16.930000,7.900000,-7.900000,88.40,101
K00115.02,CONFIRMED,K00115,9579641,3,12.791,0.9410,0.0740,-0.0540,1.0870,0.1570,-0.1420,0.014052282153663402,0.11805818624634747,-0.1432434114067366,5779.00,104.00,-115.00,-0.0600,0.1500,-0.1500,4.339,0.132,-0.108,0.3928,0.2676,7.125943870,1.4060000e-05,-1.4060000e-05,139.0049200,1.590000e-03,-1.590000e-03,1.79,2.600e-01,-2.300e-01,0.8980,0.0130,-0.6990,1.9240e+02,4.400e+00,-4.400e+00,3.00140,0.03840,-0.03840,0.015120,3.230000e-04,-2.193000e-03,8.620000,4.200000,-4.200000,47.10,181
K00775.01,CONFIRMED,K00775,11754553,3,15.095,0.6330,0.0290,-0.0350,0.6150,0.0270,-0.0290,0.583929653676395,0.04096395449541679,-0.04950704986427823,4126.00,82.00,-82.00,0.0400,0.1500,-0.1500,4.661,0.022,-0.022,0.6834000000000001,0.0718,16.384899880,5.2190000e-05,-5.2190000e-05,172.7278200,2.480000e-03,-2.480000e-03,2.00,9.000e-02,-1.000e-01,0.0010,0.4370,-0.0010,1.1271e+03,4.200e+01,-4.200e+01,3.02490,0.07980,-0.07980,0.029758,1.300000e-03,-6.260000e-04,42.620000,2.500000,-2.500000,28.90,65
K00775.02,CONFIRMED,K00775,11754553,3,15.095,0.6330,0.0290,-0.0350,0.6150,0.0270,-0.0290,0.583929653676395,0.04096395449541679,-0.04950704986427823,4126.00,82.00,-82.00,0.0400,0.1500,-0.1500,4.661,0.022,-0.022,0.6834000000000001,0.0718,7.877416300,1.4930000e-05,-1.4930000e-05,176.3759000,1.470000e-03,-1.470000e-03,2.16,9.000e-02,-1.100e-01,0.0410,0.4090,-0.0410,1.3061e+03,3.770e+01,-3.770e+01,2.08050,0.05170,-0.05170,0.032090,1.268000e-03,-6.230000e-04,29.840000,1.100000,-1.100000,38.70,135
K00775.03,CONFIRMED,K00775,11754553,3,15.095,0.6330,0.0290,-0.0350,0.6150,0.0270,-0.0290,0.583929653676395,0.04096395449541679,-0.04950704986427823,4126.00,82.00,-82.00,0.0400,0.1500,-0.1500,4.661,0.022,-0.022,0.6834000000000001,0.0718,36.445400100,1.8090000e-04,-1.8090000e-04,151.6012500,3.920000e-03,-3.920000e-03,1.99,9.000e-02,-9.000e-02,0.0280,0.4370,-0.0280,1.1223e+03,5.340e+01,-5.340e+01,4.00700,0.12600,-0.12600,0.029681,1.410000e-03,-1.094000e-03,71.530000,2.900000,-2.900000,21.70,27
K00776.01,CONFIRMED,K00776,11812062,1,15.523,0.9070,0.0740,-0.1020,0.8090,0.1640,-0.0700,0.38291301320856824,0.15692752437501395,-0.09727108173143323,5497.00,166.00,-149.00,-0.1000,0.3000,-0.3000,4.577,0.034,-0.136,0.4415,0.2396,3.728732147,9.3600000e-07,-9.3600000e-07,171.7932550,1.950000e-04,-1.950000e-04,6.02,1.220e+00,-5.200e-01,0.5580,0.1300,-0.1490,5.2265e+03,1.850e+01,-1.850e+01,2.68300,0.03500,-0.03500,0.068178,2.209000e-03,-1.842000e-03,9.700000,3.100000,-3.100000,345.20,357
K00777.01,CANDIDATE,K00777,11818800,1,15.487,0.7140,0.1040,-0.0370,0.7810,0.1160,-0.0950,0.32489640112956336,0.12467509100056601,-0.1316163124909232,5446.00,179.00,-163.00,-0.5400,0.3500,-0.3000,4.507,0.116,-0.105,0.398,0.2665,40.419503700,1.1390000e-04,-1.1390000e-04,173.5646900,2.220000e-03,-2.220000e-03,7.51,1.120e+00,-9.100e-01,0.9110,5.5670,-0.1180,6.2560e+03,2.300e+02,-2.300e+02,3.36200,0.14000,-0.14000,0.088069,5.461791e+00,-1.363600e-02,54.700000,24.100000,-24.100000,36.90,36
