planet_name,disposition,koi_id,kic_id,npl,kep_mag,rstar,rstar_err1,rstar_err2,mstar,mstar_err1,mstar_err2,epoch,epoch_err1,epoch_err2,period,period_err1,period_err2,depth,depth_err1,depth_err2,duration,duration_err1,duration_err2
K01618.01,CONFIRMED,K01618,7215603,1,11.6,1.5,0.037,-0.036,1.267,0.061,-0.068,2454965.25,6.6299999999999996E-3,-6.6299999999999996E-3,2.3643676199999999,0.00001897,-0.00001897,28.399999999999999,2.7000000000000002,-2.7000000000000002,3.3719999999999999,0.20200000000000001,-0.20200000000000001
K01619.01,CANDIDATE,K01619,4276716,1,11.759,0.724,0.012,-0.012,0.718,0.036,-0.026,2454965.0120000001,6.5100000000000002E-3,-6.5100000000000002E-3,20.665437399999998,0.0001785,-0.0001785,100.40000000000001,8.4000000000000004,-8.4000000000000004,3.1720000000000002,0.20999999999999999,-0.20999999999999999
K01621.01,CONFIRMED,K01621,5561278,1,11.855,1.902,0.046,-0.047,1.411,0.068,-0.065,2454979.8250000002,2.3800000000000002E-3,-2.3800000000000002E-3,20.310474719999998,0.00006135,-0.00006135,164.59999999999999,4.0999999999999996,-4.0999999999999996,5.3357000000000001,6.7599999999999993E-2,-6.7599999999999993E-2
K01622.01,CANDIDATE,K01622,7287683,1,12.02,1.897,0.059,-0.058,1.744,0.087,-0.084,2455001.784,3.7200000000000002E-3,-3.7200000000000002E-3,69.834798300000003,3.0610000000000001E-4,-3.0610000000000001E-4,266.60000000000002,6.5999999999999996,-6.5999999999999996,8.2620000000000005,0.108,-0.108
K01626.01,CONFIRMED,K01626,6387542,1,15.341,1.711,0.096,-0.096,1.229,0.085,-0.111,2454965.6800000002,2.7499999999999998E-3,-2.7499999999999998E-3,2.53475568,7.4320000000000002E-6,-7.4320000000000002E-6,463,10.199999999999999,-10.199999999999999,4.5716000000000001,7.0599999999999996E-2,-7.0599999999999996E-2
K01731.01,CANDIDATE,K01731,8266276,1,15.72,0.797,0.043,-0.08,0.776,0.056,-0.056,2454965.7570000002,0.00365,-0.00365,2.59488443,0.00001062,-0.00001062,592.20000000000005,46.399999999999999,-46.399999999999999,1.6839999999999999,0.112,-0.112
K01732.01,CONFIRMED,K01732,6869184,1,15.737,1.072,0.055,-0.051,0.879,0.05,-0.036,2454969.574,4.0699999999999998E-3,-4.0699999999999998E-3,43.316742699999999,2.3560000000000001E-4,-2.3560000000000001E-4,987.5,41.799999999999997,-41.799999999999997,4.9950000000000001,0.13700000000000001,-0.13700000000000001
K01733.01,CANDIDATE,K01733,8396405,1,15.73,1.038,0.048,-0.046,0.941,0.076,-0.072,2454974.3709999998,0.00364,-0.00364,19.181095249999998,9.1539999999999994E-5,-9.1539999999999994E-5,865.39999999999998,55.700000000000003,-55.700000000000003,2.4239999999999999,0.104,-0.104
K01736.01,CONFIRMED,K01736,6604328,1,15.898,1.036,0.068,-0.061,0.968,0.07,-0.072,2454976.2910000002,4.0800000000000003E-3,-4.0800000000000003E-3,31.003307199999998,0.0001895,-0.0001895,645.20000000000005,33.5,-33.5,5.2530000000000001,0.14199999999999999,-0.14199999999999999
K01501.01,CONFIRMED,K01501,7439316,1,15.835,0.682,0.018,-0.019,0.702,0.03,-0.031,2454967.0329999998,2.1299999999999999E-3,-2.1299999999999999E-3,2.6170283730000001,6.5919999999999997E-6,-6.5919999999999997E-6,499.39999999999998,19,-19,2.0459999999999998,6.5799999999999997E-2,-6.5799999999999997E-2
K01503.01,CONFIRMED,K01503,12400538,1,14.827,1.257,0.122,-0.112,0.955,0.073,-0.067,2454971.29,2.6800000000000001E-3,-2.6800000000000001E-3,150.2412582,0.0005486,-0.0005486,2378.5,37.200000000000003,-37.200000000000003,10.849,0.126,-0.126
K01564.01,CONFIRMED,K01564,5184584,1,15.287,1.734,0.136,-0.128,1.191,0.108,-0.095,2454982.202,1.0300000000000001E-3,-1.0300000000000001E-3,53.449444980000003,6.7009999999999997E-5,-6.7009999999999997E-5,3437,33.200000000000003,-33.200000000000003,5.3090999999999999,4.3900000000000002E-2,-4.3900000000000002E-2
K01567.01,CONFIRMED,K01567,5438099,4,15.565,0.769,0.023,-0.022,0.766,0.042,-0.037,2455188.0120000001,0.00175,-0.00175,7.2402241800000002,1.6739999999999999E-5,-1.6739999999999999E-5,864.89999999999998,19.699999999999999,-19.699999999999999,2.9152999999999998,5.0599999999999999E-2,-5.0599999999999999E-2
K01567.02,CONFIRMED,K01567,5438099,4,15.565,0.769,0.023,-0.022,0.766,0.042,-0.037,2455187.5890000002,2.2899999999999999E-3,-2.2899999999999999E-3,4.6462238300000003,1.6160000000000001E-5,-1.6160000000000001E-5,446.5,17.399999999999999,-17.399999999999999,2.5137,6.4199999999999993E-2,-6.4199999999999993E-2
K01627.01,CONFIRMED,K01627,6543893,3,15.767,1.797,0.295,-0.406,1.294,0.131,-0.131,2454965.1949999998,3.1900000000000001E-3,-3.1900000000000001E-3,10.29674097,3.5920000000000002E-5,-3.5920000000000002E-5,1011.8,35.200000000000003,-35.200000000000003,2.7292000000000001,7.5300000000000006E-2,-7.5300000000000006E-2
K01627.02,CANDIDATE,K01627,6543893,3,15.767,1.797,0.295,-0.406,0.0,0.0,0.0,2455186.7549999999,3.6700000000000001E-3,-3.6700000000000001E-3,5.9391904100000001,0.00003061,-0.00003061,424.5,29.100000000000001,-29.100000000000001,2.2850000000000001,0.115,-0.115
K01628.01,CONFIRMED,K01628,6975129,2,12.949,1.679,0.043,-0.042,1.365,0.06,-0.057,2454980.1060000001,1.7099999999999999E-3,-1.7099999999999999E-3,19.747339830000001,0.00004316,-0.00004316,480.69999999999999,11.1,-11.1,3.4443999999999999,6.4600000000000005E-2,-6.4600000000000005E-2
K00189.01,CONFIRMED,K00189,11391018,1,14.388,0.766,0.014,-0.014,0.777,0.04,-0.04,2454981.0920000002,0.000118,-0.000118,30.360445359,4.6020000000000002E-6,-4.6020000000000002E-6,21124.700000000001,21.899999999999999,-21.899999999999999,6.0133999999999999,1.3299999999999999E-2,-1.3299999999999999E-2
K01629.01,CONFIRMED,K01629,8685497,1,13.574,1.27,0.027,-0.03,1.145,0.065,-0.067,2454965.4500000002,2.0699999999999998E-3,-2.0699999999999998E-3,4.4096675000000003,0.00001189,-0.00001189,132.69999999999999,5.7999999999999998,-5.7999999999999998,2.1417999999999999,6.2600000000000003E-2,-6.2600000000000003E-2
K01738.01,CANDIDATE,K01738,4365645,1,13.293,0.865,0.016,-0.015,0.896,0.044,-0.054,2454968.2829999998,2.0600000000000002E-3,-2.0600000000000002E-3,4.16787814,1.0730000000000001E-5,-1.0730000000000001E-5,168.09999999999999,5.9000000000000004,-5.9000000000000004,2.2136,6.4899999999999999E-2,-6.4899999999999999E-2
K01746.01,CONFIRMED,K01746,8197343,1,14.941,1.125,0.039,-0.036,1.055,0.069,-0.072,2454967.5410000002,3.8600000000000001E-3,-3.8600000000000001E-3,11.79161234,5.3550000000000001E-5,-5.3550000000000001E-5,415.39999999999998,22.600000000000001,-22.600000000000001,3.036,0.11,-0.11
K01747.01,CANDIDATE,K01747,7032421,1,14.792,0.994,0.026,-0.025,1.029,0.045,-0.058,2454966.0040000002,0.00189,-0.00189,20.558483880000001,4.5729999999999998E-5,-4.5729999999999998E-5,677.29999999999995,40,-40,1.4490000000000001,0.106,-0.106
K01749.01,CONFIRMED,K01749,6786348,1,15.789,1.306,0.072,-0.083,0.922,0.078,-0.063,2454978.344,4.9500000000000004E-3,-4.9500000000000004E-3,26.964500999999998,0.000154,-0.000154,601.70000000000005,34.700000000000003,-34.700000000000003,3.7919999999999998,0.13100000000000001,-0.13100000000000001
K01750.01,CONFIRMED,K01750,6209677,2,14.8,0.934,0.025,-0.023,0.975,0.044,-0.055,2454971.0660000001,4.0299999999999997E-3,-4.0299999999999997E-3,7.7684563899999999,4.1109999999999998E-5,-4.1109999999999998E-5,217.80000000000001,10.199999999999999,-10.199999999999999,3.6890000000000001,0.128,-0.128
K01505.01,CONFIRMED,K01505,9813499,1,15.695,1.09,0.075,-0.068,0.98,0.073,-0.074,2454970.3259999999,0.00379,-0.00379,5.0325700900000001,2.3180000000000002E-5,-2.3180000000000002E-5,439.10000000000002,17.199999999999999,-17.199999999999999,4.2130000000000001,0.28499999999999998,-0.28499999999999998
K01506.01,CONFIRMED,K01506,12254792,1,14.982,0.928,0.026,-0.025,0.944,0.051,-0.064,2454972.5060000001,3.7599999999999999E-3,-3.7599999999999999E-3,40.428667599999997,0.0001805,-0.0001805,916.10000000000002,25.100000000000001,-25.100000000000001,7.1020000000000003,0.17899999999999999,-0.17899999999999999
K01507.01,CONFIRMED,K01507,12020218,1,15.259,1.021,0.045,-0.043,0.965,0.066,-0.067,2454968.0699999998,0.00415,-0.00415,21.358823600000001,0.0001094,-0.0001094,640.10000000000002,21.899999999999999,-21.899999999999999,5.8230000000000004,0.114,-0.114
K01508.01,CONFIRMED,K01508,7690844,1,15.689,1.273,0.098,-0.09,1.12,0.075,-0.083,2454969.4750000001,4.5599999999999998E-3,-4.5599999999999998E-3,22.045916299999998,0.0001114,-0.0001114,804.79999999999995,29.800000000000001,-29.800000000000001,5.2199999999999998,0.11799999999999999,-0.11799999999999999
K01567.03,CONFIRMED,K01567,5438099,4,15.565,0.769,0.023,-0.022,0.766,0.042,-0.037,2455193.5079999999,3.2599999999999999E-3,-3.2599999999999999E-3,17.326704450000001,7.3869999999999996E-5,-7.3869999999999996E-5,800,24.5,-24.5,4.2690000000000001,0.10000000000000001,-0.10000000000000001
K01567.04,CONFIRMED,K01567,5438099,4,15.565,0.769,0.023,-0.022,0.766,0.042,-0.037,2455192.8739999998,4.1900000000000001E-3,-4.1900000000000001E-3,44.841116800000002,2.7809999999999998E-4,-2.7809999999999998E-4,1051.5999999999999,38.5,-38.5,5.9020000000000001,0.13500000000000001,-0.13500000000000001
K01569.01,CONFIRMED,K01569,8009350,1,15.587,0.65,0.019,-0.018,0.675,0.028,-0.03,2454976.0320000001,2.2499999999999998E-3,-2.2499999999999998E-3,13.75207851,3.4010000000000001E-5,-3.4010000000000001E-5,1215.5999999999999,37.200000000000003,-37.200000000000003,2.8831000000000002,0.0688,-0.0688
K01570.01,CONFIRMED,K01570,8082001,1,15.182,1.034,0.04,-0.038,1.014,0.061,-0.073,2455187.8509999998,1.4599999999999999E-3,-1.4599999999999999E-3,6.3385594599999999,0.00001273,-0.00001273,721.70000000000005,14.1,-14.1,3.4617,8.8400000000000006E-2,-8.8400000000000006E-2
K01630.01,CANDIDATE,K01630,9017682,1,15.152,1.539,0.131,-0.126,1.152,0.092,-0.095,2454971.1359999999,5.0899999999999999E-3,-5.0899999999999999E-3,11.305079839999999,6.9309999999999999E-5,-6.9309999999999999E-5,278.39999999999998,16.399999999999999,-16.399999999999999,3.9889999999999999,0.157,-0.157
K01632.01,CONFIRMED,K01632,9277896,1,13.298,1.41,0.03,-0.031,1.348,0.051,-0.051,2454966.8399999999,0.0028,-0.0028,4.5948981599999996,1.5809999999999999E-5,-1.5809999999999999E-5,109.7,4.7000000000000002,-4.7000000000000002,3.1381000000000001,6.5600000000000006E-2,-6.5600000000000006E-2
K01633.01,CONFIRMED,K01633,9401997,1,15.2,0.879,0.022,-0.021,0.924,0.04,-0.051,2454971.5260000001,7.3400000000000002E-3,-7.3400000000000002E-3,32.2964275,3.0739999999999999E-4,-3.0739999999999999E-4,472.19999999999999,30.5,-30.5,4.5609999999999999,0.214,-0.214
K01637.01,CONFIRMED,K01637,10686864,1,15.759,1.648,0.52,-0.379,1.125,0.152,-0.123,2454966.3909999998,0.00297,-0.00297,2.9704180099999999,1.0689999999999999E-5,-1.0689999999999999E-5,530.70000000000005,27.699999999999999,-27.699999999999999,2.2368999999999999,8.9399999999999993E-2,-8.9399999999999993E-2
K01764.01,CANDIDATE,K01764,11904734,1,15.303,0.778,0.05,-0.043,0.792,0.041,-0.041,2454965.6830000002,4.3399999999999998E-4,-4.3399999999999998E-4,12.681733929,6.7619999999999998E-6,-6.7619999999999998E-6,5879.1000000000004,72.5,-72.5,1.6866000000000001,2.8299999999999999E-2,-2.8299999999999999E-2
K00022.01,CONFIRMED,K00022,9631995,1,13.435,1.257,0.026,-0.026,1.173,0.061,-0.072,2455010.25,5.0300000000000003E-5,-5.0300000000000003E-5,7.8914488379999996,0.000000506,-0.000000506,10344.6,6.9000000000000004,-6.9000000000000004,4.2854000000000001,6.9699999999999996E-3,-6.9699999999999996E-3
K01510.01,CANDIDATE,K01510,11870545,1,15.929,0.668,0.023,-0.022,0.699,0.033,-0.035,2455011.3539999998,0.00134,-0.00134,0.83996145600000005,0.00000137,-0.00000137,492.89999999999998,17.399999999999999,-17.399999999999999,1.3008,4.5600000000000002E-2,-4.5600000000000002E-2
K01511.01,CONFIRMED,K01511,7901948,1,15.106,0.87,0.027,-0.027,0.915,0.041,-0.053,2454966.2239999999,1.8400000000000001E-3,-1.8400000000000001E-3,2.578852119,5.6960000000000002E-6,-5.6960000000000002E-6,334.30000000000001,10.6,-10.6,2.3580999999999999,5.5500000000000001E-2,-5.5500000000000001E-2
K00176.01,CONFIRMED,K00176,6442377,1,13.432,1.323,0.029,-0.028,1.226,0.054,-0.057,2454967.5210000002,1.9300000000000001E-3,-1.9300000000000001E-3,30.229102739999998,7.3559999999999994E-5,-7.3559999999999994E-5,443.39999999999998,7,-7,6.6750999999999996,7.3700000000000002E-2,-7.3700000000000002E-2
K00182.01,CANDIDATE,K00182,5376836,1,14.041,1.69,0.054,-0.054,1.274,0.061,-0.092,2454969.7969999998,6.7000000000000002E-4,-6.7000000000000002E-4,3.4794256379999999,2.8480000000000001E-6,-2.8480000000000001E-6,19550,206,-206,3.4479000000000002,8.8400000000000006E-2,-8.8400000000000006E-2
K01572.01,CONFIRMED,K01572,10004519,1,15.439,0.908,0.038,-0.037,0.792,0.054,-0.046,2455196.9870000002,2.1299999999999999E-3,-2.1299999999999999E-3,9.8032114299999993,0.00002868,-0.00002868,813.39999999999998,17.399999999999999,-17.399999999999999,4.4617000000000004,6.8400000000000002E-2,-6.8400000000000002E-2
K01573.01,CANDIDATE,K01573,5031857,2,14.373,1.142,0.033,-0.033,1.162,0.039,-0.052,2454989.5070000002,6.1499999999999999E-4,-6.1499999999999999E-4,24.810972060000001,0.00001931,-0.00001931,2090.8000000000002,18.5,-18.5,3.2244999999999999,2.9700000000000001E-2,-2.9700000000000001E-2
K01573.02,CANDIDATE,K01573,5031857,2,14.373,1.142,0.033,-0.033,1.162,0.039,-0.052,2454964.753,1.8500000000000001E-3,-1.8500000000000001E-3,7.1369220000000002,0.00001632,-0.00001632,221.59999999999999,10.6,-10.6,2.8005,4.9599999999999998E-2,-4.9599999999999998E-2
K01641.01,CONFIRMED,K01641,10879038,1,14.971,0.938,0.033,-0.032,1.001,0.036,-0.039,2454968.0989999999,5.7299999999999999E-3,-5.7299999999999999E-3,4.8538404000000002,3.4959999999999997E-5,-3.4959999999999997E-5,196.40000000000001,15.1,-15.1,3.198,0.161,-0.161
K01643.01,CONFIRMED,K01643,10990917,1,14.681,1.09,0.043,-0.04,1.083,0.055,-0.069,2454969.4410000001,5.8799999999999998E-3,-5.8799999999999998E-3,11.046053649999999,7.0090000000000001E-5,-7.0090000000000001E-5,308.30000000000001,15,-15,4.7990000000000004,0.13800000000000001,-0.13800000000000001
K01646.01,CANDIDATE,K01646,11046025,1,14.293,0.726,0.014,-0.014,0.746,0.033,-0.037,2454966.4169999999,3.7100000000000002E-3,-3.7100000000000002E-3,3.7202070800000002,1.7609999999999999E-5,-1.7609999999999999E-5,156.90000000000001,12.199999999999999,-12.199999999999999,1.8919999999999999,0.11799999999999999,-0.11799999999999999
K01751.01,CONFIRMED,K01751,9729691,1,14.548,0.755,0.016,-0.015,0.792,0.032,-0.044,2454966.6609999998,8.6700000000000004E-4,-8.6700000000000004E-4,8.6893012160000005,9.8009999999999998E-6,-9.8009999999999998E-6,1117,17.399999999999999,-17.399999999999999,2.5630000000000002,3.1300000000000001E-2,-3.1300000000000001E-2
K00194.01,CONFIRMED,K00194,10904857,1,14.804,1.063,0.036,-0.035,1.073,0.048,-0.065,2454972.4670000002,0.000513,-0.000513,3.1208281360000001,1.9860000000000001E-6,-1.9860000000000001E-6,16456,213,-213,2.1878000000000002,6.4500000000000002E-2,-6.4500000000000002E-2
K01754.01,CANDIDATE,K01754,8651389,1,13.964,1.158,0.024,-0.023,1.149,0.046,-0.069,2454979.5839999998,0.00346,-0.00346,15.135904529999999,6.1550000000000005E-5,-6.1550000000000005E-5,255.69999999999999,15.300000000000001,-15.300000000000001,2.2360000000000002,0.10199999999999999,-0.10199999999999999
K01515.01,CONFIRMED,K01515,7871954,2,14.39,0.543,0.019,-0.016,0.556,0.02,-0.018,2454967.7209999999,1.1299999999999999E-3,-1.1299999999999999E-3,1.937029968,0.000002605,-0.000002605,312.30000000000001,8.5999999999999996,-8.5999999999999996,1.4726999999999999,3.6200000000000003E-2,-3.6200000000000003E-2
K01515.02,CONFIRMED,K01515,7871954,2,14.39,0.543,0.019,-0.016,0.556,0.02,-0.018,2454969.273,1.2899999999999999E-3,-1.2899999999999999E-3,7.0611732199999997,0.00001207,-0.00001207,481.69999999999999,22.399999999999999,-22.399999999999999,1.0406,4.9500000000000002E-2,-4.9500000000000002E-2
K01516.01,CONFIRMED,K01516,12418724,1,14.829,1.08,0.038,-0.036,1.081,0.051,-0.068,2454972.5610000002,0.00296,-0.00296,20.553314409999999,7.5069999999999998E-5,-7.5069999999999998E-5,678.29999999999995,19,-19,5.3136000000000001,9.7500000000000003E-2,-9.7500000000000003E-2
K01517.01,CONFIRMED,K01517,7456001,1,14.683,1.154,0.026,-0.024,1.033,0.092,-0.092,2454984.8089999999,2.0100000000000001E-3,-2.0100000000000001E-3,40.068671299999998,1.0179999999999999E-4,-1.0179999999999999E-4,970.89999999999998,18,-18,5.8875000000000002,6.6500000000000004E-2,-6.6500000000000004E-2
K01574.01,CONFIRMED,K01574,10028792,4,14.6,1.422,0.043,-0.04,1.016,0.09,-0.072,2454998.1510000001,9.9599999999999992E-4,-9.9599999999999992E-4,114.7365573,0.0001516,-0.0001516,4845.1999999999998,22.199999999999999,-22.199999999999999,12.028499999999999,8.8700000000000001E-2,-8.8700000000000001E-2
K01574.02,CONFIRMED,K01574,10028792,4,14.6,1.422,0.043,-0.04,1.016,0.09,-0.072,2455119.0869999998,7.7099999999999998E-3,-7.7099999999999998E-3,573.95695999999998,0.01116,-0.01116,1137.9000000000001,39.600000000000001,-39.600000000000001,16.606999999999999,0.39300000000000002,-0.39300000000000002
K01574.03,CANDIDATE,K01574,10028792,4,14.6,1.422,0.043,-0.04,1.016,0.09,-0.072,2454965.6340000001,0.00296,-0.00296,5.8339378999999996,2.1480000000000001E-5,-2.1480000000000001E-5,133.09999999999999,8,-8,4.5713999999999997,8.2900000000000001E-2,-8.2900000000000001E-2
K01576.01,CONFIRMED,K01576,5299459,2,14.072,0.933,0.018,-0.018,0.971,0.044,-0.057,2454976.048,0.00106,-0.00106,10.415726660000001,0.00001362,-0.00001362,825.29999999999995,13.5,-13.5,2.7719,4.1399999999999999E-2,-4.1399999999999999E-2
K01647.01,CONFIRMED,K01647,11153121,3,14.167,1.483,0.12,-0.116,1.091,0.103,-0.074,2454967.5049999999,4.1099999999999999E-3,-4.1099999999999999E-3,14.97031664,8.2689999999999996E-5,-8.2689999999999996E-5,290.5,10.699999999999999,-10.699999999999999,5.8840000000000003,0.124,-0.124
K01647.02,CONFIRMED,K01647,11153121,3,14.167,1.483,0.12,-0.116,1.091,0.103,-0.074,2454982.0460000001,0.014,-0.014,32.275385300000003,5.4100000000000003E-4,-5.4100000000000003E-4,223.90000000000001,15.199999999999999,-15.199999999999999,8.6219999999999999,0.56899999999999995,-0.56899999999999995
K01647.03,CANDIDATE,K01647,11153121,3,14.167,1.483,0.12,-0.116,1.091,0.103,-0.074,2454966.8620000002,8.0700000000000008E-3,-8.0700000000000008E-3,6.33027476,7.1680000000000005E-5,-7.1680000000000005E-5,89.200000000000003,9.8000000000000007,-9.8000000000000007,3.6699999999999999,0.27700000000000002,-0.27700000000000002
K01648.01,CANDIDATE,K01648,11177543,1,14.31,0.903,0.056,-0.088,0.821,0.059,-0.059,2454975.0839999998,5.1900000000000002E-3,-5.1900000000000002E-3,38.3262237,2.7300000000000002E-4,-2.7300000000000002E-4,392.10000000000002,30.199999999999999,-30.199999999999999,3.073,0.123,-0.123
K01649.01,CANDIDATE,K01649,11337141,1,14.963,0.597,0.016,-0.016,0.584,0.013,-0.013,2454964.6299999999,0.00265,-0.00265,4.04355245,0.00001255,-0.00001255,416.19999999999999,22,-22,1.9650000000000001,0.16,-0.16
K01758.01,CANDIDATE,K01758,6705142,1,15.969,0.923,0.054,-0.048,0.912,0.059,-0.064,2454964.8670000001,0.00231,-0.00231,5.5972824900000004,0.00001412,-0.00001412,1407.3,54.200000000000003,-54.200000000000003,1.7949999999999999,6.2100000000000002E-2,-6.2100000000000002E-2
K01760.01,CONFIRMED,K01760,3967760,2,15.377,0.843,0.028,-0.025,0.91,0.034,-0.036,2454968.6230000001,3.3400000000000001E-3,-3.3400000000000001E-3,5.5241862499999996,2.3649999999999999E-5,-2.3649999999999999E-5,491,26.100000000000001,-26.100000000000001,2.8260000000000001,0.111,-0.111
K01760.02,CONFIRMED,K01760,3967760,2,15.377,0.843,0.028,-0.025,0.91,0.034,-0.036,2454966.7030000002,5.7000000000000002E-3,-5.7000000000000002E-3,8.7751478200000008,6.1309999999999994E-5,-6.1309999999999994E-5,351.89999999999998,30.5,-30.5,3.1760000000000002,0.188,-0.188
K01761.01,CANDIDATE,K01761,4067336,1,15.623,1.162,0.345,-0.148,1.232,0.152,-0.152,2454968.2650000001,2.4499999999999999E-3,-2.4499999999999999E-3,10.12742274,2.8549999999999999E-5,-2.8549999999999999E-5,933.5,57.799999999999997,-57.799999999999997,1.2762,8.0799999999999997E-2,-8.0799999999999997E-2
K01518.01,CONFIRMED,K01518,7549209,1,15.219,1.092,0.05,-0.047,1.085,0.058,-0.07,2454984.8480000002,4.8900000000000002E-3,-4.8900000000000002E-3,27.507111399999999,1.7239999999999999E-4,-1.7239999999999999E-4,580.70000000000005,21.399999999999999,-21.399999999999999,5.907,0.157,-0.157
K01519.01,CONFIRMED,K01519,7663405,2,15.369,0.857,0.027,-0.025,0.873,0.047,-0.049,2454966.8300000001,3.1900000000000001E-3,-3.1900000000000001E-3,5.1443645,2.2370000000000001E-5,-2.2370000000000001E-5,310.69999999999999,17.600000000000001,-17.600000000000001,2.7029999999999998,0.107,-0.107
K01520.01,CONFIRMED,K01520,9765975,1,14.516,1.508,1.15,-0.79,0.862,0.27,-0.083,2454971.1630000002,2.2300000000000002E-3,-2.2300000000000002E-3,18.458483879999999,4.8819999999999997E-5,-4.8819999999999997E-5,535.29999999999995,15,-15,3.3702999999999999,6.8400000000000002E-2,-6.8400000000000002E-2
K01521.01,CONFIRMED,K01521,9818462,1,14.817,1.029,0.052,-0.048,0.867,0.035,-0.026,2454989.1889999998,0.0033,-0.0033,25.942158200000002,0.0001126,-0.0001126,569.70000000000005,20.300000000000001,-20.300000000000001,4.0449999999999999,0.104,-0.104
K00177.01,CANDIDATE,K00177,6803202,1,13.182,1.034,0.148,-0.121,0.94,0.073,-0.073,2454976.6000000001,2.2699999999999999E-3,-2.2699999999999999E-3,21.060753030000001,0.00005702,-0.00005702,301.19999999999999,6.2999999999999998,-6.2999999999999998,5.2472000000000003,6.6299999999999998E-2,-6.6299999999999998E-2
K01576.02,CONFIRMED,K01576,5299459,2,14.072,0.933,0.018,-0.018,0.971,0.044,-0.057,2454965.6310000001,0.00157,-0.00157,13.08424286,2.6089999999999999E-5,-2.6089999999999999E-5,662,14.4,-14.4,3.0400999999999998,5.4899999999999997E-2,-5.4899999999999997E-2
K00183.01,CONFIRMED,K00183,9651668,1,14.29,0.964,0.026,-0.025,0.949,0.058,-0.063,2454966.355,0.0000255,-0.0000255,2.6843285410000002,8.2000000000000006E-8,-8.2000000000000006E-8,18136.5,7.4000000000000004,-7.4000000000000004,2.6938200000000001,7.2999999999999996E-4,-7.2999999999999996E-4
K01577.01,CONFIRMED,K01577,12506770,1,15.988,0.618,0.016,-0.016,0.628,0.021,-0.019,2454966.7310000001,2.0300000000000001E-3,-2.0300000000000001E-3,2.8062434879999998,7.5190000000000003E-6,-7.5190000000000003E-6,599.60000000000002,30.100000000000001,-30.100000000000001,1.6271,7.0099999999999996E-2,-7.0099999999999996E-2
K01650.01,CONFIRMED,K01650,11337372,2,15.28,0.939,0.032,-0.029,0.931,0.057,-0.061,2454969.0320000001,3.2599999999999999E-3,-3.2599999999999999E-3,6.53194024,0.00002283,-0.00002283,771.89999999999998,21.800000000000001,-21.800000000000001,3.3351000000000002,6.1800000000000001E-2,-6.1800000000000001E-2
K01651.01,CONFIRMED,K01651,11337833,1,14.739,0.995,0.032,-0.031,0.838,0.064,-0.051,2454986.5260000001,0.00975,-0.00975,51.301184399999997,6.0210000000000005E-4,-6.0210000000000005E-4,498.89999999999998,30.100000000000001,-30.100000000000001,5.359,0.25900000000000001,-0.25900000000000001
K01655.01,CONFIRMED,K01655,11547505,1,13.757,0.907,0.019,-0.018,0.915,0.05,-0.059,2454968.6009999998,7.9699999999999997E-4,-7.9699999999999997E-4,0.93846695899999999,9.3900000000000003E-7,-9.3900000000000003E-7,217.40000000000001,4.9000000000000004,-4.9000000000000004,1.3015000000000001,2.8400000000000002E-2,-2.8400000000000002E-2
K01656.01,CANDIDATE,K01656,4471747,1,15.03,1.292,0.224,-0.163,1.173,0.073,-0.073,2454978.3190000001,0.01,-0.01,51.390145199999999,6.2189999999999999E-4,-6.2189999999999999E-4,494,37.600000000000001,-37.600000000000001,5.9950000000000001,0.21299999999999999,-0.21299999999999999
K00195.01,CONFIRMED,K00195,11502867,1,14.835,0.893,0.024,-0.023,0.88,0.056,-0.061,2454966.6320000002,4.4799999999999998E-5,-4.4799999999999998E-5,3.2175185110000002,1.7499999999999999E-7,-1.7499999999999999E-7,14319.4,14.199999999999999,-14.199999999999999,2.1148099999999999,7.0000000000000001E-3,-7.0000000000000001E-3
K01779.01,CONFIRMED,K01779,9909735,2,13.297,0.998,0.017,-0.017,1.064,0.029,-0.04,2454967.0830000001,0.00249,-0.00249,4.6627190199999999,0.00001486,-0.00001486,1630.5999999999999,66.400000000000006,-66.400000000000006,2.7570000000000001,9.1700000000000004E-2,-9.1700000000000004E-2
K01779.02,CONFIRMED,K01779,9909735,2,13.297,0.998,0.017,-0.017,1.064,0.029,-0.04,2454966.0890000002,6.9800000000000001E-3,-6.9800000000000001E-3,11.8150174,1.0739999999999999E-4,-1.0739999999999999E-4,1003,107,-107,2.8340000000000001,0.22700000000000001,-0.22700000000000001
K01781.01,CONFIRMED,K01781,11551692,3,12.231,0.72,0.059,-0.022,0.822,0.03,-0.03,2454968.2220000001,2.9599999999999998E-4,-2.9599999999999998E-4,7.8344336759999997,0.000002959,-0.000002959,2018.0999999999999,8.5999999999999996,-8.5999999999999996,2.8900000000000001,3.6299999999999999E-2,-3.6299999999999999E-2
K01781.02,CONFIRMED,K01781,11551692,3,12.231,0.72,0.059,-0.022,0.0,0.0,0.0,2454970.1030000001,5.1500000000000005E-4,-5.1500000000000005E-4,3.0051569109999998,0.000001922,-0.000001922,691.60000000000002,6.7000000000000002,-6.7000000000000002,2.0747,2.6700000000000002E-2,-2.6700000000000002E-2
K01522.01,CONFIRMED,K01522,12266636,2,14.264,1.067,0.026,-0.025,0.99,0.073,-0.076,2454981.9279999998,3.0799999999999998E-3,-3.0799999999999998E-3,33.385617600000003,1.4090000000000001E-4,-1.4090000000000001E-4,553.20000000000005,15.9,-15.9,5.0361000000000002,9.3399999999999997E-2,-9.3399999999999997E-2
