,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,exo_quadld_u1,exo_quadld_u2
11,K00041,6521045,K00041.01,Kepler-100 c,CONFIRMED,12.81588378,1.836E-05,-1.836E-05,2454955.948,0.0011,-0.0011,0.5891,0.0307,-0.4634,6.3728,0.0413,-0.0413,,,,218.1,2,-2,0.014026,7.9E-05,-0.000601,0.2361,0.17779,-0.02243,2.28,0.06,-0.05,0.11,,,946,,,189.05,19.38,-17.88,12.7,4.8,-4.8,69.08899,110.3,3,,5825,75,-75,4.125,0.009,-0.009,0.02,0.101,-0.101,1.49,0.035,-0.035,1.08,0.063,-0.063,,,,stellar_q1_q16,11.197,10.081,9.804,9.768,False,5854.4,60,-60,4.073,0.1,-0.1,0.102,0.04,-0.04,2.7,1,-1,5857,63,-66,4.103,0.104,-0.096,0.098,0.043,-0.042,1.55,0.241993801574,-0.202388240765,1.107,0.0888041643168,-0.0546825346889,6.71428852926,1.29042535595,-1.51341532561,9.827,0.0763458134203,-0.110923734117,3.32,0.49,-0.45,2.3743738113,0.344681735195,-0.344681735195,0.110943998213,0.00240653708718,-0.00240653708718,205.741751267,61.0117266922,-61.0117266922,965.148486944,71.3523375746,-71.3523375746,0,0
12,K00041,6521045,K00041.02,Kepler-100 b,CONFIRMED,6.88706037,2.038E-05,-2.038E-05,2454966.178,0.00239,-0.00239,0.5134,0.0017,-0.482,4.4276,0.0728,-0.0728,,,,73.9,1.8,-1.8,0.008062,0.001336,-0.000227,0.44013,0.28288,-0.00436,1.31,0.03,-0.03,0.0727,,,1163,,,432.81,44.37,-40.95,10.33,3.3,-3.3,28.842234,47.9,3,,5825,75,-75,4.125,0.009,-0.009,0.02,0.101,-0.101,1.49,0.035,-0.035,1.08,0.063,-0.063,,,,stellar_q1_q16,11.197,10.081,9.804,9.768,False,5854.4,60,-60,4.073,0.1,-0.1,0.102,0.04,-0.04,2.7,1,-1,5857,63,-66,4.103,0.104,-0.096,0.098,0.043,-0.042,1.55,0.241993801574,-0.202388240765,1.107,0.0888041643168,-0.0546825346889,6.71428852926,1.29042535595,-1.51341532561,9.827,0.0763458134203,-0.110923734117,3.32,0.49,-0.45,1.35499222518,0.235962174079,-0.235962174079,0.0733378836429,0.00159987021085,-0.00159987021085,470.454733427,139.442303661,-139.442303661,1186.84221864,88.237666096,-88.237666096,0,0
13,K00041,6521045,K00041.03,Kepler-100 d,CONFIRMED,35.3330866,0.0002155,-0.0002155,2454986.983,0.00481,-0.00481,0.5942,0.367,-0.3598,5.904,0.131,-0.131,,,,93.8,3.3,-3.3,0.009209,0.002335,-0.000349,0.78634,0.54499,-0.7508,1.5,0.03,-0.04,0.2163,,,674,,,48.89,5.02,-4.62,37.3,12.9,-12.9,17.674736,30.2,3,,5825,75,-75,4.125,0.009,-0.009,0.02,0.101,-0.101,1.49,0.035,-0.035,1.08,0.063,-0.063,,,,stellar_q1_q16,11.197,10.081,9.804,9.768,False,5854.4,60,-60,4.073,0.1,-0.1,0.102,0.04,-0.04,2.7,1,-1,5857,63,-66,4.103,0.104,-0.096,0.098,0.043,-0.042,1.55,0.241993801574,-0.202388240765,1.107,0.0888041643168,-0.0546825346889,6.71428852926,1.29042535595,-1.51341532561,9.827,0.0763458134203,-0.110923734117,3.32,0.49,-0.45,1.54030685774,0.318251249581,-0.318251249581,0.218115230674,0.00470186226393,-0.00470186226393,53.0796264448,15.7084091241,-15.7084091241,687.852770045,50.8593109149,-50.8593109149,0,0
15,K00046,10905239,K00046.01,Kepler-101 b,CONFIRMED,3.487689428,1.133E-06,-1.133E-06,2455003.932,0.000262,-0.000262,0.0356,0.1742,-0.0356,3.84268,0.00966,-0.00966,,,,1340,4.4,-4.4,0.033018,0.000203,-7.5E-05,0.57645,0.00343,-0.04204,4.36,1.01,-0.55,0.0468,,,1291,,,656.81,402.75,-205.16,7.1833,0.0427,-0.0427,328.54794,339.8,2,,5761,85,-150,4.325,0.094,-0.165,0.48,0.08,-0.18,1.208,0.282,-0.152,1.125,0.088,-0.104,,,,stellar_q1_q16,13.77,12.403,12.112,12.011,False,5660.6,60,-60,4.068,0.1,-0.1,0.392,0.04,-0.04,2.5,1,-1,5664,55,-61,4.103,0.093,-0.081,0.369,0.041,-0.042,1.58,0.212364215441,-0.192609864753,1.156,0.116320825307,-0.0746695011367,6.23734835482,1.68095765384,-1.57942514661,9.795,0.103632281365,-0.126807675639,1.18,0.17,-0.14,5.69830050599,0.738679516716,-0.738679516716,0.0472795583424,0.00132107174984,-0.00132107174984,1030.563356,279.370299831,-279.370299831,1443.88365415,97.8175686331,-97.8175686331,0,0
16,K00046,10905239,K00046.02,Kepler-101 c,CONFIRMED,6.02979518,7.054E-05,-7.054E-05,2454965.482,0.00886,-0.00886,0.4143,0.0422,-0.4142,3.91,0.255,-0.255,,,,55.5,5.4,-5.4,0.006862,0.000255,-0.000539,0.66141,0.39846,-0.18209,0.91,0.21,-0.12,0.0675,,,1075,,,315.74,193.6,-98.63,10.83,3.3,-3.3,10.283713,11.5,2,,5761,85,-150,4.325,0.094,-0.165,0.48,0.08,-0.18,1.208,0.282,-0.152,1.125,0.088,-0.104,,,,stellar_q1_q16,13.77,12.403,12.112,12.011,False,5660.6,60,-60,4.068,0.1,-0.1,0.392,0.04,-0.04,2.5,1,-1,5664,55,-61,4.103,0.093,-0.081,0.369,0.041,-0.042,1.58,0.212364215441,-0.192609864753,1.156,0.116320825307,-0.0746695011367,6.23734835482,1.68095765384,-1.57942514661,9.795,0.103632281365,-0.126807675639,1.18,0.17,-0.14,1.18082284298,0.165451172036,-0.165451172036,0.0680938671759,0.00188361690092,-0.00188361690092,497.053586791,132.230587356,-132.230587356,1203.2734357,79.6809101294,-79.6809101294,0,0
21,K00070,6850504,K00070.01,Kepler-20 c,CONFIRMED,10.854097835,4.4E-06,-4.4E-06,2454971.608,0.000332,-0.000332,0.4384,0.0097,-0.4058,3.7747,0.0206,-0.0206,,,,1051,4.1,-4.1,0.029956,0.001821,-0.000609,1.38033,0.37992,-0.77306,3.03,0.53,-0.24,0.0919,,,765,,,80.88,40.3,-16.96,20.49,5.6,-5.6,195.4274,279.8,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.41310241301,3.87858417705,-4.09236311248,9.87,0.182758815446,-0.348765217984,3.37,0.24,-0.29,3.10098924285,0.277415783781,-0.277415783781,0.0938137046701,0.00156414005621,-0.00156414005621,84.4419050191,14.3651285864,-14.3651285864,772.508081932,32.8589216181,-32.8589216181,0,0
22,K00070,6850504,K00070.02,Kepler-20 b,CONFIRMED,3.696119675,2.31E-06,-2.31E-06,2454967.502,0.000523,-0.000523,0.8424,0.0077,-0.5999,2.5474,0.0403,-0.0403,,,,396.7,3,-3,0.020874,0.001408,-0.002266,0.37253,1.35869,-0.06485,2.11,0.37,-0.17,0.0448,,,1095,,,340.33,169.57,-71.36,6.46,2.9,-2.9,104.65924,145.1,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.41310241301,3.87858417705,-4.09236311248,9.87,0.182758815446,-0.348765217984,3.37,0.24,-0.29,2.15716558913,0.256781335754,-0.256781335754,0.0457584980386,0.000772052179647,-0.000772052179647,355.352832389,60.2505467879,-60.2505467879,1106.44153745,46.6927975824,-46.6927975824,0,0
23,K00070,6850504,K00070.03,Kepler-20 d,CONFIRMED,77.6115987,0.0001357,-0.0001357,2454997.727,0.0015,-0.0015,0.1206,0.2677,-0.1206,7.2566,0.0459,-0.0459,,,,827.5,8,-8,0.025923,0.000539,-0.000257,1.81167,0.07611,-0.37265,2.62,0.46,-0.21,0.3411,,,397,,,5.87,2.93,-1.23,83.25,3.5,-3.5,73.56477,106.3,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.41310241301,3.87858417705,-4.09236311248,9.87,0.182758815446,-0.348765217984,3.37,0.24,-0.29,2.68703216927,0.219741719921,-0.219741719921,0.348344025927,0.0057797945948,-0.0057797945948,6.13488331345,1.05288968406,-1.05288968406,401.06531309,17.1399610494,-17.1399610494,0,0
24,K00070,6850504,K00070.05,Kepler-20 f,CONFIRMED,19.5776286,0.000124,-0.000124,2454968.206,0.00524,-0.00524,0.3268,0.1317,-0.3267,3.744,0.151,-0.151,,,,115.6,5.7,-5.7,0.009811,0.000402,-0.000317,2.74647,1.24978,-0.58136,0.99,0.18,-0.08,0.1362,,,628,,,36.82,18.35,-7.72,38.2,17.4,-17.4,13.279935,23,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.41310241301,3.87858417705,-4.09236311248,9.87,0.182758815446,-0.348765217984,3.37,0.24,-0.29,1.0161155232,0.0870208190509,-0.0870208190509,0.139043286898,0.00232804735797,-0.00232804735797,38.4863301151,6.44068012502,-6.44068012502,634.7316453,26.4338024955,-26.4338024955,0,0
25,K00070,6850504,K00070.04,Kepler-20 e,CONFIRMED,6.09853672,2.838E-05,-2.838E-05,2454968.93,0.00391,-0.00391,0.5636,0.3768,-0.3588,2.881,0.111,-0.111,,,,74.8,3.6,-3.6,0.008166,0.001752,-0.0004,1.26256,0.77232,-1.14952,0.82,0.15,-0.06,0.0626,,,927,,,174.3,86.85,-36.54,13.54,4.1,-4.1,16.601109,23.3,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,False,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.0900235546954,-0.0619777411657,0.934,0.0336592097352,-0.0336592097352,7.41310241301,3.87858417705,-4.09236311248,9.87,0.182758815446,-0.348765217984,3.37,0.24,-0.29,0.843828292821,0.130189961563,-0.130189961563,0.0638696820703,0.00106034392069,-0.00106034392069,182.103796573,31.0102032132,-31.0102032132,936.145332172,39.6950187726,-39.6950187726,0,0
35,K00085,5866724,K00085.01,Kepler-65 c,CONFIRMED,5.859938722,2.614E-06,-2.614E-06,2454965.04,0.000376,-0.000376,0.0265,0.2578,-0.0265,4.0004,0.0119,-0.0119,,,,320.4,1.4,-1.4,0.016394,0.000135,-6.8E-05,0.81303,0.0019,-0.18516,2.55,0.04,-0.04,0.069,,,1236,,,552.06,37.5,-35.54,11.3853,0.0266,-0.0266,152.2298,259.3,3,,6169,50,-50,4.236,0.022,-0.022,0.09,0.08,-0.08,1.424,0.024,-0.024,1.273,0.061,-0.061,,,,stellar_q1_q16,11.018,10.066,9.852,9.806,False,6219.8,60,-60,4.213,0.1,-0.1,0.131,0.04,-0.04,8.7,1,-1,6213,67,-65,4.219,0.097,-0.108,0.122,0.043,-0.042,1.43,0.231771352846,-0.172388978766,1.234,0.0770590838253,-0.0522025133495,3.2359365693,0.557389514333,-0.84559417073,9.51,0.0690201773285,-0.131539885178,3.4,0.47,-0.48,2.55966891148,0.365405951654,-0.365405951654,0.0682473132776,0.00118912713807,-0.00118912713807,587.257536052,173.054542673,-173.054542673,1254.50002925,92.2146071582,-92.2146071582,0,0
36,K00085,5866724,K00085.02,Kepler-65 b,CONFIRMED,2.154909039,1.841E-06,-1.841E-06,2454966.499,0.000719,-0.000719,0.6452,0.1522,-0.4361,3.1774,0.0221,-0.0221,,,,100.4,1,-1,0.009656,0.000594,-0.000438,0.28072,0.24341,-0.01748,1.5,0.03,-0.02,0.0354,,,1726,,,2097.4,142.46,-135.04,4.1,1.8,-1.8,64.38821,116.2,3,,6169,50,-50,4.236,0.022,-0.022,0.09,0.08,-0.08,1.424,0.024,-0.024,1.273,0.061,-0.061,,,,stellar_q1_q16,11.018,10.066,9.852,9.806,False,6219.8,60,-60,4.213,0.1,-0.1,0.131,0.04,-0.04,8.7,1,-1,6213,67,-65,4.219,0.097,-0.108,0.122,0.043,-0.042,1.43,0.231771352846,-0.172388978766,1.234,0.0770590838253,-0.0522025133495,3.2359365693,0.557389514333,-0.84559417073,9.51,0.0690201773285,-0.131539885178,3.4,0.47,-0.48,1.50142597187,0.228355058748,-0.228355058748,0.035034741058,0.000615723131926,-0.000615723131926,2232.40978012,642.597406479,-642.597406479,1751.6890073,127.461399422,-127.461399422,0,0
37,K00085,5866724,K00085.03,Kepler-65 d,CONFIRMED,8.13122484,1.345E-05,-1.345E-05,2454970.992,0.0013,-0.0013,0.8742,0,-0.6277,4.3457,0.0244,-0.0244,,,,113.9,1.5,-1.5,0.011306,0,-0.001256,0.11251,0.61728,0,1.76,0.03,-0.03,0.0858,,,1109,,,357.04,24.25,-22.99,7.33,3.7,-3.7,42.444725,78.1,3,,6169,50,-50,4.236,0.022,-0.022,0.09,0.08,-0.08,1.424,0.024,-0.024,1.273,0.061,-0.061,,,,stellar_q1_q16,11.018,10.066,9.852,9.806,False,6219.8,60,-60,4.213,0.1,-0.1,0.131,0.04,-0.04,8.7,1,-1,6213,67,-65,4.219,0.097,-0.108,0.122,0.043,-0.042,1.43,0.231771352846,-0.172388978766,1.234,0.0770590838253,-0.0522025133495,3.2359365693,0.557389514333,-0.84559417073,9.51,0.0690201773285,-0.131539885178,3.4,0.47,-0.48,1.76289452209,0.266863244937,-0.266863244937,0.0849092048352,0.00149117938579,-0.00149117938579,381.346803957,109.448139948,-109.448139948,1126.14303073,80.6892428508,-80.6892428508,0,0
40,K00094,6462863,K00094.04,Kepler-89 b,CONFIRMED,3.743175556,9.096E-06,-9.096E-06,2454964.619,0.00199,-0.00199,0.6516,0.2133,-0.4338,3.7301,0.0572,-0.0572,,,,128.6,3,-3,0.010942,0.001009,-0.000531,0.28838,0.31639,-0.00163,1.55,0.32,-0.24,0.0485,,,1391,,,885.02,494.57,-301.95,5.98,2.2,-2.2,32.888603,49.8,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.211779980168,-0.152481998938,1.191,0.0692271074074,-0.0482844944056,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,1.62954611243,0.249205423961,-0.249205423961,0.050048533133,0.000844289553667,-0.000844289553667,981.239196783,269.552367647,-269.552367647,1426.28806532,97.6577223101,-97.6577223101,0,0
41,K00094,6462863,K00094.02,Kepler-89 c,CONFIRMED,10.423677765,7.163E-06,-7.163E-06,2454971.009,0.000582,-0.000582,0.127,0.2594,-0.127,5.2291,0.0237,-0.0237,,,,795.1,4.3,-4.3,0.025851,0.000369,-0.000148,0.65005,0.03054,-0.13397,3.66,0.76,-0.56,0.096,,,989,,,225.89,126.23,-77.07,15.514,0.729,-0.729,143.96613,217.7,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.211779980168,-0.152481998938,1.191,0.0692271074074,-0.0482844944056,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,3.85105210707,0.518441747826,-0.518441747826,0.0990501425989,0.00165633858252,-0.00165633858252,247.987259612,68.8213829054,-68.8213829054,1011.27871968,69.607693079,-69.607693079,0,0
42,K00094,6462863,K00094.03,Kepler-89 e,CONFIRMED,54.31998605,3.603E-05,-3.603E-05,2454994.24,0.000572,-0.000572,0.0352,0.1117,-0.0351,8.4652,0.0169,-0.0169,,,,1996.2,7.1,-7.1,0.040903,0.000134,-7.3E-05,0.85049,0.00124,-0.04367,5.79,1.21,-0.89,0.2885,,,570,,,25.01,13.98,-8.53,51.0008,0.0744,-0.0744,171.5813,308.6,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.211779980168,-0.152481998938,1.191,0.0692271074074,-0.0482844944056,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,6.11575990228,0.801286704609,-0.801286704609,0.297535733257,0.00496448150144,-0.00496448150144,27.6821342913,7.48024887086,-7.48024887086,584.538901187,39.2504012264,-39.2504012264,0,0
43,K00094,6462863,K00094.01,Kepler-89 d,CONFIRMED,22.342969585,3.313E-06,-3.313E-06,2454965.742,0.000129,-0.000129,0.0056,0.0468,-0.0056,6.68603,0.00386,-0.00386,,,,5675.2,5.3,-5.3,0.068974,4.5E-05,-3.3E-05,0.77072,0.00167,-0.00434,9.77,2.03,-1.5,0.1596,,,767,,,81.73,45.67,-27.89,27.2965,0.0592,-0.0592,752.18005,1211.1,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.211779980168,-0.152481998938,1.191,0.0692271074074,-0.0482844944056,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,10.2998756201,1.37993536944,-1.37993536944,0.164565505696,0.00274049939404,-0.00274049939404,90.23563195,24.8970858021,-24.8970858021,785.431006793,53.9333091681,-53.9333091681,0,0
54,K00108,4914423,K00108.02,Kepler-103 c,CONFIRMED,179.6076602,0.0002824,-0.0002824,2455128.341,0.00114,-0.00114,0.6661,0.0163,-0.4161,13.491,0.119,-0.119,,,,1278.8,7.4,-7.4,0.034568,1.2E-05,-0.001765,0.30608,0.31313,-0.03234,5.42,0.15,-0.15,0.6425,,,385,,,5.22,0.62,-0.57,80.5,27.5,-27.5,118.42232,182.7,2,,5845,88,-88,4.163,0.011,-0.011,0.07,0.109,-0.109,1.436,0.039,-0.039,1.094,0.068,-0.068,,,,stellar_q1_q16,12.287,11.193,10.941,10.873,False,5885.9,60,-60,4.078,0.1,-0.1,0.131,0.04,-0.04,3.1,1,-1,5887,62,-62,4.1,0.1,-0.088,0.127,0.043,-0.042,1.57,0.232133496075,-0.202449895036,1.137,0.0957397911007,-0.0604409430767,6.08135001279,1.26842749939,-1.46061843502,9.784,0.0822741925952,-0.119289259284,1.95,0.28,-0.25,5.92772644149,0.837168735069,-0.837168735069,0.650507272723,0.014881464472,-0.014881464472,6.27282935356,1.79129724587,-1.79129724587,403.301088718,28.8432345045,-28.8432345045,0,0
55,K00108,4914423,K00108.01,Kepler-103 b,CONFIRMED,15.96533687,1.354E-05,-1.354E-05,2454975.178,0.000668,-0.000668,0.0368,0.2381,-0.0368,4.527,0.0201,-0.0201,,,,486.1,3.6,-3.6,0.020046,0.000211,-7.9E-05,1.53853,0.01169,-0.24099,3.14,0.09,-0.08,0.128,,,864,,,131.47,15.78,-14.37,27.471,0.209,-0.209,122.232346,149.3,2,,5845,88,-88,4.163,0.011,-0.011,0.07,0.109,-0.109,1.436,0.039,-0.039,1.094,0.068,-0.068,,,,stellar_q1_q16,12.287,11.193,10.941,10.873,False,5885.9,60,-60,4.078,0.1,-0.1,0.131,0.04,-0.04,3.1,1,-1,5887,62,-62,4.1,0.1,-0.088,0.127,0.043,-0.042,1.57,0.232133496075,-0.202449895036,1.137,0.0957397911007,-0.0604409430767,6.08135001279,1.26842749939,-1.46061843502,9.784,0.0822741925952,-0.119289259284,1.95,0.28,-0.25,3.43006721673,0.473133624016,-0.473133624016,0.129581132521,0.00296049536054,-0.00296049536054,157.940020892,45.1436066686,-45.1436066686,903.413495434,64.3086702377,-64.3086702377,0,0
57,K00111,6678383,K00111.02,Kepler-104 c,CONFIRMED,23.66836427,2.984E-05,-2.984E-05,2454965.714,0.00104,-0.00104,0.6309,0.0393,-0.4485,5.7818,0.0433,-0.0433,,,,458.3,4.5,-4.5,0.020567,3.7E-05,-0.00088,0.53388,0.48907,-0.03732,3.06,0.5,-0.69,0.1507,,,763,,,80.07,37.94,-34.43,25.1,11.5,-11.5,100.501625,110.4,3,,5755,119,-78,4.081,0.213,-0.115,-0.52,0.16,-0.1,1.361,0.225,-0.305,0.814,0.056,-0.027,,,,stellar_q1_q16,12.596,11.558,11.251,11.209,False,5760.4,60,-60,4.365,0.1,-0.1,-0.422,0.04,-0.04,0,1,-1,5763,64,-63,4.385,0.087,-0.09,-0.409,0.043,-0.043,0.966,0.109714458482,-0.0871680124816,0.83,0.0334149667066,-0.0316947945253,10.9647819614,2.61174539511,-3.55245653169,10.04,0.0927886990485,-0.17004552173,2.78,0.27,-0.29,2.17152305911,0.227862045878,-0.227862045878,0.151662976399,0.00253548970741,-0.00253548970741,40.1554404293,8.50906894607,-8.50906894607,641.50437791,33.87131465,-33.87131465,0,0
58,K00111,6678383,K00111.03,Kepler-104 d,CONFIRMED,51.75529576,8.421E-05,-8.421E-05,2455104.088,0.00125,-0.00125,0.4582,0.04,-0.3855,7.3501,0.048,-0.048,,,,601.1,6,-6,0.022948,0.001832,-0.00041,0.8412,0.34,-0.05818,3.41,0.56,-0.76,0.2539,,,588,,,28.21,13.36,-12.13,49.2,19.9,-19.9,101.86042,108.7,3,,5755,119,-78,4.081,0.213,-0.115,-0.52,0.16,-0.1,1.361,0.225,-0.305,0.814,0.056,-0.027,,,,stellar_q1_q16,12.596,11.558,11.251,11.209,False,5760.4,60,-60,4.365,0.1,-0.1,-0.422,0.04,-0.04,0,1,-1,5763,64,-63,4.385,0.087,-0.09,-0.409,0.043,-0.043,0.966,0.109714458482,-0.0871680124816,0.83,0.0334149667066,-0.0316947945253,10.9647819614,2.61174539511,-3.55245653169,10.04,0.0927886990485,-0.17004552173,2.78,0.27,-0.29,2.42365792216,0.271085598446,-0.271085598446,0.255555876483,0.0042665666101,-0.0042665666101,14.2192887957,2.98172977545,-2.98172977545,494.860733622,25.9139097212,-25.9139097212,0,0
60,K00111,6678383,K00111.01,Kepler-104 b,CONFIRMED,11.427545631,8.594E-06,-8.594E-06,2454970.614,0.000602,-0.000602,0.1238,0.1734,-0.1237,4.5598,0.0194,-0.0194,,,,508.6,3.4,-3.4,0.020712,0.000176,-0.000127,1.05883,0.01714,-0.22229,3.08,0.51,-0.69,0.0928,,,972,,,211.16,100.05,-90.79,19.407,0.314,-0.314,149.03989,163.2,3,,5755,119,-78,4.081,0.213,-0.115,-0.52,0.16,-0.1,1.361,0.225,-0.305,0.814,0.056,-0.027,,,,stellar_q1_q16,12.596,11.558,11.251,11.209,False,5760.4,60,-60,4.365,0.1,-0.1,-0.422,0.04,-0.04,0,1,-1,5763,64,-63,4.385,0.087,-0.09,-0.409,0.043,-0.043,0.966,0.109714458482,-0.0871680124816,0.83,0.0334149667066,-0.0316947945253,10.9647819614,2.61174539511,-3.55245653169,10.04,0.0927886990485,-0.17004552173,2.78,0.27,-0.29,2.1884915285,0.223635633054,-0.223635633054,0.0933508162325,0.00156934138757,-0.00156934138757,105.92742005,22.405248666,-22.405248666,817.552450577,43.0957183153,-43.0957183153,0,0
