tid,toi,toidisplay,toipfx,ctoi_alias,pl_pnum,tfopwg_disp,st_tmag,st_tmagerr1,st_tmagerr2,st_tmagsymerr,st_tmaglim,rastr,ra,raerr1,raerr2,rasymerr,decstr,dec,decerr1,decerr2,decsymerr,st_pmra,st_pmraerr1,st_pmraerr2,st_pmrasymerr,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdecsymerr,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidsymerr,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbpersymerr,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhsymerr,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandepsymerr,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radesymerr,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insolsymerr,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtsymerr,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distsymerr,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_teffsymerr,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_loggsymerr,st_logglim,st_rad,st_raderr1,st_raderr2,st_radsymerr,st_radlim,sectors,toi_created,rowupdate,release_date
157769780,"5735.01","TOI-5735.01","5735","157769780.01",1,"PC",12.2822000,0.007,-0.007,1,0,"09h48m30.01s",147.1250260,,,,"+77d23m23.09s",77.3897480,,,,27.4790000,0.070,-0.070,1,0,106.6390000,0.074,-0.074,1,0,2458683.5446490,0.001128,-0.001128,1,0,2.1208156,0.0000117,-0.0000117,1,0,0.8427764,0.2097569,-0.2097569,1,0,1148.8773237,168.8344000,-168.8344000,1,0,0.8378440,0.1481517,-0.1481517,1,0,12.9004588,,,,,483.3603680,,,,,22.9140000,0.0217000,-0.0217000,1,0,3222.0000000,157.0000000,-157.0000000,1,0,5.0449000,0.0224654,-0.0224654,1,0,0.2109080,0.0063670,-0.0063670,1,0,,"2022-08-18 20:04:15","2025-02-14 12:03:07","2026-02-20 11:39:24"
310380289,"5736.01","TOI-5736.01","5736","310380289.01",1,"PC",11.9820000,0.007,-0.007,1,0,"14h15m02.02s",213.7583970,,,,"+49d30m03.38s",49.5009380,,,,-33.2790000,0.029,-0.029,1,0,-82.9060000,0.030,-0.030,1,0,2458738.9011940,0.001352,-0.001352,1,0,0.6489868,0.0000164,-0.0000164,1,0,1.1349755,0.3159177,-0.3159177,1,0,615.5445069,99.4857940,-99.4857940,1,0,1.6921774,0.4093838,-0.4093838,1,0,493.4826926,,,,,1202.0920667,,,,,92.3604000,0.1771500,-0.1771500,1,0,3949.0000000,157.0000000,-157.0000000,1,0,4.6685900,0.0104214,-0.0104214,1,0,0.5795350,0.0172580,-0.0172580,1,0,,"2022-08-18 20:04:16","2025-08-01 10:05:58","2026-02-20 11:39:24"
229618478,"5737.01","TOI-5737.01","5737","229618478.01",1,"PC",12.3105000,0.007,-0.007,1,0,"18h35m36.8s",278.9033460,,,,"+77d44m07.99s",77.7355520,,,,-91.7670000,0.023,-0.023,1,0,31.4730000,0.025,-0.025,1,0,2458698.8680580,0.003232,-0.003232,1,0,19.4480946,0.0000878,-0.0000878,1,0,3.5107588,0.4539268,-0.4539268,1,0,1327.1099723,102.7051700,-102.7051700,1,0,2.3009285,0.7369309,-0.7369309,1,0,5.9217010,,,,,397.8609983,,,,,118.5050000,0.1695000,-0.1695000,1,0,3966.0000000,157.0000000,-157.0000000,1,0,4.6358400,0.0109789,-0.0109789,1,0,0.6182730,0.0181526,-0.0181526,1,0,,"2022-08-18 20:04:16","2024-11-11 12:03:10","2026-02-20 11:39:24"
198162530,"5738.01","TOI-5738.01","5738","198162530.01",1,"PC",12.1898000,0.007,-0.007,1,0,"16h15m37.57s",243.9065380,,,,"+61d55m36.84s",61.9269010,,,,-152.9450000,0.025,-0.025,1,0,124.6110000,0.033,-0.033,1,0,2458683.6404430,0.000840,-0.000840,1,0,0.7681250,0.0000092,-0.0000092,1,0,0.9992062,0.3484728,-0.3484728,1,0,491.4350185,52.9385300,-52.9385300,1,0,1.3040556,1.5758286,-1.5758286,1,0,302.1102929,,,,,1063.3130159,,,,,91.2062000,0.1260000,-0.1260000,1,0,3717.0000000,157.0000000,-157.0000000,1,0,4.6768200,0.0100691,-0.0100691,1,0,0.5699140,0.0168518,-0.0168518,1,0,,"2022-08-18 20:04:17","2024-05-03 12:03:23","2026-02-20 11:39:24"
198162530,"5738.02","TOI-5738.02","5738","198162530.02",2,"PC",12.1898000,0.007,-0.007,1,0,"16h15m37.57s",243.9065380,,,,"+61d55m36.84s",61.9269010,,,,-152.9450000,0.025,-0.025,1,0,124.6110000,0.033,-0.033,1,0,2458693.5939740,0.003231,-0.003231,1,0,28.5462089,0.0001584,-0.0001584,1,0,1.7666666,0.2540677,-0.2540677,1,0,1744.4659966,219.6109800,-219.6109800,1,0,2.8547322,0.3055091,-0.3055091,1,0,2.4359973,,,,,318.6316783,,,,,91.2062000,0.1260000,-0.1260000,1,0,3717.0000000,157.0000000,-157.0000000,1,0,4.6768200,0.0100691,-0.0100691,1,0,0.5699140,0.0168518,-0.0168518,1,0,,"2023-03-02 20:06:12","2025-07-22 12:04:25","2026-02-20 11:39:24"
328934980,"5739.01","TOI-5739.01","5739","328934980.01",1,"PC",7.1367000,0.006,-0.006,1,0,"13h40m40.69s",205.1695360,,,,"+19d11m59.49s",19.1998590,,,,-92.2150000,0.077,-0.077,1,0,-67.8580000,0.052,-0.052,1,0,2458930.7732350,0.002682,-0.002682,1,0,8.4306162,0.0000639,-0.0000639,1,0,5.5823881,0.7936662,-0.7936662,1,0,182.9089572,21.0731090,-21.0731090,1,0,2.0500339,1.8671747,-1.8671747,1,0,383.1101186,,,,,1128.3677245,,,,,61.8703000,0.1856500,-0.1856500,1,0,6104.1200000,103.3050000,-103.3050000,1,0,4.1515900,0.0736298,-0.0736298,1,0,1.4913800,0.0561055,-0.0561055,1,0,,"2022-08-18 20:04:17","2023-06-20 12:02:48","2026-02-20 11:39:24"
315002523,"574.01","TOI-574.01","574","315002523.01",1,"KP",12.4257000,0.007,-0.007,1,0,"09h39m42.45s",144.9268590,,,,"-28d35m08.16s",-28.5856000,,,,-2.2060000,0.057,-0.057,1,0,-4.0940000,0.066,-0.066,1,0,2459991.4882550,0.002249,-0.002249,1,0,3.3023907,0.0000072,-0.0000072,1,0,5.1743599,0.0793238,-0.0793238,1,0,8027.6122024,116.0017800,-116.0017800,1,0,17.8079912,0.9587896,-0.9587896,1,0,2236.5715968,,,,,1753.9429007,,,,,861.8430000,24.5325000,-24.5325000,1,0,6071.0000000,,,1,0,3.9331100,,,1,0,1.9103100,0.0994273,-0.0994273,1,0,,"2019-04-05 20:18:18","2023-10-17 16:02:02","2026-02-20 11:39:24"
230087765,"5740.01","TOI-5740.01","5740","230087765.01",1,"PC",11.9580000,0.006,-0.006,1,0,"16h27m48.66s",246.9527450,,,,"+69d46m53.37s",69.7814910,,,,-8.0760000,0.043,-0.043,1,0,-59.1950000,0.051,-0.051,1,0,2458684.2356620,0.001791,-0.001791,1,0,1.6894420,0.0000153,-0.0000153,1,0,1.3359142,0.1802904,-0.1802904,1,0,318.7756761,44.4614220,-44.4614220,1,0,1.3821489,2.1595530,-2.1595530,1,0,386.3588109,,,,,1130.7522348,,,,,168.0600000,0.6720000,-0.6720000,1,0,4552.0000000,129.9340000,-129.9340000,1,0,4.5008700,0.1007520,-0.1007520,1,0,0.7882470,0.0637311,-0.0637311,1,0,,"2022-08-18 20:04:17","2023-06-16 12:02:57","2026-02-20 11:39:24"
159851831,"5741.01","TOI-5741.01","5741","159851831.01",1,"PC",10.4514000,0.006,-0.006,1,0,"17h56m49.81s",269.2075270,,,,"+39d13m24.2s",39.2233880,,,,-15.8030000,0.171,-0.171,1,0,11.8960000,0.143,-0.143,1,0,2459754.3336560,0.004550,-0.004550,1,0,24.0004143,0.0002399,-0.0002399,1,0,3.1380000,0.3910000,-0.3910000,1,0,1240.0000000,1.9986200,-1.9986200,1,0,2.8365900,0.2535330,-0.2535330,1,0,6.0194600,,,,,436.0000000,,,,,86.8854000,0.6413500,-0.6413500,1,0,4579.0000000,125.5000000,-125.5000000,1,0,4.4900000,0.1000000,-0.1000000,1,0,0.8000000,0.0600000,-0.0600000,1,0,,"2022-09-01 23:22:00","2023-06-20 12:02:48","2026-02-20 11:39:24"
258557847,"5742.01","TOI-5742.01","5742","258557847.01",1,"FP",10.0420000,0.006,-0.006,1,0,"18h32m45.98s",278.1915840,,,,"+18d08m46.23s",18.1461750,,,,-0.2940000,0.079,-0.079,1,0,-11.6450000,0.087,-0.087,1,0,2459765.5792930,0.008704,-0.008704,1,0,3.9658240,0.0000748,-0.0000748,1,0,2.9110000,0.6760000,-0.6760000,1,0,680.0000000,58.2236000,-58.2236000,1,0,7.0341300,0.5191090,-0.5191090,1,0,624.0310000,,,,,1392.0000000,,,,,438.1370000,7.3595000,-7.3595000,1,0,6199.0000000,156.7000000,-156.7000000,1,0,3.6200000,0.0900000,-0.0900000,1,0,2.8000000,0.1400000,-0.1400000,1,0,,"2022-09-01 23:22:00","2022-11-30 16:02:01","2026-02-20 11:39:24"
308300731,"5743.01","TOI-5743.01","5743","308300731.01",1,"PC",10.4748000,0.006,-0.006,1,0,"17h51m37.04s",267.9043530,,,,"+24d25m38.84s",24.4274550,,,,-20.5270000,0.030,-0.030,1,0,25.3760000,0.041,-0.041,1,0,2460494.5751150,0.000334,-0.000334,1,0,7.6603722,0.0000045,-0.0000045,1,0,2.1590000,0.1500000,-0.1500000,1,0,9918.0000000,208.8120000,-208.8120000,1,0,8.8720500,0.5308270,-0.5308270,1,0,40.7846000,,,,,704.0000000,,,,,127.4280000,0.4135000,-0.4135000,1,0,5250.0000000,129.4000000,-129.4000000,1,0,4.5100000,0.0800000,-0.0800000,1,0,0.8700000,0.0500000,-0.0500000,1,0,,"2022-09-01 23:22:01","2024-08-26 10:08:02","2026-02-20 11:39:24"
157768969,"5744.01","TOI-5744.01","5744","157768969.01",1,"PC",9.7557700,0.006,-0.006,1,0,"09h48m30.77s",147.1282160,,,,"+73d26m57.63s",73.4493420,,,,10.9120000,0.046,-0.046,1,0,15.7450000,0.046,-0.046,1,0,2459758.4001870,0.008844,-0.008844,1,0,5.7488832,0.0000865,-0.0000865,1,0,5.0030000,1.7050000,-1.7050000,1,0,190.0000000,21.9330000,-21.9330000,1,0,2.0894300,0.1787770,-0.1787770,1,0,974.4930000,,,,,1556.0000000,,,,,207.0570000,1.2165000,-1.2165000,1,0,6009.0000000,125.8000000,-125.8000000,1,0,4.1100000,0.0800000,-0.0800000,1,0,1.5400000,0.0700000,-0.0700000,1,0,,"2022-09-01 23:22:01","2023-01-15 12:03:14","2026-02-20 11:39:24"
294295243,"4995.01","TOI-4995.01","4995","294295243.01",1,"PC",11.8014000,0.006,-0.006,1,0,"17h40m56.63s",265.2359700,,,,"-69d26m36.52s",-69.4434780,,,,1.5700000,0.031,-0.031,1,0,-14.6750000,0.035,-0.035,1,0,2459371.5893550,0.005369,-0.005369,1,0,8.7802662,0.0000850,-0.0000850,1,0,2.4500000,0.4950000,-0.4950000,1,0,2140.0000000,6.4161000,-6.4161000,1,0,8.8797500,0.6663710,-0.6663710,1,0,87.1070000,,,,,851.0000000,,,,,639.6610000,9.3675000,-9.3675000,1,0,6124.0000000,130.6000000,-130.6000000,1,0,3.9500000,0.0800000,-0.0800000,1,0,1.8800000,0.0900000,-0.0900000,1,0,,"2022-01-06 22:41:13","2024-08-22 10:08:01","2026-02-20 11:39:24"
384709136,"4996.01","TOI-4996.01","4996","384709136.01",1,"PC",12.7523000,0.006,-0.006,1,0,"17h10m27.12s",257.6129960,,,,"-81d42m29.84s",-81.7082900,,,,1.8840000,0.027,-0.027,1,0,1.1240000,0.028,-0.028,1,0,2459387.9117860,0.002732,-0.002732,1,0,4.8131406,0.0000243,-0.0000243,1,0,4.9320000,0.2830000,-0.2830000,1,0,5030.0000000,2.3534600,-2.3534600,1,0,15.2753000,0.7928370,-0.7928370,1,0,1074.7500000,,,,,1595.0000000,,,,,1058.3900000,16.9700000,-16.9700000,1,0,6287.0000000,126.9000000,-126.9000000,1,0,3.8800000,0.0900000,-0.0900000,1,0,2.1000000,0.1000000,-0.1000000,1,0,,"2022-01-06 22:41:14","2024-08-22 10:08:01","2026-02-20 11:39:24"
340624586,"4997.01","TOI-4997.01","4997","340624586.01",1,"PC",11.1281000,0.006,-0.006,1,0,"15h52m57.96s",238.2414840,,,,"-63d51m38.13s",-63.8605930,,,,,,,,,,,,,,2459381.1343230,0.006136,-0.006136,1,0,13.3178839,0.0001588,-0.0001588,1,0,4.3440000,1.0780000,-1.0780000,1,0,3920.0000000,11.9104000,-11.9104000,1,0,,,,1,0,261.5450000,,,,,1120.0000000,,,,,,,,1,0,7295.5000000,117.2000000,-117.2000000,1,0,,,,1,0,,,,1,0,,"2022-01-06 22:41:14","2024-08-22 10:08:01","2026-02-20 11:39:24"
76228620,"4998.01","TOI-4998.01","4998","76228620.01",1,"PC",11.2723000,0.006,-0.006,1,0,"17h56m59.33s",269.2472090,,,,"-55d47m16.59s",-55.7879410,,,,-7.3070000,0.070,-0.070,1,0,-12.6450000,0.074,-0.074,1,0,2459378.9070880,0.001704,-0.001704,1,0,9.7800223,0.0000331,-0.0000331,1,0,4.2450000,0.3760000,-0.3760000,1,0,4340.0000000,2.6446200,-2.6446200,1,0,9.0607500,0.4898400,-0.4898400,1,0,187.7830000,,,,,1031.0000000,,,,,352.3310000,4.5300000,-4.5300000,1,0,6113.0000000,130.3000000,-130.3000000,1,0,4.2500000,0.0800000,-0.0800000,1,0,1.3300000,0.0600000,-0.0600000,1,0,,"2022-01-06 22:41:15","2024-08-22 10:08:01","2026-02-20 11:39:24"
33227166,"4999.01","TOI-4999.01","4999","33227166.01",1,"PC",10.8235000,0.006,-0.006,1,0,"17h46m30.94s",266.6289080,,,,"-43d22m28.18s",-43.3744940,,,,-14.7910000,0.072,-0.072,1,0,-20.3730000,0.060,-0.060,1,0,2459377.2217060,0.005302,-0.005302,1,0,5.5846356,0.0036282,-0.0036282,1,0,5.0660000,0.5110000,-0.5110000,1,0,2220.0000000,3.4251100,-3.4251100,1,0,9.3334300,0.6191780,-0.6191780,1,0,624.7840000,,,,,1392.0000000,,,,,368.8900000,5.7405000,-5.7405000,1,0,5698.0000000,127.6000000,-127.6000000,1,0,3.8400000,0.0800000,-0.0800000,1,0,1.9900000,0.1000000,-0.1000000,1,0,,"2022-01-06 22:41:15","2024-08-22 10:08:01","2026-02-20 11:39:24"
134200185,"500.01","TOI-500.01","500","134200185.01",1,"CP",9.4022000,0.006,-0.006,1,0,"07h06m14.18s",106.5590980,,,,"-47d35m16.14s",-47.5878160,,,,135.7980000,0.040,-0.040,1,0,-146.2510000,0.037,-0.037,1,0,2458468.3910330,0.000571,-0.000571,1,0,0.5481573,0.0000089,-0.0000089,1,0,0.9424668,0.1871087,-0.1871087,1,0,226.8573536,17.5017470,-17.5017470,1,0,1.3591774,0.3923843,-0.3923843,1,0,1463.1155872,,,,,1577.3911825,,,,,47.3924000,0.0473000,-0.0473000,1,0,4590.0000000,176.0000000,-176.0000000,1,0,4.5096100,0.3248580,-0.3248580,1,0,0.7518250,0.0631583,-0.0631583,1,0,,"2019-03-08 14:44:08","2024-02-14 10:08:02","2026-02-20 11:39:24"
179230828,"5000.01","TOI-5000.01","5000","179230828.01",1,"PC",12.6702000,0.006,-0.006,1,0,"10h34m24s",158.6000190,,,,"-23d44m02.62s",-23.7340600,,,,0.2880000,2.166,-2.166,1,0,-11.5000000,2.166,-2.166,1,0,2459302.1413180,0.001308,-0.001308,1,0,5.5422295,0.0000137,-0.0000137,1,0,2.5560000,0.2950000,-0.2950000,1,0,14910.0000000,269.8440000,-269.8440000,1,0,14.7328000,,,1,0,271.9180000,,,,,,,,,,470.9200000,,,1,0,5483.0000000,,,1,0,,,,1,0,1.0200000,,,1,0,,"2022-01-06 22:44:05","2024-08-22 10:08:01","2026-02-20 11:39:24"
179230828,"5000.02","TOI-5000.02","5000","179230828.02",2,"PC",12.6702000,0.006,-0.006,1,0,"10h34m24s",158.6000190,,,,"-23d44m02.62s",-23.7340600,,,,0.2880000,2.166,-2.166,1,0,-11.5000000,2.166,-2.166,1,0,2459285.9595270,0.001901,-0.001901,1,0,15.3392841,0.0000722,-0.0000722,1,0,2.9330000,0.5490000,-0.5490000,1,0,12910.0000000,24.7989000,-24.7989000,1,0,11.7705000,,,1,0,26.8800000,,,,,,,,,,470.9200000,,,1,0,5483.0000000,,,1,0,,,,1,0,1.0200000,,,1,0,,"2022-01-06 22:44:05","2024-08-22 10:08:01","2026-02-20 11:39:24"
95709395,"5001.01","TOI-5001.01","5001","95709395.01",1,"PC",12.1641000,0.007,-0.007,1,0,"16h13m36.86s",243.4035640,,,,"-33d29m47.39s",-33.4964960,,,,-1.5820000,0.109,-0.109,1,0,-2.5870000,0.058,-0.058,1,0,2459379.7294140,0.002115,-0.002115,1,0,5.0690430,0.0000219,-0.0000219,1,0,4.1850000,0.3210000,-0.3210000,1,0,8170.0000000,4.4555900,-4.4555900,1,0,13.2155000,0.8027920,-0.8027920,1,0,939.4660000,,,,,1542.0000000,,,,,632.3460000,22.8800000,-22.8800000,1,0,6763.0000000,135.7000000,-135.7000000,1,0,4.2400000,0.1000000,-0.1000000,1,0,1.5100000,0.0800000,-0.0800000,1,0,,"2022-01-06 22:49:35","2024-08-22 10:08:01","2026-02-20 11:39:24"
418471116,"5002.01","TOI-5002.01","5002","418471116.01",1,"PC",13.4479000,0.006,-0.006,1,0,"13h41m11.65s",205.2985430,,,,"-78d52m57.75s",-78.8827080,,,,-10.4030000,0.031,-0.031,1,0,-6.4790000,0.031,-0.031,1,0,2460070.6129990,0.001697,-0.001697,1,0,3.7318818,0.0000126,-0.0000126,1,0,3.2310000,0.1760000,-0.1760000,1,0,10850.0000000,3.8499900,-3.8499900,1,0,13.3208000,,,1,0,653.0550000,,,,,1408.0000000,,,,,847.8630000,16.4520000,-16.4520000,1,0,6129.0000000,122.0000000,-122.0000000,1,0,4.3200000,,,1,0,1.2300000,,,1,0,,"2022-01-06 22:49:35","2024-12-05 16:02:02","2026-02-20 11:39:24"
301900477,"5003.01","TOI-5003.01","5003","301900477.01",1,"PC",11.8406000,0.006,-0.006,1,0,"17h18m47.84s",259.6993180,,,,"-66d20m54.18s",-66.3483840,,,,1.1760000,0.037,-0.037,1,0,-14.9670000,0.042,-0.042,1,0,2459388.4455350,0.000907,-0.000907,1,0,4.4540914,0.0000103,-0.0000103,1,0,1.1600000,0.1970000,-0.1970000,1,0,9790.0000000,23.5434000,-23.5434000,1,0,12.2601000,0.8446720,-0.8446720,1,0,70.3253000,,,,,806.0000000,,,,,404.1480000,5.5625000,-5.5625000,1,0,6188.0000000,133.8000000,-133.8000000,1,0,4.4100000,0.0800000,-0.0800000,1,0,1.1300000,0.0500000,-0.0500000,1,0,,"2022-01-06 22:49:36","2025-07-22 12:04:25","2026-02-20 11:39:24"
384386062,"5004.01","TOI-5004.01","5004","384386062.01",1,"PC",13.0071000,0.006,-0.006,1,0,"16h37m27.93s",249.3663560,,,,"-80d58m31.02s",-80.9752830,,,,-21.8030000,0.028,-0.028,1,0,-25.3710000,0.032,-0.032,1,0,2459380.9335670,0.003514,-0.003514,1,0,5.7626113,0.0000361,-0.0000361,1,0,4.0040000,0.7990000,-0.7990000,1,0,8710.0000000,158.5240000,-158.5240000,1,0,10.0697000,,,1,0,692.8710000,,,,,1429.0000000,,,,,446.4940000,3.8010000,-3.8010000,1,0,5470.0000000,122.0000000,-122.0000000,1,0,4.4500000,,,1,0,0.9700000,,,1,0,,"2022-01-06 22:49:36","2025-07-22 12:04:25","2026-02-20 11:39:24"
282485660,"5005.01","TOI-5005.01","5005","282485660.01",1,"CP",11.1300000,0.006,-0.006,1,0,"15h52m25.97s",238.1081940,,,,"-48d08m42.36s",-48.1451000,,,,-7.6260000,0.091,-0.091,1,0,-24.6880000,0.062,-0.062,1,0,2459377.1755250,0.002391,-0.002391,1,0,6.3084728,0.0000353,-0.0000353,1,0,2.8710000,0.3440000,-0.3440000,1,0,3690.0000000,4.3484000,-4.3484000,1,0,6.0042900,0.3585460,-0.3585460,1,0,174.1880000,,,,,1012.0000000,,,,,207.8910000,1.9780000,-1.9780000,1,0,5840.0000000,125.0000000,-125.0000000,1,0,4.4800000,0.0800000,-0.0800000,1,0,0.9700000,0.0500000,-0.0500000,1,0,,"2022-01-06 22:49:37","2024-09-27 12:02:45","2026-02-20 11:39:24"
449107129,"5006.01","TOI-5006.01","5006","449107129.01",1,"PC",11.9055000,0.007,-0.007,1,0,"14h25m53.09s",216.4712030,,,,"-69d50m09.06s",-69.8358500,,,,-8.1820000,0.046,-0.046,1,0,-4.8010000,0.050,-0.050,1,0,2459386.2026150,0.003253,-0.003253,1,0,4.2549550,0.0000275,-0.0000275,1,0,4.2280000,0.9130000,-0.9130000,1,0,2370.0000000,3.0968400,-3.0968400,1,0,14.4712000,0.9257540,-0.9257540,1,0,5255.5000000,,,,,2372.0000000,,,,,1340.0100000,54.3550000,-54.3550000,1,0,8653.0000000,170.6000000,-170.6000000,1,0,3.8500000,0.0800000,-0.0800000,1,0,2.8800000,0.1500000,-0.1500000,1,0,,"2022-01-06 22:49:37","2024-08-22 10:08:01","2026-02-20 11:39:24"
424196109,"5007.01","TOI-5007.01","5007","424196109.01",1,"CP",13.6366000,0.007,-0.007,1,0,"15h44m15.33s",236.0638700,,,,"-61d02m28.91s",-61.0413650,,,,-13.4540000,0.043,-0.043,1,0,-29.8940000,0.048,-0.048,1,0,2459384.6441200,0.003449,-0.003449,1,0,2.5432595,0.0006815,-0.0006815,1,0,1.1200000,0.2370000,-0.2370000,1,0,21300.0000000,157.5430000,-157.5430000,1,0,10.6224000,0.9584120,-0.9584120,1,0,23.8280000,,,,,615.0000000,,,,,203.3520000,1.2350000,-1.2350000,1,0,3757.0000000,157.0000000,-157.0000000,1,0,4.6100000,0.0100000,-0.0100000,1,0,0.6600000,0.0200000,-0.0200000,1,0,,"2022-01-06 22:49:38","2025-09-22 12:04:50","2026-02-20 11:39:24"
150531994,"5008.01","TOI-5008.01","5008","150531994.01",1,"PC",12.9499000,0.006,-0.006,1,0,"17h44m31.06s",266.1294260,,,,"-39d59m36.59s",-39.9934960,,,,2.5320000,0.053,-0.053,1,0,-4.4840000,0.043,-0.043,1,0,2459386.6241880,0.007760,-0.007760,1,0,2.7702532,0.0015413,-0.0015413,1,0,3.7480000,0.3870000,-0.3870000,1,0,10790.0000000,21.4117000,-21.4117000,1,0,10.2658000,0.7816120,-0.7816120,1,0,840.7820000,,,,,1500.0000000,,,,,379.5940000,5.9475000,-5.9475000,1,0,5183.0000000,128.5000000,-128.5000000,1,0,4.4300000,0.0900000,-0.0900000,1,0,0.9400000,0.0600000,-0.0600000,1,0,,"2022-01-06 22:49:38","2024-08-22 10:08:01","2026-02-20 11:39:24"
463781038,"5009.01","TOI-5009.01","5009","463781038.01",1,"PC",11.9032000,0.022,-0.022,1,0,"17h25m10.65s",261.2943660,,,,"-40d35m00.5s",-40.5834730,,,,-0.3220000,0.083,-0.083,1,0,-0.4470000,0.063,-0.063,1,0,2459385.3042360,0.008697,-0.008697,1,0,8.1755735,0.0002297,-0.0002297,1,0,7.6830000,1.0560000,-1.0560000,1,0,2870.0000000,7.8295100,-7.8295100,1,0,17.9327000,1.5092200,-1.5092200,1,0,4574.7000000,,,,,2291.0000000,,,,,1324.3900000,82.6400000,-82.6400000,1,0,9169.0000000,345.5000000,-345.5000000,1,0,3.7300000,0.0700000,-0.0700000,1,0,3.4400000,0.2100000,-0.2100000,1,0,,"2022-01-06 22:49:39","2024-08-22 10:08:01","2026-02-20 11:39:24"
134537478,"501.01","TOI-501.01","501","134537478.01",1,"KP",10.3887000,0.006,-0.006,1,0,"07h13m12.34s",108.3014090,,,,"-42d24m35.14s",-42.4097620,,,,-11.2870000,0.041,-0.041,1,0,-1.8550000,0.042,-0.042,1,0,2459987.8479580,0.001564,-0.001564,1,0,1.7100122,0.0000008,-0.0000008,1,0,1.7900000,0.1120000,-0.1120000,1,0,12680.0000000,2.3646500,-2.3646500,1,0,17.2191000,0.8761600,-0.8761600,1,0,826.1130000,,,,,1493.0000000,,,,,250.1210000,1.5390000,-1.5390000,1,0,5720.0000000,,,1,0,4.1681600,,,1,0,1.5100000,0.0700000,-0.0700000,1,0,,"2019-03-14 21:38:48","2023-04-04 16:02:02","2026-02-20 11:39:24"
276735500,"5010.01","TOI-5010.01","5010","276735500.01",1,"PC",14.6681000,0.007,-0.007,1,0,"18h01m21.75s",270.3406330,,,,"-79d21m11.21s",-79.3531150,,,,7.8880000,0.043,-0.043,1,0,-32.3170000,0.054,-0.054,1,0,2459376.3969830,0.002528,-0.002528,1,0,6.7107895,0.0025424,-0.0025424,1,0,1.3770000,0.3060000,-0.3060000,1,0,29370.0000000,216.5630000,-216.5630000,1,0,12.8430000,1.2077800,-1.2077800,1,0,6.0743700,,,,,437.0000000,,,,,420.2520000,5.5510000,-5.5510000,1,0,3980.0000000,157.0000000,-157.0000000,1,0,4.5700000,0.0100000,-0.0100000,1,0,0.7000000,0.0200000,-0.0200000,1,0,,"2022-01-06 22:49:39","2024-08-22 10:08:01","2026-02-20 11:39:24"
71512186,"525.01","TOI-525.01","525","71512186.01",1,"PC",8.7784000,0.006,-0.006,1,0,"06h00m40.79s",90.1699540,,,,"-08d28m06.03s",-8.4683410,,,,6.8180000,0.058,-0.058,1,0,-55.9060000,0.058,-0.058,1,0,2458471.0075950,0.004675,-0.004675,1,0,14.8608019,0.0037224,-0.0037224,1,0,6.1932625,0.4735395,-0.4735395,1,0,556.6027212,47.6072580,-47.6072580,1,0,4.4404093,0.3455103,-0.3455103,1,0,239.0475595,,,,,1002.8611977,,,,,152.0420000,0.8020000,-0.8020000,1,0,7064.0000000,206.0000000,-206.0000000,1,0,4.2237400,0.3335640,-0.3335640,1,0,1.6223100,0.0737638,-0.0737638,1,0,,"2019-03-28 00:07:14","2024-09-08 10:08:02","2026-02-20 11:39:24"
278105308,"5250.01","TOI-5250.01","5250","278105308.01",1,"PC",11.7781000,0.017,-0.017,1,0,"20h11m00.43s",302.7518010,,,,"+23d20m40.99s",23.3447200,,,,-11.3990000,0.089,-0.089,1,0,-10.6170000,0.077,-0.077,1,0,2459446.1679660,0.002048,-0.002048,1,0,5.4463931,0.0000343,-0.0000343,1,0,2.2220000,0.2500000,-0.2500000,1,0,8350.0000000,13.3833000,-13.3833000,1,0,20.2415000,1.4898300,-1.4898300,1,0,236.7890000,,,,,1092.0000000,,,,,782.3240000,35.9985000,-35.9985000,1,0,6815.0000000,163.3000000,-163.3000000,1,0,3.9200000,0.1000000,-0.1000000,1,0,2.1900000,0.1300000,-0.1300000,1,0,,"2022-02-28 23:23:46","2024-08-22 10:08:01","2026-02-20 11:39:24"
