rowid,pl_name,hostname,pl_letter,k2_name,epic_hostname,epic_candname,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,k2_campaigns,k2_campaigns_num,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
2789,K2-241 b,K2-241,b,K2-241 b,EPIC 201092629,EPIC 201092629.01,,,TIC 152805642,Gaia DR2 3594882751966012160,Gaia DR3 3594882751966012160,1,CONFIRMED,Livingston et al. 2018,1,1,0,0,Transit,2018,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2018-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,26.8199,0.00245,-0.00247,0,0.1567,0.0007,-0.0008,0,2.55,0.18,-0.1,0,0.22749576,0.01605852,-0.0089214,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,5,-5,0,,,,,2457584.206,0.0035,-0.0034,0,BJD,0,0.41,0.3,-0.28,0,0.09,,,0,4.1,,,0,43.3,3.8,-9.9,0,0.0312,0.0023,-0.0012,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5262,43,-39,0,0.75,0.01,-0.01,0,0.71,0.01,-0.01,0,-0.44,0.04,-0.03,0,[Fe/H],,,,,4.54,0.01,-0.01,0,,,,,,,,,2.08,0.29,-0.29,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h04m57.28s,181.2386829,-06d48m19.07s,-6.8052985,54.24973,282.91232,-5.7495,183.8474,118.5480295,0.0920013,-0.0920013,-102.72,0.0993306,-0.0993306,-59.1797,0.0651106,-0.0651106,149.464,1.094,-1.078,6.66215,0.0482376,-0.0482376,12.413,0.458,-0.458,11.97,0.032,-0.032,10.442,0.024,-0.024,9.988,0.022,-0.022,9.933,0.023,-0.023,,,,,,,,,,,,,,,,9.879,0.023,-0.023,9.938,0.019,-0.019,9.938,0.092,-0.092,8.564,,,11.7562,0.000502,-0.000502,,,,11.2209,0.006,-0.006,11.858,,,3/28/22,2018-08,3/28/22,0,10,1,0,0,0,0,0,0
2790,K2-242 b,K2-242,b,K2-242 b,EPIC 201102594,EPIC 201102594.01,,,TIC 152701771,Gaia DR2 3595647565382917120,Gaia DR3 3595647565382917120,1,CONFIRMED,Livingston et al. 2018,1,1,0,0,Transit,2018,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2018-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,6.51389,0.00082,-0.00083,0,0.0494,0.0004,-0.0004,0,2.54,0.21,-0.19,0,0.22660362,0.01873495,-0.01695066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,8,-8,0,,,,,2457586.24,0.0054,-0.0054,0,BJD,0,0.42,0.32,-0.29,0,0.624,,,0,2,,,0,22.1,3.8,-5.6,0,0.0633,0.0051,-0.0044,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,3459,65,-38,0,0.37,0.01,-0.01,0,0.38,0.01,-0.01,0,-0.01,0.16,-0.18,0,[Fe/H],,,,,4.89,0.01,-0.01,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m20.60s,179.8358421,-06d31m04.28s,-6.5178542,54.06962,280.50197,-6.04319,182.44793,8.3136347,0.0942901,-0.0942901,-6.9378,0.110008,-0.110008,-4.58077,0.039048,-0.039048,109.237,0.625,-0.617,9.12589,0.0516706,-0.0516706,18.047,0.299,-0.299,16.414,0.309,-0.309,12.621,0.022,-0.022,12.015,0.023,-0.023,11.777,0.024,-0.024,,,,,,,,,,,,,,,,11.632,0.023,-0.023,11.484,0.022,-0.022,11.212,0.168,-0.168,8.155,,,15.3818,0.000514,-0.000514,,,,14.145,0.0073475,-0.0073475,15.615,,,3/28/22,2018-08,3/28/22,0,10,1,0,0,0,0,0,0
2310,K2-156 b,K2-156,b,K2-156 b,EPIC 201110617,EPIC 201110617.01,,,TIC 176868262,Gaia DR2 3596250888028092160,Gaia DR3 3596250888028092160,1,CONFIRMED,Mayo et al. 2018,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.813143,7.70E-05,-7.70E-05,0,0.0149,0.0001,-0.0001,0,1.1,0.09,-0.06,0,0.0981356,0.00802928,-0.00535285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347,18,-19,0,89.8,8,-7,0,2457641.672,0.0014,-0.0012,0,HJD,0,0.41,0.32,-0.27,0,0.029,,,0,1.3,,,0,4.4,0.4,-0.8,0,0.0162,0.0013,-0.0006,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,4460,50,-50,0,0.62,0.02,-0.02,0,0.642263,0.022039,-0.019211,0,-0.33,0.08,-0.08,0,[Fe/H],,,,,4.7,0.1,-0.1,0,,,,,,,,,1.8,0.3,-0.3,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h10m47.92s,182.699673,-06d17m39.68s,-6.2943552,55.16088,285.05869,-4.70162,184.97893,127.3340214,0.0927481,-0.0927481,-122.825,0.0945189,-0.0945189,-33.5853,0.0645529,-0.0645529,150.21,1.085,-1.069,6.6289,0.0473754,-0.0473754,14.637,0.034,-0.034,13.4,0.114,-0.114,11.139,0.03,-0.03,10.572,0.026,-0.026,10.391,0.023,-0.023,,,,,,,,,,,,,,,,10.35,0.023,-0.023,10.408,0.021,-0.021,10.256,0.093,-0.093,8.608,,,12.9484,0.000586,-0.000586,,,,12.2048,0.0061,-0.0061,12.947,,,3/28/22,2021-08,3/28/22,0,10,1,0,0,0,0,0,0
5,EPIC 201111557.01,EPIC 201111557,,,EPIC 201111557,EPIC 201111557.01,,,TIC 176942156,Gaia DR2 3596276829630866432,Gaia DR3 3596276829630866432,1,CANDIDATE,Livingston et al. 2018,1,0,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.30183,0.00028,-0.0003,0,,,,,1.12,0.11,-0.08,0,0.0999,0.0098,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,55,-55,0,87.44384,1.87538,-9.52379,0,2457583.169,0.0052,-0.0052,0,BJD,0,0.42,0.33,-0.28,0,2.268,,,0,1.9008,,,0,11.8,2.1,-3,0,0.0144,0.0014,-0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4616.52,82.36,-115.56,0,0.762602,0.053651,-0.037585,0,0.73,0.084105,-0.081044,0,-0.03,0.034,-0.034,0,[M/H],-0.62345,0.01786,-0.01408,0,4.53679,0.075486,-0.090593,0,,,,,2.320574,0.535941,-0.565724,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m23.10s,183.8462454,-06d16m05.98s,-6.2683289,55.48289,286.98079,-4.22377,186.01709,73.41376,0.0959706,-0.0959706,-70.2608,0.0986645,-0.0986645,-21.2838,0.0591302,-0.0591302,97.1795,0.4642,-0.4598,10.2616,0.048551,-0.048551,12.737,0.028,-0.028,11.727,0.046,-0.046,9.873,0.023,-0.023,9.391,0.023,-0.023,9.22,0.019,-0.019,,,,,,,,,,,,,,,,9.186,0.022,-0.022,9.243,0.019,-0.019,9.183,0.039,-0.039,8.2,,,11.3995,0.001307,-0.001307,,,,10.7606,0.0061,-0.0061,11.363,,,8/2/18,2018-08,8/2/18,0,10,1,0,0,0,0,0,0
6,EPIC 201126503.01,EPIC 201126503,,,EPIC 201126503,EPIC 201126503.01,,,TIC 380166702,Gaia DR2 3598754063687508480,Gaia DR3 3598754063687508480,1,CANDIDATE,Vanderburg et al. 2016,1,0,0,0,Transit,2016,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2016-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,1.1947488,,,0,,,,,4.19,,,0,0.37380676,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456810.382,,,0,BJD,0,0,,,0,0.448,,,0,1.93,,,0,,,,,0.06005,,,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3919,,,0,0.57,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h43m45.26s,175.9385954,-05d52m24.09s,-5.8733592,53.16141,274.05758,-7.00239,178.61429,89.484127,0.2649546,-0.2649546,39.3529,0.459132,-0.459132,-80.3664,0.191019,-0.191019,290.062,18.356,-16.325,3.4345,0.200346,-0.200346,20.514,0.173,-0.173,19.21,0.2,-0.2,15.073,0.038,-0.038,14.42,0.055,-0.055,14.23,0.07,-0.07,,,,,,,,,,,,,,,,14.117,0.028,-0.028,13.917,0.041,-0.041,12.433,,,8.74,,,17.8892,0.001662,-0.001662,,,,16.6126,0.0108543,-0.0108543,17.275,,,12/5/15,2016-01,12/5/15,0,1,1,0,0,0,0,0,0
7,EPIC 201127519.01,EPIC 201127519,,,EPIC 201127519,EPIC 201127519.01,,,TIC 96244568,Gaia DR2 3597255188821238016,Gaia DR3 3597255188821238016,1,CANDIDATE,Livingston et al. 2018,1,0,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,6.17887,7.00E-05,-7.00E-05,0,,,,,8.84,0.14,-0.13,0,0.789,0.012,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,10,-10,0,88.79651,0.82358,-1.00135,0,2457585.547,0.0005,-0.0005,0,BJD,0,0.17,0.14,-0.11,0,1.303,,,0,2.5008,,,0,18.1,0.2,-0.6,0,0.1058,0.0011,-0.0007,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4719.28,100.72,-112.19,0,0.849432,0.053904,-0.052076,0,0.756,0.096466,-0.080306,0,0.213,0.041,-0.041,0,[M/H],-0.49154,0.0154,-0.01826,0,4.45833,0.062492,-0.110798,0,,,,,1.739007,0.360404,-0.512802,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h05m29.23s,181.3718091,-05d50m53.79s,-5.8482738,55.20086,282.61866,-4.81927,183.58537,74.1657367,0.138433,-0.138433,-59.6141,0.13957,-0.13957,-44.1216,0.136333,-0.136333,117.704,0.778,-0.767,8.46751,0.0553409,-0.0553409,12.787,0.024,-0.024,11.733,0.046,-0.046,10.014,0.023,-0.023,9.569,0.027,-0.027,9.43,0.021,-0.021,,,,,,,,,,,,,,,,9.308,0.024,-0.024,9.416,0.02,-0.02,9.358,0.053,-0.053,8.18,,,11.4806,0.000478,-0.000478,,,,10.8612,0.0061,-0.0061,11.558,,,8/2/18,2018-08,8/2/18,0,10,1,0,0,0,0,0,0
2293,K2-152 b,K2-152,b,K2-152 b,EPIC 201128338,EPIC 201128338.01,,,TIC 56754291,Gaia DR2 3596508242468505216,Gaia DR3 3596508242468505216,1,CONFIRMED,Hirano et al. 2018,1,1,0,0,Transit,2018,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,32.6479,0.01141,-0.01483,0,0.1716,0.0012,-0.0012,0,2.29,0.25,-0.24,0,0.20430012,0.02230351,-0.02141137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,0.7,-0.7,0,337,3,-3,0,,,,,2457608.622,0.0135,-0.0073,0,BJD,0,0.25,0.24,-0.17,0,0.159,,,0,4,,,0,58.8,2.6,-2.9,0,0.0344,0.0037,-0.0037,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,M0.0 V,4044,34,-35,0,0.61,0.01,-0.01,0,0.63,0.01,-0.01,0,0.12,0.09,-0.08,0,[Fe/H],-1.06048,0.08579,-0.10701,0,4.67,0.01,-0.01,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h06m31.78s,181.6324078,-05d49m38.75s,-5.8274311,55.30041,283.04022,-4.69671,183.81556,92.9638901,0.0725824,-0.0725824,-92.8537,0.0726381,-0.0726381,-4.52496,0.0431186,-0.0431186,108.449,0.414,-0.411,9.19214,0.0347971,-0.0347971,15.098,0.057,-0.057,13.728,0.019,-0.019,10.956,0.026,-0.026,10.277,0.023,-0.023,10.096,0.021,-0.021,,,,,,,,,,,,,,,,10.016,0.023,-0.023,10.039,0.02,-0.02,9.99,0.064,-0.064,8.581,,,13.0383,0.000522,-0.000522,,,,12.1016,0.0072806,-0.0072806,13.114,,,3/28/22,2018-08,3/28/22,0,10,1,0,0,0,0,0,0
2311,K2-157 b,K2-157,b,K2-157 b,EPIC 201130233,EPIC 201130233.01,,,TIC 349445372,Gaia DR2 3596333042162818304,Gaia DR3 3596333042162818304,1,CONFIRMED,Mayo et al. 2018,1,3,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=CASTRO_GONZALEZ_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A.344C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2025</a>,0.3652575,7.80E-06,-8.80E-06,0,0.00962,0.0001,-0.0001,0,0.935,0.09,-0.09,0,0.0834,0.0081,-0.0081,0,1.14,0.41,-0.42,0,0.0036,0.0013,-0.0013,0,,,,,,,,,,,,,,,,,1.14,0.41,-0.42,0,0.0036,0.0013,-0.0013,0,Mass,7.7,3.6,-3.6,0,,,,,6660,200,-200,0,2432,42,-42,0,89.2,9.3,-9.1,0,2457582.822,0.0041,-0.0032,0,JD,0,0.03,0.38,-0.38,0,0.0099,0.0019,-0.0019,0,1.161,0.032,-0.032,0,2.405,0.059,-0.059,0,0.00996,0.00094,-0.00094,0,,,,,,,,,,,,,1.1,0.39,-0.41,0,,,,,,,,,<a refstr=CASTRO_GONZALEZ_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A.344C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2025</a>,G9 V,5334,64,-64,0,0.86,0.019,-0.019,0,0.89,0.029,-0.029,0,0.02,0.04,-0.04,0,[Fe/H],,,,,4.45,0.04,-0.04,0,8.8,4,-4,0,,,,,3,,,1,,,,,43.44811,0.00064,-0.00066,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m00.36s,183.7514959,-05d46m55.26s,-5.7820178,55.93047,286.60409,-3.81511,185.73645,37.5106484,0.1032317,-0.1032317,36.7222,0.104773,-0.104773,-7.65041,0.0571847,-0.0571847,298.373,4.59,-4.455,3.32357,0.0504068,-0.0504068,13.609,0.013,-0.013,12.942,0.069,-0.069,11.398,0.022,-0.022,11.023,0.022,-0.022,10.98,0.023,-0.023,,,,,,,,,,,,,,,,10.919,0.023,-0.023,10.962,0.022,-0.022,11.105,0.137,-0.137,9.057,,,12.6419,0.000177,-0.000177,,,,12.1305,0.0064,-0.0064,12.604,,,5/13/25,2025-07,5/13/25,0,10,1,0,0,0,0,0,0
2314,K2-158 b,K2-158,b,K2-158 b,EPIC 201132684,EPIC 201132684.01,,,TIC 35021200,Gaia DR2 3596003497911958528,Gaia DR3 3596003497911958528,1,CONFIRMED,Mayo et al. 2018,1,2,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,10.06049,0.00134,-0.00148,0,0.0887,0.0008,-0.0008,0,2.64,0.16,-0.1,0,0.23552502,0.01427424,-0.0089214,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,11,-11,0,88.40454,1.15598,-2.39223,0,2457590.483,0.008,-0.0064,0,BJD,0,0.38,0.31,-0.27,0,0.07,,,0,3.8,,,0,19.1,1.6,-4,0,0.0255,0.0016,-0.0008,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5503,51,-48,0,0.95,0.02,-0.02,0,0.92,0.03,-0.02,0,0.07,0.07,-0.07,0,[Fe/H],,,,,4.45,0.02,-0.02,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m45.53s,179.9397081,-05d43m18.08s,-5.7216879,54.85278,280.19801,-5.27212,182.22325,62.8591925,0.0791233,-0.0791233,-62.5163,0.0794724,-0.0794724,6.5567,0.0350387,-0.0350387,197.299,2.061,-2.02,5.0403,0.0520135,-0.0520135,12.337,0.349,-0.349,11.774,0.024,-0.024,10.432,0.024,-0.024,10.051,0.021,-0.021,9.974,0.021,-0.021,,,,,,,,,,,,,,,,9.949,0.023,-0.023,10.007,0.019,-0.019,9.949,0.058,-0.058,8.856,,,11.6134,0.000546,-0.000546,,,,11.1171,0.006,-0.006,11.678,,,3/28/22,2018-08,3/28/22,1,10,1,0,0,0,0,0,0
