0	0.08863884	0
1	0.02667536	0
2	0.00085976	0
3	0.74468047	1
4	1.00000000	1
6	0.98829329	1
7	0.59166018	1
8	0.78523439	1
9	0.16580124	0
10	0.00554038	0
11	0.98645182	1
12	0.82202087	1
13	0.03939563	0
14	0.82542009	1
15	0.14146364	0
16	0.87164500	1
17	0.99983485	1
18	0.00004069	0
19	0.08340127	0
21	0.01359862	0
22	0.04929345	0
23	0.33570412	0
24	0.01506512	0
25	0.06518819	0
26	0.18230423	0
27	0.04746821	0
28	0.02475173	0
29	0.00718519	0
30	0.57575385	1
31	0.46467094	1
32	0.02161067	0
33	0.00141144	0
34	0.26364966	0
35	0.13356455	0
36	0.17745807	0
37	0.79585644	1
38	0.00969252	0
39	0.00032408	0
40	0.05746310	0
41	0.07433186	0
42	0.03902927	0
43	0.20090422	0
44	0.02038486	0
45	0.00111216	0
46	0.02462723	0
47	0.12019218	0
48	0.08385733	0
49	0.00953121	0
50	0.22580326	0
51	0.01044824	0
52	0.02819469	0
53	0.23228494	0
54	0.44579473	1
55	0.00133057	0
56	0.04588471	0
57	0.12513031	0
58	0.11138933	0
59	0.00051414	0
60	0.02656021	0
61	0.00003042	0
62	0.28172658	0
63	0.27948278	0
64	0.19438888	0
65	0.53189976	1
66	0.00209174	0
67	0.02345688	0
68	0.00024665	0
69	0.21457538	0
70	0.05722948	0
71	0.14579346	0
72	0.00029722	0
73	0.00385493	0
74	0.01025696	0
75	0.06276074	0
76	0.00164222	0
77	0.22249105	0
80	0.05755864	0
81	0.11638671	0
82	0.70646733	1
84	0.02495047	0
85	0.00445790	0
86	0.00307329	0
87	0.00936465	0
88	0.00004566	0
90	0.00380091	0
91	0.05918215	0
92	0.00294961	0
93	0.99743522	1
94	0.00011105	0
95	0.00029510	0
96	0.28797066	0
97	0.10972468	0
98	0.01408468	0
99	0.34497593	0
100	0.23084427	0
101	0.33592461	0
102	0.00188176	0
103	0.00916368	0
104	0.03175980	0
105	0.13588065	0
107	0.59308214	1
108	0.47825184	1
109	0.03371764	0
110	0.41453706	1
111	0.17214354	0
112	0.01547776	0
113	0.23875835	0
114	0.92884039	1
115	0.00353461	0
116	0.21774102	0
117	0.25150260	0
118	0.25488122	0
119	0.06145413	0
120	0.15938867	0
121	0.01432667	0
122	0.08893704	0
123	0.10602535	0
124	0.18999696	0
125	0.04267264	0
126	0.47805638	1
127	0.00229456	0
128	0.03931654	0
129	0.17274065	0
130	0.52818030	1
131	0.01212534	0
132	0.01223996	0
133	0.62664345	1
134	0.00000000	0
135	0.02136017	0
136	0.00574061	0
137	0.79657641	1
139	0.01879562	0
140	0.75386740	1
141	0.28514148	0
142	0.02922916	0
143	0.61486201	1
144	0.39312145	1
145	0.01327247	0
146	0.05528303	0
147	0.16747703	0
148	0.00174049	0
149	0.01324082	0
151	0.00702974	0
152	0.21797436	0
153	0.04855328	0
154	0.00000852	0
155	0.31713198	0
156	0.38927067	1
157	0.28509269	0
158	0.00954084	0
159	0.01811885	0
160	0.06203242	0
161	0.01612921	0
162	0.00169187	0
164	0.04845573	0
165	0.06600103	0
166	0.16340526	0
167	0.05923448	0
168	0.06115262	0
169	0.23343878	0
170	0.03465299	0
171	0.54777633	1
172	0.01390447	0
173	0.07026667	0
174	0.25582832	0
175	0.00297863	0
176	0.00885537	0
179	0.00879602	0
180	0.52145550	1
181	0.00073186	0
182	0.54575256	1
183	0.70768594	1
184	0.00734109	0
185	0.06040369	0
186	0.84852100	1
187	0.07152871	0
188	0.03160223	0
189	0.00344331	0
190	0.11277770	0
191	0.06050357	0
