0	142.72071926
1	154.35650523
3	177.57724167
4	189.21401887
5	200.83469776
6	212.44258694
7	224.00778970
8	235.61800872
9	247.30209068
11	270.44248278
12	281.95293408
13	293.71554590
14	305.26602591
15	316.86582597
16	328.44543140
17	340.06293585
19	363.32574487
20	374.92514918
21	386.52442624
23	409.75296326
24	421.34195687
25	433.06414838
26	444.55796646
27	456.16359171
28	467.78909493
29	479.39217793
30	491.06374341
31	502.61797330
32	514.24558446
33	525.83690124
34	537.41914487
35	549.05895099
36	560.66138735
37	572.27289995
38	583.83821343
39	595.47030617
40	607.09651424
41	618.72979497
52	746.36581543
53	757.96928056
54	769.53289333
55	781.22253069
56	792.82966585
58	815.98556374
59	827.66243738
60	839.25820166
61	850.88215791
62	862.50367997
64	885.66041691
65	897.29576291
66	908.91603832
67	920.51845436
68	932.14328840
69	943.75322029
70	955.34670841
71	966.94436103
72	978.59864021
73	990.19568855
83	1106.26691448
85	1129.47843524
86	1141.08559486
87	1152.74337304
89	1175.94229355
90	1187.52686838
91	1199.09093434
92	1210.86485336
93	1222.34992627
94	1233.98965725
96	1257.17580256
98	1280.39049312
100	1303.64231603
101	1315.23704124
102	1326.75561645
103	1338.47289063
104	1350.13462725
105	1361.67198544
116	1489.41537770
117	1500.99109052
118	1512.60291060
119	1524.22236009
120	1535.82196532
121	1547.48142147
123	1570.68856691
