0	124.30892553
2	138.24313164
3	145.21021058
4	152.17727883
5	159.14435327
7	173.07831841
8	180.04531594
9	187.01232308
10	193.97936347
11	200.94637158
12	207.91342797
13	214.88048443
14	221.84756502
15	228.81464933
16	235.78175007
17	242.74885605
18	249.71595704
19	256.68307145
20	263.65017898
21	270.61730653
22	277.58443820
23	284.55157600
24	291.51872630
25	298.48589959
26	305.45309795
27	312.42028795
28	319.38745533
29	326.35460060
30	333.32173221
31	340.28885351
32	347.25593756
33	354.22301513
34	361.19009536
35	368.15716789
36	375.12427159
37	382.09139486
38	389.05854062
39	396.02565707
40	402.99276669
41	409.95984666
42	416.92693857
43	423.89404335
44	430.86115895
45	437.82827640
46	444.79541879
47	451.76257072
48	458.72969464
49	465.69680501
50	472.66388970
51	479.63093831
52	486.59800048
53	493.56508982
54	500.53218145
55	507.49927876
56	514.46639126
57	521.43352718
58	528.40066271
59	535.36779746
60	542.33493493
61	549.30209121
62	556.26922343
63	563.23637720
64	570.20355837
65	577.17074674
66	584.13799585
67	591.10525685
68	598.07249930
69	605.03969328
70	612.00686434
71	618.97402048
72	625.94116123
88	737.41507036
89	744.38223481
90	751.34940684
91	758.31658082
92	765.28372040
93	772.25085635
94	779.21798864
95	786.18512042
96	793.15224454
97	800.11935684
99	814.05355571
100	821.02065829
101	827.98781727
102	834.95497737
103	841.92212545
104	848.88926152
105	855.85640109
106	862.82351925
107	869.79062284
108	876.75772693
109	883.72482332
110	890.69192365
111	897.65902096
112	904.62612375
113	911.59323507
114	918.56034118
115	925.52745586
116	932.49454982
117	939.46164204
118	946.42873827
119	953.39583173
120	960.36291418
121	967.32997807
122	974.29704895
123	981.26408684
124	988.23111245
125	995.19816455
140	1099.70457551
141	1106.67169133
142	1113.63879028
143	1120.60586825
144	1127.57292289
145	1134.53994120
146	1141.50698579
147	1148.47404250
148	1155.44108283
150	1169.37524285
151	1176.34234840
152	1183.30946856
153	1190.27658526
154	1197.24371256
155	1204.21084103
156	1211.17798282
157	1218.14512940
158	1225.11228045
159	1232.07946193
160	1239.04664288
161	1246.01382743
162	1252.98101360
163	1259.94822325
164	1266.91542101
166	1280.84979313
167	1287.81698267
169	1301.75134559
170	1308.71847428
171	1315.68560848
172	1322.65268988
173	1329.61978482
175	1343.55399803
176	1350.52112154
177	1357.48825181
178	1364.45537912
194	1475.92922900
196	1489.86335946
197	1496.83039989
198	1503.79741223
199	1510.76445464
200	1517.73149912
201	1524.69856355
202	1531.66563880
203	1538.63269651
204	1545.59975753
205	1552.56685471
206	1559.53396666
207	1566.50109849
208	1573.46823356
209	1580.43536063
210	1587.40250370
