0	126.88945252
1	134.78157695
2	142.67356514
3	150.56497625
4	158.45603972
6	174.23921943
8	190.02145780
9	197.91283228
10	205.80413545
11	213.69595526
12	221.58644517
13	229.47810534
14	237.36986628
15	245.26101188
16	253.15326323
17	261.04422463
18	268.93557773
19	276.82688485
20	284.71786081
21	292.60970357
22	300.50055021
23	308.39208090
24	316.28337794
25	324.17500101
26	332.06664587
27	339.95754120
28	347.84924020
29	355.74070163
30	363.63188989
31	371.52331740
32	379.41509691
33	387.30622545
34	395.19735898
35	403.08845431
36	410.97987869
37	418.87154142
38	426.76269981
39	434.65481271
41	450.43651630
42	458.32856343
43	466.21958559
44	474.11112888
45	482.00254220
46	489.89382623
47	497.78562345
48	505.67654807
49	513.56773240
50	521.45954335
51	529.35067535
52	537.24190367
53	545.13367151
54	553.02438561
55	560.91640139
56	568.80751176
57	576.69813502
58	584.58980128
59	592.48171826
60	600.37263721
61	608.26446766
62	616.15582903
63	624.04699426
64	631.93871738
65	639.82996022
66	647.72171213
67	655.61267459
68	663.50348260
69	671.39488070
70	679.28676769
71	687.17789283
72	695.06953454
73	702.96057933
74	710.85180800
75	718.74338150
78	742.41713606
79	750.30896200
80	758.20020691
81	766.09165927
82	773.98261227
83	781.87454080
84	789.76579158
85	797.65760991
87	813.43997699
88	821.33175331
89	829.22254600
90	837.11368495
92	852.89761929
93	860.78866976
94	868.67979753
95	876.57137604
96	884.46239790
97	892.35416635
98	900.24620118
99	908.13739750
100	916.02832316
101	923.91962937
102	931.81177450
103	939.70252620
104	947.59433935
105	955.48509535
106	963.37685702
107	971.26859623
108	979.15974681
109	987.05145099
110	994.94296771
111	1002.83464197
112	1010.72595979
113	1018.61750012
114	1026.50886449
115	1034.40026610
116	1042.29196964
118	1058.07455903
119	1065.96595130
120	1073.85736502
121	1081.74906117
122	1089.64047015
123	1097.53188020
124	1105.42366345
125	1113.31493331
126	1121.20629632
127	1129.09820851
128	1136.98990885
129	1144.88171644
130	1152.77285903
132	1168.55610751
133	1176.44683466
134	1184.33909645
135	1192.22945427
136	1200.12253081
137	1208.01372037
138	1215.90523256
139	1223.79643576
140	1231.68841562
141	1239.57953005
142	1247.47183463
143	1255.36299822
144	1263.25504105
145	1271.14616165
146	1279.03754124
147	1286.92925332
149	1302.71412603
150	1310.60474304
151	1318.49583173
152	1326.38717390
153	1334.27956869
154	1342.17062906
155	1350.06194537
156	1357.95300727
157	1365.84557040
158	1373.73716097
159	1381.62928987
160	1389.51990157
161	1397.41158138
164	1421.08661764
165	1428.97880634
166	1436.87104653
167	1444.76285660
168	1452.65348193
169	1460.54501355
170	1468.43764098
171	1476.32972524
173	1492.11226381
174	1500.00473310
175	1507.89640899
176	1515.78870306
177	1523.67969384
178	1531.57215969
179	1539.46300628
180	1547.35516762
181	1555.24746812
182	1563.13866689
183	1571.03068695
184	1578.92191960
