3	150.81631545
4	171.87960024
5	192.95929428
6	213.99571619
7	235.09037267
8	256.13995277
9	277.18967084
10	298.26342789
11	319.30676012
12	340.36762798
13	361.42034945
14	382.46390621
15	403.50575011
16	424.55900244
17	445.62592376
18	466.67437325
19	487.72354092
20	508.78627521
21	529.83665367
22	550.88816362
23	571.93525794
24	592.99731969
25	614.04424492
26	635.09406169
27	656.13352067
28	677.22000900
29	698.24717876
30	719.32836655
31	740.40066214
32	761.46588023
33	782.50834356
35	824.66565935
36	845.76101033
37	866.80792178
38	887.89344190
39	908.95783974
40	930.03829426
41	951.11798603
42	972.18448395
43	993.29618583
44	1014.39833173
45	1035.48504413
46	1056.59253040
47	1077.70091036
49	1119.93311284
50	1141.03540999
52	1183.28919019
53	1204.38556052
54	1225.51575660
55	1246.66612787
56	1267.79487322
57	1288.92201799
58	1310.09456011
59	1331.22091550
60	1352.36550518
61	1373.51267614
62	1394.67190562
64	1436.98895261
65	1458.14453888
67	1500.49017265
68	1521.67166103
69	1542.87162969
70	1564.03460066
