3	150.86588685
4	171.92177194
5	192.97679539
6	214.03104840
7	235.08462222
8	256.13760804
9	277.19009710
10	298.24218062
11	319.29394982
12	340.34549591
13	361.39691012
14	382.44828367
15	403.49970778
16	424.55127367
17	445.60307256
18	466.65519568
19	487.70773424
20	508.76077946
21	529.81442257
22	550.86875478
23	571.92386732
24	592.97985141
25	614.03679827
26	635.09479911
27	656.15394517
28	677.21432765
29	698.27603779
30	719.33916680
31	740.40380590
32	761.47004632
33	782.53797927
35	824.67928767
36	845.75284555
37	866.82846085
38	887.90622479
39	908.98622859
40	930.06856346
41	951.15332064
42	972.24059135
43	993.33046679
44	1014.42303820
45	1035.51839680
46	1056.61663379
47	1077.71784042
49	1119.92952743
50	1141.04019026
52	1183.27161067
53	1204.39255069
54	1225.51709888
55	1246.64534647
56	1267.77738467
57	1288.91330470
58	1310.05319779
59	1331.19715515
60	1352.34526801
61	1373.49762759
62	1394.65432511
64	1436.98109884
65	1458.15135750
67	1500.50607450
68	1521.69071528
69	1542.88033255
70	1564.07501753
